outer_id,source_row_index,age_realization_id,n_response_events,response_exposure_kyr,response_end_kyr_bp__Barker2011,beta__intercept,beta__same_type_exponential_history,beta__lr04_scaled,beta__co2_scaled,beta__pre_phase_sin,beta__pre_phase_cos
156,14,Barker_MC_00015,69,395.5195063237252,395.5195063237252,-1.5921110767828262,-0.923813108971746,1.3028752323580386,0.5814758298126586,-0.1699277589454029,0.4464892023334099
157,3037,Barker_MC_03038,69,396.5999949193111,396.5999949193111,-1.6089776122479853,-0.9732697425499356,2.041449796596099,1.3765457268292693,-0.24733849888437096,0.5124698524778234
158,5090,Barker_MC_05091,69,397.2565503149513,397.2565503149513,-1.6087631271961094,-1.023659081880845,2.3974479286753527,1.9234926407078135,-0.16981147594807314,0.5222080459102383
159,8726,Barker_MC_08727,69,397.15608601849425,397.15608601849425,-1.5923136639277728,-1.1121838838442522,2.6766994910464352,2.1256103819467764,-0.23723277373393267,0.48164100889327927
160,7470,Barker_MC_07471,69,397.59548308721617,397.59548308721617,-1.6102740809068488,-0.9556680348497001,2.119238013454578,1.5116386782737643,-0.1883137465161919,0.4991939120415932
161,1317,Barker_MC_01318,69,395.2614846859684,395.2614846859684,-1.647951683645234,-0.7659110213374154,2.305255577225363,1.660335308792754,-0.17534400668288172,0.47338739987503586
162,6885,Barker_MC_06886,69,395.8358752109746,395.8358752109746,-1.618603907316254,-1.0458567241626548,2.90464145534739,2.335714222446578,-0.19395833503153337,0.5410704841962461
163,7261,Barker_MC_07262,69,396.14293240786833,396.14293240786833,-1.69267861286215,-0.6822372800635155,3.1978524125942167,2.6655123030327204,-0.15813196232827476,0.4816463287237263
164,6858,Barker_MC_06859,69,397.53913777181486,397.53913777181486,-1.6199089561408038,-1.0836988495363755,3.4234441983622186,2.716005010561555,-0.19150618613088377,0.48898325225019534
165,6904,Barker_MC_06905,69,396.1616560183607,396.1616560183607,-1.607688652524287,-1.196401270771664,3.4668253414652974,2.9085025535367564,-0.2887373922473572,0.5276244520015501
166,2107,Barker_MC_02108,69,395.41721065747873,395.41721065747873,-1.62183154153391,-1.1714064682354963,3.3946478389340062,2.776959725137287,-0.2852589265433535,0.6166366714319392
167,4456,Barker_MC_04457,69,396.57856516609456,396.57856516609456,-1.6662983210650317,-0.8522760344886655,2.9702602850311375,2.4236634180963517,-0.1907700972739014,0.5556778558191768
168,9722,Barker_MC_09723,69,397.42461084550405,397.42461084550405,-1.6879372561224757,-0.8136027662983261,3.5368562095975506,2.839108979522745,-0.18733856499507812,0.532849813570757
169,9632,Barker_MC_09633,69,395.7629548819046,395.7629548819046,-1.6438987265435951,-0.7754827906421329,2.121638579106261,1.6125288361279249,-0.17178999859046912,0.48499062830353323
170,4219,Barker_MC_04220,69,396.032635853187,396.032635853187,-1.6665360919899266,-0.803623458074422,3.108098908784908,2.6349203073433953,-0.22971685957623533,0.48062822690177737
171,9075,Barker_MC_09076,69,397.6213780532645,397.6213780532645,-1.6225248198046516,-0.9501214101345381,2.6869579877940346,2.0896444065352906,-0.17886650001857282,0.4663987455648762
172,4462,Barker_MC_04463,69,395.93302945683985,395.93302945683985,-1.6306964981551983,-1.0150838370116386,3.1481864944093716,2.583708367706565,-0.1091991338765151,0.5386925874912576
173,4500,Barker_MC_04501,69,395.6439971926423,395.6439971926423,-1.6287298056180073,-0.9738586272944141,2.3950689645825425,1.8325904044892307,-0.24398736765120305,0.5843376464232507
174,4899,Barker_MC_04900,69,396.06028732736564,396.06028732736564,-1.5945857008979414,-1.047625148553112,2.396545177367988,1.7856587387749647,-0.25151117902634446,0.46482062271153674
175,6529,Barker_MC_06530,69,395.64393600248087,395.64393600248087,-1.6866631696816543,-0.9643306727668484,4.088010062986304,3.576098287759749,-0.23016895667540022,0.5935833900015182
176,1192,Barker_MC_01193,69,395.578686405935,395.578686405935,-1.6068076094635089,-0.9407176777301186,1.9944939456380721,1.3714815805985523,-0.22893826779439672,0.4867759827482696
177,9004,Barker_MC_09005,69,397.1924790730369,397.1924790730369,-1.6021483341123273,-1.2505671539423378,3.3442474578313153,2.705706212040029,-0.3371909850177596,0.5611696225506166
178,5864,Barker_MC_05865,69,396.09163165873474,396.09163165873474,-1.610662202964112,-1.2996640095460943,3.966876357360596,3.3712121148347376,-0.24376854475195633,0.5934076445058254
179,5520,Barker_MC_05521,69,395.9532107193219,395.9532107193219,-1.5947159368360515,-0.9988705834442715,1.6474385134581215,1.0985527757635274,-0.11992832270729283,0.5219840747624251
180,9921,Barker_MC_09922,69,397.2337927644725,397.2337927644725,-1.644880031861086,-1.00223952176551,3.2531983558275233,2.7029660227085572,-0.23525382220052302,0.5578286989249782
181,1516,Barker_MC_01517,69,396.79348560252157,396.79348560252157,-1.636883093703129,-0.8349159973640962,2.556952596255876,2.002266795318432,-0.17795028765396598,0.42981810418336486
182,9199,Barker_MC_09200,69,397.25083263480377,397.25083263480377,-1.6137289095769398,-1.1554032154862754,3.5726796373703373,3.019181383728698,-0.24737976428990124,0.5287002717546553
183,7721,Barker_MC_07722,69,395.5091759320205,395.5091759320205,-1.599632053311694,-1.0166131575118624,2.1137626615445098,1.5482764579920074,-0.16014936233263297,0.5341024040753451
184,6824,Barker_MC_06825,69,396.38750038931704,396.38750038931704,-1.6383933943646232,-0.910638944140378,2.722947573248594,2.1210533425770413,-0.1836052065206796,0.5227237534236131
185,7178,Barker_MC_07179,69,396.00634791886165,396.00634791886165,-1.5957719053200772,-1.1765657999415537,3.3173758154854056,2.7106099917698487,-0.17470384806479966,0.5419475487430384
186,7879,Barker_MC_07880,69,396.4907289165567,396.4907289165567,-1.6158648705166132,-0.9297056260372278,2.028540070403546,1.3269086542242452,-0.24760568448506606,0.4998855023159854
187,2199,Barker_MC_02200,69,396.89486801646643,396.89486801646643,-1.618593279130596,-1.0909099529400172,3.544072861233795,2.8937832924320723,-0.2942283622531537,0.44569321475317686
188,6490,Barker_MC_06491,69,396.9612325171097,396.9612325171097,-1.5620102592315852,-1.1577837039103647,1.8717674509076963,1.2047004950730797,-0.2850375581709831,0.44552332688567636
189,5987,Barker_MC_05988,69,396.832503824814,396.832503824814,-1.6076845749034854,-1.1838691354557809,3.564708069940696,2.873957641168839,-0.2517247795888719,0.5396988663420675
190,2937,Barker_MC_02938,69,396.672801150265,396.672801150265,-1.675541592088442,-0.7230165436779732,2.511445018797979,1.8988283169415539,-0.1835824040144865,0.5220418467617499
191,213,Barker_MC_00214,69,397.0896592199085,397.0896592199085,-1.5835316841715597,-1.2801991515920519,3.2613869203845085,2.5883586074743485,-0.24469081179078203,0.5531614982003503
192,8245,Barker_MC_08246,69,396.317971481488,396.317971481488,-1.5992279025671798,-1.0218852712576008,1.9618561397184549,1.3026392818001735,-0.29055147013357885,0.5084384092288858
193,4290,Barker_MC_04291,69,395.73728485949647,395.73728485949647,-1.6126763991044937,-1.005868998983205,2.9774945326844757,2.296435010435425,-0.07082962556319697,0.4700072623035656
194,402,Barker_MC_00403,69,397.2844008161693,397.2844008161693,-1.6244152495306925,-0.9067216856464367,1.7686243354303037,1.0683174405404656,-0.1787397189861083,0.5589439607357813
195,3315,Barker_MC_03316,69,396.53830396868614,396.53830396868614,-1.6267234272118714,-1.0250732846597934,3.253153975690648,2.740679042342151,-0.2697507241158678,0.481347684596307
196,4125,Barker_MC_04126,69,395.9529049243889,395.9529049243889,-1.628606112952849,-0.967758202250932,2.9779373891325354,2.550652902410211,-0.24849510609405032,0.4976566179310066
197,7734,Barker_MC_07735,69,396.2029382970273,396.2029382970273,-1.5983740489316156,-1.2615538152255774,3.6575718938928294,2.9440266528573265,-0.18640687818794874,0.5383536370101826
198,1770,Barker_MC_01771,69,397.39606047989776,397.39606047989776,-1.7043798295911052,-0.5572297800297685,2.457083150415691,1.9493917601283293,-0.19489321352687644,0.48370742541729916
199,4681,Barker_MC_04682,69,396.0898789035726,396.0898789035726,-1.622181179021359,-0.9966201068567384,2.711368604378188,2.1892029352759588,-0.25113456346727536,0.5028361023430802
200,8340,Barker_MC_08341,69,395.8968281455451,395.8968281455451,-1.6485022683089572,-0.8983297918202057,2.994469554862966,2.487275119449693,-0.12118517760485205,0.5346527833742674
