outer_id,source_row_index,age_realization_id,n_response_events,response_exposure_kyr,response_end_kyr_bp__Barker2011,beta__intercept,beta__same_type_exponential_history,beta__lr04_scaled,beta__co2_scaled,beta__pre_phase_sin,beta__pre_phase_cos
42,3943,Barker_MC_03944,69,396.1231295399264,396.1231295399264,-1.62194900605704,-0.9677728731352848,2.5312934128211197,1.9867499102661366,-0.26844057469190885,0.5066320737316651
43,4006,Barker_MC_04007,69,396.72968042444154,396.72968042444154,-1.6553000217937752,-0.9795645101730325,3.6807571953105147,3.1647183868890676,-0.3058935500565468,0.48581084209129577
44,3686,Barker_MC_03687,69,395.98395196746844,395.98395196746844,-1.622957148625292,-1.1312471267783697,3.614591972848089,3.0845520367147015,-0.21679199196185164,0.5511846192571613
45,6247,Barker_MC_06248,69,396.9166722055736,396.9166722055736,-1.6390373118800128,-0.8087047512659487,1.878006928935014,1.222871970345233,-0.19173434783138857,0.5124367377827601
46,1935,Barker_MC_01936,69,397.4854087827516,397.4854087827516,-1.6079411204391918,-1.2060997729351555,3.635719366317449,2.9632214072333345,-0.28995627354473047,0.521204642700952
47,5082,Barker_MC_05083,69,397.4158131042461,397.4158131042461,-1.6550613515705979,-0.849336844378826,2.85929779769451,2.2826240716396526,-0.17675073487326973,0.5305534761437454
48,5997,Barker_MC_05998,69,397.21319432180206,397.21319432180206,-1.6394596517668367,-0.8837145082922918,2.5625801775060273,2.0239880674895585,-0.23767749714488098,0.4908199112949807
49,7339,Barker_MC_07340,69,397.2849841566137,397.2849841566137,-1.6180158620227794,-1.0869386748131042,3.3194800164321077,2.7079469578338147,-0.22718197823679082,0.5344146476521247
50,3341,Barker_MC_03342,69,395.7930887237917,395.7930887237917,-1.608737958553391,-1.0307739677840506,2.6566647243500863,2.098903053191193,-0.19582231740796158,0.5190777921626794
51,2665,Barker_MC_02666,69,397.11983610936727,397.11983610936727,-1.6044674353736739,-1.2480333120904115,3.7068430483690236,3.2274156576385296,-0.21891647838050432,0.5328932521140319
52,8991,Barker_MC_08992,69,395.9155452811978,395.9155452811978,-1.614449837076067,-0.9017373846232356,1.8009184720371818,1.194846138757799,-0.2718919645767458,0.47878507679719867
53,8056,Barker_MC_08057,69,397.09664514922906,397.09664514922906,-1.6205699727652116,-0.9977783110031038,2.7650746850407084,2.1283461186438877,-0.2634996123698475,0.4825346509417379
54,7026,Barker_MC_07027,69,397.0986196350607,397.0986196350607,-1.5966264922809879,-1.2649098130119687,3.6675548003622285,3.0029036244561578,-0.1523135644786083,0.5390500240355028
55,8082,Barker_MC_08083,69,396.6635077763671,396.6635077763671,-1.6196028700695435,-1.0586980570165148,3.138922067341169,2.4433297219880155,-0.20807292362940266,0.519980801159369
56,4691,Barker_MC_04692,69,396.211971772274,396.211971772274,-1.68618638875421,-0.7362566813522836,3.0799712482905495,2.3473458642232665,-0.14779225109728117,0.5321517621249199
57,7447,Barker_MC_07448,69,395.9638161344185,395.9638161344185,-1.6195062588480196,-1.1298098901153324,3.73567491507995,3.307113458687027,-0.19601789790890495,0.5296834505440733
58,8788,Barker_MC_08789,69,396.7985240605677,396.7985240605677,-1.6411927846397358,-1.067663741797922,3.332177369994713,2.709192975351481,-0.29173339424979905,0.5871467461885217
59,3161,Barker_MC_03162,69,397.35992172068137,397.35992172068137,-1.6047816920581357,-1.1338775968271957,2.5649729954204514,1.9639882532004835,-0.2036181271039964,0.612083696842293
60,1632,Barker_MC_01633,69,396.4581248835385,396.4581248835385,-1.6151471261825339,-1.0760062818621703,3.1342329651643857,2.66275236595815,-0.2165568646192381,0.5235987475494309
61,6235,Barker_MC_06236,69,395.9084159300746,395.9084159300746,-1.6255728504918088,-1.1115333118159256,3.581215142681148,2.9943812129615845,-0.17720711388099436,0.5520198529934689
62,5585,Barker_MC_05586,69,396.57946885754626,396.57946885754626,-1.5664873907357966,-1.1758025708425266,2.2044419888843847,1.5727413663575271,-0.29776339426165704,0.46184335287977507
63,8613,Barker_MC_08614,69,397.0417448728969,397.0417448728969,-1.6350528077432467,-0.7904219181197807,1.7353714137445575,1.1179020203364762,-0.1799977725722928,0.4870858017868761
64,3305,Barker_MC_03306,69,396.94576402501133,396.94576402501133,-1.649837726689662,-0.8168306072313161,2.7169407998740476,2.223103833915165,-0.22454215073177067,0.46400452704087297
65,758,Barker_MC_00759,69,395.7576524759397,395.7576524759397,-1.6489705638869219,-0.9066598086129476,3.249631591494481,2.64358794676382,-0.1225807879270109,0.5287968359879887
66,6244,Barker_MC_06245,69,395.62545076292133,395.62545076292133,-1.63076771516276,-1.0693966542073727,3.5679249288633854,3.0343196931306458,-0.23889960888359368,0.5385352933670389
67,1191,Barker_MC_01192,69,395.57200302938975,395.57200302938975,-1.6006151464914147,-1.0988557744695553,2.5935154743204554,1.827894806721333,-0.28140443559966344,0.5366918079786563
68,637,Barker_MC_00638,69,396.9286480981686,396.9286480981686,-1.6607824788352379,-0.6242034292006546,1.5106165472755904,0.8898872992119867,-0.17010538067758738,0.44959743946799574
69,2177,Barker_MC_02178,69,395.57568793673175,395.57568793673175,-1.6346264778878348,-0.9366087963944234,2.9134247173929464,2.3626177404619617,-0.3204400633077601,0.47079158578502395
70,5911,Barker_MC_05912,69,396.97127755136654,396.97127755136654,-1.5924932552937345,-1.2463978052925935,3.0814292427770154,2.3852038416770154,-0.2391566761921829,0.5552074397840497
71,7499,Barker_MC_07500,69,397.5241789887921,397.5241789887921,-1.601705756514744,-1.1234668244046027,2.4512243097339583,1.7568483954775087,-0.31253453678815735,0.5627616972458387
72,2773,Barker_MC_02774,69,396.03732263424723,396.03732263424723,-1.6048125856549382,-1.0992887379742964,3.129108682386308,2.4762029227518396,-0.07986837471876794,0.4934259268821403
73,5335,Barker_MC_05336,69,396.5166158748086,396.5166158748086,-1.610974252031523,-0.9294302282035289,2.308692630941343,1.7725779372776003,-0.22931256585241633,0.4295038247893021
74,983,Barker_MC_00984,69,396.3105039441825,396.3105039441825,-1.6348486240432758,-0.9662155027587035,3.1431699444810306,2.6186198977546122,-0.2626935588695219,0.517629957042379
75,4712,Barker_MC_04713,69,396.7561689361843,396.7561689361843,-1.5993287692215428,-0.9767832538893495,1.9923942497259526,1.4591903778297721,-0.2160175440573564,0.4701476512143271
76,9808,Barker_MC_09809,69,396.8032125044603,396.8032125044603,-1.5679852256203117,-1.2664854924492224,3.1723519059703094,2.576525979237458,-0.16696699052907615,0.45975671839680216
77,7140,Barker_MC_07141,69,396.5133022309796,396.5133022309796,-1.6160940615645312,-0.9784252045804259,2.2165757015651795,1.4942662101223263,-0.2959660045378942,0.5132463831898391
78,8007,Barker_MC_08008,69,395.9307734078829,395.9307734078829,-1.588954421492791,-1.00664547661662,2.3338274411463833,1.6999304926520338,-0.186889338782727,0.39791217540642426
79,1534,Barker_MC_01535,69,396.1437322926722,396.1437322926722,-1.6245071322941935,-1.0093666103199843,2.702950936995194,1.9620628645558054,-0.2916715551304472,0.5487174518092219
80,1294,Barker_MC_01295,69,395.71005457148357,395.71005457148357,-1.6333540191568574,-1.022798335202846,3.309284143881926,2.863831007773657,-0.24364858141794968,0.522231132452236
81,2497,Barker_MC_02498,69,396.65694847041595,396.65694847041595,-1.5740132002737093,-1.231129901499598,3.048760244942312,2.4664932558150867,-0.2545639871798543,0.4537295965864363
82,4320,Barker_MC_04321,69,396.9593184548897,396.9593184548897,-1.6050593763970948,-1.0920740717132797,2.4312384254096315,1.638035864164669,-0.19452949574340342,0.574968662672544
83,1452,Barker_MC_01453,69,395.77882588799383,395.77882588799383,-1.632824791493261,-1.044787623848481,3.6613100560984004,2.9284091341126173,-0.19885645738302246,0.4929618231453357
84,7085,Barker_MC_07086,69,397.0662340693503,397.0662340693503,-1.6029798884170015,-0.9436514577089717,1.865202708605566,1.240386084549927,-0.2396596192351741,0.4505776922571272
85,989,Barker_MC_00990,69,397.5237849609043,397.5237849609043,-1.613400913353087,-1.1232725573052242,3.315740782579361,2.487838799650043,-0.24065456956082437,0.54679427687596
86,9594,Barker_MC_09595,69,397.3151614160569,397.3151614160569,-1.6815995003926303,-0.8360674206245637,3.40222199226705,3.0125619155646537,-0.20575902580974628,0.5359566085661991
87,1415,Barker_MC_01416,69,396.4748981123674,396.4748981123674,-1.5801560256111704,-1.1707469306035292,2.641872315409038,2.0722516389639565,-0.21088130025966634,0.49490763000566307
88,144,Barker_MC_00145,69,395.8408189570618,395.8408189570618,-1.5871781546292862,-1.0314836784575059,1.9339421634798932,1.1589362813025477,-0.19362407076343557,0.47182713310928404
89,8461,Barker_MC_08462,69,396.2297617467084,396.2297617467084,-1.671887794722709,-0.9009022614070755,3.577243296313558,2.9698145654552572,-0.24439994563282516,0.5414956920713547
90,1654,Barker_MC_01655,69,397.1415546462387,397.1415546462387,-1.6323686352006526,-1.0018565425507646,2.902196800132173,2.4233433061735363,-0.2840590374800339,0.5232276082689743
91,3397,Barker_MC_03398,69,395.4559066332691,395.4559066332691,-1.6413926458608372,-0.9272291226735401,3.060286546588849,2.2755382358158456,-0.16202742241805485,0.5400063328632801
92,1287,Barker_MC_01288,69,395.70468650086025,395.70468650086025,-1.6248810244783911,-1.089248900145777,3.5714128800057146,2.9897690465679982,-0.20328849967304485,0.5072864178469195
93,7568,Barker_MC_07569,69,396.4157448281851,396.4157448281851,-1.559779961784189,-1.1459693653386367,1.5723821964842957,0.794876660654065,-0.23416441941217134,0.46535970232509555
94,6405,Barker_MC_06406,69,395.57519175724747,395.57519175724747,-1.6747557556390438,-0.9159880476840891,3.5103344518115978,3.0314587396175763,-0.2989263006723904,0.5731811258517169
95,8663,Barker_MC_08664,69,395.4251273019167,395.4251273019167,-1.6058123244264388,-1.1447074475539123,3.0166844398879786,2.247117205697528,-0.2598488773238466,0.547361734450102
96,6752,Barker_MC_06753,69,397.07990423831603,397.07990423831603,-1.644197402187258,-0.7038979649278989,1.7453861074106705,1.2765615667337749,-0.18381976744400955,0.430264233462768
97,1356,Barker_MC_01357,69,397.2351759542032,397.2351759542032,-1.6026611272478375,-1.2870365060971416,3.9350539887013474,3.364312066447217,-0.2759380201060479,0.51804960051906
98,7487,Barker_MC_07488,69,395.9814378642898,395.9814378642898,-1.5804145911719474,-1.4056450931188367,3.593697419837957,2.9638892819874063,-0.2646268327547383,0.6123524859904428
99,9618,Barker_MC_09619,69,397.0181391346812,397.0181391346812,-1.6512758928461209,-0.9327673178815867,3.4080242966854954,2.847318634977562,-0.14347808240495968,0.4944481462294775
100,7603,Barker_MC_07604,69,396.88431255925354,396.88431255925354,-1.6469961778229247,-0.8054830103231158,2.32685635576589,1.7698908419695398,-0.17259505223227203,0.4906208566086239
101,4353,Barker_MC_04354,69,397.5338736138904,397.5338736138904,-1.6103954919425416,-0.8946661389066601,1.4451267367402723,0.7153112147577811,-0.1727296513915016,0.48867232534310373
102,5955,Barker_MC_05956,69,396.8046490638923,396.8046490638923,-1.658980090061244,-0.6575568538245457,1.7538213893639647,1.138363001180771,-0.20621877018387355,0.4547224673774504
103,9965,Barker_MC_09966,69,395.652202433742,395.652202433742,-1.6316940418642254,-1.069499612157934,3.6564246349040044,3.0406204171069366,-0.14163678507645133,0.5363621038724813
104,1624,Barker_MC_01625,69,395.76696479785505,395.76696479785505,-1.5932346788839173,-1.0367735147612673,2.047270529681867,1.4241365492218947,-0.20038670426895974,0.5167129413489477
105,8022,Barker_MC_08023,69,397.2588597873474,397.2588597873474,-1.5865358037692825,-1.2552739262148302,3.592033161099381,2.8779830308621523,-0.24195298041961774,0.45607342245066723
106,3167,Barker_MC_03168,69,396.84276641751353,396.84276641751353,-1.610377874244444,-1.1310768141955316,3.1940514463643557,2.6861504527197795,-0.22676567495284186,0.5255318149943219
107,7965,Barker_MC_07966,69,396.2441096636695,396.2441096636695,-1.6159410863751276,-1.1041067325519371,3.344508205234543,2.7022829858461077,-0.26381566069246154,0.4946101032587124
108,9964,Barker_MC_09965,69,395.80989971499633,395.80989971499633,-1.5900234261854582,-1.217775771381766,3.191513217294232,2.5036321427125383,-0.15976889757971793,0.575366735326468
109,9977,Barker_MC_09978,69,396.8141258984411,396.8141258984411,-1.6648156255895785,-0.7680666318903915,2.5670147152727707,2.022377452493012,-0.17276112606177177,0.5180946795249269
110,5746,Barker_MC_05747,69,397.32318834246496,397.32318834246496,-1.6549086819401646,-0.9685190474835608,3.2944627615017397,2.653257343199315,-0.18351933825080796,0.5895132448921504
111,7710,Barker_MC_07711,69,396.0655181598878,396.0655181598878,-1.6262614991618982,-1.1348213718633828,3.8861444164556675,3.3797564014293773,-0.20642010401162122,0.49992743083887564
112,9614,Barker_MC_09615,69,397.016561639909,397.016561639909,-1.6553494894423284,-0.768124624663035,2.391463688957525,1.7979738371177498,-0.18465198830454113,0.4820958214914691
113,2029,Barker_MC_02030,69,396.08244605144824,396.08244605144824,-1.6046771588856137,-1.1049729124240675,2.796198149339595,2.156775789174528,-0.2563468168048558,0.5468984630684128
114,9648,Barker_MC_09649,69,396.91811257132343,396.91811257132343,-1.6307972868521423,-1.1421424094163957,3.602267565891284,2.94767389566676,-0.2982457770615864,0.5710387865112682
115,8320,Barker_MC_08321,69,395.3832891334737,395.3832891334737,-1.625186905939407,-0.8287697101208011,1.8463854525127519,1.1995610672390697,-0.22766358601306594,0.47370152510864627
116,8034,Barker_MC_08035,69,396.49519661313656,396.49519661313656,-1.656100907227715,-0.9254842257598495,3.5898942700484047,2.999025625609021,-0.18462443765680867,0.49224467123190313
117,1297,Barker_MC_01298,69,396.80987932667017,396.80987932667017,-1.611385485239,-1.0259292585607411,3.13848431902024,2.412450186460245,-0.1565724872606284,0.4255120395459741
118,4342,Barker_MC_04343,69,395.93556001087154,395.93556001087154,-1.6210330889483522,-1.057211338621419,2.847518432897609,2.216187796769485,-0.2937809079091161,0.5653400835073088
119,5756,Barker_MC_05757,69,397.44000951624076,397.44000951624076,-1.6264659154582561,-0.9649569279636486,2.5026489139583132,1.988246646615143,-0.27119432339667465,0.5165966377683129
120,3521,Barker_MC_03522,69,396.5368191357931,396.5368191357931,-1.6773871141605499,-0.6986129761669017,2.51493964793846,1.924495920611954,-0.24748136487138878,0.5049813716394961
121,2329,Barker_MC_02330,69,395.52616411385526,395.52616411385526,-1.6292077726229675,-1.064710040458646,3.56867878275977,3.1468769696989205,-0.2601165285283682,0.482978249833628
122,7581,Barker_MC_07582,69,395.83693816156756,395.83693816156756,-1.6237079812365656,-1.0878242628619803,3.83929233045413,3.513001191759419,-0.23817084098991037,0.4393704391589693
123,1657,Barker_MC_01658,69,395.46014351887953,395.46014351887953,-1.68459333850526,-0.8253960512167,3.3507929668892054,2.8070921542230933,-0.24024960899177475,0.5572713738890356
124,1952,Barker_MC_01953,69,396.3405752291506,396.3405752291506,-1.609689601485752,-1.0697551664835772,2.945048132155114,2.427501847151373,-0.2062910029194408,0.49652454310836186
125,8098,Barker_MC_08099,69,396.97508345859137,396.97508345859137,-1.6169651694953047,-1.1398639464988254,3.5091747781159177,2.8808667910772074,-0.07004710237704462,0.5211527330520693
126,5087,Barker_MC_05088,69,397.04436509146575,397.04436509146575,-1.6117679642179807,-0.969541769396179,2.3195403828727246,1.8836922051708056,-0.120278922322376,0.5028589755749525
127,2730,Barker_MC_02731,69,397.36928584550833,397.36928584550833,-1.6497562112560056,-0.8457745400898345,2.690510688069031,2.0611945382776704,-0.2377843554945488,0.4887368298853611
128,6338,Barker_MC_06339,69,395.8771446760267,395.8771446760267,-1.6196240628371077,-1.0117630126403399,2.887644835759741,2.2379988331075915,-0.22176396130787795,0.5135027800780381
129,6731,Barker_MC_06732,69,396.3595039268433,396.3595039268433,-1.630440334807747,-0.9326328280952716,2.6057289547342903,2.048817885220732,-0.2523632142536904,0.5098515837127595
130,3705,Barker_MC_03706,69,395.6212177677165,395.6212177677165,-1.6625962459509718,-1.0429267929034798,3.887630641638389,3.3976584127269187,-0.37314688424360154,0.5503723489298961
131,5325,Barker_MC_05326,69,396.7934276149116,396.7934276149116,-1.624189961455781,-0.9908715205046205,3.181906224387374,2.5051965102777802,-0.10443837406648439,0.46766981647240047
132,8829,Barker_MC_08830,69,397.0284872958832,397.0284872958832,-1.6087152136340277,-1.05960822207188,2.7825162440152718,2.2349735731638276,-0.23775251714611703,0.48801630178450445
133,2253,Barker_MC_02254,69,396.72481891256217,396.72481891256217,-1.64299683907075,-0.883057338019047,3.0136263299393606,2.54704861450484,-0.12395985572946275,0.45171809569368154
134,7186,Barker_MC_07187,69,396.4861633749462,396.4861633749462,-1.6206397153710157,-1.1511672074102661,3.642390329606242,2.966401808985554,-0.27304893868857766,0.5434587620507287
135,4330,Barker_MC_04331,69,397.07162758171984,397.07162758171984,-1.6500678135222364,-0.9575378352659064,3.0801875466811595,2.404551185966269,-0.21911954833566102,0.5890415184980116
136,5471,Barker_MC_05472,69,396.40273788197527,396.40273788197527,-1.5940765070767886,-1.0268085071375124,2.0967738516458096,1.4865790505954486,-0.21191049453310498,0.503604525448307
137,626,Barker_MC_00627,69,396.5007098120126,396.5007098120126,-1.6636979963408538,-0.6565447725549848,1.7126150304821308,1.0454666566802049,-0.19954234869907278,0.48634937737219847
138,2366,Barker_MC_02367,69,396.27193537037147,396.27193537037147,-1.6149535957997871,-0.9527587253195957,2.227209120169376,1.602620863364601,-0.18992888363925733,0.51484204986708
139,6623,Barker_MC_06624,69,395.4529680150949,395.4529680150949,-1.6087569870285614,-0.9115024859268983,1.6863386590822838,0.9680809710021487,-0.18462789844812716,0.4919873063453469
140,6527,Barker_MC_06528,69,395.56315764706574,395.56315764706574,-1.6467427684829392,-0.9286940770526909,3.119776287563555,2.32995885682235,-0.11742792366476157,0.5425276048708796
141,3781,Barker_MC_03782,69,395.98315481807373,395.98315481807373,-1.6180893806470495,-0.9931305973870483,2.672095012805724,2.204686302688804,-0.22849410859743682,0.5134404964550634
142,596,Barker_MC_00597,69,397.3870657159714,397.3870657159714,-1.5994791220208702,-0.9966871344000325,2.072473073171352,1.4015195156433775,-0.22208464053597232,0.4810419976832302
143,3714,Barker_MC_03715,69,397.2587795089958,397.2587795089958,-1.5887967518270971,-1.2656525816862731,3.195289886542233,2.517230571204434,-0.23810987594178146,0.5512017527612801
144,3957,Barker_MC_03958,69,395.70878892558164,395.70878892558164,-1.6602226357024361,-0.7322836542797122,2.3907484695503145,1.8169070004959664,-0.20920647246623594,0.49194287669431513
145,3265,Barker_MC_03266,69,396.96406069296836,396.96406069296836,-1.5930860578013681,-1.1383058670927613,3.0732354576101746,2.449055620239186,-0.17160370013402393,0.486342277668579
146,5304,Barker_MC_05305,69,396.82290278205545,396.82290278205545,-1.6116638264455285,-1.2763273113652374,3.90737009108952,3.370598124545961,-0.21780897319721818,0.5714698720397217
147,6106,Barker_MC_06107,69,396.2610620724795,396.2610620724795,-1.5929523311437637,-1.3122708564847867,3.825910084092087,3.2229524792066195,-0.21321525233925537,0.53577496408764
148,3253,Barker_MC_03254,69,397.07441831499756,397.07441831499756,-1.6160150838471283,-1.2422566965820694,3.9466297053474464,3.409844121239886,-0.17534878644337198,0.5511696407582827
149,1828,Barker_MC_01829,69,396.2334317276336,396.2334317276336,-1.6549716001809702,-1.0377202464704995,3.773713004481994,3.214550054891307,-0.20413695868391937,0.586143402533886
150,8560,Barker_MC_08561,69,396.83462597772103,396.83462597772103,-1.6385715017295484,-0.91838869358995,3.094051129341185,2.6257702916970236,-0.17924599393521523,0.4418425238361626
151,3740,Barker_MC_03741,69,397.5444262054977,397.5444262054977,-1.6093885202585023,-1.0284906042611504,2.7188713198761616,1.9808356979475326,-0.18009204329498135,0.5061082341279234
152,9060,Barker_MC_09061,69,395.83888966002456,395.83888966002456,-1.633194586413817,-1.1241536499954001,3.7496459837857996,3.2544121983537693,-0.2239587895081147,0.540780773224466
153,3445,Barker_MC_03446,69,396.42706745158347,396.42706745158347,-1.6406844511598895,-1.0328298932093078,3.4226047082249966,2.9011694509014943,-0.26534377256816366,0.5692327479339261
154,3723,Barker_MC_03724,69,395.8921349438251,395.8921349438251,-1.607020791570794,-0.9537197986396148,1.9937320980621729,1.2551709046069006,-0.24868106347559232,0.4850263027785106
155,9038,Barker_MC_09039,69,396.56589571705126,396.56589571705126,-1.5757488924851095,-1.0677806878804332,1.9349749725674745,1.3445005230067009,-0.22281797742026685,0.4354214853606916
