intercept,same_type_exponential_history,lr04_scaled,co2_scaled,pre_phase_sin,pre_phase_cos
-1.6180461275759108,-1.1293684569782547,3.317729864221099,2.8210872092889163,-0.26103369835904755,0.5407931596125268
