scenario,outer_id,inner_id,replicate_id,seed,fit_valid,invalid_reason,response_exposure_kyr,n_observation_events,effect_identified,n_response_events,beta__intercept,beta__same_type_exponential_history,beta__lr04_scaled,beta__co2_scaled,beta__pre_phase_sin,beta__pre_phase_cos,phase_deg,rate_ratio,full_log_likelihood,reduced_log_likelihood,ks_uniform,adjacent_dependence,residual_status
B_sampling,0,17,17,20260925,True,,396.464263878,71,True,70,-1.71058125385,-0.910943549491,4.26258069677,4.25847262508,-0.659264797941,0.502108652826,307.293590612,5.24565112503,-175.941918064,-185.697612856,0.0838189334089,0.111267741607,ok
B_sampling,0,18,18,20260925,True,,396.464263878,61,True,60,-1.6736253239,-1.97302688473,3.44588860283,3.80536433916,-0.0697041261235,0.665353520846,354.019364365,3.81137301676,-160.029627583,-165.966525485,0.0950786714326,0.0532660170435,ok
B_sampling,0,19,19,20260925,True,,396.464263878,59,True,58,-1.95191319896,-1.83980201145,7.24557498195,5.65812993764,-0.215879885483,0.890331381389,346.370453885,6.24799060665,-144.166884055,-153.303234143,0.0961982771057,0.0479485330408,ok
B_sampling,0,20,20,20260925,True,,396.464263878,71,True,70,-1.66105100374,-1.14814622239,4.5498394295,4.93989729018,-0.587546715146,0.542385217988,312.711201376,4.94927402343,-174.628411521,-183.635878797,0.0906296538714,0.0615819159416,ok
B_sampling,0,21,21,20260925,True,,396.464263878,64,True,63,-1.69344017119,-1.57128672771,4.00571483152,4.80486387683,-0.318450752496,0.662103861146,334.31393577,4.3466755742,-164.977908555,-172.021960935,0.156059233504,0.00785860351589,ok
B_sampling,0,22,22,20260925,True,,396.464263878,67,True,66,-1.67254280806,-1.42544401311,4.11715925872,4.59258983324,-0.73556873812,0.353413170212,295.66253752,5.1147585177,-168.899417162,-177.328810426,0.0497079125825,0.0551167593878,ok
B_sampling,0,23,23,20260925,True,,396.464263878,68,True,67,-1.55959506843,-1.74611348621,2.84719310122,3.04262287176,-0.0983024488285,0.759452436045,352.624722256,4.62546149048,-172.114712399,-180.175900649,0.0802226131889,0.135162910053,ok
B_sampling,0,24,24,20260925,True,,396.464263878,68,True,67,-1.70943076504,-0.870918496004,3.46707982447,2.12178056293,-0.190579183275,0.532705249287,340.314960303,3.10042537304,-176.174144131,-181.004745567,0.0832780089739,0.0937760683134,ok
B_sampling,0,25,25,20260925,True,,396.464263878,76,True,75,-1.63588185258,-0.93299645826,2.8545990236,2.28665150911,-0.624558766042,0.832415141479,323.119205082,8.01516027916,-182.797502041,-198.248324484,0.123038009816,0.0898371124123,ok
B_sampling,0,26,26,20260925,True,,396.464263878,79,True,78,-1.33516931361,-1.89350449047,4.40808128011,4.82873624417,-0.524146482109,0.589243871786,318.346143864,4.84167511304,-184.763087065,-195.04233001,0.0566910117883,0.0882978420794,ok
B_sampling,0,27,27,20260925,True,,396.464263878,75,True,74,-1.59170996642,-1.46872007122,5.22095753,3.54292772902,-0.549192459968,0.909723421962,328.880969078,8.37528394436,-175.73417406,-190.852408656,0.0605850628765,0.0150732093015,ok
B_sampling,0,28,28,20260925,True,,396.464263878,61,True,60,-1.72731833835,-1.48778842249,2.30621300007,2.51265770742,-0.211038538989,0.662597041039,342.333214348,4.01801089057,-162.980226792,-169.223228324,0.0658188015208,0.0811057873585,ok
B_sampling,0,29,29,20260925,True,,396.464263878,87,True,86,-1.44553316744,-0.696904287632,3.69207115735,3.51023007014,-0.238277139921,0.504814710831,334.732262863,3.05398635101,-204.025055058,-209.817790935,0.0705267753594,0.0314734740834,ok
B_sampling,0,30,30,20260925,True,,396.464263878,65,True,64,-1.72089213085,-1.21618950922,5.07980588614,3.63478974926,-0.10137330237,0.238387457902,336.962572807,1.6788233216,-168.90054525,-169.926935268,0.112999012577,0.136599714506,ok
B_sampling,0,31,31,20260925,True,,396.464263878,67,True,66,-1.55436485211,-1.74331016073,2.96316838106,1.96953565829,-0.317480534908,0.569286601664,330.852405941,3.6827439841,-172.067848415,-178.298571814,0.0615165851306,0.0445611903776,ok
B_sampling,0,32,32,20260925,True,,396.464263878,60,True,59,-1.88287912481,-1.31620124131,5.13172694807,4.84284094711,-0.219132768256,0.777217565578,344.254456222,5.02807512017,-155.642463627,-163.67381352,0.0738258398439,0.0775807916434,ok
B_sampling,0,33,33,20260925,True,,396.464263878,55,True,54,-1.93790435785,-2.12684707168,6.49771007224,5.10769865091,-0.267263653572,0.747346917713,340.322107307,4.89100086525,-141.027278141,-148.049295285,0.0888002448249,0.1107883445,ok
B_sampling,0,34,34,20260925,True,,396.464263878,76,True,75,-1.38917729052,-1.92083514946,2.6250647649,2.48949984074,-0.549311562687,0.799869733259,325.520617231,6.96330560758,-180.491189698,-194.706659289,0.0649257106544,0.0476842256838,ok
B_sampling,0,35,35,20260925,True,,396.464263878,64,True,63,-1.60239231508,-2.24117551776,4.28779595493,2.41165573861,-0.330255411235,0.660787194653,333.444535137,4.38172073534,-161.979051353,-168.98947683,0.0658029905845,0.081924568342,ok
B_sampling,0,36,36,20260925,True,,396.464263878,71,True,70,-1.64946550411,-0.885055718305,0.6420473002,-0.507989860246,-0.40253101303,0.680587089951,329.397946153,4.86190208686,-181.251404126,-190.260263837,0.0628186498645,0.0600377868346,ok
B_sampling,0,37,37,20260925,True,,396.464263878,74,True,73,-1.44920706312,-1.83204952924,3.55448151356,2.89787673802,-0.450188819981,0.741397255533,328.733175646,5.66751384304,-177.870206865,-189.605406174,0.0836674858866,0.0249118499557,ok
B_sampling,0,38,38,20260925,True,,396.464263878,74,True,73,-1.41698184257,-2.09993587951,4.67719380162,3.76093789415,-0.018261791505,0.757980806399,358.619857927,4.55580172238,-175.298958751,-184.274458949,0.0728438204214,0.0617234765433,ok
B_sampling,0,39,39,20260925,True,,396.464263878,57,True,56,-1.89973103884,-1.24130639958,3.17558179407,3.23590774428,0.251430380027,0.667716301341,20.6340007684,4.16606536185,-154.055604315,-160.262765224,0.113248552697,0.0463918524334,ok
B_sampling,0,40,40,20260925,True,,396.464263878,76,True,75,-1.48143451366,-1.10605850015,2.78498599704,1.54289506252,-0.366664160593,0.398488687015,317.381694964,2.9536009805,-190.349219526,-195.236516813,0.0532935948763,0.0915611833674,ok
B_sampling,0,41,41,20260925,True,,396.464263878,78,True,77,-1.38845403104,-1.47774535908,3.67556892487,3.29692459239,-0.15550512031,0.515674252997,343.218953427,2.93651041053,-189.784112183,-194.725623811,0.0647710228918,0.0439847189505,ok
