n_catalogue_events,n_predictive_bins,n_predictive_events,max_events_in_single_bin,reduced_converged,full_converged,reduced_log_likelihood,full_log_likelihood,df,n_bins,n_events,loglik_reduced,loglik_full,ll_gain_nats,info_bits_per_event,info_bits_per_bin,LR_statistic,LR_p_value,delta_AICc_full_minus_reduced,nominal_LR_p,nominal_LR_p_lt_0p05,reduced_AICc,full_AICc,beta_pre_phase_sin,beta_pre_phase_cos,pre_phase_amplitude,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,likelihood_nesting_ok,reduced_n_eta_clipped_low,reduced_n_eta_clipped_high,full_n_eta_clipped_low,full_n_eta_clipped_high
21,295,20,1,True,True,-73.7510912,-70.3291251,2,295,20,-73.7510912,-70.3291251,3.42196607,0.246842674,0.0167350966,6.84393215,0.0326481831,-2.69019652,0.0326481831,True,155.640113,152.949917,-0.680450592,0.764420617,1.02340211,318.326056,7.7431163,True,0,0,0,0
