catalogue_id,model_version,n_source_events,n_response_events,n_conditioning_events,response_exposure_kyr,history_kernel,history_initialization,history_tau_kyr,history_coefficient_domain,initial_unobserved_history,df,n_events,loglik_reduced,loglik_full,ll_gain_nats,gain_bits_per_event,LR_statistic,LR_p_value,delta_AIC_full_minus_reduced,nominal_LR_p,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,pre_phase_amplitude,beta_history,mis6_vs_ngrip_rate_ratio_full,all_models_converged,likelihood_nesting_ok,dataset_id,catalogue_label,event_definition,age_scale,analysis_start_ka,analysis_end_ka,n_rayleigh_events,response_support_start_ka,response_support_end_ka,rayleigh_mean_phase_deg,rayleigh_mean_resultant_length,rayleigh_p,resolution_covariate_included,age_uncertainty_propagated,event_age_epoch
barker_variable_threshold_speleo_0_400,continuous_exponential_inhibition_2026-09-12,70,69,1,396.464263878,exponential,condition_on_exact_oldest_event,1.5,nonpositive,0,2,69,-183.466463372,-178.175223075,5.29124029699,0.110632552705,10.582480594,0.00503551085596,-6.58248059399,0.00503551085596,334.234011557,3.32341425551,0.600496322356,-1.12936845698,,True,True,barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeleoAge,0,400,70,0,396.464263878,0.830024149361,0.190011796225,0.0794887546994,False,False,BP1950 assumed; precise source epoch unverified
barker_fixed_threshold_speleo_0_400,continuous_exponential_inhibition_2026-09-12,59,58,1,392.245695897,exponential,condition_on_exact_oldest_event,1.5,nonpositive,0,2,58,-164.98821251,-160.699850634,4.28836187622,0.106668938144,8.57672375244,0.0137273940597,-4.57672375244,0.0137273940597,347.056629829,3.18786389174,0.579675533042,-1.2066173359,,True,True,barker_fixed_threshold_speleo_0_400,"Barker fixed-threshold D-O warmings, SpeleoAge 0-400 ka",fixed_threshold,SpeleoAge,0,400,59,0,392.245695897,7.9036369634,0.227099883219,0.0470451355251,False,False,BP1950 assumed; precise source epoch unverified
