phase_deg,point_multiplier,chronology_low,chronology_high,sampling_low,sampling_high,combined_low,combined_high
216,0.690292235631,0.504194152565,0.945079129038,0.3764250057,1.2658653473,0.366592385606,1.29981797026
217,0.701425480337,0.511408255637,0.962044900611,0.382960759129,1.28472093482,0.372547701618,1.32063008933
218,0.71281528454,0.518768265788,0.979446244851,0.38962732166,1.30408110938,0.378614659419,1.34201256405
219,0.724464740569,0.526276307937,0.997288216117,0.396424922161,1.32395601534,0.384793642966,1.36397565272
220,0.736376878026,0.533934497943,1.01557570934,0.403353696322,1.34435586295,0.391084991174,1.38652957472
221,0.748554655841,0.541744938285,1.0343134438,0.410413683792,1.36529091234,0.397488996313,1.40968448933
222,0.761000954025,0.549709713644,1.05350594623,0.417604825467,1.38677145643,0.404005902397,1.43345047335
223,0.773718565132,0.557830886373,1.07315753332,0.424926960932,1.40880780245,0.410635903527,1.45783749762
224,0.786710185422,0.566110491855,1.09327229357,0.432379826055,1.43141025217,0.417379142218,1.4828554023
225,0.79997840573,0.57455053376,1.11385406858,0.439963050752,1.45458908092,0.424235707674,1.50851387108
226,0.813525702052,0.583152979173,1.13490643371,0.447676156913,1.47835451515,0.431205634031,1.53482240414
227,0.827354425837,0.591919753619,1.15643267819,0.455518556494,1.50271670867,0.438288898549,1.56179028996
228,0.841466794008,0.600852735966,1.17843578474,0.463489549774,1.52768571754,0.445485419765,1.58942657605
229,0.855864878706,0.609953753206,1.20091840857,0.471588323785,1.55327147357,0.452795055584,1.61774003839
230,0.870550596773,0.619224575123,1.22388285606,0.479813950893,1.57948375643,0.460217601323,1.64673914983
231,0.885525698984,0.628666908825,1.24733106285,0.488165387544,1.6063321644,0.467752787699,1.6764320474
232,0.90079175903,0.638282393168,1.27126457164,0.496641473167,1.63382608376,0.47540027876,1.70682649841
233,0.916350162278,0.648072593041,1.29568450961,0.505240929216,1.66197465675,0.483159669753,1.73792986558
234,0.932202094313,0.658038993533,1.32059156552,0.513962358359,1.69078674831,0.491030484945,1.76974907116
235,0.948348529278,0.668182993973,1.34598596656,0.522804243803,1.72027091142,0.499012175372,1.80229055997
236,0.964790218034,0.678505901846,1.37186745507,0.531764948739,1.75043535122,0.507104116545,1.83556026158
237,0.981527676161,0.689008926586,1.39823526503,0.540842715907,1.78128788784,0.515305606087,1.86956355159
238,0.998561171804,0.699693173242,1.42508809857,0.55003566727,1.81283591805,0.523615861326,1.90430521205
239,1.01589071341,0.710559636035,1.45242410244,0.559341803788,1.84508637583,0.532034016837,1.93978939117
240,1.03351603738,0.721609191791,1.48024084459,0.568759005281,1.87804569177,0.540559121935,1.9760195623
241,1.0514365956,0.732842593262,1.50853529083,0.578285030375,1.91171975149,0.549190138123,2.01299848234
242,1.06965154299,0.744260462353,1.53730378181,0.587917516528,1.94611385315,0.557925936512,2.05072814965
243,1.08815972503,0.755863283228,1.56654201026,0.59765398011,1.98123266404,0.5667652952,2.08920976146
244,1.10695966527,0.76765139534,1.59624499866,0.607491816559,2.01708017643,0.57570689663,2.12844367107
245,1.12604955288,0.779624986366,1.62640707738,0.617428300575,2.05365966275,0.584749324932,2.16842934479
246,1.14542723037,0.791784085062,1.65702186344,0.627460586375,2.09097363016,0.59389106325,2.20916531879
247,1.16509018136,0.804128554055,1.6880822399,0.637585707982,2.12902377468,0.603130491066,2.25064915603
248,1.18503551849,0.816658082573,1.71958033608,0.647800579567,2.16781093501,0.612465881538,2.29287740333
249,1.20525997163,0.829372179128,1.75150750866,0.658101995813,2.20733504602,0.621895398842,2.33584554882
250,1.2257598762,0.842270164166,1.78385432373,0.668486632334,2.24759509229,0.631417095545,2.37954797977
251,1.24653116188,0.855351162693,1.81661053997,0.678951046124,2.28858906161,0.641028910013,2.42397794117
252,1.26756934158,0.868614096895,1.849765093,0.689491676041,2.33031389871,0.650728663862,2.46912749499
253,1.28886950085,0.882057678766,1.88330608102,0.700104843345,2.37276545938,0.660514059465,2.51498748047
254,1.31042628761,0.895680402759,1.91722075193,0.710786752271,2.41593846506,0.670382677525,2.56154747556
255,1.33223390244,0.909480538476,1.95149549189,0.721533490659,2.4598264582,0.680331974727,2.60879575961
256,1.3542860893,0.923456123426,1.98611581552,0.732341030636,2.50442175837,0.690359281484,2.65671927772
257,1.37657612693,0.937604955846,2.02106635787,0.743205229365,2.54971541959,0.700461799771,2.70530360664
258,1.39909682072,0.951924587634,2.05633086819,0.75412182986,2.59569718875,0.710636601089,2.75453292265
259,1.42184049534,0.966412317393,2.09189220564,0.765086461883,2.64235546557,0.720880624541,2.80438997161
260,1.44479898807,0.981065183619,2.12773233704,0.776094642926,2.68967726418,0.73119067505,2.85485604119
261,1.46796364285,0.995879958047,2.16383233673,0.787141779291,2.7376481765,0.741563421727,2.90591093572
262,1.49132530518,1.01085313919,2.20017238871,0.798223167277,2.78625233776,0.751995396394,2.95753295372
263,1.51487431791,1.02598094607,2.23673179102,0.80933399448,2.83547239422,0.762482992289,3.00969886838
264,1.53860051784,1.04125931222,2.27348896256,0.820469341224,2.88528947342,0.773022462946,3.06238391116
265,1.56249323342,1.05668387991,2.31042145234,0.831624182125,2.93568315707,0.783609921278,3.11556175871
266,1.58654128334,1.07224999464,2.34750595135,0.842793387807,2.98663145697,0.794241338861,3.16920452336
267,1.61073297627,1.08795270004,2.3847183069,0.853971726773,3.03811079395,0.804912545446,3.22328274732
268,1.63505611159,1.10378673299,2.42203353976,0.865153867439,3.09009598021,0.815619228689,3.27776540082
269,1.65949798138,1.11974651915,2.4594258639,0.876334380355,3.14256020526,0.826356934132,3.33261988429
270,1.68404537353,1.13582616894,2.49686870903,0.887507740602,3.1954750256,0.837121065428,3.38781203489
271,1.70868457606,1.15201947382,2.53433474591,0.89866833039,3.24881035833,0.847906884829,3.4433061374
272,1.73340138274,1.16831990316,2.57179591441,0.909810441857,3.3025344791,0.85870951394,3.49906493977
273,1.75818109995,1.18472060144,2.60922345443,0.920928280076,3.35661402423,0.869523934762,3.55504967331
274,1.78300855492,1.20121438604,2.64658793957,0.932015966285,3.41101399753,0.880344991006,3.6112200778
275,1.80786810527,1.21779374555,2.68385931361,0.943067541332,3.46569778178,0.891167389721,3.66753443153
276,1.83274364994,1.23445083863,2.72100692976,0.954076969349,3.52062715513,0.901985703206,3.72394958639
277,1.85761864146,1.25117749341,2.75799959262,0.965038141669,3.57576231251,0.912794371246,3.78042100808
278,1.88247609975,1.26796520752,2.7948056028,0.975944880958,3.63106189219,0.923587703656,3.83690282157
279,1.90729862714,1.28480514882,2.83139280415,0.986790945604,3.68648300768,0.934359883146,3.8933478617
280,1.932068425,1.30168815667,2.86772863361,0.997570034331,3.74198128496,0.945104968512,3.94970772905
281,1.95676731165,1.31860474394,2.90378017337,1.00827579106,3.79751090516,0.955816898155,4.0059328511
282,1.98137674175,1.33554509974,2.93951420549,1.01890180999,3.85302465288,0.966489493936,4.06197254848
283,2.00587782709,1.35249909283,2.97489726874,1.02944164097,3.90847396986,0.977116465356,4.11777510653
284,2.03025135875,1.36945627576,3.00989571749,1.03988879501,3.96380901448,0.987691414083,4.17328785179
285,2.05447783064,1.38640588984,3.04447578266,1.0502367501,4.01897872661,0.998207838804,4.22845723354
286,2.07853746438,1.40333687082,3.07860363442,1.06047895726,4.07393089817,1.00865914042,4.28322891024
287,2.10241023553,1.42023785538,3.11224544659,1.07060884671,4.12861224906,1.01903862757,4.33754784055
288,2.12607590102,1.4370971884,3.14536746254,1.08061983438,4.18296850855,1.0293395225,4.39135837896
289,2.14951402788,1.45390293113,3.17793606238,1.09050532852,4.23694450197,1.0395549672,4.44460437573
290,2.17270402311,1.47064287008,3.20991783122,1.10025873658,4.29048424255,1.04967803,4.4972292809
291,2.19562516472,1.48730452678,3.24127962843,1.10987347221,4.34353102821,1.0597017123,4.54917625215
292,2.2182566338,1.50387516844,3.27198865749,1.11934296249,4.3960275432,1.06961895576,4.60038826619
293,2.24057754763,1.5203418193,3.3020125364,1.12866065528,4.44791596437,1.07942264976,4.6508082335
