phase_deg,point_multiplier,chronology_low,chronology_high,sampling_low,sampling_high,combined_low,combined_high
32,1.54258800944,1.13447376119,2.09751679437,0.836617700316,2.84428331599,0.818285326873,2.90800493266
33,1.5188331833,1.11514715298,2.06865455605,0.824928717168,2.79642857701,0.805995968489,2.86211634906
34,1.49525379379,1.09597042312,2.04000387299,0.813254240332,2.74918198636,0.793736661503,2.8167829663
35,1.47186008905,1.07695519942,2.0115712547,0.801600454272,2.70255850056,0.781515025315,2.7720159582
36,1.44866181073,1.05811245776,1.98336294642,0.789973437645,2.656571654,0.769338494218,2.72782534298
37,1.42566819717,1.03945252385,1.95538493753,0.778379158384,2.61123359551,0.757214308596,2.68422002245
38,1.40288798752,1.02098507729,1.92764296883,0.766823468886,2.56655512693,0.745149506634,2.64120782205
39,1.38032942668,1.00271915765,1.90014253904,0.755312101317,2.52254574346,0.733150916591,2.59879553179
40,1.35800027111,0.984663172622,1.87288891025,0.743850663029,2.47921367554,0.721225149634,2.55698894759
41,1.33590779537,0.966824907856,1.84588711279,0.7324446321,2.43656593211,0.709378593274,2.5157929132
42,1.31405879941,0.949211538458,1.81914194925,0.721099353004,2.39460834506,0.697617405408,2.47521136218
43,1.29245961654,0.931829641921,1.79265799802,0.709820032416,2.35334561452,0.685947508988,2.43524736003
44,1.27111612196,0.914685212348,1.76643961627,0.698611735164,2.31278135505,0.674374587332,2.3959031462
45,1.25003374196,0.897783675804,1.74049094247,0.687479380338,2.27291814231,0.662904080082,2.35718017581
46,1.22921746354,0.88112990666,1.7148158986,0.676427737562,2.23375756014,0.651541179817,2.31907916103
47,1.20867184458,0.864728244763,1.68941819205,0.665461423454,2.19530024791,0.64029082933,2.28160011196
48,1.1884010244,0.848582513322,1.66430131735,0.654584898268,2.15754594788,0.629157719562,2.24474237681
49,1.1684087347,0.832696037352,1.63946855765,0.643802462749,2.12049355246,0.618146288199,2.20850468146
50,1.14869831082,0.817071662578,1.61492298622,0.633118255209,2.08414115125,0.607260718919,2.17288516807
51,1.12927270338,0.801711774674,1.59066746788,0.622536248828,2.0484860777,0.596504941283,2.13788143288
52,1.11013448999,0.786618318726,1.56670466036,0.612060249216,2.01352495518,0.585882631266,2.10349056296
53,1.09128588739,0.771792818839,1.54303701582,0.601693892227,1.97925374247,0.575397212399,2.06970917194
54,1.07272876354,0.757236397771,1.51966678241,0.591440642057,1.94566777846,0.565051857518,2.0365334346
55,1.05446465,0.742949796537,1.49659600592,0.58130378963,1.91276182597,0.554849491093,2.00395912034
56,1.03649475431,0.728933393897,1.47382653162,0.571286451282,1.88053011461,0.544792792114,1.97198162542
57,1.01881997247,0.71518722565,1.45136000626,0.561391567769,1.84896638262,0.534884197517,1.94059600398
58,1.00144090141,0.701711003696,1.42919788022,0.551621903584,1.8180639175,0.525125906116,1.90979699788
59,0.984357851485,0.68850413479,1.40734140991,0.541980046626,1.78781559545,0.515519883011,1.87957906516
60,0.967570858925,0.67556573895,1.38579166033,0.532468408189,1.75821391963,0.506067864449,1.84993640736
61,0.951079698185,0.662894667483,1.36454950789,0.523089223314,1.72925105696,0.496771363104,1.8208629955
62,0.934883894248,0.650489520571,1.34361564342,0.513844551479,1.70091887363,0.487631673741,1.79235259478
63,0.918982734789,0.638348664416,1.3229905754,0.504736277647,1.6732089692,0.478649879226,1.76439878812
64,0.903375282206,0.626470247888,1.30267463339,0.495766113655,1.64611270924,0.469826856867,1.73699499842
65,0.888060385483,0.614852218676,1.28266797177,0.486935599962,1.61962125654,0.46116328503,1.71013450955
66,0.873036691888,0.603492338914,1.2629705735,0.478246107735,1.5937256008,0.452659650001,1.68381048627
67,0.858302658457,0.59238820027,1.2435822543,0.469698841267,1.56841658695,0.444316253078,1.65801599291
68,0.84385656328,0.581537238488,1.22450266683,0.461294840731,1.54368494185,0.436133217828,1.63274401096
69,0.829696516551,0.570936747377,1.20573130516,0.453034985243,1.51952129968,0.428110497505,1.60798745555
70,0.815820471381,0.560583892247,1.18726750934,0.444919996235,1.49591622574,0.420247882581,1.58373919087
