realization_id,fit_valid,invalid_reason
joint_02489,True,
joint_02490,True,
joint_02491,True,
joint_02492,True,
joint_02493,True,
joint_02494,True,
joint_02495,True,
joint_02496,True,
joint_02497,True,
joint_02498,True,
joint_02499,True,
joint_02500,True,
joint_02501,True,
joint_02502,True,
joint_02503,True,
joint_02504,True,
joint_02505,True,
joint_02506,True,
joint_02507,True,
joint_02508,True,
joint_02509,True,
joint_02510,True,
joint_02511,True,
joint_02512,True,
joint_02513,True,
joint_02514,True,
joint_02515,True,
joint_02516,True,
joint_02517,True,
joint_02518,True,
joint_02519,True,
joint_02520,True,
joint_02521,True,
joint_02522,True,
joint_02523,True,
joint_02524,True,
joint_02525,True,
joint_02526,True,
joint_02527,True,
joint_02528,True,
joint_02529,True,
joint_02530,True,
joint_02531,True,
joint_02532,True,
joint_02533,True,
joint_02534,True,
joint_02535,True,
joint_02536,True,
joint_02537,True,
joint_02538,True,
joint_02539,True,
joint_02540,True,
joint_02541,True,
joint_02542,True,
joint_02543,True,
joint_02544,True,
joint_02545,True,
joint_02546,True,
joint_02547,True,
joint_02548,True,
joint_02549,True,
joint_02550,True,
joint_02551,True,
joint_02552,True,
joint_02553,True,
joint_02554,True,
joint_02555,True,
joint_02556,True,
joint_02557,True,
joint_02558,True,
joint_02559,True,
joint_02560,False,"NGRIP observation support [12, 123] kyr BP: NGRIP:GI-25=124.642"
joint_02561,True,
joint_02562,True,
joint_02563,True,
joint_02564,True,
joint_02565,True,
joint_02566,True,
joint_02567,True,
joint_02568,True,
joint_02569,True,
joint_02570,True,
joint_02571,True,
joint_02572,True,
joint_02573,True,
joint_02574,True,
joint_02575,True,
joint_02576,True,
joint_02577,True,
joint_02578,True,
joint_02579,True,
joint_02580,True,
joint_02581,True,
joint_02582,True,
joint_02583,True,
joint_02584,True,
joint_02585,True,
joint_02586,True,
joint_02587,True,
joint_02588,True,
joint_02589,True,
joint_02590,True,
joint_02591,True,
joint_02592,True,
joint_02593,True,
joint_02594,True,
joint_02595,True,
joint_02596,True,
joint_02597,True,
joint_02598,True,
joint_02599,True,
joint_02600,True,
joint_02601,True,
joint_02602,True,
joint_02603,True,
joint_02604,True,
joint_02605,True,
joint_02606,True,
joint_02607,True,
joint_02608,True,
joint_02609,True,
joint_02610,True,
joint_02611,True,
joint_02612,True,
joint_02613,True,
joint_02614,True,
joint_02615,True,
joint_02616,True,
joint_02617,True,
joint_02618,True,
joint_02619,True,
joint_02620,True,
joint_02621,True,
joint_02622,True,
joint_02623,True,
joint_02624,True,
joint_02625,True,
joint_02626,True,
joint_02627,True,
joint_02628,True,
joint_02629,True,
joint_02630,True,
joint_02631,True,
joint_02632,True,
joint_02633,True,
joint_02634,True,
joint_02635,True,
joint_02636,True,
joint_02637,True,
joint_02638,True,
joint_02639,True,
joint_02640,True,
joint_02641,True,
joint_02642,True,
joint_02643,True,
joint_02644,True,
joint_02645,True,
joint_02646,True,
joint_02647,True,
joint_02648,True,
joint_02649,True,
joint_02650,True,
joint_02651,True,
joint_02652,True,
joint_02653,True,
joint_02654,True,
joint_02655,True,
joint_02656,True,
joint_02657,True,
joint_02658,True,
joint_02659,True,
joint_02660,True,
joint_02661,True,
joint_02662,True,
joint_02663,True,
joint_02664,True,
joint_02665,True,
joint_02666,True,
joint_02667,True,
joint_02668,True,
joint_02669,True,
joint_02670,True,
joint_02671,True,
joint_02672,True,
joint_02673,True,
joint_02674,True,
joint_02675,True,
joint_02676,True,
joint_02677,True,
joint_02678,True,
joint_02679,True,
joint_02680,True,
joint_02681,True,
joint_02682,True,
joint_02683,True,
joint_02684,True,
joint_02685,True,
joint_02686,True,
joint_02687,True,
joint_02688,True,
joint_02689,True,
joint_02690,True,
joint_02691,True,
joint_02692,True,
joint_02693,True,
joint_02694,True,
joint_02695,True,
joint_02696,True,
joint_02697,True,
joint_02698,True,
joint_02699,True,
joint_02700,True,
joint_02701,True,
joint_02702,True,
joint_02703,True,
joint_02704,True,
joint_02705,True,
joint_02706,True,
joint_02707,True,
joint_02708,True,
joint_02709,True,
joint_02710,True,
joint_02711,True,
joint_02712,True,
joint_02713,True,
joint_02714,True,
joint_02715,True,
joint_02716,True,
joint_02717,True,
joint_02718,True,
joint_02719,True,
joint_02720,True,
joint_02721,True,
joint_02722,True,
joint_02723,True,
joint_02724,True,
joint_02725,True,
joint_02726,True,
joint_02727,True,
joint_02728,True,
joint_02729,True,
joint_02730,True,
joint_02731,True,
joint_02732,True,
joint_02733,True,
joint_02734,True,
joint_02735,True,
joint_02736,True,
joint_02737,True,
joint_02738,True,
joint_02739,True,
joint_02740,True,
joint_02741,True,
joint_02742,True,
joint_02743,True,
joint_02744,True,
joint_02745,True,
joint_02746,True,
joint_02747,True,
joint_02748,True,
joint_02749,True,
joint_02750,True,
joint_02751,True,
joint_02752,True,
joint_02753,True,
joint_02754,True,
joint_02755,True,
joint_02756,True,
joint_02757,True,
joint_02758,True,
joint_02759,True,
joint_02760,True,
joint_02761,True,
joint_02762,True,
joint_02763,True,
joint_02764,True,
joint_02765,True,
joint_02766,True,
joint_02767,True,
joint_02768,True,
joint_02769,True,
joint_02770,True,
joint_02771,True,
joint_02772,True,
joint_02773,True,
joint_02774,True,
joint_02775,True,
joint_02776,True,
joint_02777,True,
joint_02778,True,
joint_02779,True,
joint_02780,True,
joint_02781,True,
joint_02782,True,
joint_02783,True,
joint_02784,True,
joint_02785,True,
joint_02786,True,
joint_02787,True,
joint_02788,True,
joint_02789,True,
joint_02790,True,
joint_02791,True,
joint_02792,True,
joint_02793,True,
joint_02794,True,
joint_02795,True,
joint_02796,True,
joint_02797,True,
joint_02798,True,
joint_02799,True,
joint_02800,True,
joint_02801,True,
joint_02802,True,
joint_02803,True,
joint_02804,True,
joint_02805,True,
joint_02806,True,
joint_02807,True,
joint_02808,True,
joint_02809,True,
joint_02810,True,
joint_02811,True,
joint_02812,True,
joint_02813,True,
joint_02814,True,
joint_02815,True,
joint_02816,True,
joint_02817,True,
joint_02818,True,
joint_02819,True,
joint_02820,True,
joint_02821,True,
joint_02822,True,
joint_02823,True,
joint_02824,True,
joint_02825,True,
joint_02826,True,
joint_02827,True,
joint_02828,True,
joint_02829,True,
joint_02830,True,
joint_02831,True,
joint_02832,True,
joint_02833,True,
joint_02834,True,
joint_02835,True,
joint_02836,True,
joint_02837,True,
joint_02838,True,
joint_02839,True,
joint_02840,True,
joint_02841,True,
joint_02842,True,
joint_02843,True,
joint_02844,True,
joint_02845,True,
joint_02846,True,
joint_02847,True,
joint_02848,True,
joint_02849,True,
joint_02850,True,
joint_02851,True,
joint_02852,True,
joint_02853,True,
joint_02854,True,
joint_02855,True,
joint_02856,True,
joint_02857,True,
joint_02858,True,
joint_02859,True,
joint_02860,True,
joint_02861,True,
joint_02862,True,
joint_02863,True,
joint_02864,True,
joint_02865,True,
joint_02866,True,
joint_02867,True,
joint_02868,True,
joint_02869,True,
joint_02870,True,
joint_02871,True,
joint_02872,True,
joint_02873,True,
joint_02874,True,
joint_02875,True,
joint_02876,True,
joint_02877,True,
joint_02878,True,
joint_02879,True,
joint_02880,True,
joint_02881,True,
joint_02882,True,
joint_02883,True,
joint_02884,True,
joint_02885,True,
joint_02886,True,
joint_02887,True,
joint_02888,True,
joint_02889,True,
joint_02890,True,
joint_02891,True,
joint_02892,True,
joint_02893,True,
joint_02894,False,"NGRIP observation support [12, 123] kyr BP: NGRIP:GI-25=125.774"
joint_02895,True,
joint_02896,True,
joint_02897,True,
joint_02898,True,
joint_02899,True,
joint_02900,True,
joint_02901,True,
joint_02902,True,
joint_02903,True,
joint_02904,True,
joint_02905,True,
joint_02906,True,
joint_02907,True,
joint_02908,True,
joint_02909,True,
joint_02910,True,
joint_02911,True,
joint_02912,True,
joint_02913,True,
joint_02914,True,
joint_02915,True,
joint_02916,True,
joint_02917,True,
joint_02918,True,
joint_02919,True,
joint_02920,True,
joint_02921,True,
joint_02922,True,
joint_02923,True,
joint_02924,True,
joint_02925,True,
joint_02926,True,
joint_02927,True,
joint_02928,True,
joint_02929,True,
joint_02930,True,
joint_02931,True,
joint_02932,True,
joint_02933,True,
joint_02934,True,
joint_02935,True,
joint_02936,True,
joint_02937,True,
joint_02938,True,
joint_02939,True,
joint_02940,True,
joint_02941,True,
joint_02942,True,
joint_02943,True,
joint_02944,True,
joint_02945,True,
joint_02946,True,
joint_02947,True,
joint_02948,True,
joint_02949,True,
joint_02950,True,
joint_02951,True,
joint_02952,True,
joint_02953,True,
joint_02954,True,
joint_02955,True,
joint_02956,True,
joint_02957,True,
joint_02958,True,
joint_02959,True,
joint_02960,True,
joint_02961,True,
joint_02962,True,
joint_02963,True,
joint_02964,True,
joint_02965,True,
joint_02966,True,
joint_02967,True,
joint_02968,True,
joint_02969,True,
joint_02970,True,
joint_02971,True,
joint_02972,True,
joint_02973,True,
joint_02974,True,
joint_02975,True,
joint_02976,True,
joint_02977,True,
joint_02978,True,
joint_02979,True,
joint_02980,True,
joint_02981,True,
joint_02982,True,
joint_02983,True,
joint_02984,True,
joint_02985,True,
joint_02986,True,
joint_02987,True,
joint_02988,True,
joint_02989,True,
joint_02990,True,
joint_02991,True,
joint_02992,True,
joint_02993,True,
joint_02994,True,
joint_02995,True,
joint_02996,True,
joint_02997,True,
joint_02998,True,
joint_02999,True,
joint_03000,True,
joint_03001,True,
joint_03002,True,
joint_03003,True,
joint_03004,True,
joint_03005,True,
joint_03006,True,
joint_03007,True,
joint_03008,True,
joint_03009,True,
joint_03010,True,
joint_03011,True,
joint_03012,True,
joint_03013,True,
joint_03014,True,
joint_03015,True,
joint_03016,True,
joint_03017,True,
joint_03018,True,
joint_03019,True,
joint_03020,True,
joint_03021,True,
joint_03022,True,
joint_03023,True,
joint_03024,True,
joint_03025,True,
joint_03026,True,
joint_03027,True,
joint_03028,True,
joint_03029,True,
joint_03030,True,
joint_03031,True,
joint_03032,True,
joint_03033,True,
joint_03034,True,
joint_03035,True,
joint_03036,True,
joint_03037,True,
joint_03038,True,
joint_03039,True,
joint_03040,True,
joint_03041,True,
joint_03042,True,
joint_03043,True,
joint_03044,True,
joint_03045,True,
joint_03046,True,
joint_03047,True,
joint_03048,True,
joint_03049,True,
joint_03050,True,
joint_03051,True,
joint_03052,True,
joint_03053,True,
joint_03054,True,
joint_03055,True,
joint_03056,True,
joint_03057,True,
joint_03058,True,
joint_03059,False,"NGRIP observation support [12, 123] kyr BP: NGRIP:GI-25=123.622"
joint_03060,True,
joint_03061,True,
joint_03062,True,
joint_03063,True,
joint_03064,True,
joint_03065,True,
joint_03066,True,
joint_03067,True,
joint_03068,True,
joint_03069,True,
joint_03070,True,
joint_03071,True,
joint_03072,True,
joint_03073,True,
joint_03074,True,
joint_03075,True,
joint_03076,True,
joint_03077,True,
joint_03078,True,
joint_03079,True,
joint_03080,True,
joint_03081,True,
joint_03082,True,
joint_03083,True,
joint_03084,True,
joint_03085,True,
joint_03086,True,
joint_03087,True,
joint_03088,True,
joint_03089,True,
joint_03090,True,
joint_03091,True,
joint_03092,True,
joint_03093,True,
joint_03094,True,
joint_03095,True,
joint_03096,True,
joint_03097,True,
joint_03098,True,
joint_03099,True,
joint_03100,True,
joint_03101,True,
joint_03102,True,
joint_03103,True,
joint_03104,True,
joint_03105,True,
joint_03106,True,
joint_03107,True,
joint_03108,True,
joint_03109,True,
joint_03110,True,
joint_03111,True,
joint_03112,True,
joint_03113,True,
joint_03114,True,
joint_03115,True,
joint_03116,True,
joint_03117,True,
joint_03118,True,
joint_03119,True,
joint_03120,True,
joint_03121,True,
joint_03122,True,
joint_03123,True,
joint_03124,True,
joint_03125,True,
joint_03126,True,
joint_03127,True,
joint_03128,True,
joint_03129,True,
joint_03130,True,
joint_03131,True,
joint_03132,True,
joint_03133,True,
joint_03134,True,
joint_03135,True,
joint_03136,True,
joint_03137,True,
joint_03138,True,
joint_03139,True,
joint_03140,True,
joint_03141,True,
joint_03142,True,
joint_03143,True,
joint_03144,True,
joint_03145,True,
joint_03146,True,
joint_03147,True,
joint_03148,True,
joint_03149,True,
joint_03150,True,
joint_03151,True,
joint_03152,True,
joint_03153,True,
joint_03154,True,
joint_03155,True,
joint_03156,True,
joint_03157,True,
joint_03158,True,
joint_03159,True,
joint_03160,True,
joint_03161,True,
joint_03162,True,
joint_03163,True,
joint_03164,True,
joint_03165,True,
joint_03166,True,
joint_03167,True,
joint_03168,True,
joint_03169,True,
joint_03170,True,
joint_03171,True,
joint_03172,True,
joint_03173,True,
joint_03174,True,
joint_03175,True,
joint_03176,True,
joint_03177,True,
joint_03178,True,
joint_03179,True,
joint_03180,True,
joint_03181,True,
joint_03182,True,
joint_03183,True,
joint_03184,True,
joint_03185,True,
joint_03186,True,
joint_03187,True,
joint_03188,True,
joint_03189,True,
joint_03190,True,
joint_03191,True,
joint_03192,True,
joint_03193,True,
joint_03194,True,
joint_03195,True,
joint_03196,True,
joint_03197,True,
joint_03198,True,
joint_03199,True,
joint_03200,True,
joint_03201,True,
joint_03202,True,
joint_03203,True,
joint_03204,True,
joint_03205,True,
joint_03206,True,
joint_03207,True,
joint_03208,True,
joint_03209,True,
joint_03210,True,
joint_03211,True,
joint_03212,True,
joint_03213,True,
joint_03214,True,
joint_03215,True,
joint_03216,True,
joint_03217,True,
joint_03218,True,
joint_03219,True,
joint_03220,True,
joint_03221,True,
joint_03222,True,
joint_03223,True,
joint_03224,True,
joint_03225,True,
joint_03226,True,
joint_03227,True,
joint_03228,True,
joint_03229,True,
joint_03230,True,
joint_03231,True,
joint_03232,True,
joint_03233,True,
joint_03234,True,
joint_03235,True,
joint_03236,True,
joint_03237,True,
joint_03238,True,
joint_03239,True,
joint_03240,True,
joint_03241,True,
joint_03242,True,
joint_03243,True,
joint_03244,True,
joint_03245,True,
joint_03246,True,
joint_03247,True,
joint_03248,True,
joint_03249,True,
joint_03250,True,
joint_03251,True,
joint_03252,True,
joint_03253,True,
joint_03254,True,
joint_03255,True,
joint_03256,True,
joint_03257,True,
joint_03258,True,
joint_03259,True,
joint_03260,True,
joint_03261,True,
joint_03262,True,
joint_03263,True,
joint_03264,True,
joint_03265,True,
joint_03266,True,
joint_03267,True,
joint_03268,True,
joint_03269,True,
joint_03270,True,
joint_03271,True,
joint_03272,True,
joint_03273,True,
joint_03274,True,
joint_03275,True,
joint_03276,True,
joint_03277,True,
joint_03278,True,
joint_03279,True,
joint_03280,True,
joint_03281,True,
joint_03282,True,
joint_03283,True,
joint_03284,True,
joint_03285,True,
joint_03286,True,
joint_03287,True,
joint_03288,True,
joint_03289,True,
joint_03290,True,
joint_03291,True,
joint_03292,True,
joint_03293,True,
joint_03294,True,
joint_03295,True,
joint_03296,True,
joint_03297,True,
joint_03298,True,
joint_03299,True,
joint_03300,True,
joint_03301,True,
joint_03302,True,
joint_03303,True,
joint_03304,True,
joint_03305,True,
joint_03306,True,
joint_03307,True,
joint_03308,True,
joint_03309,True,
joint_03310,True,
joint_03311,True,
joint_03312,True,
joint_03313,True,
joint_03314,True,
joint_03315,True,
joint_03316,True,
joint_03317,True,
joint_03318,True,
joint_03319,True,
joint_03320,True,
joint_03321,True,
joint_03322,True,
joint_03323,True,
joint_03324,True,
joint_03325,True,
joint_03326,True,
joint_03327,True,
joint_03328,True,
joint_03329,True,
joint_03330,True,
joint_03331,True,
joint_03332,True,
joint_03333,True,
joint_03334,True,
joint_03335,True,
joint_03336,True,
joint_03337,True,
joint_03338,True,
joint_03339,True,
joint_03340,True,
joint_03341,True,
joint_03342,True,
joint_03343,True,
joint_03344,True,
joint_03345,True,
joint_03346,True,
joint_03347,True,
joint_03348,True,
joint_03349,True,
joint_03350,True,
joint_03351,True,
joint_03352,True,
joint_03353,True,
joint_03354,True,
joint_03355,True,
joint_03356,True,
joint_03357,True,
joint_03358,True,
joint_03359,True,
joint_03360,True,
joint_03361,True,
joint_03362,True,
joint_03363,True,
joint_03364,True,
joint_03365,True,
joint_03366,True,
joint_03367,True,
joint_03368,True,
joint_03369,True,
joint_03370,True,
joint_03371,True,
joint_03372,True,
joint_03373,True,
joint_03374,True,
joint_03375,True,
joint_03376,True,
joint_03377,True,
joint_03378,True,
joint_03379,True,
joint_03380,True,
joint_03381,True,
joint_03382,True,
joint_03383,True,
joint_03384,True,
joint_03385,True,
joint_03386,True,
joint_03387,True,
joint_03388,True,
joint_03389,True,
joint_03390,True,
joint_03391,True,
joint_03392,True,
joint_03393,True,
joint_03394,True,
joint_03395,True,
joint_03396,True,
joint_03397,True,
joint_03398,True,
joint_03399,True,
joint_03400,True,
joint_03401,True,
joint_03402,True,
joint_03403,True,
joint_03404,True,
joint_03405,True,
joint_03406,True,
joint_03407,True,
joint_03408,True,
joint_03409,True,
joint_03410,True,
joint_03411,True,
joint_03412,True,
joint_03413,True,
joint_03414,True,
joint_03415,True,
joint_03416,True,
joint_03417,True,
joint_03418,True,
joint_03419,True,
joint_03420,True,
joint_03421,True,
joint_03422,True,
joint_03423,True,
joint_03424,True,
joint_03425,True,
joint_03426,True,
joint_03427,True,
joint_03428,True,
joint_03429,True,
joint_03430,True,
joint_03431,True,
joint_03432,True,
joint_03433,True,
joint_03434,True,
joint_03435,True,
joint_03436,True,
joint_03437,True,
joint_03438,True,
joint_03439,True,
joint_03440,True,
joint_03441,True,
joint_03442,True,
joint_03443,True,
joint_03444,True,
joint_03445,True,
joint_03446,True,
joint_03447,True,
joint_03448,True,
joint_03449,True,
joint_03450,True,
joint_03451,True,
joint_03452,True,
joint_03453,True,
joint_03454,True,
joint_03455,True,
joint_03456,True,
joint_03457,True,
joint_03458,True,
joint_03459,True,
joint_03460,True,
joint_03461,True,
joint_03462,True,
joint_03463,True,
joint_03464,True,
joint_03465,True,
joint_03466,True,
joint_03467,True,
joint_03468,True,
joint_03469,True,
joint_03470,True,
joint_03471,True,
joint_03472,True,
joint_03473,True,
joint_03474,True,
joint_03475,True,
joint_03476,True,
joint_03477,True,
joint_03478,True,
joint_03479,True,
joint_03480,True,
joint_03481,True,
joint_03482,True,
joint_03483,True,
joint_03484,True,
joint_03485,True,
joint_03486,True,
joint_03487,True,
joint_03488,True,
joint_03489,True,
joint_03490,True,
joint_03491,True,
joint_03492,True,
joint_03493,True,
joint_03494,True,
joint_03495,True,
joint_03496,True,
joint_03497,True,
joint_03498,True,
joint_03499,True,
joint_03500,True,
joint_03501,True,
joint_03502,True,
joint_03503,True,
joint_03504,True,
joint_03505,True,
joint_03506,True,
joint_03507,True,
joint_03508,True,
joint_03509,True,
joint_03510,True,
joint_03511,True,
joint_03512,True,
joint_03513,True,
joint_03514,True,
joint_03515,True,
joint_03516,True,
joint_03517,True,
joint_03518,True,
joint_03519,True,
joint_03520,True,
joint_03521,True,
joint_03522,True,
joint_03523,True,
joint_03524,True,
joint_03525,True,
joint_03526,True,
joint_03527,True,
joint_03528,True,
joint_03529,True,
joint_03530,True,
joint_03531,True,
joint_03532,True,
joint_03533,True,
joint_03534,True,
joint_03535,True,
joint_03536,True,
joint_03537,True,
joint_03538,True,
joint_03539,True,
joint_03540,True,
joint_03541,True,
joint_03542,True,
joint_03543,True,
joint_03544,True,
joint_03545,True,
joint_03546,True,
joint_03547,True,
joint_03548,True,
joint_03549,True,
joint_03550,True,
joint_03551,True,
joint_03552,True,
joint_03553,True,
joint_03554,True,
joint_03555,True,
joint_03556,True,
joint_03557,True,
joint_03558,True,
joint_03559,True,
joint_03560,True,
joint_03561,True,
joint_03562,True,
joint_03563,True,
joint_03564,True,
joint_03565,True,
joint_03566,True,
joint_03567,True,
joint_03568,True,
joint_03569,True,
joint_03570,True,
joint_03571,True,
joint_03572,True,
joint_03573,True,
joint_03574,True,
joint_03575,True,
joint_03576,True,
joint_03577,True,
joint_03578,True,
joint_03579,True,
joint_03580,True,
joint_03581,True,
joint_03582,True,
joint_03583,True,
joint_03584,True,
joint_03585,True,
joint_03586,True,
joint_03587,True,
joint_03588,True,
joint_03589,True,
joint_03590,True,
joint_03591,True,
joint_03592,True,
joint_03593,True,
joint_03594,True,
joint_03595,True,
joint_03596,True,
joint_03597,True,
joint_03598,True,
joint_03599,True,
joint_03600,True,
joint_03601,True,
joint_03602,True,
joint_03603,True,
joint_03604,True,
joint_03605,True,
joint_03606,True,
joint_03607,True,
joint_03608,True,
joint_03609,True,
joint_03610,True,
joint_03611,True,
joint_03612,True,
joint_03613,True,
joint_03614,True,
joint_03615,True,
joint_03616,True,
joint_03617,True,
joint_03618,True,
joint_03619,True,
joint_03620,True,
joint_03621,True,
joint_03622,True,
joint_03623,True,
joint_03624,True,
joint_03625,True,
joint_03626,True,
joint_03627,True,
joint_03628,True,
joint_03629,True,
joint_03630,True,
joint_03631,True,
joint_03632,True,
joint_03633,True,
joint_03634,True,
joint_03635,True,
joint_03636,True,
joint_03637,True,
joint_03638,True,
joint_03639,True,
joint_03640,True,
joint_03641,True,
joint_03642,True,
joint_03643,True,
joint_03644,True,
joint_03645,True,
joint_03646,True,
joint_03647,True,
joint_03648,True,
joint_03649,True,
joint_03650,True,
joint_03651,True,
joint_03652,True,
joint_03653,True,
joint_03654,True,
joint_03655,True,
joint_03656,True,
joint_03657,True,
joint_03658,True,
joint_03659,True,
joint_03660,True,
joint_03661,True,
joint_03662,True,
joint_03663,True,
joint_03664,True,
joint_03665,True,
joint_03666,True,
joint_03667,True,
joint_03668,True,
joint_03669,True,
joint_03670,True,
joint_03671,True,
joint_03672,True,
joint_03673,True,
joint_03674,True,
joint_03675,True,
joint_03676,True,
joint_03677,True,
joint_03678,True,
joint_03679,True,
joint_03680,True,
joint_03681,True,
joint_03682,True,
joint_03683,True,
joint_03684,True,
joint_03685,True,
joint_03686,True,
joint_03687,True,
joint_03688,True,
joint_03689,True,
joint_03690,True,
joint_03691,True,
joint_03692,True,
joint_03693,True,
joint_03694,True,
joint_03695,True,
joint_03696,True,
joint_03697,True,
joint_03698,True,
joint_03699,True,
joint_03700,True,
joint_03701,True,
joint_03702,True,
joint_03703,True,
joint_03704,True,
joint_03705,True,
joint_03706,True,
joint_03707,True,
joint_03708,True,
joint_03709,True,
joint_03710,True,
joint_03711,True,
joint_03712,True,
joint_03713,True,
joint_03714,True,
joint_03715,True,
joint_03716,True,
joint_03717,True,
joint_03718,True,
joint_03719,True,
joint_03720,True,
joint_03721,True,
joint_03722,True,
joint_03723,True,
joint_03724,True,
joint_03725,True,
joint_03726,True,
joint_03727,True,
joint_03728,True,
joint_03729,True,
joint_03730,True,
joint_03731,True,
joint_03732,True,
joint_03733,True,
joint_03734,True,
joint_03735,True,
joint_03736,True,
joint_03737,True,
joint_03738,True,
joint_03739,True,
joint_03740,True,
joint_03741,True,
joint_03742,True,
joint_03743,True,
joint_03744,True,
joint_03745,True,
joint_03746,True,
joint_03747,True,
joint_03748,True,
joint_03749,True,
joint_03750,True,
joint_03751,True,
joint_03752,True,
joint_03753,True,
joint_03754,True,
joint_03755,True,
joint_03756,True,
joint_03757,True,
joint_03758,True,
joint_03759,True,
joint_03760,True,
joint_03761,True,
joint_03762,True,
joint_03763,True,
joint_03764,True,
joint_03765,True,
joint_03766,True,
joint_03767,True,
joint_03768,True,
joint_03769,True,
joint_03770,True,
joint_03771,True,
joint_03772,True,
joint_03773,True,
joint_03774,True,
joint_03775,True,
joint_03776,True,
joint_03777,True,
joint_03778,True,
joint_03779,True,
joint_03780,True,
joint_03781,True,
joint_03782,True,
joint_03783,True,
joint_03784,True,
joint_03785,True,
joint_03786,True,
joint_03787,True,
joint_03788,True,
joint_03789,True,
joint_03790,True,
joint_03791,True,
joint_03792,True,
joint_03793,True,
joint_03794,True,
joint_03795,True,
joint_03796,True,
joint_03797,True,
joint_03798,True,
joint_03799,True,
joint_03800,True,
joint_03801,True,
joint_03802,True,
joint_03803,True,
joint_03804,True,
joint_03805,True,
joint_03806,True,
joint_03807,True,
joint_03808,True,
joint_03809,True,
joint_03810,True,
joint_03811,True,
joint_03812,True,
joint_03813,True,
joint_03814,True,
joint_03815,True,
joint_03816,True,
joint_03817,True,
joint_03818,True,
joint_03819,True,
joint_03820,True,
joint_03821,True,
joint_03822,True,
joint_03823,True,
joint_03824,True,
joint_03825,True,
joint_03826,True,
joint_03827,True,
joint_03828,True,
joint_03829,True,
joint_03830,True,
joint_03831,True,
joint_03832,True,
joint_03833,True,
joint_03834,True,
joint_03835,True,
joint_03836,True,
joint_03837,True,
joint_03838,True,
joint_03839,True,
joint_03840,True,
joint_03841,True,
joint_03842,True,
joint_03843,True,
joint_03844,True,
joint_03845,True,
joint_03846,True,
joint_03847,True,
joint_03848,True,
joint_03849,True,
joint_03850,True,
joint_03851,True,
joint_03852,True,
joint_03853,True,
joint_03854,True,
joint_03855,True,
joint_03856,True,
joint_03857,True,
joint_03858,True,
joint_03859,True,
joint_03860,True,
joint_03861,True,
joint_03862,True,
joint_03863,True,
joint_03864,True,
joint_03865,True,
joint_03866,True,
joint_03867,True,
joint_03868,True,
joint_03869,True,
joint_03870,True,
joint_03871,True,
joint_03872,True,
joint_03873,True,
joint_03874,True,
joint_03875,True,
joint_03876,True,
joint_03877,True,
joint_03878,True,
joint_03879,True,
joint_03880,True,
joint_03881,True,
joint_03882,True,
joint_03883,True,
joint_03884,True,
joint_03885,True,
joint_03886,True,
joint_03887,True,
joint_03888,True,
joint_03889,True,
joint_03890,True,
joint_03891,True,
joint_03892,True,
joint_03893,True,
joint_03894,True,
joint_03895,True,
joint_03896,True,
joint_03897,True,
joint_03898,True,
joint_03899,True,
joint_03900,True,
joint_03901,True,
joint_03902,True,
joint_03903,True,
joint_03904,True,
joint_03905,True,
joint_03906,True,
joint_03907,True,
joint_03908,True,
joint_03909,True,
joint_03910,True,
joint_03911,True,
joint_03912,True,
joint_03913,True,
joint_03914,True,
joint_03915,True,
joint_03916,True,
joint_03917,True,
joint_03918,True,
joint_03919,True,
joint_03920,True,
joint_03921,True,
joint_03922,True,
joint_03923,True,
joint_03924,True,
joint_03925,True,
joint_03926,True,
joint_03927,True,
joint_03928,True,
joint_03929,True,
joint_03930,True,
joint_03931,True,
joint_03932,True,
joint_03933,True,
joint_03934,True,
joint_03935,True,
joint_03936,True,
joint_03937,True,
joint_03938,True,
joint_03939,True,
joint_03940,True,
joint_03941,True,
joint_03942,True,
joint_03943,True,
joint_03944,True,
joint_03945,True,
joint_03946,True,
joint_03947,True,
joint_03948,True,
joint_03949,True,
joint_03950,True,
joint_03951,True,
joint_03952,True,
joint_03953,True,
joint_03954,True,
joint_03955,True,
joint_03956,True,
joint_03957,True,
joint_03958,True,
joint_03959,True,
joint_03960,True,
joint_03961,True,
joint_03962,True,
joint_03963,True,
joint_03964,True,
joint_03965,True,
joint_03966,True,
joint_03967,True,
joint_03968,True,
joint_03969,True,
joint_03970,True,
joint_03971,True,
joint_03972,True,
joint_03973,True,
joint_03974,True,
joint_03975,True,
joint_03976,True,
joint_03977,True,
joint_03978,True,
joint_03979,True,
joint_03980,True,
joint_03981,True,
joint_03982,True,
joint_03983,True,
joint_03984,True,
joint_03985,True,
joint_03986,True,
joint_03987,True,
joint_03988,True,
joint_03989,True,
joint_03990,True,
joint_03991,True,
joint_03992,True,
joint_03993,True,
joint_03994,True,
joint_03995,True,
joint_03996,True,
joint_03997,True,
joint_03998,True,
joint_03999,True,
joint_04000,True,
joint_04001,True,
joint_04002,True,
joint_04003,True,
joint_04004,True,
joint_04005,True,
joint_04006,True,
joint_04007,True,
joint_04008,True,
joint_04009,True,
joint_04010,True,
joint_04011,True,
joint_04012,True,
joint_04013,True,
joint_04014,True,
joint_04015,True,
joint_04016,True,
joint_04017,True,
joint_04018,True,
joint_04019,True,
joint_04020,True,
joint_04021,True,
joint_04022,True,
joint_04023,True,
joint_04024,True,
joint_04025,True,
joint_04026,True,
joint_04027,True,
joint_04028,True,
joint_04029,True,
