outer_id,source_row_index,age_realization_id,ngrip_realization_id,mis6_realization_id,n_response_events,response_exposure_kyr,response_end_kyr_bp__NGRIP,response_end_kyr_bp__MIS6,beta__intercept,beta__same_type_exponential_history,beta__lr04_scaled,beta__co2_scaled,beta__mis6_segment,beta__pre_phase_sin,beta__pre_phase_cos
122,3486,joint_03487,NGRIP_08255,3625,53,163.366496,113.34949,194.517006,-0.7285071056572983,-0.9037886545386598,2.3233409204166913,0.7603983541482873,-0.2620083249254826,-0.4930343403086651,0.7203768471119566
123,7517,joint_07518,NGRIP_04891,1598,53,161.566902,112.467953,193.598949,-0.765800915445865,-0.9009496606838141,1.9237181971430617,0.45786173504718336,-0.17870478627882208,-0.6581791734945968,0.768531661356931
124,5391,joint_05392,NGRIP_04514,7707,53,161.090434,111.945864,193.64457,-0.6558267150989278,-1.0804069811270023,2.105323301440942,0.4723278874989172,-0.26721567078668873,-0.7049674563425423,0.7192679863790422
125,2157,joint_02158,NGRIP_07197,5239,53,164.430383,114.648651,194.281732,-0.7388707725849829,-0.9331106462445005,1.8866811938674894,-0.10496804525594401,-0.26329362545695933,-0.5248227480704204,0.7997817455198246
126,5447,joint_05448,NGRIP_08059,7481,53,164.102057,114.537601,194.064456,-0.6851818137147606,-0.9946542420487163,1.4577467099720236,-0.5302167014855838,-0.31517945170075634,-0.6165690537980939,0.7285929678589852
127,7654,joint_07655,NGRIP_05875,547,53,159.49687899999998,109.120336,194.876543,-0.6366972380357284,-1.0712366853045208,1.3122154318539807,-0.6761635952248709,-0.33984535481283207,-0.7220814333432641,0.6947421950023286
128,2270,joint_02271,NGRIP_00290,1514,53,164.110672,114.462524,194.148148,-0.7721265793435694,-0.8931697839343714,2.1318863757925723,0.47043593551119406,-0.20576947840791296,-0.5857006297421286,0.7834178455937275
129,2177,joint_02178,NGRIP_05611,2666,53,161.11969699999997,110.828718,194.790979,-0.6643941144055486,-1.0660843605626236,0.963918512208607,-1.1495347534412634,-0.3330114677310774,-0.7299712545990751,0.7526317351717366
130,5655,joint_05656,NGRIP_05544,4969,53,163.35408999999999,113.098001,194.756089,-0.6928153289460219,-1.0334513054384693,1.7882085168372681,-0.09294292682061782,-0.26061231534359364,-0.5949779170252684,0.773156453937044
131,561,joint_00562,NGRIP_00457,3200,53,164.806919,115.228722,194.078197,-0.7970826631740047,-0.7862211997585705,1.6084980093938523,-0.1035218848610975,-0.22776051642648784,-0.5314490131497037,0.7292025929492273
132,8319,joint_08320,NGRIP_02689,4194,53,166.580333,115.735169,195.345164,-0.6316544477888626,-1.1955047519463289,2.1789328497718783,0.22343911799949948,-0.30932202666395575,-0.6133463785514035,0.8512938945946574
133,6656,joint_06657,NGRIP_07574,1523,53,165.215638,115.824162,193.891476,-0.7933557803461737,-0.89616127102393,2.1794417709325153,0.7191144013564934,-0.13748472793729974,-0.4148584713051591,0.8816330329805188
134,1067,joint_01068,NGRIP_06160,2302,53,165.557278,115.244327,194.812951,-0.7152133357283316,-1.027910781689667,2.3695010903958433,0.4701124320536573,-0.2487875663399022,-0.5039242159419977,0.8654263522011459
135,8436,joint_08437,NGRIP_04187,9580,53,164.809196,115.335163,193.974033,-0.7843909802462211,-0.7497714908202014,2.0811987937804437,0.14859321318251228,-0.28466262215316057,-0.364044910755107,0.6740655947487003
136,4490,joint_04491,NGRIP_02643,3203,53,168.124974,117.9577,194.667274,-0.7564429751191415,-0.8633813360978321,2.1813585295423077,0.2592225045076091,-0.262684536770489,-0.35390246265223413,0.7166774570052397
137,7529,joint_07530,NGRIP_09997,8139,53,165.416043,115.611929,194.304114,-0.672361316506044,-1.0570958737792078,2.0460953128581556,-0.15891495343642784,-0.29783153254695655,-0.3523874102505326,0.8056084393090193
138,6362,joint_06363,NGRIP_00565,5911,53,167.318395,116.988819,194.829576,-0.719545508123313,-0.9576272310468298,2.3493248372677575,0.5567756623254624,-0.27991349037099184,-0.4955119554688839,0.7487545588510748
139,5686,joint_05687,NGRIP_08097,8151,53,167.234601,117.669065,194.065536,-0.7357123518732852,-0.8879695815551898,1.8890361892526888,-0.1826300178221269,-0.28825409648731076,-0.3615621385594592,0.7179830458487776
140,9612,joint_09613,NGRIP_03299,5386,53,167.262462,117.424531,194.337931,-0.7620392099017075,-0.9323422442484144,2.1392144328458116,0.16028907325078276,-0.22972306814184454,-0.4199793574243355,0.87251414900289
141,1371,joint_01372,NGRIP_05476,7248,53,166.829677,116.186585,195.143092,-0.6409268201204442,-1.1426770104706987,1.2318521523012242,-1.0551826450330777,-0.3362151224547659,-0.5136960693312262,0.8204574210743311
142,6693,joint_06694,NGRIP_01778,3017,53,165.472587,116.041091,193.931496,-0.7265149125938842,-1.0565953728762951,2.557088140547961,0.9286036283095589,-0.18330486162979803,-0.5528903617181197,0.8922690661797587
143,147,joint_00148,NGRIP_03524,2726,53,164.52113200000002,114.349453,194.671679,-0.7073520182719174,-1.0306262849000305,1.4435115244588002,-0.456704620301088,-0.25592823876938287,-0.5796987044357966,0.8741831441250789
144,9541,joint_09542,NGRIP_08124,110,53,164.09193600000003,114.567276,194.02466,-0.7978421490087051,-0.8215701901178512,1.7217612452220965,-0.2412948616437397,-0.24562373088280579,-0.5073434176799632,0.8565888947443607
145,9935,joint_09936,NGRIP_06554,9674,53,161.34556800000001,112.025484,193.820084,-0.7205935764539773,-0.9542471653688153,1.0354621603985774,-1.0731759549321322,-0.2886286657081411,-0.6685514496280431,0.7709544583609117
146,4289,joint_04290,NGRIP_02470,1779,53,160.474107,110.328232,194.645875,-0.7276946611471447,-0.8823486652626581,1.3793463214143589,-0.5318941050430214,-0.29858384605455957,-0.6616828386635722,0.6690053635983285
147,1506,joint_01507,NGRIP_01604,3161,53,167.00784600000003,116.991224,194.516622,-0.7813645926423693,-0.8021271220374295,1.6895333657860807,-0.3050729680512799,-0.2601485557221009,-0.33210271762093163,0.7275695772649059
148,5833,joint_05834,NGRIP_00583,8721,53,167.56967,118.278693,193.790977,-0.7669747680875055,-0.9088902922616271,2.478310128892538,0.5977867471321912,-0.2124803261896463,-0.3709950383365551,0.8127990080446948
149,7876,joint_07877,NGRIP_01769,3987,53,164.798844,115.699284,193.59956,-0.7945524777806589,-0.8262385553019661,1.8906461335396036,0.15726161552540363,-0.20355953751166483,-0.5055184795434571,0.7664397109245922
150,6404,joint_06405,NGRIP_01093,8896,53,164.653187,115.974337,193.17885,-0.8556364964456593,-0.7402014143018408,2.3567657459785014,0.7963197438074746,-0.1492014175273552,-0.45636790021263374,0.8206302357179064
151,8368,joint_08369,NGRIP_07997,5824,53,167.523952,117.416736,194.607216,-0.7144764840796604,-1.0157016330552706,2.085269434550689,-0.005873254824623223,-0.2812233889341968,-0.5312947885614265,0.861177287973102
152,1670,joint_01671,NGRIP_04956,9852,53,163.19827399999997,112.933995,194.764279,-0.8281230013887438,-0.722485634564809,2.0220536195445797,0.46314076603291,-0.20811675749134662,-0.4941245632892371,0.7112024789794726
153,6285,joint_06286,NGRIP_03053,943,53,166.874771,117.146847,194.227924,-0.7970315478262496,-0.7446667700929529,1.8012995712977078,-0.11529255410695496,-0.2556356442424942,-0.34366370382180844,0.673185619214547
154,5388,joint_05389,NGRIP_02304,3452,53,164.22594099999998,114.152551,194.57339,-0.7067812070660775,-0.9758648087816273,2.5138128861180675,0.8245640565387331,-0.2862131087190429,-0.5991848345855636,0.7510178758697044
155,8140,joint_08141,NGRIP_02089,7723,53,166.474346,115.828158,195.146188,-0.7817927930840948,-0.8146747407871101,1.5293098187422682,-0.5578548788951382,-0.27930629035391974,-0.4405210212978367,0.7520189745244951
156,7005,joint_07006,NGRIP_09080,2324,53,166.646094,117.257456,193.888638,-0.7536836523941267,-0.8568455014939041,1.8646348472265608,-0.08791602660112015,-0.24989104251497793,-0.33170822674402994,0.6903015444419016
157,143,joint_00144,NGRIP_03395,2580,53,165.031196,115.334892,194.196304,-0.7619654756928183,-0.8890671401657471,2.149189703231196,0.3104672451839288,-0.22053890320062997,-0.3723066414476812,0.8180934724748313
158,4380,joint_04381,NGRIP_06573,1858,53,162.188553,112.167165,194.521388,-0.6970776419212432,-1.0343958426820363,1.8021413571091276,-0.12724402334654894,-0.28285174714898736,-0.6469800624572167,0.8720716785938716
159,3768,joint_03769,NGRIP_03772,7099,53,163.286,114.00743,193.77857,-0.7727475815083505,-0.8440985421231586,1.790334334671316,0.2478181000981085,-0.2032854923795607,-0.569841884575205,0.7083037933117426
160,4146,joint_04147,NGRIP_03856,1460,53,170.52434499999998,121.044136,193.980209,-0.7343228663464908,-0.902481664558559,1.826744615843987,-0.362565199508099,-0.28129625161455235,-0.25925047446308536,0.7010501158706015
161,8694,joint_08695,NGRIP_06754,5709,53,163.30967099999998,113.741272,194.068399,-0.755534383516437,-0.8585456058091209,2.6342765811473625,1.0397257803487105,-0.25485325231298656,-0.5832999176739476,0.6488716669761769
162,479,joint_00480,NGRIP_05628,9666,53,167.312504,117.837996,193.974508,-0.7821213484872812,-0.8398860017390776,2.031382479870864,0.2838640525473338,-0.21606702438888065,-0.4276522350090833,0.7476293670071956
163,7716,joint_07717,NGRIP_06647,9519,53,169.498055,120.082314,193.915741,-0.7654065635885615,-0.7626232900999154,1.625521408674383,-0.5119344745218924,-0.3034321258366573,-0.3217147778512688,0.51374961696062
164,2506,joint_02507,NGRIP_04677,4990,53,164.93379900000002,115.401965,194.031834,-0.7787087326653513,-0.9579270143257532,2.2279511238392056,0.5578095919529623,-0.1718270248751035,-0.4428707556867581,0.9999203362597184
165,9218,joint_09219,NGRIP_02694,8898,53,162.709636,112.545735,194.663901,-0.7776839414062018,-0.9304119580066725,2.165597616394881,0.6079053583166654,-0.19086409700996235,-0.6049594215568107,0.9319884454969068
166,5529,joint_05530,NGRIP_00189,889,53,165.146516,115.03598,194.610536,-0.7696942931975526,-0.8787494487623068,1.9424294184451958,0.13937727328509267,-0.23621250478329556,-0.46461231042417017,0.8227527250152222
167,6134,joint_06135,NGRIP_03326,9649,53,167.28252,117.39102,194.3915,-0.7039638592991013,-1.021800233470527,2.28047670324107,0.4166142027889349,-0.24248270743799652,-0.40163757323371446,0.7766936789770909
168,4893,joint_04894,NGRIP_01032,6249,53,162.097558,112.510597,194.086961,-0.7644881545704262,-0.8843172376506276,1.8259815815079674,0.19453530941287545,-0.2123271367097727,-0.5728600768560673,0.8044495837904813
169,6976,joint_06977,NGRIP_00660,7223,53,158.909943,109.477399,193.932544,-0.6365542675777252,-1.101326755377229,1.714413023567782,-0.3140042122187662,-0.3309017521098659,-0.8168525851213703,0.6962775908038091
170,8491,joint_08492,NGRIP_05811,5454,53,164.885774,115.904,193.481774,-0.7468921707692174,-0.868682117499204,1.8136522488806741,-0.07764760694322793,-0.24911070459906884,-0.4627896426256818,0.6945022925867071
171,6843,joint_06844,NGRIP_08176,4067,53,167.837099,117.896161,194.440938,-0.7979791357774008,-0.8235515638523343,2.270957765248789,0.31052056264280514,-0.2472378917478209,-0.34765873380012524,0.8399790374629398
172,8097,joint_08098,NGRIP_04250,3284,53,163.95818400000002,114.438725,194.019459,-0.6935986698130058,-1.0190498518960487,1.4347777409608573,-0.8136653597252615,-0.32218340874971446,-0.6808372142342795,0.7609960403796295
173,8139,joint_08140,NGRIP_06552,8250,53,162.944066,113.937464,193.506602,-0.7623009120054746,-0.9134386584611257,1.722190611064039,-0.0031348507744538186,-0.2055340336370472,-0.5933189001028669,0.8464739353721537
174,6010,joint_06011,NGRIP_06516,6363,53,163.82951400000002,113.829502,194.500012,-0.7233579137382886,-1.0088718636889888,2.281651296488003,0.2318485123627314,-0.2765259416026185,-0.4799312282083068,0.9443824206303858
175,9119,joint_09120,NGRIP_01308,3635,53,168.34344800000002,118.501365,194.342083,-0.7326374947692457,-0.9236726731565039,2.1958255822778243,0.03369588960712114,-0.2741688180911208,-0.2777320334942763,0.7312452169600452
176,5930,joint_05931,NGRIP_07920,8768,53,164.649134,115.589101,193.560033,-0.6279198195182376,-1.1852280163170512,1.9320952013757169,-0.3316360857101035,-0.299647609919642,-0.38837838680756187,0.9072684212767392
177,9650,joint_09651,NGRIP_01965,2881,53,164.600209,114.467779,194.63243,-0.7937063035953983,-0.8523882279767582,1.4806030461595459,-0.46567956186391984,-0.2576780619371166,-0.5446472893309205,0.9138406219114044
178,5851,joint_05852,NGRIP_08407,2589,53,165.176743,114.723177,194.953566,-0.7784158041749843,-0.7563523879231602,1.0884225931071712,-0.9301402354507429,-0.30033261065052846,-0.4650307365674489,0.6207641884639401
179,1112,joint_01113,NGRIP_02116,8650,53,169.659552,119.641031,194.518521,-0.8032873054481774,-0.7319147381402697,1.7566625383645897,-0.1489604382062985,-0.25014717680200477,-0.34307834880920185,0.600395510512801
180,4703,joint_04704,NGRIP_07112,9030,53,160.598072,110.800819,194.297253,-0.7272229789446384,-0.8739640678558589,0.9400711305348759,-1.114326388683059,-0.32651402021135933,-0.6800073328458895,0.642074543655917
181,9678,joint_09679,NGRIP_01327,408,53,162.039015,112.081767,194.457248,-0.6735435980565779,-1.1211422854267437,2.4291356493200578,0.8985935888052415,-0.226751263321471,-0.7325721368481324,0.782353189427622
182,371,joint_00372,NGRIP_01298,9537,53,166.16655200000002,116.869851,193.796701,-0.7599021066522972,-0.8684695638427837,2.2815106882106573,0.540721516581549,-0.22863874430785652,-0.3989963249197499,0.7240031141645304
183,2139,joint_02140,NGRIP_04229,4905,53,159.19317999999998,109.338949,194.354231,-0.7767165949298711,-0.7697742824486729,0.9447520634464514,-0.7545267518591559,-0.2621171908422726,-0.6378113518081535,0.6468212868231175
184,4121,joint_04122,NGRIP_01256,9831,53,163.049729,112.8085,194.741229,-0.7394493372901029,-0.9109302291907188,1.4688980241576555,-0.41363329919637987,-0.26849389199419005,-0.6042394750639773,0.7645788898850495
185,2508,joint_02509,NGRIP_06282,5397,53,167.290304,117.198047,194.592257,-0.8324272908867337,-0.7450492795091024,2.3625713896795113,0.5581315053757914,-0.22315591911223095,-0.41935979326245965,0.7482574326859905
186,777,joint_00778,NGRIP_09267,1379,53,165.35763500000002,115.68836,194.169275,-0.807318449357852,-0.8440593876599034,2.49667505853422,0.9311498808564352,-0.16689438798447798,-0.41804985770131753,0.8224292793086451
187,5142,joint_05143,NGRIP_04161,7612,53,161.247515,111.593061,194.154454,-0.7601420377553287,-0.9525085858614358,2.2551662832023243,0.6939370179036408,-0.1877059197530566,-0.6189133641247161,0.8947578972051243
188,7779,joint_07780,NGRIP_03788,7403,53,163.548413,114.138923,193.90949,-0.7075448766983085,-0.9866790146705756,1.4992133833561296,-0.46310006470392273,-0.2787753753412557,-0.6684090451183123,0.737837230522348
189,831,joint_00832,NGRIP_00967,5028,53,168.39034499999997,118.298627,194.591718,-0.6824998150866493,-0.9783270165878944,2.069569014954791,-0.0403646327730545,-0.32890473186095653,-0.36080202358996927,0.6848932068507851
190,7929,joint_07930,NGRIP_08447,3591,53,163.456436,113.736819,194.219617,-0.7166095915655768,-1.0859019875755358,2.770414550655808,1.240964718869597,-0.19690746020603583,-0.6750919834942218,0.8990552340741262
191,6270,joint_06271,NGRIP_04261,4187,53,161.83099399999998,111.604539,194.726455,-0.7281291026778138,-0.9039931014313314,1.7865599987801397,0.2335269112678843,-0.25705644813527984,-0.6713564975796329,0.6350711960459886
192,1325,joint_01326,NGRIP_01229,1213,53,164.950644,115.528848,193.921796,-0.7513449596709997,-0.8998994527822675,1.979573670891726,0.14224675650497676,-0.24727212484247885,-0.5163636500129744,0.7962736238237405
193,4687,joint_04688,NGRIP_00384,5494,53,168.91704,119.260894,194.156146,-0.687745623934057,-1.0107962977262415,1.9384740565464862,-0.46636466952758254,-0.3181731061189408,-0.24029738390281327,0.7696942556268696
194,4701,joint_04702,NGRIP_09733,8002,53,166.68631799999997,116.551915,194.634403,-0.7314289100321865,-0.9400984861777527,2.0253690702636566,0.03796115054703624,-0.265825268484707,-0.4441988116734926,0.7681101334398769
195,1572,joint_01573,NGRIP_06287,581,53,163.972298,114.138714,194.333584,-0.7637254508220261,-0.8082516532374967,2.0367592944950585,0.35697225001051064,-0.2744474996092081,-0.5505650655339409,0.6564182872022315
196,5390,joint_05391,NGRIP_09752,9222,53,165.708233,116.301894,193.906339,-0.7329696466371687,-0.9631193190993181,2.201316276632569,0.3984869522715818,-0.23154336639968642,-0.4959890295010812,0.8028008762954625
197,4845,joint_04846,NGRIP_03827,2016,53,158.283236,109.659364,193.123872,-0.7600235854578561,-0.8689615619130066,1.6161610636425106,0.25429114003845893,-0.16052745585514935,-0.6063376952524271,0.7851301456512293
198,3196,joint_03197,NGRIP_08165,5626,53,163.026509,113.099388,194.427121,-0.6522911585473103,-1.094049774008704,0.9836271999227683,-1.3205293157834506,-0.3535668482677644,-0.575982571601549,0.8696287464994439
199,2970,joint_02971,NGRIP_03804,9620,53,165.503966,115.312006,194.69196,-0.6993855845956134,-0.9287735026267409,1.688341975760469,-0.4243168420300747,-0.33136415241129613,-0.3511794781112141,0.6968681291796336
200,6296,joint_06297,NGRIP_01182,5438,53,168.094156,117.757933,194.836223,-0.7468343875706916,-0.8600740882788798,2.0123927359592764,0.08436855238460018,-0.28147337175317555,-0.45572045227940416,0.6445760175937392
