outer_id,source_row_index,age_realization_id,ngrip_realization_id,mis6_realization_id,n_response_events,response_exposure_kyr,response_end_kyr_bp__NGRIP,response_end_kyr_bp__MIS6,beta__intercept,beta__same_type_exponential_history,beta__lr04_scaled,beta__co2_scaled,beta__mis6_segment,beta__pre_phase_sin,beta__pre_phase_cos
32,7531,joint_07532,NGRIP_01978,3570,53,164.363253,114.961473,193.90178,-0.7091494489731507,-0.9448711309865653,1.5794033987723117,-0.36315403592342715,-0.2609141653181462,-0.4302583188616125,0.713749713661865
33,1009,joint_01010,NGRIP_00797,4419,53,162.062247,112.157318,194.404929,-0.7062529951396106,-1.0122589606024763,1.864157077992176,-0.1164855681953962,-0.28414732771532436,-0.6838464534858528,0.8191379901077573
34,7788,joint_07789,NGRIP_08864,3419,53,165.718751,116.515821,193.70293,-0.7964107571846422,-0.8349812672613716,1.698414640647991,-0.1561691173582677,-0.22405297832981003,-0.5113545679296055,0.8567622122099452
35,3026,joint_03027,NGRIP_07538,592,53,168.068787,118.725285,193.843502,-0.84445266578123,-0.5938616385741037,1.7739029307722742,-0.1439476844760797,-0.2641750211477338,-0.29260378367271245,0.5133086787488812
36,5917,joint_05918,NGRIP_08525,9081,53,164.370143,114.487931,194.382212,-0.71793105347917,-0.9978412509809728,1.5944715310366022,-0.3551143721830398,-0.2434685862429286,-0.5290524053850096,0.8315405144425081
37,4850,joint_04851,NGRIP_07786,4147,53,161.317968,111.517099,194.300869,-0.7879433375891028,-0.709128762022874,1.0919527750805729,-0.5742275537737762,-0.2745515891019271,-0.5879649928867645,0.55003733553093
38,8036,joint_08037,NGRIP_06938,2887,53,167.095641,117.626385,193.969256,-0.7384688595825896,-0.9417654305307469,2.5134671269278606,0.6352419989294767,-0.2515091340704437,-0.46142897459504034,0.7703559754644457
39,5842,joint_05843,NGRIP_02350,5144,53,167.81268599999999,117.827136,194.48555,-0.7979065572603083,-0.7723625241502964,1.9284238430446976,0.021022227269202658,-0.24901002405557443,-0.41325861053950286,0.7043617617307244
40,2004,joint_02005,NGRIP_09491,3953,53,164.881508,115.272674,194.108834,-0.8527114330162613,-0.7338520060586969,2.130997623897161,0.40082690545602867,-0.19304309016156002,-0.3608396544010876,0.8918818553452117
41,4972,joint_04973,NGRIP_09812,5150,53,167.145379,117.495917,194.149462,-0.7501956420565488,-0.8787392983027726,2.240719873615772,0.4026582540930396,-0.24879951001257444,-0.4011432125772436,0.6947289589738198
