beta__intercept,beta__same_type_exponential_history,beta__lr04_scaled,beta__co2_scaled,beta__mis6_segment,beta__pre_phase_sin,beta__pre_phase_cos
-0.7449592561152586,-0.9639612854887414,2.232809271569653,0.5280225505591151,-0.20979857974739244,-0.5211988593599853,0.8368096701366614
