experiment,variant,phase_deg,relative_rate
climate,frozen_linear,48.0,1.1805656066379622
climate,frozen_linear,49.0,1.164553053814387
climate,frozen_linear,50.0,1.148704381519838
climate,frozen_linear,51.0,1.1330235494869234
climate,frozen_linear,52.0,1.1175142607039106
climate,frozen_linear,53.0,1.1021799663540488
climate,frozen_linear,54.0,1.0870238709985396
climate,frozen_linear,55.0,1.072048937981321
climate,frozen_linear,56.0,1.0572578950342588
climate,frozen_linear,57.0,1.0426532400618131
climate,frozen_linear,58.0,1.0282372470847605
climate,frozen_linear,59.0,1.0140119723231138
climate,frozen_linear,60.0,0.9999792603989777
climate,frozen_linear,61.0,0.986140750640701
climate,frozen_linear,62.0,0.9724978834703508
climate,frozen_linear,63.0,0.9590519068572043
climate,frozen_linear,64.0,0.9458038828206597
climate,frozen_linear,65.0,0.9327546939666835
climate,frozen_linear,66.0,0.9199050500426366
climate,frozen_linear,67.0,0.9072554944960641
climate,frozen_linear,68.0,0.8948064110237742
climate,frozen_linear,69.0,0.8825580300982778
climate,frozen_linear,70.0,0.8705104354594074
climate,frozen_linear,71.0,0.8586635705596782
climate,frozen_linear,72.0,0.8470172449526862
climate,frozen_linear,73.0,0.8355711406145716
climate,frozen_linear,74.0,0.8243248181892934
climate,frozen_linear,75.0,0.813277723149164
climate,frozen_linear,76.0,0.8024291918627913
climate,frozen_linear,77.0,0.7917784575632416
climate,frozen_linear,78.0,0.7813246562099074
climate,frozen_linear,79.0,0.7710668322381921
climate,frozen_linear,80.0,0.7610039441917541
climate,frozen_linear,81.0,0.7511348702326441
climate,frozen_linear,82.0,0.7414584135252513
climate,frozen_linear,83.0,0.7319733074905278
climate,frozen_linear,84.0,0.7226782209274937
climate,frozen_linear,85.0,0.7135717629995326
climate,frozen_linear,86.0,0.7046524880834755
climate,frozen_linear,87.0,0.6959189004799262
climate,frozen_linear,88.0,0.6873694589837286
climate,frozen_linear,89.0,0.6790025813138797
climate,frozen_linear,90.0,0.6708166484025895
climate,frozen_linear,91.0,0.6628100085435501
climate,frozen_linear,92.0,0.654980981399825
climate,frozen_linear,93.0,0.6473278618720831
climate,frozen_linear,94.0,0.6398489238282057
climate,frozen_linear,95.0,0.6325424236955677
climate,frozen_linear,96.0,0.6254066039175487
climate,frozen_linear,97.0,0.6184396962760639
climate,frozen_linear,98.0,0.6116399250821183
climate,frozen_linear,99.0,0.6050055102365806
climate,frozen_linear,100.0,0.598534670163549
climate,frozen_linear,101.0,0.5922256246188375
climate,frozen_linear,102.0,0.5860765973762495
climate,frozen_linear,103.0,0.58008581879443
climate,frozen_linear,104.0,0.5742515282671937
climate,frozen_linear,105.0,0.5685719765603146
climate,frozen_linear,106.0,0.5630454280378447
climate,frozen_linear,107.0,0.557670162781087
climate,frozen_linear,108.0,0.5524444786034023
climate,frozen_linear,109.0,0.5473666929640627
climate,frozen_linear,110.0,0.5424351447843949
climate,frozen_linear,111.0,0.5376481961694675
climate,frozen_linear,112.0,0.5330042340385839
climate,frozen_linear,113.0,0.5285016716678367
climate,frozen_linear,114.0,0.5241389501479646
climate,frozen_linear,115.0,0.5199145397607339
climate,frozen_linear,116.0,0.515826941277032
climate,frozen_linear,117.0,0.5118746871798289
climate,frozen_linear,118.0,0.5080563428151147
climate,frozen_linear,119.0,0.5043705074738742
climate,frozen_linear,120.0,0.5008158154081029
climate,frozen_linear,121.0,0.49739093678380986
climate,frozen_linear,122.0,0.4940945785738883
climate,frozen_linear,123.0,0.4909254853936625
climate,frozen_linear,124.0,0.48788244028185324
climate,frozen_linear,125.0,0.48496426542961957
climate,frozen_linear,126.0,0.4821698228602645
climate,frozen_linear,127.0,0.47949801506210205
climate,frozen_linear,128.0,0.4769477855769052
climate,frozen_linear,129.0,0.4745181195462636
climate,frozen_linear,130.0,0.4722080442180943
climate,frozen_linear,131.0,0.4700166294154583
climate,frozen_linear,132.0,0.46794298796974254
climate,frozen_linear,133.0,0.4659862761201795
climate,frozen_linear,134.0,0.46414569388157595
climate,frozen_linear,135.0,0.4624204853820367
climate,frozen_linear,136.0,0.46080993917236623
climate,frozen_linear,137.0,0.45931338850874254
climate,frozen_linear,138.0,0.45793021161015646
climate,frozen_linear,139.0,0.4566598318920173
climate,frozen_linear,140.0,0.4555017181772275
climate,frozen_linear,141.0,0.4544553848859321
climate,frozen_linear,142.0,0.4535203922050541
climate,frozen_linear,143.0,0.45269634623862776
climate,frozen_linear,144.0,0.45198289913984757
climate,frozen_linear,145.0,0.4513797492256511
climate,frozen_linear,146.0,0.45088664107456083
climate,frozen_linear,147.0,0.4505033656084093
climate,frozen_linear,148.0,0.45022976015847993
climate,frozen_linear,149.0,0.4500657085164951
climate,frozen_linear,150.0,0.4500111409707897
climate,frozen_linear,151.0,0.45006603432791054
climate,frozen_linear,152.0,0.45023041191978563
climate,frozen_linear,153.0,0.450504343596512
climate,frozen_linear,154.0,0.45088794570471313
climate,frozen_linear,155.0,0.45138138105132214
climate,frozen_linear,156.0,0.4519848588525485
climate,frozen_linear,157.0,0.4526986346676921
climate,frozen_linear,158.0,0.45352301031737063
climate,frozen_linear,159.0,0.45445833378562905
climate,frozen_linear,160.0,0.4555049991053057
climate,frozen_linear,161.0,0.45666344622593036
climate,frozen_linear,162.0,0.45793416086333505
climate,frozen_linear,163.0,0.4593176743300603
climate,frozen_linear,164.0,0.4608145633455437
climate,frozen_linear,165.0,0.46242544982497996
climate,frozen_linear,166.0,0.46415100064564657
climate,frozen_linear,167.0,0.4659919273893911
climate,frozen_linear,168.0,0.4679489860598806
climate,frozen_linear,169.0,0.47002297677311755
climate,frozen_linear,170.0,0.47221474341962993
climate,frozen_linear,171.0,0.47452517329664967
climate,frozen_linear,172.0,0.4769551967084967
climate,frozen_linear,173.0,0.4795057865332931
climate,frozen_linear,174.0,0.48217795775403793
climate,frozen_linear,175.0,0.48497276695198094
climate,frozen_linear,176.0,0.48789131176014283
climate,frozen_linear,177.0,0.49093473027473894
climate,frozen_linear,178.0,0.49410420042217573
climate,frozen_linear,179.0,0.4974009392792032
climate,frozen_linear,180.0,0.500826202343721
climate,frozen_linear,181.0,0.504381282753656
climate,frozen_linear,182.0,0.5080675104512472
climate,frozen_linear,183.0,0.5118862512900021
climate,frozen_linear,184.0,0.5158389060815094
climate,frozen_linear,185.0,0.5199269095792314
climate,frozen_linear,186.0,0.5241517293963289
climate,frozen_linear,187.0,0.5285148648545133
climate,frozen_linear,188.0,0.5330178457608672
climate,frozen_linear,189.0,0.5376622311095207
climate,frozen_linear,190.0,0.5424496077050346
climate,frozen_linear,191.0,0.547381588704294
climate,frozen_linear,192.0,0.5524598120736982
climate,frozen_linear,193.0,0.5576859389584009
climate,frozen_linear,194.0,0.5630616519603466
climate,frozen_linear,195.0,0.5685886533218415
climate,frozen_linear,196.0,0.5742686630114036
climate,frozen_linear,197.0,0.5801034167086516
climate,frozen_linear,198.0,0.586094663685016
climate,frozen_linear,199.0,0.5922441645770979
climate,frozen_linear,200.0,0.5985536890495438
climate,frozen_linear,201.0,0.6050250133443766
climate,frozen_linear,202.0,0.611659917713792
climate,frozen_linear,203.0,0.6184601837335248
climate,frozen_linear,204.0,0.625427591493995
climate,frozen_linear,205.0,0.6325639166665662
climate,frozen_linear,206.0,0.6398709274423896
climate,frozen_linear,207.0,0.6473503813414594
climate,frozen_linear,208.0,0.6550040218896863
climate,frozen_linear,209.0,0.6628335751619846
climate,frozen_linear,210.0,0.6708407461895853
climate,frozen_linear,211.0,0.679027215230017
climate,frozen_linear,212.0,0.6873946338984582
climate,frozen_linear,213.0,0.695944621159432
climate,frozen_linear,214.0,0.7046787591781164
climate,frozen_linear,215.0,0.7135985890308673
climate,frozen_linear,216.0,0.7227056062748843
climate,frozen_linear,217.0,0.7320012563773284
climate,frozen_linear,218.0,0.7414869300045791
climate,frozen_linear,219.0,0.7511639581727418
climate,frozen_linear,220.0,0.7610336072609452
climate,frozen_linear,221.0,0.7710970738894378
climate,frozen_linear,222.0,0.7813554796649737
climate,frozen_linear,223.0,0.7918098657964825
climate,frozen_linear,224.0,0.8024611875845653
climate,frozen_linear,225.0,0.8133103087888918
climate,frozen_linear,226.0,0.8243579958781746
climate,frozen_linear,227.0,0.8356049121679759
climate,frozen_linear,228.0,0.8470516118522372
climate,frozen_linear,229.0,0.8586985339350505
climate,frozen_linear,230.0,0.87054599606986
climate,frozen_linear,231.0,0.882594188313948
climate,frozen_linear,232.0,0.8948431668067579
climate,frozen_linear,233.0,0.9072928473813088
climate,frozen_linear,234.0,0.9199429991186857
climate,frozen_linear,235.0,0.9327932378562959
climate,frozen_linear,236.0,0.9458430196613445
climate,frozen_linear,237.0,0.9590916342817057
climate,frozen_linear,238.0,0.9725381985871273
climate,frozen_linear,239.0,0.9861816500144348
climate,frozen_linear,240.0,1.000020740031162
climate,frozen_linear,241.0,1.0140540276327643
climate,frozen_linear,242.0,1.0282798728892943
climate,frozen_linear,243.0,1.0426964305581559
climate,frozen_linear,244.0,1.0573016437802216
climate,frozen_linear,245.0,1.0720932378773091
climate,frozen_linear,246.0,1.0870687142696425
climate,frozen_linear,247.0,1.1022253445325794
climate,frozen_linear,248.0,1.1175601646124445
climate,frozen_linear,249.0,1.1330699692219037
climate,frozen_linear,250.0,1.1487513064358101
climate,frozen_linear,251.0,1.164600472508923
climate,frozen_linear,252.0,1.180613506937346
climate,frozen_linear,253.0,1.1967861877858645
climate,frozen_linear,254.0,1.2131140273036956
climate,frozen_linear,255.0,1.2295922678513955
climate,frozen_linear,256.0,1.2462158781618597
climate,frozen_linear,257.0,1.2629795499584262
climate,frozen_linear,258.0,1.2798776949531514
climate,frozen_linear,259.0,1.2969044422482536
climate,frozen_linear,260.0,1.3140536361635793
climate,frozen_linear,261.0,1.3313188345127371
climate,frozen_linear,262.0,1.348693307350195
climate,frozen_linear,263.0,1.3661700362112463
climate,frozen_linear,264.0,1.383741713866219
climate,frozen_linear,265.0,1.4014007446096979
climate,frozen_linear,266.0,1.4191392451047962
climate,frozen_linear,267.0,1.4369490458017022
climate,frozen_linear,268.0,1.4548216929487876
climate,frozen_linear,269.0,1.4727484512135223
climate,frozen_linear,270.0,1.4907203069293111
climate,frozen_linear,271.0,1.5087279719830824
climate,frozen_linear,272.0,1.5267618883571257
climate,frozen_linear,273.0,1.544812233337189
climate,frozen_linear,274.0,1.5628689253972894
climate,frozen_linear,275.0,1.5809216307699916
climate,frozen_linear,276.0,1.5989597707091625
climate,frozen_linear,277.0,1.6169725294503288
climate,frozen_linear,278.0,1.6349488628717965
climate,frozen_linear,279.0,1.6528775078576745
climate,frozen_linear,280.0,1.6707469923617804
climate,frozen_linear,281.0,1.6885456461692456
climate,frozen_linear,282.0,1.7062616123503394
climate,frozen_linear,283.0,1.7238828593987376
climate,frozen_linear,284.0,1.7413971940440522
climate,frozen_linear,285.0,1.7587922747260458
climate,frozen_linear,286.0,1.77605562571549
climate,frozen_linear,287.0,1.793174651864151
climate,frozen_linear,288.0,1.8101366539639108
climate,frozen_linear,289.0,1.826928844692519
climate,frozen_linear,290.0,1.843538365121007
climate,frozen_linear,291.0,1.8599523017553259
climate,frozen_linear,292.0,1.8761577040823478
climate,frozen_linear,293.0,1.892141602587967
climate,frozen_linear,294.0,1.9078910272127256
climate,frozen_linear,295.0,1.9233930262081202
climate,frozen_linear,296.0,1.9386346853545522
climate,frozen_linear,297.0,1.9536031474998208
climate,frozen_linear,298.0,1.968285632375043
climate,frozen_linear,299.0,1.982669456643039
climate,frozen_linear,300.0,1.9967420541324636
climate,frozen_linear,301.0,2.0104909962093824
climate,frozen_linear,302.0,2.02390401223651
climate,frozen_linear,303.0,2.0369690100690563
climate,frozen_linear,304.0,2.049674096535003
climate,frozen_linear,305.0,2.0620075978466605
climate,frozen_linear,306.0,2.073958079889636
climate,frozen_linear,307.0,2.085514368334737
climate,frozen_linear,308.0,2.096665568517994
climate,frozen_linear,309.0,2.1074010850338123
climate,frozen_linear,310.0,2.117710640986326
climate,frozen_linear,311.0,2.1275842968442666
climate,frozen_linear,312.0,2.1370124688451586
climate,frozen_linear,313.0,2.1459859468953475
climate,frozen_linear,314.0,2.1544959119132625
climate,frozen_linear,315.0,2.1625339525644773
climate,frozen_linear,316.0,2.1700920813384394
climate,frozen_linear,317.0,2.1771627499183297
climate,frozen_linear,318.0,2.183738863797256
climate,frozen_linear,319.0,2.1898137960959567
climate,frozen_linear,320.0,2.1953814005393455
climate,frozen_linear,321.0,2.2004360235515725
climate,frozen_linear,322.0,2.204972515431812
climate,frozen_linear,323.0,2.2089862405756517
climate,frozen_linear,324.0,2.212473086709838
climate,frozen_linear,325.0,2.2154294731110893
climate,frozen_linear,326.0,2.2178523577828404
climate,frozen_linear,327.0,2.219739243567004
climate,frozen_linear,328.0,2.2210881831711924
climate,frozen_linear,329.0,2.2218977830952644
climate,frozen_linear,330.0,2.2221672064445848
climate,frozen_linear,331.0,2.221896174620938
climate,frozen_linear,332.0,2.22108496788565
climate,frozen_linear,333.0,2.2197344247931077
climate,frozen_linear,334.0,2.2178459404964905
climate,frozen_linear,335.0,2.215421463931184
climate,frozen_linear,336.0,2.212463493884938
climate,frozen_linear,337.0,2.2089750739673866
climate,frozen_linear,338.0,2.2049597864950896
climate,frozen_linear,339.0,2.200421745311654
climate,frozen_linear,340.0,2.195365587565847
climate,frozen_linear,341.0,2.18979646447388
climate,frozen_linear,342.0,2.183720031095121
climate,frozen_linear,343.0,2.177142435153522
climate,frozen_linear,344.0,2.170070304939876
climate,frozen_linear,345.0,2.1625107363327056
climate,frozen_linear,346.0,2.1544712789781193
climate,frozen_linear,347.0,2.145959921671309
climate,frozen_linear,348.0,2.136985076984516
climate,frozen_linear,349.0,2.127555565188263
climate,frozen_linear,350.0,2.1176805975144193
climate,frozen_linear,351.0,2.107369758811193
climate,frozen_linear,352.0,2.0966329896415314
climate,frozen_linear,353.0,2.085480567877501
climate,frozen_linear,354.0,2.073923089844157
climate,frozen_linear,355.0,2.0619714510670946
climate,frozen_linear,356.0,2.049636826678357
climate,frozen_linear,357.0,2.0369306515356453
climate,frozen_linear,358.0,2.0238646001098015
climate,frozen_linear,359.0,2.0104505661954044
climate,frozen_linear,360.0,1.9967006424989164
climate,quadratic_lr04,0.0,1.8436480714664374
climate,quadratic_lr04,1.0,1.828298969254024
climate,quadratic_lr04,2.0,1.8127444463950153
climate,quadratic_lr04,3.0,1.79699662030127
climate,quadratic_lr04,4.0,1.7810675854938087
climate,quadratic_lr04,5.0,1.7649693972784681
climate,quadratic_lr04,6.0,1.7487140558589676
climate,quadratic_lr04,7.0,1.7323134909155262
climate,quadratic_lr04,8.0,1.7157795466750407
climate,quadratic_lr04,9.0,1.6991239674966665
climate,quadratic_lr04,10.0,1.6823583839944607
climate,quadratic_lr04,11.0,1.6654942997165283
climate,quadratic_lr04,12.0,1.6485430783979171
climate,quadratic_lr04,13.0,1.6315159318022938
climate,quadratic_lr04,14.0,1.6144239081652492
climate,quadratic_lr04,15.0,1.5972778812499118
climate,quadratic_lr04,16.0,1.5800885400234141
climate,quadratic_lr04,17.0,1.5628663789606638
climate,quadratic_lr04,18.0,1.5456216889798153
climate,quadratic_lr04,19.0,1.5283645490118571
climate,quadratic_lr04,20.0,1.5111048182047793
climate,quadratic_lr04,21.0,1.493852128760932
climate,quadratic_lr04,22.0,1.4766158794043815
climate,quadratic_lr04,23.0,1.4594052294733497
climate,quadratic_lr04,24.0,1.4422290936311941
climate,quadratic_lr04,25.0,1.4250961371878124
climate,quadratic_lr04,26.0,1.4080147720219056
climate,quadratic_lr04,27.0,1.3909931530931465
climate,quadratic_lr04,28.0,1.3740391755320098
climate,quadratic_lr04,29.0,1.357160472293843
climate,quadratic_lr04,30.0,1.340364412362639
climate,quadratic_lr04,31.0,1.3236580994889828
climate,quadratic_lr04,32.0,1.3070483714457286
climate,quadratic_lr04,33.0,1.2905417997841506
climate,quadratic_lr04,34.0,1.274144690072587
climate,quadratic_lr04,35.0,1.2578630825989743
climate,quadratic_lr04,36.0,1.241702753518121
climate,quadratic_lr04,37.0,1.22566921642413
climate,quadratic_lr04,38.0,1.209767724328005
climate,quadratic_lr04,39.0,1.1940032720202054
climate,quadratic_lr04,40.0,1.178380598797709
climate,quadratic_lr04,41.0,1.162904191535022
climate,quadratic_lr04,42.0,1.1475782880785297
climate,quadratic_lr04,43.0,1.1324068809436025
climate,quadratic_lr04,44.0,1.1173937212939666
climate,quadratic_lr04,45.0,1.102542323183
climate,quadratic_lr04,46.0,1.0878559680368327
climate,quadratic_lr04,47.0,1.0733377093593954
climate,quadratic_lr04,48.0,1.0589903776398906
climate,quadratic_lr04,49.0,1.044816585443522
climate,quadratic_lr04,50.0,1.030818732666744
climate,quadratic_lr04,51.0,1.016999011938732
climate,quadratic_lr04,52.0,1.0033594141512847
climate,quadratic_lr04,53.0,0.9899017340998756
climate,quadratic_lr04,54.0,0.9766275762191327
climate,quadratic_lr04,55.0,0.9635383603966016
climate,quadratic_lr04,56.0,0.9506353278492423
climate,quadratic_lr04,57.0,0.9379195470477308
climate,quadratic_lr04,58.0,0.9253919196742625
climate,quadratic_lr04,59.0,0.9130531866002047
climate,quadratic_lr04,60.0,0.9009039338705884
climate,quadratic_lr04,61.0,0.8889445986830912
climate,quadratic_lr04,62.0,0.8771754753498219
climate,quadratic_lr04,63.0,0.8655967212308744
climate,quadratic_lr04,64.0,0.8542083626292789
climate,quadratic_lr04,65.0,0.8430103006376277
climate,quadratic_lr04,66.0,0.832002316927301
climate,quadratic_lr04,67.0,0.8211840794718552
climate,quadratic_lr04,68.0,0.8105551481967622
climate,quadratic_lr04,69.0,0.800114980548301
climate,quadratic_lr04,70.0,0.78986293697501
climate,quadratic_lr04,71.0,0.7797982863156875
climate,quadratic_lr04,72.0,0.7699202110885028
climate,quadratic_lr04,73.0,0.7602278126763317
climate,quadratic_lr04,74.0,0.7507201164039644
climate,quadratic_lr04,75.0,0.7413960765033545
climate,quadratic_lr04,76.0,0.7322545809635663
climate,quadratic_lr04,77.0,0.7232944562625642
climate,quadratic_lr04,78.0,0.7145144719784376
climate,quadratic_lr04,79.0,0.7059133452780949
climate,quadratic_lr04,80.0,0.6974897452818714
climate,quadratic_lr04,81.0,0.6892422973028948
climate,quadratic_lr04,82.0,0.6811695869604238
climate,quadratic_lr04,83.0,0.673270164166724
climate,quadratic_lr04,84.0,0.665542546987384
climate,quadratic_lr04,85.0,0.6579852253752816
climate,quadratic_lr04,86.0,0.650596664778702
climate,quadratic_lr04,87.0,0.6433753096243827
climate,quadratic_lr04,88.0,0.6363195866765102
climate,quadratic_lr04,89.0,0.6294279082729297
climate,quadratic_lr04,90.0,0.6226986754400387
climate,quadratic_lr04,91.0,0.616130280888038
climate,quadratic_lr04,92.0,0.6097211118883894
climate,quadratic_lr04,93.0,0.6034695530354904
climate,quadratic_lr04,94.0,0.5973739888947281
climate,quadratic_lr04,95.0,0.5914328065391993
climate,quadratic_lr04,96.0,0.5856443979775016
climate,quadratic_lr04,97.0,0.5800071624751038
climate,quadratic_lr04,98.0,0.5745195087718863
climate,quadratic_lr04,99.0,0.5691798571985225
climate,quadratic_lr04,100.0,0.563986641694428
climate,quadratic_lr04,101.0,0.5589383117300615
climate,quadratic_lr04,102.0,0.5540333341363927
climate,quadratic_lr04,103.0,0.5492701948443868
climate,quadratic_lr04,104.0,0.5446474005373705
climate,quadratic_lr04,105.0,0.5401634802191546
climate,quadratic_lr04,106.0,0.5358169867007873
climate,quadratic_lr04,107.0,0.5316064980088048
climate,quadratic_lr04,108.0,0.527530618717832
climate,quadratic_lr04,109.0,0.5235879812103588
climate,quadratic_lr04,110.0,0.5197772468664912
climate,quadratic_lr04,111.0,0.5160971071864418
climate,quadratic_lr04,112.0,0.5125462848484776
climate,quadratic_lr04,113.0,0.5091235347050028
climate,quadratic_lr04,114.0,0.5058276447193961
climate,quadratic_lr04,115.0,0.5026574368461734
climate,quadratic_lr04,116.0,0.4996117678569795
climate,quadratic_lr04,117.0,0.49668953011485495
climate,quadratic_lr04,118.0,0.49388965229915144
climate,quadratic_lr04,119.0,0.4912111000834054
climate,quadratic_lr04,120.0,0.48865287676840063
climate,quadratic_lr04,121.0,0.486214023872581
climate,quadratic_lr04,122.0,0.4838936216818929
climate,quadratic_lr04,123.0,0.4816907897610599
climate,quadratic_lr04,124.0,0.47960468742821233
climate,quadratic_lr04,125.0,0.47763451419470804
climate,quadratic_lr04,126.0,0.47577951017190273
climate,quadratic_lr04,127.0,0.47403895644653793
climate,quadratic_lr04,128.0,0.47241217542633235
climate,quadratic_lr04,129.0,0.4708985311572746
climate,quadratic_lr04,130.0,0.46949742961402846
climate,quadratic_lr04,131.0,0.46820831896477294
climate,quadratic_lr04,132.0,0.46703068981171214
climate,quadratic_lr04,133.0,0.46596407540840096
climate,quadratic_lr04,134.0,0.46500805185494204
climate,quadratic_lr04,135.0,0.46416223827202363
climate,quadratic_lr04,136.0,0.46342629695467286
climate,quadratic_lr04,137.0,0.4627999335065156
climate,quadratic_lr04,138.0,0.4622828969552385
climate,quadratic_lr04,139.0,0.461874979849862
climate,quadratic_lr04,140.0,0.46157601834034395
climate,quadratic_lr04,141.0,0.4613858922399389
climate,quadratic_lr04,142.0,0.46130452507065367
climate,quadratic_lr04,143.0,0.4613318840920452
climate,quadratic_lr04,144.0,0.4614679803135188
climate,quadratic_lr04,145.0,0.46171286849019527
climate,quadratic_lr04,146.0,0.4620666471023218
climate,quadratic_lr04,147.0,0.462529458318117
climate,quadratic_lr04,148.0,0.463101487939844
climate,quadratic_lr04,149.0,0.46378296533282043
climate,quadratic_lr04,150.0,0.46457416333698204
climate,quadratic_lr04,151.0,0.46547539816052497
climate,quadratic_lr04,152.0,0.4664870292550656
climate,quadratic_lr04,153.0,0.46760945917166236
climate,quadratic_lr04,154.0,0.46884313339695843
climate,quadratic_lr04,155.0,0.4701885401686099
climate,quadratic_lr04,156.0,0.4716462102690786
climate,quadratic_lr04,157.0,0.47321671679677585
climate,quadratic_lr04,158.0,0.4749006749134568
climate,quadratic_lr04,159.0,0.4766987415666735
climate,quadratic_lr04,160.0,0.47861161518600903
climate,quadratic_lr04,161.0,0.48064003535172445
climate,quadratic_lr04,162.0,0.4827847824343638
climate,quadratic_lr04,163.0,0.48504667720377637
climate,quadratic_lr04,164.0,0.487426580405926
climate,quadratic_lr04,165.0,0.4899253923057774
climate,quadratic_lr04,166.0,0.4925440521944588
climate,quadratic_lr04,167.0,0.49528353785882134
climate,quadratic_lr04,168.0,0.4981448650114352
climate,quadratic_lr04,169.0,0.5011290866789762
climate,quadratic_lr04,170.0,0.5042372925468859
climate,quadratic_lr04,171.0,0.5074706082581066
climate,quadratic_lr04,172.0,0.5108301946636212
climate,quadratic_lr04,173.0,0.5143172470224556
climate,quadratic_lr04,174.0,0.5179329941487338
climate,quadratic_lr04,175.0,0.5216786975033093
climate,quadratic_lr04,176.0,0.5255556502274351
climate,quadratic_lr04,177.0,0.5295651761158767
climate,quadratic_lr04,178.0,0.5337086285268196
climate,quadratic_lr04,179.0,0.5379873892258701
climate,quadratic_lr04,180.0,0.5424028671614101
climate,quadratic_lr04,181.0,0.546956497168522
climate,quadratic_lr04,182.0,0.5516497385986695
climate,quadratic_lr04,183.0,0.5564840738722969
climate,quadratic_lr04,184.0,0.5614610069514828
climate,quadratic_lr04,185.0,0.5665820617297791
climate,quadratic_lr04,186.0,0.5718487803363601
climate,quadratic_lr04,187.0,0.5772627213516075
climate,quadratic_lr04,188.0,0.5828254579312774
climate,quadratic_lr04,189.0,0.5885385758364108
climate,quadratic_lr04,190.0,0.5944036713661913
climate,quadratic_lr04,191.0,0.6004223491909896
climate,quadratic_lr04,192.0,0.6065962200828974
climate,quadratic_lr04,193.0,0.6129268985411167
climate,quadratic_lr04,194.0,0.6194160003096547
climate,quadratic_lr04,195.0,0.6260651397848657
climate,quadratic_lr04,196.0,0.6328759273104921
climate,quadratic_lr04,197.0,0.6398499663579807
climate,quadratic_lr04,198.0,0.6469888505899836
climate,quadratic_lr04,199.0,0.6542941608051143
climate,quadratic_lr04,200.0,0.661767461762195
climate,quadratic_lr04,201.0,0.6694102988824235
climate,quadratic_lr04,202.0,0.677224194828087
climate,quadratic_lr04,203.0,0.6852106459566862
climate,quadratic_lr04,204.0,0.6933711186495586
climate,quadratic_lr04,205.0,0.7017070455143691
climate,quadratic_lr04,206.0,0.7102198214611076
climate,quadratic_lr04,207.0,0.7189107996515322
climate,quadratic_lr04,208.0,0.7277812873223307
climate,quadratic_lr04,209.0,0.7368325414826014
climate,quadratic_lr04,210.0,0.7460657644866264
climate,quadratic_lr04,211.0,0.7554820994832914
climate,quadratic_lr04,212.0,0.7650826257439103
climate,quadratic_lr04,213.0,0.7748683538706417
climate,quadratic_lr04,214.0,0.7848402208881242
climate,quadratic_lr04,215.0,0.7949990852214359
climate,quadratic_lr04,216.0,0.8053457215639541
climate,quadratic_lr04,217.0,0.8158808156392177
climate,quadratic_lr04,218.0,0.8266049588614
climate,quadratic_lr04,219.0,0.837518642899563
climate,quadratic_lr04,220.0,0.8486222541514099
climate,quadratic_lr04,221.0,0.8599160681328439
climate,quadratic_lr04,222.0,0.8714002437902251
climate,quadratic_lr04,223.0,0.8830748177428314
climate,quadratic_lr04,224.0,0.8949396984636516
climate,quadratic_lr04,225.0,0.906994660407263
climate,quadratic_lr04,226.0,0.919239338094197
climate,quadratic_lr04,227.0,0.9316732201618388
climate,quadratic_lr04,228.0,0.9442956433925691
climate,quadratic_lr04,229.0,0.957105786730503
