bootstrap_id,n_events_observation_support,n_events_response,fit_valid,status,solver_attempts,failure_reason,n_events_response_Barker2011,loglik_reduced,loglik_full,ll_gain_nats,LR_statistic,gain_bits_per_event,reduced_converged,full_converged,likelihood_nesting_ok,quadrature_order
144,55,54,True,finite_mle,1,,54,-154.32585575,-154.087786842,0.238068908715,0.476137817431,0.00636038581469,True,True,True,4
145,51,50,True,finite_mle,1,,50,-147.553227533,-146.140353225,1.41287430782,2.82574861564,0.0407669351458,True,True,True,4
146,51,50,True,finite_mle,1,,50,-151.789931011,-151.256202732,0.533728279176,1.06745655835,0.015400142831,True,True,True,4
147,61,60,True,finite_mle,1,,60,-164.783336206,-164.094415663,0.688920543259,1.37784108652,0.0165650375221,True,True,True,4
148,56,55,True,finite_mle,1,,55,-156.462384426,-155.725749781,0.736634645255,1.47326929051,0.0193225299938,True,True,True,4
149,53,52,True,finite_mle,1,,52,-152.49176395,-152.438344229,0.0534197211325,0.106839442265,0.00148208397622,True,True,True,4
150,53,52,True,finite_mle,1,,52,-150.512408685,-150.193835057,0.318573627958,0.637147255916,0.00883854986947,True,True,True,4
151,60,59,True,finite_mle,1,,59,-166.856298895,-166.225553519,0.630745376425,1.26149075285,0.0154232750277,True,True,True,4
152,52,51,True,finite_mle,1,,51,-148.692398523,-147.332469381,1.35992914157,2.71985828313,0.0384698633039,True,True,True,4
153,56,55,True,finite_mle,1,,55,-157.651435328,-156.911689653,0.739745674742,1.47949134948,0.0194041348449,True,True,True,4
154,67,66,True,finite_mle,1,,66,-176.271988091,-173.96649728,2.30549081082,4.61098162163,0.0503957599936,True,True,True,4
155,54,53,True,finite_mle,1,,53,-157.296330336,-155.896055145,1.40027519137,2.80055038273,0.0381164164993,True,True,True,4
156,54,53,True,finite_mle,1,,53,-156.232962659,-155.749467583,0.483495076642,0.966990153285,0.0131610556484,True,True,True,4
157,54,53,True,finite_mle,1,,53,-150.469367616,-150.161773888,0.307593728006,0.615187456011,0.00837290464155,True,True,True,4
158,66,65,True,finite_mle,1,,65,-176.510173312,-175.057430757,1.45274255429,2.90548510858,0.032244068904,True,True,True,4
159,68,67,True,finite_mle,1,,67,-177.764855774,-177.26801931,0.496836463897,0.993672927794,0.0106982612328,True,True,True,4
160,56,55,True,finite_mle,1,,55,-157.302687619,-156.824612266,0.47807535293,0.95615070586,0.0125403080153,True,True,True,4
161,61,60,True,finite_mle,1,,60,-171.05514001,-167.802492079,3.25264793113,6.50529586226,0.0782096506667,True,True,True,4
162,64,63,True,finite_mle,1,,63,-178.129908484,-178.128581612,0.00132687184106,0.00265374368212,3.03852607141e-05,True,True,True,4
163,61,60,True,finite_mle,1,,60,-170.177544051,-170.107907883,0.0696361675271,0.139272335054,0.00167439589263,True,True,True,4
164,69,68,True,finite_mle,1,,68,-178.008783265,-177.967625223,0.0411580421175,0.082316084235,0.000873213283171,True,True,True,4
165,56,55,True,finite_mle,1,,55,-154.982594381,-151.872463035,3.11013134639,6.22026269277,0.0815812921808,True,True,True,4
166,64,63,True,finite_mle,1,,63,-168.886674282,-166.489353252,2.39732102945,4.79464205891,0.0548984628668,True,True,True,4
167,69,68,True,finite_mle,1,,68,-181.425861379,-181.191527151,0.234334228821,0.468668457643,0.00497165926222,True,True,True,4
168,54,53,True,finite_mle,1,,53,-152.733067254,-151.909853021,0.823214232133,1.64642846427,0.0224084356658,True,True,True,4
169,53,52,True,finite_mle,1,,52,-152.209772161,-151.477733585,0.732038575884,1.46407715177,0.0203097773686,True,True,True,4
170,60,59,True,finite_mle,1,,59,-168.268316734,-167.215012368,1.05330436581,2.10660873163,0.0257558811035,True,True,True,4
171,63,62,True,finite_mle,1,,62,-168.253074828,-165.733161298,2.51991352953,5.03982705906,0.0586365605245,True,True,True,4
172,61,60,True,finite_mle,1,,60,-172.064966902,-171.513660793,0.55130610931,1.10261221862,0.0132561098319,True,True,True,4
173,56,55,True,finite_mle,1,,55,-154.429387003,-154.026668322,0.402718680597,0.805437361194,0.0105636407886,True,True,True,4
