comparison,n_events,response_exposure_kyr,common_model_loglik,segment_specific_model_loglik,LR_statistic,df,nominal_LR_p,gain_bits_per_event_for_interaction,delta_AIC_segment_specific_minus_common,ngrip_preferred_phase_deg,mis6_preferred_phase_deg,ngrip_phase_rate_ratio_max_vs_min,mis6_phase_rate_ratio_max_vs_min,both_models_converged,likelihood_nesting_ok
segment-specific versus common precession response,53,165.058,-102.12285757375503,-101.9120425754648,0.42162999658046374,2,0.8099238903265447,0.005738523633553449,3.5783700034195363,327.16352998532284,327.59589381317375,5.8660216562246585,10.392829341707184,True,True
