experiment,catalogue_id,model_version,n_source_events,n_response_events,n_conditioning_events,response_exposure_kyr,history_kernel,history_initialization,history_tau_kyr,history_coefficient_domain,initial_unobserved_history,df,n_events,loglik_reduced,loglik_full,ll_gain_nats,gain_bits_per_event,LR_statistic,LR_p_value,delta_AIC_full_minus_reduced,nominal_LR_p,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,pre_phase_amplitude,beta_history,mis6_vs_ngrip_rate_ratio_full,all_models_converged,likelihood_nesting_ok,beta_pre_phase_sin,beta_pre_phase_cos,reduced_aic,full_aic,is_primary_design
history_decay,ngrip_warming_plus_mis6,continuous_exponential_inhibition_2026-09-12,55,53,2,165.058,exponential,condition_on_exact_oldest_event,1.0,nonpositive,0.0,2,53,-110.92736071252608,-101.99455587260505,8.932804839921033,0.24315685365628312,17.865609679842066,0.000131987301611138,-13.865609679842066,0.000131987301611138,330.30887322657804,6.776803202259356,0.9567527433338782,-1.2137743989304755,0.8345790623654407,True,True,-0.4739027298975359,0.8311389862547448,231.85472142505216,217.9891117452101,False
history_decay,ngrip_warming_plus_mis6,continuous_exponential_inhibition_2026-09-12,55,53,2,165.058,exponential,condition_on_exact_oldest_event,1.5,nonpositive,0.0,2,53,-111.2417975859055,-102.12285757375506,9.118940012150446,0.24822357610742252,18.237880024300893,0.00010957075947574939,-14.237880024300893,0.00010957075947574939,328.0836823478582,7.1828657310746395,0.9858492151604007,-0.9639612854887414,0.8107475304976235,True,True,-0.5211988593599853,0.8368096701366614,232.483595171811,218.2457151475101,True
history_decay,ngrip_warming_plus_mis6,continuous_exponential_inhibition_2026-09-12,55,53,2,165.058,exponential,condition_on_exact_oldest_event,2.0,nonpositive,0.0,2,53,-111.39152603053094,-102.19647968811987,9.195046342411075,0.2502952407347294,18.39009268482215,0.00010154115817529244,-14.39009268482215,0.00010154115817529244,326.0320928869842,7.413453867902146,1.0016482198707777,-0.835568911068665,0.7863196164053333,True,True,-0.5596493571566727,0.830717613515219,232.78305206106188,218.39295937623973,False
history_decay,ngrip_warming_plus_mis6,continuous_exponential_inhibition_2026-09-12,55,53,2,165.058,exponential,condition_on_exact_oldest_event,3.0,nonpositive,0.0,2,53,-111.48368553532117,-102.22950316056976,9.254182374751409,0.251904962632753,18.508364749502817,9.571051654874723e-05,-14.508364749502817,9.571051654874723e-05,322.5077814657267,7.633196857361701,1.0162533713920026,-0.7099813711687979,0.7389282092702002,True,True,-0.6185463505847432,0.8063320203513609,232.96737107064234,218.45900632113953,False
history_decay,ngrip_warming_plus_mis6,continuous_exponential_inhibition_2026-09-12,55,53,2,165.058,exponential,condition_on_exact_oldest_event,5.0,nonpositive,0.0,2,53,-111.45450673267763,-102.33432071786524,9.12018601481239,0.24825749312367384,18.24037202962478,0.00010943431903799806,-14.24037202962478,0.00010943431903799806,318.15288779256275,7.516407063962561,1.0085441198695249,-0.5919376776214403,0.6610005820089664,True,True,-0.6728453910376962,0.7512924340646084,232.90901346535526,218.66864143573048,False
