driver,driver_label,event_type,event_label,n_events_total,n_phase_events_used,n_extrapolated_phase_events,mean_phase_rad,mean_phase_deg,mean_resultant_length,rayleigh_R,rayleigh_z,rayleigh_p
obl,Obliquity,barker_do_warming_variable_threshold_edc3,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",104,104,0,4.712307920396017,269.9953556047617,0.08548278000052409,8.890209120054505,0.7599597903682721,0.46874884733993516
obl,Obliquity,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",126,126,0,5.10023992216944,292.22222204444034,0.0591669655687813,7.455037661666444,0.44109195664178635,0.6442125179287255
obl,Obliquity,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",70,70,0,4.248539323238557,243.42337231693634,0.033144789694704475,2.3201352786293135,0.07690039587343317,0.926470433728242
pre,Precession index,barker_do_warming_variable_threshold_edc3,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",104,104,0,5.995993968381805,343.5451483741754,0.13531033140783016,14.072274466414337,1.9041241217124705,0.14901968553495704
pre,Precession index,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",126,126,0,6.115504589293734,350.39260255941684,0.11095723897054197,13.980612110288288,1.5512501188757106,0.21227785820941214
pre,Precession index,barker_do_warming_variable_threshold_speleo,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",70,70,0,0.0005810757835664716,0.0332931899756161,0.19002714593657896,13.301900215560527,2.5277221334961313,0.07945594147638424
