run_name,source,resolution_source,primary_catalogue,bin_width_ka,history_window_ka,event_definition,lr_p_value_method,age_uncertainty_propagated,catalogue_variants_independent,note
Barker2011_do_predictive_information_audited,data/raw/Barker et al-2011-SOM.xls,"data/raw/Jouzel-etal-2007-Science-Orbital and Millennial Antarctic Climate Variability over the Past 800,000 Years.txt",barker_variable_threshold_edc3_0_640,0.2,5.0,DO pick variable threshold,nominal asymptotic chi-square,False,False,Baseline controls same-type history and local EDC age spacing. Barker variable threshold already adjusts partly for resolution.
