dataset_id,dataset_label,event_definition,age_scale,analysis_end_ka,n_rayleigh_events,rayleigh_mean_phase_deg,rayleigh_Rbar,rayleigh_p,n_pi_bins,n_pi_events,pi_support_start_ka,pi_support_end_ka,history_window_ka,phase_LR,phase_nominal_p,phase_delta_AICc,phase_bits_per_event,phase_preferred_deg,phase_rate_ratio_max_min,catalogues_are_independent,age_uncertainty_propagated
barker_variable_threshold_edc3_0_640,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",variable_threshold,EDC3,640.0,104,343.5451483741754,0.13531033140783016,0.14901968553495704,3175,103,0.0,635.0,5.0,8.017718823878113,0.018154089770638114,-4.001287542907221,0.056151083429374006,328.5958213450593,2.2918148907533444,False,False
barker_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,EDC3,800.0,126,350.39260255941684,0.11095723897054197,0.21227785820941214,3975,125,0.0,795.0,5.0,6.850847206413164,0.03253549592920842,-2.8377314427843885,0.039534733162321124,330.8560875069576,1.9924541350892615,False,False
barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",variable_threshold,SpeleoAge,400.0,70,0.0332931899756161,0.19002714593657896,0.07945594147638424,1975,69,0.0,395.0,5.0,7.790004540370319,0.020343328265986286,-3.7635373595661576,0.08143913709344035,333.3907001986753,2.861778913815393,False,False
