realization_id,ngrip_realization_id,mis6_realization_id,fit_valid,invalid_reason,n_predictive_events,LR_statistic,nominal_LR_p,info_bits_per_event,delta_AICc_full_minus_reduced,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,all_models_converged,likelihood_nesting_ok,eta_clipping_used
joint_00001,NGRIP_08883,7164,True,,55,10.0977892,0.00641642218,0.13243664,-6.03940839,328.073032,3.78464024,True,True,False
joint_00002,NGRIP_07918,4635,True,,55,11.7732338,0.00277635358,0.154410781,-7.71485292,323.738414,4.30166449,True,True,False
joint_00003,NGRIP_06780,8570,True,,55,9.78077715,0.00751850042,0.128278897,-5.72239632,334.163312,3.79885845,True,True,False
joint_00004,NGRIP_01851,572,True,,55,14.11326,0.000861677066,0.185101184,-10.0548792,322.958242,5.0498024,True,True,False
joint_00005,NGRIP_07225,890,True,,55,12.3554033,0.00207519188,0.162046174,-8.29702249,334.539666,4.6036442,True,True,False
joint_00006,NGRIP_09194,7596,True,,55,11.3010364,0.00351569442,0.14821772,-7.2426556,328.432512,4.21615469,True,True,False
joint_00007,NGRIP_08323,3185,True,,55,13.7886654,0.00101351307,0.180843993,-9.73028457,330.847488,4.92717843,True,True,False
joint_00008,NGRIP_07443,6835,True,,55,11.6185149,0.00299965671,0.15238158,-7.56013403,332.188582,4.22269263,True,True,False
joint_00009,NGRIP_05806,1501,True,,55,9.69012591,0.00786712217,0.127089969,-5.63174508,333.815344,3.7746562,True,True,False
joint_00010,NGRIP_06364,6455,True,,55,12.5186729,0.00191251441,0.164187521,-8.46029209,323.756295,4.54960179,True,True,False
joint_00011,NGRIP_07263,1545,True,,55,13.5140427,0.00116268725,0.177242204,-9.45566189,318.35974,4.81156524,True,True,False
joint_00012,NGRIP_07332,6319,True,,55,14.0803718,0.000875963726,0.184669841,-10.0219909,321.555462,5.08461308,True,True,False
joint_00013,NGRIP_09025,2677,True,,55,10.5558174,0.00510309179,0.138443867,-6.49743655,310.518946,3.9538764,True,True,False
joint_00014,NGRIP_06753,605,True,,55,13.9530079,0.000933561274,0.182999412,-9.89462709,338.448336,5.04786956,True,True,False
joint_00015,NGRIP_04606,6003,True,,55,9.39900233,0.0090998153,0.123271764,-5.3406215,331.098254,3.68266122,True,True,False
joint_00016,NGRIP_02394,584,True,,55,14.5832698,0.000681213411,0.191265555,-10.524889,323.815046,5.20890006,True,True,False
joint_00017,NGRIP_05846,1629,True,,55,7.60683483,0.0222944521,0.0997667536,-3.54845401,347.868562,3.16242003,True,True,False
joint_00018,NGRIP_09495,3756,True,,55,15.3871057,0.000455756065,0.201808191,-11.3287248,325.998785,5.43499517,True,True,False
joint_00019,NGRIP_07493,3618,True,,55,17.7935909,0.000136826695,0.23337023,-13.73521,327.559353,6.43172846,True,True,False
joint_00020,NGRIP_06948,830,True,,55,10.8638556,0.00437465427,0.142483914,-6.80547475,339.335605,4.07691516,True,True,False
joint_00021,NGRIP_05722,7004,True,,55,11.9941937,0.00248595884,0.157308761,-7.93581286,332.621055,4.40584035,True,True,False
joint_00022,NGRIP_07688,841,True,,55,11.7620723,0.00279189097,0.154264394,-7.70369147,328.528959,4.42555878,True,True,False
joint_00023,NGRIP_03505,5088,True,,55,9.25443984,0.00978191585,0.121375768,-5.19605901,332.877478,3.64626992,True,True,False
joint_00024,NGRIP_02156,6737,True,,55,11.0211439,0.00404379383,0.144546815,-6.96276309,337.598251,4.14773747,True,True,False
joint_00025,NGRIP_07589,1519,True,,55,11.946304,0.00254620313,0.156680668,-7.88792317,330.796576,4.47880624,True,True,False
joint_00026,NGRIP_02881,3853,True,,55,15.9323637,0.000347001361,0.208959474,-11.8739829,333.491203,5.73334143,True,True,False
joint_00027,NGRIP_06530,3919,True,,55,14.3234146,0.000775729031,0.187857447,-10.2650337,329.058645,5.14261853,True,True,False
joint_00028,NGRIP_09064,1083,True,,55,13.7927631,0.00101143867,0.180897735,-9.73438225,333.237309,4.9970189,True,True,False
joint_00029,NGRIP_02194,6695,True,,55,12.6182348,0.00181963857,0.165493316,-8.55985394,317.810024,4.59528589,True,True,False
joint_00030,NGRIP_00310,222,True,,55,11.7971484,0.0027433535,0.154724432,-7.73876757,338.732095,4.35007726,True,True,False
joint_00031,NGRIP_02178,9433,True,,55,12.4048148,0.00202455083,0.162694226,-8.346434,325.76787,4.53107564,True,True,False
joint_00032,NGRIP_05135,7702,True,,55,13.654497,0.00108383618,0.17908432,-9.59611621,327.50723,4.88733281,True,True,False
joint_00033,NGRIP_03388,6268,True,,55,12.7047497,0.00174260384,0.166627994,-8.64636883,332.425165,4.70755962,True,True,False
joint_00034,NGRIP_01228,5217,True,,55,7.8733479,0.0195130081,0.103262182,-3.81496708,331.804758,3.20279145,True,True,False
joint_00035,NGRIP_01099,8335,True,,55,10.2829438,0.00584907417,0.134865018,-6.22456296,313.772943,3.8851337,True,True,False
joint_00036,NGRIP_06328,473,True,,55,15.7574992,0.000378706298,0.206666054,-11.6991184,328.018543,5.60085591,True,True,False
joint_00037,NGRIP_02121,2586,True,,55,14.8340323,0.000600939599,0.194554407,-10.7756514,329.521275,5.29941486,True,True,False
joint_00038,NGRIP_05437,3394,True,,55,13.0258208,0.00148415394,0.170838973,-8.96743998,314.209262,4.68232802,True,True,False
joint_00039,NGRIP_08944,8362,True,,55,12.3946364,0.00203488045,0.162560732,-8.33625559,329.05331,4.58487094,True,True,False
joint_00040,NGRIP_08271,1641,True,,55,11.8860411,0.00262409149,0.155890296,-7.82766026,335.630835,4.39067103,True,True,False
joint_00041,NGRIP_00333,8883,True,,55,10.2896851,0.00582939226,0.134953433,-6.23130423,336.494646,3.89165247,True,True,False
joint_00042,NGRIP_01268,2394,True,,55,13.9653223,0.000927830807,0.183160921,-9.9069415,325.125139,4.98119984,True,True,False
joint_00043,NGRIP_02744,7041,True,,55,11.3350985,0.00345632541,0.148664459,-7.27671772,327.846876,4.13577955,True,True,False
joint_00044,NGRIP_07941,4842,True,,55,15.2947809,0.000477288024,0.200597314,-11.2364,324.904308,5.45195393,True,True,False
joint_00045,NGRIP_05971,4847,True,,55,15.9168335,0.000349706345,0.208755789,-11.8584527,320.003304,5.6639118,True,True,False
joint_00046,NGRIP_05371,1354,True,,55,11.6050929,0.00301985504,0.152205545,-7.54671207,333.602737,4.33101936,True,True,False
joint_00047,NGRIP_09220,4789,True,,55,13.5072995,0.00116661398,0.177153764,-9.4489187,320.085666,4.78750568,True,True,False
joint_00048,NGRIP_05024,6418,True,,55,8.80685486,0.0122353322,0.115505508,-4.74847403,337.319905,3.5127468,True,True,False
joint_00049,NGRIP_00326,9673,True,,55,12.8021063,0.00165980833,0.167904866,-8.74372546,325.161325,4.62668205,True,True,False
joint_00050,NGRIP_01110,5913,True,,55,13.3965189,0.00123305623,0.175700831,-9.33813808,322.740714,4.92313773,True,True,False
joint_00051,NGRIP_00671,5539,True,,55,14.7797259,0.00061748058,0.193842157,-10.7213451,330.730002,5.2687105,True,True,False
joint_00052,NGRIP_05456,5060,True,,55,10.5274407,0.00517601222,0.138071696,-6.4690599,332.930795,4.04250684,True,True,False
joint_00053,NGRIP_07972,2159,True,,55,14.3298091,0.000773252787,0.187941314,-10.2714283,324.649767,5.30679458,True,True,False
joint_00054,NGRIP_04371,5472,True,,55,11.0061494,0.00407422509,0.144350156,-6.9477686,331.643494,4.12973217,True,True,False
joint_00055,NGRIP_03186,3726,True,,55,15.7432987,0.000381404777,0.206479808,-11.6849179,325.935398,5.60625417,True,True,False
joint_00056,NGRIP_00572,1389,True,,55,12.7709495,0.00168586796,0.167496232,-8.71256865,330.185482,4.55180404,True,True,False
joint_00057,NGRIP_00590,8058,True,,55,11.8392431,0.00268621655,0.155276521,-7.7808623,332.877407,4.40481195,True,True,False
joint_00058,NGRIP_02098,2587,True,,55,12.5497302,0.0018830451,0.16459485,-8.49134933,333.686987,4.63549417,True,True,False
joint_00059,NGRIP_09526,6636,True,,55,13.7600946,0.0010280954,0.180469275,-9.7017138,323.032082,4.89720151,True,True,False
joint_00060,NGRIP_07672,6291,True,,55,14.5551176,0.000690870067,0.190896327,-10.4967367,325.277858,5.28943456,True,True,False
joint_00061,NGRIP_07507,4752,True,,55,10.7082663,0.00472856675,0.140443297,-6.64988544,319.470702,4.06855817,True,True,False
joint_00062,NGRIP_09908,7442,True,,55,11.2084482,0.00368227647,0.147003388,-7.1500674,320.415604,4.20672844,True,True,False
joint_00063,NGRIP_03445,9928,True,,55,13.1949812,0.00136378606,0.173057581,-9.13660033,324.671658,4.77938816,True,True,False
joint_00064,NGRIP_04318,7657,True,,55,7.66042186,0.0217050369,0.100469569,-3.60204103,333.165127,3.21615997,True,True,False
joint_00065,NGRIP_03431,4108,True,,55,10.2170314,0.00604504901,0.13400055,-6.15865055,321.489653,3.91013546,True,True,False
joint_00066,NGRIP_06835,3682,True,,55,14.7899769,0.000614323789,0.193976602,-10.731596,320.215393,5.37382244,True,True,False
joint_00067,NGRIP_02967,84,True,,55,9.99951407,0.0067395843,0.131147721,-5.94113324,337.724387,3.82958756,True,True,False
joint_00068,NGRIP_07381,2975,True,,55,13.3703638,0.00124928747,0.175357796,-9.311983,328.504553,4.84886934,True,True,False
joint_00069,NGRIP_08953,4036,True,,55,14.722419,0.000635429435,0.193090554,-10.6640382,316.39953,5.33653563,True,True,False
joint_00070,NGRIP_03034,9001,True,,55,16.5258017,0.000257909754,0.216742655,-12.4674208,327.181329,5.83220744,True,True,False
joint_00071,NGRIP_05696,4824,True,,55,15.5211327,0.000426215117,0.203566011,-11.4627519,320.19512,5.57240866,True,True,False
joint_00072,NGRIP_05673,5657,True,,55,7.38797647,0.0248726062,0.0968963365,-3.32959564,332.811273,3.11025884,True,True,False
joint_00073,NGRIP_05597,2504,True,,55,4.42861154,0.109229318,0.0580830537,-0.370230714,338.131287,2.39789086,True,True,False
joint_00074,NGRIP_06985,4332,True,,55,15.8450062,0.000362493836,0.207813744,-11.7866254,325.695585,5.7258441,True,True,False
joint_00075,NGRIP_00183,8419,True,,55,15.6251561,0.000404613579,0.204930321,-11.5667753,329.740932,5.69138213,True,True,False
joint_00076,NGRIP_01391,8642,True,,55,14.3005485,0.000784648843,0.18755755,-10.2421677,325.803004,5.09189369,True,True,False
joint_00077,NGRIP_09248,4478,True,,55,11.3937472,0.00335644273,0.149433659,-7.33536633,326.817595,4.2541326,True,True,False
joint_00078,NGRIP_09096,7213,True,,55,11.6492941,0.00295384647,0.152785263,-7.59091331,332.35225,4.3491909,True,True,False
joint_00079,NGRIP_04738,2237,True,,55,12.2581064,0.00217864275,0.160770084,-8.19972555,309.836865,4.4796356,True,True,False
joint_00080,NGRIP_00559,1949,True,,55,8.64876312,0.0132417368,0.11343207,-4.5903823,342.136686,3.45261638,True,True,False
joint_00081,NGRIP_05384,6274,True,,55,12.9485651,0.00154260528,0.169825733,-8.89018427,328.168127,4.68290944,True,True,False
joint_00082,NGRIP_09515,4763,True,,55,14.9285416,0.000573202908,0.195793935,-10.8701608,317.071449,5.32750665,True,True,False
joint_00083,NGRIP_02235,9204,True,,55,11.0505281,0.00398481637,0.144932201,-6.99214727,324.028948,4.06332552,True,True,False
joint_00084,NGRIP_00904,316,True,,55,10.6469352,0.00487581702,0.139638915,-6.58855436,336.927049,4.03661481,True,True,False
joint_00085,NGRIP_05354,1807,True,,55,15.8456969,0.00036236867,0.207822803,-11.7873161,325.714189,5.78895763,True,True,False
joint_00086,NGRIP_07902,279,True,,55,13.9587922,0.000930865167,0.183075276,-9.90041141,331.686072,5.11934914,True,True,False
joint_00087,NGRIP_04058,9924,True,,55,8.84999887,0.0119742181,0.116071359,-4.79161804,346.042081,3.50761157,True,True,False
joint_00088,NGRIP_08571,5525,True,,55,15.8746434,0.000357161788,0.208202448,-11.8162626,323.723835,5.70487948,True,True,False
joint_00089,NGRIP_09284,8842,True,,55,11.2999356,0.00351762998,0.148203283,-7.24155481,341.908776,4.2363028,True,True,False
joint_00090,NGRIP_02775,9494,True,,55,10.9624655,0.00416419313,0.143777224,-6.90408467,324.224448,4.02505875,True,True,False
joint_00091,NGRIP_02768,1920,True,,55,12.0577083,0.00240825195,0.158141781,-7.99932742,329.210612,4.40700799,True,True,False
joint_00092,NGRIP_06614,8179,True,,55,11.8026953,0.00273575552,0.154797181,-7.74431445,335.620878,4.37727555,True,True,False
joint_00093,NGRIP_05021,5432,True,,55,14.9405545,0.000569770306,0.19595149,-10.8821737,329.519565,5.4312546,True,True,False
joint_00094,NGRIP_05578,4755,True,,55,13.0885885,0.00143829877,0.171662198,-9.03020772,326.876828,4.76310681,True,True,False
joint_00095,NGRIP_00778,9273,True,,55,12.839837,0.001628789,0.168399719,-8.78145614,331.841584,4.61686765,True,True,False
joint_00096,NGRIP_01120,6951,True,,55,10.3912078,0.00554086924,0.136284945,-6.33282695,330.127983,3.95569887,True,True,False
joint_00097,NGRIP_01492,1310,True,,55,16.7314321,0.000232710336,0.219439583,-12.6730513,325.672092,6.04465586,True,True,False
joint_00098,NGRIP_04592,488,True,,55,9.09224851,0.0106082396,0.119248562,-5.03386769,320.956417,3.59804308,True,True,False
joint_00099,NGRIP_04337,6923,True,,55,11.4046158,0.00333825226,0.149576206,-7.34623494,332.542198,4.16217917,True,True,False
joint_00100,NGRIP_02418,990,True,,55,13.2601879,0.00132003909,0.173912793,-9.20180703,332.546102,4.86859904,True,True,False
joint_00101,NGRIP_02457,3771,True,,55,15.1217489,0.000520419953,0.198327929,-11.0633681,331.039636,5.43664435,True,True,False
joint_00102,NGRIP_05293,1206,True,,55,6.82582732,0.0329450696,0.0895235203,-2.7674465,327.683874,2.98373178,True,True,False
joint_00103,NGRIP_07075,6424,True,,55,15.6031563,0.000409088875,0.204641783,-11.5447754,329.259731,5.52548411,True,True,False
joint_00104,NGRIP_04287,4323,True,,55,15.1737166,0.000507071609,0.199009507,-11.1153358,323.651552,5.52168068,True,True,False
joint_00105,NGRIP_02502,4850,True,,55,13.743163,0.00103683601,0.18024721,-9.68478217,326.462299,4.96803437,True,True,False
joint_00106,NGRIP_08847,6347,True,,55,8.15475679,0.0169518485,0.106952974,-4.09637596,342.303959,3.3224152,True,True,False
joint_00107,NGRIP_08472,5904,True,,55,13.8312658,0.000992153312,0.181402715,-9.772885,323.875076,4.84822402,True,True,False
joint_00108,NGRIP_08047,2472,True,,55,10.607797,0.00497217203,0.139125601,-6.54941618,335.359525,3.99035466,True,True,False
joint_00109,NGRIP_07294,1804,True,,55,16.1296207,0.000314410741,0.21154658,-12.0712398,334.57419,5.83991298,True,True,False
joint_00110,NGRIP_02074,5971,True,,55,7.26760461,0.0264155533,0.0953176102,-3.20922378,345.793063,3.09833346,True,True,False
joint_00111,NGRIP_01247,1148,True,,55,16.0324822,0.000330058352,0.210272569,-11.9741014,323.712678,5.75250972,True,True,False
joint_00112,NGRIP_03069,9955,True,,55,13.6425055,0.00109035413,0.178927046,-9.58412467,323.516306,5.00174775,True,True,False
joint_00113,NGRIP_07178,2738,True,,55,14.0763423,0.000877730331,0.184616993,-10.0179615,332.161111,5.18540719,True,True,False
joint_00114,NGRIP_03555,464,True,,55,11.7174674,0.00285485647,0.153679383,-7.65908659,331.532614,4.36009999,True,True,False
joint_00115,NGRIP_07503,3351,True,,55,7.63172609,0.0220187031,0.100093213,-3.57334526,335.564115,3.19405146,True,True,False
joint_00116,NGRIP_04637,3845,True,,55,12.5432517,0.0018891546,0.164509882,-8.48487088,335.187984,4.61518288,True,True,False
joint_00117,NGRIP_04803,5004,True,,55,11.0789175,0.00392865266,0.145304539,-7.02053666,332.57655,4.13898462,True,True,False
joint_00118,NGRIP_05507,7334,True,,55,13.4782951,0.00118365575,0.176773359,-9.41991424,326.518287,4.93999782,True,True,False
joint_00119,NGRIP_00212,1025,True,,55,12.4958134,0.00193449936,0.16388771,-8.43743261,334.338498,4.60868967,True,True,False
joint_00120,NGRIP_06398,1369,True,,55,13.4593167,0.00119494111,0.17652445,-9.40093592,333.057039,4.90978342,True,True,False
joint_00121,NGRIP_03316,2008,True,,55,10.3592796,0.00563003398,0.135866194,-6.30089877,327.484822,3.90140411,True,True,False
joint_00122,NGRIP_05164,3072,True,,55,16.0838993,0.000321681169,0.210946925,-12.0255185,323.596216,5.73792924,True,True,False
joint_00123,NGRIP_05910,4949,True,,55,11.6442583,0.00296129342,0.152719215,-7.58587745,323.488815,4.31967913,True,True,False
joint_00124,NGRIP_07528,4596,True,,55,12.1432536,0.00230741645,0.159263743,-8.08487277,335.67203,4.44215653,True,True,False
joint_00125,NGRIP_01482,5009,True,,55,10.0243414,0.00665643854,0.131473342,-5.96596056,325.801871,3.90089501,True,True,False
joint_00126,NGRIP_00004,927,True,,55,10.5978979,0.00499684297,0.138995771,-6.53951712,330.173244,4.02588619,True,True,False
joint_00127,NGRIP_08127,7575,True,,55,14.0052796,0.000909477972,0.183684976,-9.94689873,328.430662,5.08779569,True,True,False
joint_00128,NGRIP_06322,896,True,,55,12.0980888,0.00236011631,0.158671388,-8.03970792,326.861904,4.41743736,True,True,False
joint_00129,NGRIP_07948,4006,True,,55,14.2189993,0.000817303836,0.186487998,-10.1606185,333.400099,5.24912989,True,True,False
joint_00130,NGRIP_08733,8756,True,,55,10.3497465,0.00565693377,0.135741164,-6.29136571,330.194904,3.90956287,True,True,False
joint_00131,NGRIP_06684,6731,True,,55,15.1851413,0.000504183319,0.199159345,-11.1267604,331.293335,5.4616333,True,True,False
joint_00132,NGRIP_06458,886,True,,55,11.5773933,0.0030619704,0.151842254,-7.51901247,328.609037,4.31924324,True,True,False
joint_00133,NGRIP_02608,6067,True,,55,9.71060766,0.00778696708,0.127358596,-5.65222683,339.175788,3.77441271,True,True,False
joint_00134,NGRIP_00819,8148,True,,55,13.6822112,0.00106892096,0.179447802,-9.62383035,328.779409,4.99417796,True,True,False
joint_00135,NGRIP_01797,4,True,,55,11.7456696,0.00281488236,0.154049266,-7.68728879,324.779203,4.29802671,True,True,False
joint_00136,NGRIP_01544,7818,True,,55,10.6496755,0.00486914109,0.139674854,-6.59129462,334.254053,3.984599,True,True,False
joint_00137,NGRIP_05320,4365,True,,55,12.6035542,0.00183304438,0.165300774,-8.54517337,317.688511,4.52331411,True,True,False
joint_00138,NGRIP_00001,1408,True,,55,13.1686097,0.00138188765,0.172711708,-9.11022887,331.923731,4.7161471,True,True,False
joint_00139,NGRIP_02387,8173,True,,55,10.1202302,0.00634482921,0.132730963,-6.06184936,332.085527,3.86893339,True,True,False
joint_00140,NGRIP_08777,1272,True,,55,10.2542108,0.00593371147,0.134488173,-6.19582994,330.771295,3.91097744,True,True,False
joint_00141,NGRIP_00184,689,True,,55,7.88906129,0.0193603011,0.103468269,-3.83068047,329.099242,3.29244086,True,True,False
joint_00142,NGRIP_00411,5619,True,,55,12.43016,0.00199905643,0.163026638,-8.37177917,326.859368,4.48517798,True,True,False
joint_00143,NGRIP_00181,2151,True,,55,7.62495503,0.0220933744,0.100004407,-3.5665742,342.041964,3.18946835,True,True,False
joint_00144,NGRIP_03395,2580,True,,55,10.8904893,0.00431678372,0.142833227,-6.8321085,338.334301,4.11597767,True,True,False
joint_00145,NGRIP_05326,230,True,,55,12.2871947,0.00214718553,0.16115159,-8.22881387,325.903181,4.42403457,True,True,False
joint_00146,NGRIP_06480,6681,True,,55,11.4366461,0.0032852155,0.149996296,-7.37826523,322.339843,4.3239863,True,True,False
joint_00147,NGRIP_09870,4867,True,,55,15.1928249,0.000502250053,0.199260119,-11.1344441,334.198114,5.54327562,True,True,False
joint_00148,NGRIP_03524,2726,True,,55,13.715327,0.00105136761,0.179882129,-9.65694613,329.243559,4.9872365,True,True,False
joint_00149,NGRIP_04824,9627,True,,55,11.7342527,0.0028309969,0.153899529,-7.67587191,334.437963,4.3578995,True,True,False
joint_00150,NGRIP_05248,5026,True,,55,8.99589155,0.0111318404,0.117984801,-4.93751072,338.043783,3.56068537,True,True,False
joint_00151,NGRIP_05020,4718,True,,55,12.1800063,0.00226540183,0.159745769,-8.12162543,334.273735,4.46051337,True,True,False
joint_00152,NGRIP_07030,2466,True,,55,10.3378997,0.0056905416,0.135585788,-6.27951888,337.544196,3.9424272,True,True,False
joint_00153,NGRIP_09885,3666,True,,55,10.6854179,0.0047828966,0.140143631,-6.62703704,333.002375,4.02755952,True,True,False
joint_00154,NGRIP_06714,5691,True,,55,15.0755858,0.000532571771,0.19772248,-11.0172049,322.646255,5.38566759,True,True,False
joint_00155,NGRIP_09686,4693,True,,55,14.5137828,0.000705297112,0.190354205,-10.455402,339.195864,5.28718,True,True,False
joint_00156,NGRIP_07861,2244,True,,55,11.2382186,0.00362787104,0.147393838,-7.17983776,327.833861,4.1724678,True,True,False
joint_00157,NGRIP_02077,5557,True,,55,8.67799209,0.0130496229,0.11381542,-4.61961126,336.374314,3.41764564,True,True,False
joint_00158,NGRIP_00971,1433,True,,55,13.2383513,0.00133453064,0.173626397,-9.17997044,334.158008,4.86961184,True,True,False
joint_00159,NGRIP_05769,2953,True,,55,10.1301085,0.00631356852,0.13286052,-6.07172763,336.875333,3.86848026,True,True,False
joint_00160,NGRIP_04789,7811,True,,55,10.0938554,0.00642905528,0.132385046,-6.03547452,333.239453,3.87210357,True,True,False
joint_00161,NGRIP_08634,7739,True,,55,12.0400132,0.00242965358,0.157909703,-7.98163235,331.358537,4.38540847,True,True,False
joint_00162,NGRIP_06498,7809,True,,55,10.7517045,0.00462697381,0.141013006,-6.69332363,336.632784,4.06857076,True,True,False
joint_00163,NGRIP_04281,7574,True,,55,15.151067,0.000512846749,0.198712447,-11.0926862,324.45039,5.40179784,True,True,False
joint_00164,NGRIP_02167,3251,True,,55,14.1107259,0.000862769555,0.185067947,-10.052345,332.259281,5.05373332,True,True,False
joint_00165,NGRIP_09500,4788,True,,55,11.8029922,0.00273534933,0.154801076,-7.74461142,332.164236,4.34837651,True,True,False
joint_00166,NGRIP_05209,1588,True,,55,13.7432464,0.00103679275,0.180248304,-9.68486562,331.776068,4.98276513,True,True,False
joint_00167,NGRIP_00801,7225,True,,55,13.2244781,0.00134381991,0.173444445,-9.16609726,326.830589,4.82003564,True,True,False
joint_00168,NGRIP_07677,5036,True,,55,11.3473894,0.00343514998,0.148825658,-7.28900856,320.084295,4.25512199,True,True,False
joint_00169,NGRIP_00431,2470,True,,55,15.9607302,0.000342114496,0.209331512,-11.9023494,321.835053,5.66550694,True,True,False
joint_00170,NGRIP_05046,9328,True,,55,13.0065615,0.00149851486,0.17058638,-8.94818068,342.807365,4.80358911,True,True,False
joint_00171,NGRIP_08695,8888,True,,55,7.95337696,0.0187476198,0.104311795,-3.89499613,337.959821,3.27347775,True,True,False
joint_00172,NGRIP_05254,9355,True,,55,12.0974703,0.00236084626,0.158663276,-8.03908945,334.654669,4.43743914,True,True,False
joint_00173,NGRIP_05740,4588,True,,55,7.5373768,0.0230823182,0.098855783,-3.47899597,337.130607,3.18780762,True,True,False
joint_00174,NGRIP_08960,9995,True,,55,10.0785098,0.00647857379,0.132183782,-6.02012895,327.297318,3.89353229,True,True,False
joint_00175,NGRIP_08761,3978,True,,55,12.1896697,0.0022544824,0.15987251,-8.1312889,321.337072,4.43298251,True,True,False
joint_00176,NGRIP_01473,6735,True,,55,8.02304294,0.0181058268,0.105225493,-3.96466211,335.011618,3.28659745,True,True,False
joint_00177,NGRIP_01359,9104,True,,55,15.6434764,0.00040092419,0.205170598,-11.5850956,325.322037,5.54562983,True,True,False
joint_00178,NGRIP_01117,99,True,,55,13.2641142,0.00131745019,0.173964289,-9.20573335,326.954092,4.89514116,True,True,False
joint_00179,NGRIP_04194,4840,True,,55,7.35410007,0.0252974916,0.0964520336,-3.29571924,343.33078,3.11780752,True,True,False
joint_00180,NGRIP_09773,6587,True,,55,12.0505269,0.00241691472,0.158047595,-7.9921461,339.903847,4.46681919,True,True,False
joint_00181,NGRIP_01338,4425,True,,55,14.7427502,0.000629002657,0.193357205,-10.6843693,331.223582,5.24847656,True,True,False
joint_00182,NGRIP_08552,4851,True,,55,8.4573043,0.0145720182,0.110921009,-4.39892347,338.798247,3.39979596,True,True,False
joint_00183,NGRIP_09208,2659,True,,55,9.81958764,0.00737400856,0.128787913,-5.76120681,338.445369,3.74312474,True,True,False
joint_00184,NGRIP_01628,3885,True,,55,13.2609105,0.00131956222,0.173922271,-9.20252967,319.610677,4.74370197,True,True,False
joint_00185,NGRIP_06852,7218,True,,55,15.9338267,0.000346747629,0.208978661,-11.8754458,328.481837,5.74754055,True,True,False
joint_00186,NGRIP_08404,2978,True,,55,11.6975061,0.00288349253,0.153417582,-7.63912524,318.235424,4.37883406,True,True,False
joint_00187,NGRIP_05296,2833,True,,55,15.085845,0.000529846882,0.197857034,-11.0274642,321.043917,5.46740337,True,True,False
joint_00188,NGRIP_01847,8374,True,,55,15.4756831,0.00043601166,0.202969921,-11.4173023,332.368107,5.54092624,True,True,False
joint_00189,NGRIP_04467,4761,False,"NGRIP observation support [12, 123] kyr BP: NGRIP:GI-25=123.311",,,,,,,,,,
joint_00190,NGRIP_02548,9449,True,,55,14.9559792,0.00056539295,0.196153791,-10.8975983,323.902311,5.39406773,True,True,False
joint_00191,NGRIP_03392,8089,True,,55,8.65799454,0.0131807576,0.113553144,-4.59961371,332.462067,3.46579391,True,True,False
joint_00192,NGRIP_07835,9863,True,,55,5.91491285,0.0519508902,0.077576504,-1.85653202,334.41545,2.75688965,True,True,False
joint_00193,NGRIP_07416,2804,True,,55,14.7597953,0.000623664721,0.193580759,-10.7014145,331.619358,5.27311731,True,True,False
joint_00194,NGRIP_04260,4642,True,,55,6.40715532,0.0406166312,0.0840324655,-2.34877449,336.53347,2.8902382,True,True,False
joint_00195,NGRIP_02157,5354,True,,55,6.6009342,0.0368659433,0.0865739548,-2.54255337,345.230597,2.91477165,True,True,False
joint_00196,NGRIP_08060,7020,True,,55,8.73958333,0.0126538765,0.114623214,-4.6812025,335.878988,3.49078645,True,True,False
joint_00197,NGRIP_07259,3363,True,,55,12.6918914,0.00175384332,0.166459353,-8.6335106,334.658778,4.65926398,True,True,False
joint_00198,NGRIP_03559,500,True,,55,13.3608671,0.00125523367,0.175233242,-9.30248624,326.06491,4.80223499,True,True,False
joint_00199,NGRIP_02645,6058,True,,55,13.2489259,0.00132749317,0.173765088,-9.19054507,336.178833,4.86007608,True,True,False
joint_00200,NGRIP_05003,1627,True,,55,10.8768503,0.00434632279,0.142654345,-6.81846943,319.122514,4.06310981,True,True,False
joint_00201,NGRIP_08915,2142,True,,55,12.1338002,0.0023183487,0.159139758,-8.0754194,339.412556,4.52719423,True,True,False
joint_00202,NGRIP_03596,6403,True,,55,12.7719047,0.00168506294,0.16750876,-8.71352389,331.5884,4.68757249,True,True,False
joint_00203,NGRIP_01143,5340,True,,55,10.8273402,0.00445525888,0.142005,-6.76895939,334.790355,4.01936441,True,True,False
joint_00204,NGRIP_09972,12,True,,55,13.8154588,0.00100002587,0.181195399,-9.75707798,320.028855,4.96823888,True,True,False
joint_00205,NGRIP_04064,7688,True,,55,15.9055973,0.000351676572,0.208608421,-11.8472164,318.774956,5.6252884,True,True,False
joint_00206,NGRIP_06569,6366,True,,55,12.0380213,0.0024320746,0.157883578,-7.97964045,320.113028,4.41394373,True,True,False
joint_00207,NGRIP_05951,1647,True,,55,11.4832544,0.00320954139,0.150607584,-7.42487362,340.953044,4.29089508,True,True,False
joint_00208,NGRIP_03822,737,True,,55,16.1456306,0.00031190394,0.211756556,-12.0872498,330.355021,5.87737882,True,True,False
joint_00209,NGRIP_01841,5267,True,,55,13.3686648,0.00125034919,0.175335513,-9.310284,322.229357,4.90994082,True,True,False
joint_00210,NGRIP_04364,3765,True,,55,11.7267879,0.00284158305,0.153801626,-7.66840711,314.208582,4.26275576,True,True,False
