realization_id,ngrip_realization_id,mis6_realization_id,age_kyr_bp__NGRIP:GI-1,age_kyr_bp__NGRIP:GI-2.1,age_kyr_bp__NGRIP:GI-2.2,age_kyr_bp__NGRIP:GI-3,age_kyr_bp__NGRIP:GI-4,age_kyr_bp__NGRIP:GI-5.1,age_kyr_bp__NGRIP:GI-5.2,age_kyr_bp__NGRIP:GI-6,age_kyr_bp__NGRIP:GI-7,age_kyr_bp__NGRIP:GI-8,age_kyr_bp__NGRIP:GI-9,age_kyr_bp__NGRIP:GI-10,age_kyr_bp__NGRIP:GI-11,age_kyr_bp__NGRIP:GI-12,age_kyr_bp__NGRIP:GI-13,age_kyr_bp__NGRIP:GI-14,age_kyr_bp__NGRIP:GI-15.1,age_kyr_bp__NGRIP:GI-15.2,age_kyr_bp__NGRIP:GI-16.1,age_kyr_bp__NGRIP:GI-16.2,age_kyr_bp__NGRIP:GI-17.1,age_kyr_bp__NGRIP:GI-17.2,age_kyr_bp__NGRIP:GI-18,age_kyr_bp__NGRIP:GI-19.1,age_kyr_bp__NGRIP:GI-19.2,age_kyr_bp__NGRIP:GI-20,age_kyr_bp__NGRIP:GI-21.1,age_kyr_bp__NGRIP:GI-21.2,age_kyr_bp__NGRIP:GI-22,age_kyr_bp__NGRIP:GI-23.1,age_kyr_bp__NGRIP:GI-23.2,age_kyr_bp__NGRIP:GI-24.1,age_kyr_bp__NGRIP:GI-24.2,age_kyr_bp__NGRIP:GI-25,age_kyr_bp__MIS6:MIS6_DO_01,age_kyr_bp__MIS6:MIS6_DO_02,age_kyr_bp__MIS6:MIS6_DO_03,age_kyr_bp__MIS6:MIS6_DO_04,age_kyr_bp__MIS6:MIS6_DO_05,age_kyr_bp__MIS6:MIS6_DO_06,age_kyr_bp__MIS6:MIS6_DO_07,age_kyr_bp__MIS6:MIS6_DO_08,age_kyr_bp__MIS6:MIS6_DO_09,age_kyr_bp__MIS6:MIS6_DO_10,age_kyr_bp__MIS6:MIS6_DO_11,age_kyr_bp__MIS6:MIS6_DO_12,age_kyr_bp__MIS6:MIS6_DO_13,age_kyr_bp__MIS6:MIS6_DO_14,age_kyr_bp__MIS6:MIS6_DO_15,age_kyr_bp__MIS6:MIS6_DO_16,age_kyr_bp__MIS6:MIS6_DO_17,age_kyr_bp__MIS6:MIS6_DO_18,age_kyr_bp__MIS6:MIS6_DO_19,age_kyr_bp__MIS6:MIS6_DO_20,age_kyr_bp__MIS6:MIS6_DO_21
joint_00001,NGRIP_08883,7164,14.682860,22.949195,23.271811,27.791605,28.931352,30.861144,32.508915,33.791417,35.492847,38.030305,39.834294,41.120222,42.992021,46.329241,48.526265,52.738370,53.413968,54.150975,56.344156,56.537842,57.300501,57.665821,63.415500,68.664633,71.373202,75.358666,83.709632,84.060923,89.957018,104.836091,105.380982,107.409834,108.808488,116.269340,135.013737,138.415532,146.271169,146.870113,148.468047,149.493558,150.488831,151.138866,159.553643,160.893189,165.028689,168.663877,169.749043,171.558935,172.404885,174.834862,177.017438,179.853593,180.407800,191.250394,194.579894
joint_00002,NGRIP_07918,4635,14.590802,23.229532,23.574713,28.052326,29.168308,31.076984,32.588119,33.738987,35.441808,38.318136,40.264669,41.439474,43.098408,46.280579,48.594278,52.725423,53.348296,54.222336,56.670163,56.913167,57.803277,58.212769,63.153796,68.123434,71.169654,75.733669,83.791857,84.073723,90.115506,103.841906,104.240358,106.239899,107.651637,114.577208,134.304895,137.989091,145.908942,146.439872,147.921500,148.803258,149.963264,150.694918,158.944336,160.294278,164.600590,166.774377,168.346388,170.532503,171.632876,173.266226,177.154180,179.974787,180.327017,191.311949,194.689545
joint_00003,NGRIP_06780,8570,14.859980,23.417345,23.708229,27.690346,28.604417,30.407163,32.057422,33.301423,35.136894,38.431562,40.648729,41.988804,43.833795,47.606288,50.423335,55.648749,56.455442,57.294474,59.537680,59.782105,60.574831,60.981166,66.089745,71.880909,74.608337,78.736931,86.684456,86.939353,91.479604,106.663926,107.225916,109.456734,110.902282,118.628348,134.561504,138.155427,146.018533,146.585857,148.120961,149.087911,150.163163,150.852004,159.184728,160.730000,164.706377,167.582562,168.877839,170.556985,171.915843,173.853791,177.056793,179.822859,180.352486,191.509854,194.623375
joint_00004,NGRIP_01851,572,14.589904,22.800886,23.161396,27.397411,28.401834,30.208571,31.976322,33.185536,34.979334,37.556872,39.357067,40.539154,42.224704,45.669895,48.191041,53.532673,54.421488,55.197407,57.456017,57.678335,58.503442,58.795638,63.332960,69.604438,72.604246,77.071975,86.005899,86.266258,89.989805,101.457797,101.869636,104.109504,105.827884,112.555440,134.769637,138.269781,146.140708,146.720605,148.280158,149.263552,150.315275,150.984486,159.348958,160.801409,164.881923,168.030758,169.270094,171.216524,172.140419,174.298869,177.041343,179.513813,179.951063,190.580473,194.003379
joint_00005,NGRIP_07225,890,14.766464,23.400017,23.696016,28.444126,29.722327,31.679617,33.219227,34.392217,36.007750,38.657883,40.548765,42.182709,44.599538,48.815667,51.472891,55.958414,56.640617,57.412534,59.568443,59.787828,60.580524,60.876159,66.124915,70.550689,73.245062,77.566989,85.228229,85.475916,90.003899,104.792643,105.191082,107.288041,108.782920,116.501863,134.205569,137.932976,145.839237,146.375119,147.845983,148.732051,149.914218,150.627742,158.875968,160.589324,164.542773,166.567738,168.163333,170.425277,171.529288,173.060289,176.662775,179.548977,180.178411,190.839070,193.804103
joint_00006,NGRIP_09194,7596,14.550276,22.451494,22.732136,27.461137,28.682415,30.818912,32.692678,34.151314,36.036315,38.704872,40.596657,41.941033,43.914792,47.326206,49.523388,54.305661,55.074386,55.883031,57.974140,58.243803,58.980417,59.311507,63.564390,69.699919,72.513751,76.674826,85.866619,86.186161,91.157024,103.971339,104.464235,106.473525,107.798557,115.719835,134.582094,138.157799,146.040474,146.605737,148.135802,149.086837,150.181930,150.865874,159.191697,160.730894,164.769161,167.544328,168.902114,170.953448,171.937228,173.887061,177.133062,180.026555,180.218408,191.030840,194.424473
joint_00007,NGRIP_08323,3185,14.626168,22.343776,22.622092,27.071315,28.301381,30.317484,32.101729,33.334296,35.017684,37.419860,39.112703,40.477796,42.462672,45.993731,48.482976,53.616637,54.449991,55.128303,57.043328,57.258433,57.912784,58.243062,62.760363,67.637138,70.349765,74.579553,83.781095,84.088518,88.131876,102.333078,102.852464,105.388588,107.203963,114.555292,135.303679,138.584010,146.443692,147.051316,148.691093,149.748483,150.675761,151.325442,159.784870,160.853573,165.199193,169.419159,170.301834,171.939859,172.712698,175.453157,176.891142,179.944877,180.522670,191.343652,194.654158
joint_00008,NGRIP_07443,6835,14.632416,22.696890,23.004491,27.322504,28.368499,30.298054,32.069833,33.424386,35.212775,37.735722,39.538597,41.007534,43.035586,46.625824,48.869106,53.535518,54.289283,55.119574,57.394960,57.669136,58.450306,58.839067,63.217751,69.735228,72.337103,76.323219,86.025057,86.365804,91.674124,106.057944,106.631572,108.937873,110.489929,118.035279,135.586556,138.757563,146.577317,147.220959,148.908958,150.033305,150.896110,151.501146,160.033972,161.108564,165.373101,170.149596,170.872976,172.362458,173.025498,176.092658,176.681951,179.695868,180.581147,190.770679,193.902052
joint_00009,NGRIP_05806,1501,14.711015,22.808230,23.098267,27.460483,28.607596,30.616990,32.591319,33.974707,35.896015,38.870395,40.960392,42.411367,44.439757,48.125377,50.514402,55.512337,56.351604,57.294321,59.887680,60.166443,61.094376,61.527735,66.914901,72.149114,75.206983,79.755773,87.566550,87.844216,92.458673,105.220126,105.607170,107.714285,109.161711,115.965550,134.540772,138.142964,146.007446,146.573162,148.105023,149.068468,150.148351,150.838860,159.167357,160.722134,164.692592,167.533413,168.837129,170.527345,171.893352,173.808155,176.780539,179.918496,180.473904,190.460551,193.775204
joint_00010,NGRIP_06364,6455,14.668618,22.801914,23.082788,27.205446,28.252435,29.961713,31.307236,32.379376,33.963360,36.759258,38.827831,39.999797,41.851051,45.273379,47.691201,52.641528,53.431068,54.153944,56.167002,56.378031,57.075783,57.429022,63.068080,68.473515,71.221471,75.145832,82.811654,83.173484,88.319073,102.826778,103.347500,105.560866,107.027894,114.003346,135.243239,138.552568,146.393828,147.010681,148.644699,149.709809,150.652009,151.284015,159.746089,160.979480,165.166679,169.259136,170.199351,171.880869,172.653536,175.338802,176.689692,179.822696,180.707661,191.139699,194.090767
joint_00011,NGRIP_07263,1545,14.466098,22.665955,23.026089,27.144946,28.198078,29.926872,31.565428,32.745480,34.390203,36.740760,38.341142,39.533467,41.196369,44.343850,46.445454,51.232379,51.998936,52.801294,54.939812,55.237747,56.049783,56.400239,60.436944,66.063690,68.578682,72.613570,82.206851,82.555754,87.571177,101.737099,102.195578,104.289059,105.640867,112.094502,134.558142,138.153406,146.016736,146.583798,148.118376,149.084758,150.160761,150.849873,159.181911,160.728725,164.704141,167.574592,168.871238,170.552178,171.912196,173.846390,176.541500,179.811485,180.006277,190.811503,193.875210
joint_00012,NGRIP_07332,6319,14.704140,23.161672,23.530383,27.915085,28.999785,31.025043,32.733181,34.028868,35.893916,38.744525,40.828136,42.254837,44.403786,47.687159,49.498049,53.766166,54.477437,55.231065,57.428741,57.684315,58.425523,58.797802,62.779458,68.626454,71.115008,74.693366,81.870929,82.127234,87.030100,98.798748,99.153130,101.233892,102.827737,109.360502,135.564690,138.739480,146.583437,147.211104,148.892210,149.995497,150.861957,151.490216,160.004525,160.999732,165.355626,170.110316,170.812848,172.307642,172.994886,176.024664,177.231974,179.599013,180.097936,190.955285,194.319955
joint_00013,NGRIP_09025,2677,14.671622,22.679966,22.939563,27.443479,28.618101,30.314321,31.801013,32.800768,34.297554,36.970421,38.904413,40.028665,41.539526,44.785222,47.148330,51.697745,52.419230,53.043195,54.734739,54.904830,55.560126,55.813759,59.903010,65.214657,67.856717,71.454770,78.113368,78.438020,84.158973,96.561077,97.090249,99.449725,101.129330,108.058765,135.602956,138.781509,146.575509,147.223591,148.921597,150.064589,150.907196,151.512309,160.057343,161.125169,165.398874,170.051573,170.922930,172.045919,173.045663,176.146306,177.223060,180.005854,180.406706,191.061971,194.505979
joint_00014,NGRIP_06753,605,14.570067,22.656126,22.958749,27.546470,28.747134,30.812030,32.488126,33.707850,35.420912,38.002451,39.874759,41.035435,42.685646,46.028722,48.557732,54.173152,55.103178,55.976644,58.537984,58.813565,59.693598,60.158299,64.679139,69.136107,71.526586,75.346944,83.124288,83.383570,88.798322,104.470996,105.073426,107.325754,108.769151,116.408494,135.649211,138.789824,146.628690,147.262847,148.957335,150.075485,150.922251,151.543573,160.075654,161.047062,165.406282,170.334126,170.978324,172.426737,173.086265,176.209729,176.842203,179.906838,180.223723,191.151243,194.268913
joint_00015,NGRIP_04606,6003,14.566114,23.243267,23.548365,28.418159,29.716715,31.731376,33.301729,34.459682,36.075926,38.571011,40.342978,41.654479,43.558785,47.238986,49.927756,54.425176,55.095732,55.947044,58.300389,58.575770,59.427735,59.839834,64.972382,70.146525,72.802289,77.163565,85.713545,85.987621,90.730526,106.676766,107.276623,109.982766,111.929203,119.500410,134.306544,137.993268,145.893203,146.436965,147.923705,148.827195,149.986011,150.691603,158.960638,160.627289,164.603484,166.829634,168.361455,170.566919,171.638687,173.282008,176.774260,180.512623,180.768047,190.981521,194.234145
joint_00016,NGRIP_02394,584,14.579518,22.719483,22.952460,27.468831,28.660773,30.474858,32.149151,33.399287,35.024699,37.688274,39.642902,41.006077,43.003191,46.361620,48.480130,53.400649,54.208672,54.935118,57.083679,57.276345,58.036725,58.366959,63.127420,68.616991,71.095259,74.980325,82.829566,83.092153,88.020784,101.621575,102.148648,104.172080,105.486421,110.294583,134.953286,138.390952,146.228061,146.825765,148.422151,149.455326,150.443059,151.100403,159.512996,160.878658,164.966886,168.511376,169.647179,171.117105,172.340868,174.716208,176.153603,179.773974,180.328967,190.647671,193.864020
joint_00017,NGRIP_05846,1629,14.733625,23.329785,23.682859,28.336507,29.526530,31.627335,33.511839,34.876092,36.820144,39.757012,41.861292,43.020633,44.783129,48.199973,50.693290,55.348464,56.050066,56.787579,58.828921,59.086365,59.805140,60.155498,64.657182,69.784095,73.123811,77.839773,86.872391,87.225736,92.159096,107.704101,108.223878,110.574677,112.195559,120.015937,135.818589,138.896109,146.701329,147.363077,149.087559,150.251942,151.061087,151.647895,160.228539,161.195807,165.512613,170.751420,171.328250,172.687944,173.276892,176.602157,177.333280,179.835868,180.361202,191.310668,194.842159
joint_00018,NGRIP_09495,3756,14.734441,23.273005,23.517993,27.766009,28.818420,30.617885,31.916500,32.979806,34.497573,37.127950,38.951658,40.247020,42.073558,45.478201,47.768007,52.745892,53.572772,54.387134,56.670111,56.934755,57.786457,58.107027,62.231178,68.315694,71.057710,75.315640,83.158076,83.429764,87.551875,103.010022,103.472087,105.636137,107.148575,114.261658,135.055370,138.436106,146.310747,146.899304,148.499763,149.513489,150.498626,151.168686,159.575903,160.714525,165.050373,168.761635,169.815687,171.589974,172.444241,174.909460,176.360075,179.654176,180.408034,190.821286,194.242624
joint_00019,NGRIP_07493,3618,14.652357,22.679056,22.945676,27.467213,28.674040,30.436976,31.792438,32.793011,34.263824,37.013590,38.924485,40.258761,42.149975,45.757953,48.274852,54.472887,55.513134,56.197069,58.135057,58.329593,58.995127,59.295216,62.846759,68.134387,70.960679,75.545090,82.964775,83.226586,87.835009,100.722417,101.045463,103.238330,104.875108,111.107807,135.164579,138.517974,146.341062,146.955151,148.584586,149.653477,150.594011,151.234368,159.690034,160.958831,165.107382,169.012296,170.062093,171.419184,172.570089,175.181321,176.768319,179.740448,180.322776,190.710439,193.936779
joint_00020,NGRIP_06948,830,14.675130,22.836902,23.177239,27.656646,28.797169,30.750302,32.426107,33.644215,35.369672,38.073583,39.934730,41.161655,42.971954,46.373780,48.737142,54.579324,55.556669,56.336038,58.628860,58.875180,59.702386,60.052016,64.855320,70.888020,73.942245,78.478461,86.013599,86.291285,91.981286,105.680283,106.235628,108.905763,110.874314,117.931355,135.642198,138.805101,146.596496,147.247621,148.951765,150.101391,150.935231,151.537189,160.090224,161.140059,165.424968,170.144607,170.999991,172.102023,173.088235,176.232689,176.691270,179.503541,180.356123,190.620927,193.705926
joint_00021,NGRIP_05722,7004,14.763182,23.123485,23.460255,27.931047,29.069927,31.141525,32.827863,34.093185,35.981648,38.726247,40.748177,42.039312,43.784904,47.431441,50.154171,54.191815,54.765334,55.617900,58.057888,58.286965,59.130030,59.570564,63.632540,68.830883,71.719824,75.630080,83.148284,83.502663,89.778553,105.969781,106.601368,108.735480,110.114131,117.531661,135.172981,138.506161,146.373716,146.971305,148.590386,149.624794,150.582526,151.242934,159.674880,160.780385,165.120862,169.073071,170.045951,171.755697,172.571396,175.166982,176.803364,180.019780,180.606598,190.863053,193.768359
joint_00022,NGRIP_07688,841,14.654094,22.906166,23.196043,27.439196,28.516525,30.473365,32.379388,33.748751,35.562419,37.900993,39.621399,40.964701,42.835501,46.521948,49.027396,54.188421,55.021733,56.000010,58.589953,58.906864,59.879706,60.280358,64.911361,70.560490,73.240417,77.261973,84.641507,84.908476,90.457356,104.704407,105.273999,107.363172,108.726126,115.942370,134.042093,137.835365,145.751865,146.274991,147.720152,148.578013,149.797985,150.524351,158.738887,160.527858,164.444481,166.143729,167.842574,170.195960,171.352171,172.701327,176.454596,179.308273,180.264076,190.954305,194.060718
joint_00023,NGRIP_03505,5088,14.622711,22.842756,23.174521,27.521005,28.626347,30.552038,32.333873,33.627450,35.501067,38.838202,41.199024,42.685248,44.740556,48.260066,50.396688,55.620471,56.499475,57.480303,60.227009,60.490002,61.500935,61.956748,68.120115,73.616445,76.027035,79.775508,87.754152,88.034835,92.119218,105.754611,106.189333,108.300621,109.698136,117.665311,134.312672,137.993724,145.913106,146.444633,147.927492,148.810618,149.968812,150.699828,158.950881,160.298633,164.605251,166.794971,168.361614,170.543461,171.641284,173.283255,177.475000,179.585530,180.289053,191.204621,194.493064
joint_00024,NGRIP_02156,6737,14.561804,22.988206,23.371876,27.840063,28.997807,30.790872,32.141725,33.162325,34.805727,38.003122,40.227134,41.538537,43.488955,47.067630,49.643039,54.518759,55.277307,56.123336,58.456350,58.690565,59.484274,59.900852,63.869694,69.105820,71.881819,76.139309,84.383104,84.613271,90.380120,106.472467,106.898049,109.016569,110.450209,116.887162,135.458053,138.694399,146.498014,147.134860,148.810200,149.928698,150.803675,151.420437,159.935931,161.070187,165.302524,169.708047,170.638386,171.838756,172.888465,175.827336,176.358675,179.522128,180.149532,191.093030,194.561451
joint_00025,NGRIP_07589,1519,14.730626,22.433575,22.733543,27.103221,28.296495,30.517376,32.495135,34.026244,36.080277,39.115763,41.197422,42.430932,44.133952,47.571358,50.012341,54.733389,55.487108,56.422282,58.997496,59.286598,60.224448,60.604323,64.160797,70.225945,72.755464,76.615869,84.841310,85.109190,90.022313,104.141029,104.603920,106.471566,107.724340,115.387510,134.623893,138.182757,146.062813,146.631338,148.167976,149.126222,150.211649,150.892310,159.226746,160.746610,164.794293,167.652741,168.984128,171.012081,171.982514,173.978843,176.309154,179.509781,180.164747,190.572086,193.592457
joint_00026,NGRIP_02881,3853,14.647396,23.231973,23.532156,27.928720,29.051872,30.856859,32.561174,33.790936,35.503996,38.185709,40.126294,41.672653,43.907411,47.568490,49.741676,54.146870,54.802492,55.658692,57.944077,58.159141,59.021086,59.372573,63.653989,68.158446,70.633916,74.470425,82.654654,82.910747,87.587784,102.851336,103.445897,105.902475,107.592053,115.188206,135.841957,138.925188,146.703329,147.369944,149.105334,150.288725,151.077943,151.663841,160.257598,161.215855,165.557795,170.618183,171.392255,172.387613,173.304943,176.672412,176.783638,179.475953,180.176405,190.790344,194.241865
joint_00027,NGRIP_06530,3919,14.674922,22.882891,23.213959,27.745168,28.988601,30.843268,32.289836,33.334618,34.850548,37.642176,39.677341,40.904303,42.834942,46.207016,48.470211,53.737075,54.568403,55.333126,57.283582,57.527514,58.247006,58.514540,62.780850,68.154278,71.044693,75.233365,83.151790,83.409420,88.913811,103.598418,103.963465,106.320246,107.978350,114.456631,134.791414,138.282784,146.152346,146.733943,148.296920,149.284071,150.330758,150.998259,159.367218,160.809597,164.895016,168.087240,169.312823,171.247072,172.164013,174.346686,177.287010,179.357328,179.969319,191.380172,194.814944
joint_00028,NGRIP_09064,1083,14.713542,23.257766,23.589533,27.805420,28.838307,30.713602,32.412996,33.724986,35.477818,38.079491,39.950853,41.208817,42.932170,46.386230,48.833394,54.093953,54.881299,55.886558,58.415811,58.682438,59.637905,59.993658,64.238358,69.186306,71.891054,75.886691,83.237475,83.520775,89.740690,105.154474,105.730979,107.904992,109.391410,116.349172,135.114434,138.471288,146.342370,146.935463,148.545274,149.569386,150.540761,151.205973,159.625610,160.747600,165.085773,168.918039,169.931326,171.673200,172.508099,175.038788,176.541091,179.921874,180.575713,190.748686,193.908019
joint_00029,NGRIP_02194,6695,14.617346,22.637218,22.909721,27.093671,28.053873,30.003587,31.779200,33.101278,35.006178,37.965279,40.001117,41.274337,43.239255,46.693460,48.931302,53.869626,54.662726,55.250418,56.841938,57.007693,57.613031,57.817192,62.171598,67.035453,69.472799,73.441775,82.034977,82.346085,86.943156,100.207650,100.675460,102.626833,103.880190,111.771301,134.459168,138.080983,145.991540,146.534316,148.040372,148.949258,150.073317,150.792309,159.074166,160.380667,164.693051,167.182892,168.648428,170.749884,171.799666,173.604022,176.922548,180.050088,180.321666,191.023691,194.476736
joint_00030,NGRIP_00310,222,14.705651,22.862742,23.167274,27.792888,29.019923,30.950597,32.453346,33.578451,35.185218,37.835776,39.723723,40.967556,42.813524,46.257071,48.570285,54.040622,54.915037,55.866655,58.393175,58.667555,59.569018,59.987369,65.087930,70.944996,73.747432,78.028476,86.878949,87.152361,92.413948,106.040696,106.585735,108.062270,109.040149,114.502655,135.572298,138.749049,146.569696,147.212226,148.897983,150.019870,150.885972,151.492128,160.022015,161.103203,165.364528,170.112614,170.844999,172.342458,173.010050,176.061350,176.791617,180.551050,180.649165,191.022840,194.081947
joint_00031,NGRIP_02178,9433,14.594784,22.829178,23.088984,27.307593,28.331967,30.247489,31.905167,33.203330,35.048436,38.076476,40.170150,41.302256,42.993177,46.436389,49.084231,54.213549,55.038661,55.710833,57.706143,57.909776,58.559237,58.915177,64.408545,69.845355,72.703763,77.039904,85.391429,85.698650,91.363594,102.932744,103.422312,105.170612,106.251352,113.779783,134.886460,138.339535,146.203144,146.792157,148.370079,149.373629,150.398336,151.058370,159.446917,160.845333,164.952163,168.333760,169.499312,171.380397,172.266989,174.555387,177.082132,179.743896,180.281549,191.062210,194.266639
joint_00032,NGRIP_05135,7702,14.807117,22.994964,23.297486,27.908494,29.117488,31.048090,32.673394,33.852905,35.477795,38.162839,40.122754,41.430840,43.321727,46.730259,48.814827,53.226593,53.897445,54.673902,56.782220,56.999932,57.722186,58.103710,62.755122,69.439411,72.091523,76.018780,84.413257,84.733354,89.261204,102.617961,103.011621,105.494186,107.288110,114.463779,135.407051,138.645583,146.499037,147.114599,148.770744,149.846312,150.749503,151.390700,159.871863,160.911458,165.261148,169.692888,170.504219,172.085518,172.824457,175.679499,176.861044,179.231756,179.890212,191.165897,194.480076
joint_00033,NGRIP_03388,6268,14.715685,22.985184,23.259473,27.673579,28.881076,30.806615,32.297078,33.429118,35.158939,38.655626,41.026978,42.375829,44.247779,47.793961,50.225225,55.098676,55.802650,56.789275,59.511856,59.775589,60.730262,61.134604,66.062517,71.533776,73.476704,76.848389,85.739124,86.028915,90.900036,103.382232,103.815025,106.490270,108.363693,114.454666,135.062588,138.444702,146.297278,146.900034,148.505648,149.539589,150.523565,151.169762,159.594607,160.911556,165.058062,168.790582,169.844894,171.627461,172.457812,174.942129,176.802018,179.334892,179.761947,190.593832,193.535569
joint_00034,NGRIP_01228,5217,14.747956,23.035678,23.334465,27.565234,28.568571,30.329127,31.811073,32.960615,34.564158,37.230232,39.182722,40.517769,42.471666,45.877003,48.012635,52.972513,53.809775,54.666811,57.050868,57.289317,58.169979,58.574938,63.849322,69.246476,72.089363,76.580623,87.004453,87.379194,92.106323,107.538985,108.157270,110.416281,111.814612,119.167500,135.367087,138.626518,146.460020,147.086537,148.740028,149.826507,150.740066,151.362343,159.849940,161.026046,165.241144,169.580361,170.442355,172.054598,172.787718,175.610749,176.500617,179.859874,180.582188,191.412356,194.789874
joint_00035,NGRIP_01099,8335,14.541948,23.081249,23.442558,28.098440,29.315108,31.211704,32.906308,34.122783,35.800923,38.326437,40.061151,41.181996,42.803285,45.559879,47.360718,51.244687,51.861168,52.823530,55.452503,55.726751,56.660710,57.088375,62.037621,66.786643,69.474294,73.602513,81.461848,81.712494,86.682638,99.668339,100.171121,102.839873,104.750881,111.444705,134.347806,138.017906,145.915257,146.462238,147.955466,148.866076,150.015349,150.717699,158.995238,160.642804,164.628294,166.936657,168.442417,170.624800,171.683392,173.372612,176.440599,180.132544,180.492127,190.510884,193.834626
joint_00036,NGRIP_06328,473,14.478914,22.954832,23.251224,27.750020,28.844801,30.908984,32.542369,33.860630,35.621218,38.321930,40.257476,41.529017,43.469185,47.062679,49.613993,53.946533,54.562941,55.310212,57.311039,57.553500,58.234390,58.557972,62.714542,67.386876,70.361730,74.776634,82.799298,83.119745,86.669741,101.082539,101.584200,103.625471,105.053543,111.163946,135.389746,138.653335,146.461483,147.093032,148.757687,149.864639,150.754874,151.377129,159.878698,161.044268,165.257104,169.546108,170.504251,171.741099,172.814361,175.676973,177.117652,180.129051,180.305818,191.427308,194.700950
joint_00037,NGRIP_02121,2586,14.527547,22.620536,22.961505,27.609397,28.815482,30.805612,32.418217,33.523996,35.201068,38.027384,39.956752,41.152789,42.869903,46.219608,48.687439,53.966246,54.809710,55.598129,57.928942,58.177819,58.944504,59.347880,63.762081,69.449352,72.361344,76.647927,84.561375,84.829859,89.791470,103.197656,103.744947,105.690648,106.950399,112.259397,134.923101,138.372806,146.211918,146.807282,148.398946,149.427018,150.421495,151.081265,159.487704,160.867205,164.946815,168.439816,169.587906,171.073950,172.308122,174.649764,176.607208,179.662720,180.401275,190.652500,194.087281
joint_00038,NGRIP_05437,3394,14.775645,22.908679,23.199932,27.568643,28.701167,30.544915,32.052038,33.233214,34.859164,37.759479,39.727433,40.978284,42.728534,45.835204,47.821942,52.729789,53.568340,54.216326,56.067327,56.215148,56.901595,57.203828,62.198153,67.199857,69.824555,73.559945,82.032903,82.357430,87.520250,99.643426,100.036096,102.343889,103.984956,111.813166,134.551915,138.136228,146.041197,146.591095,148.111837,149.037032,150.139479,150.850860,159.152218,160.432603,164.748637,167.428488,168.830011,170.880572,171.899939,173.807101,176.533558,179.617997,180.353748,190.986864,194.201568
joint_00039,NGRIP_08944,8362,14.721699,23.178210,23.484332,27.943178,29.050429,31.167160,32.759202,34.023388,35.813097,38.647744,40.606842,41.853849,43.608083,47.204735,49.835035,54.489222,55.171614,56.049723,58.341960,58.570789,59.385593,59.752242,64.511080,70.471237,73.085512,77.035413,85.269204,85.561853,90.224692,103.474354,103.848122,105.823242,107.196779,112.784214,134.466463,138.088756,145.978674,146.534914,148.046798,148.977881,150.099715,150.792743,159.094736,160.687418,164.699637,167.244415,168.675233,170.791246,171.811949,173.633158,176.891909,179.696850,180.443264,190.973164,194.096650
joint_00040,NGRIP_08271,1641,14.737787,22.734878,23.012550,27.380701,28.524062,30.700439,32.682668,34.137377,36.159554,39.005079,41.103747,42.570097,44.739012,48.317257,50.481781,55.816964,56.677036,57.525095,60.020050,60.274043,61.149211,61.539844,65.373010,70.230197,72.803219,77.006403,85.583226,85.830308,90.489234,102.484164,102.845530,105.112400,106.701494,113.271520,135.026442,138.423119,146.277959,146.877895,148.477826,149.505529,150.497864,151.146902,159.564297,160.897966,165.036328,168.696830,169.773972,171.576757,172.418650,174.862760,176.612990,179.787140,180.378960,190.462514,193.687092
joint_00041,NGRIP_00333,8883,14.772990,22.754923,23.106035,27.696925,28.840119,30.856443,32.571134,33.825121,35.651305,38.539216,40.548467,41.693717,43.358349,46.636976,49.063365,53.800332,54.500632,55.270234,57.457202,57.693352,58.488781,58.832324,63.332784,69.094477,71.593577,75.281619,83.415056,83.724683,89.534195,105.473373,106.035125,107.921950,109.144908,116.356256,135.736048,138.841548,146.675182,147.316007,149.024246,150.157666,150.984198,151.598393,160.148732,161.095688,165.458326,170.564071,171.148337,172.549097,173.180148,176.399867,177.060517,180.391710,180.985226,190.544582,193.382869
joint_00042,NGRIP_01268,2394,14.693637,22.817110,23.093118,27.018512,28.025959,29.817860,31.439514,32.612817,34.327506,37.153461,39.113592,40.372609,42.234730,45.772729,48.193376,52.750998,53.515316,54.167735,56.047444,56.312481,56.978691,57.287058,61.859384,67.320810,70.037327,74.095840,81.940734,82.195063,87.235161,101.803889,102.286657,104.365018,105.755636,112.964168,135.600799,138.766067,146.584929,147.229683,148.919921,150.046726,150.906237,151.510154,160.045915,161.113920,165.381665,170.186540,170.900923,172.382439,173.040930,176.123935,176.665558,179.820940,180.083122,191.317883,194.629734
joint_00043,NGRIP_02744,7041,14.589648,22.629679,22.893375,26.895702,27.887536,29.652736,31.450871,32.750985,34.561295,37.284967,39.195657,40.640976,42.745728,46.243639,48.450929,53.319747,54.051308,54.943566,57.433393,57.672631,58.560973,58.913436,64.508395,70.479099,72.696640,76.471573,86.447004,86.796763,91.619848,105.423433,105.835996,108.043183,109.574324,116.850079,135.273247,138.565883,146.427398,147.032686,148.667644,149.719683,150.654052,151.306230,159.759259,160.836531,165.180954,169.338574,170.242253,171.896978,172.679796,175.386522,176.919182,179.852739,180.459446,191.420615,194.773146
