n_realizations,n_valid,n_invalid,n_events,catalogue_id,n_nominal_p_below_0p05,fraction_nominal_p_below_0p05,n_delta_AIC_below_zero,fraction_delta_AIC_below_zero,model_version,gain_bits_per_event_q025,gain_bits_per_event_median,gain_bits_per_event_q975,point_gain_bits_per_event,LR_statistic_q025,LR_statistic_median,LR_statistic_q975,point_LR_statistic,nominal_LR_p_q025,nominal_LR_p_median,nominal_LR_p_q975,point_nominal_LR_p,delta_AIC_full_minus_reduced_q025,delta_AIC_full_minus_reduced_median,delta_AIC_full_minus_reduced_q975,point_delta_AIC_full_minus_reduced,pre_phase_rate_ratio_max_vs_min_q025,pre_phase_rate_ratio_max_vs_min_median,pre_phase_rate_ratio_max_vs_min_q975,point_pre_phase_rate_ratio_max_vs_min,pre_phase_preferred_deg_q025,pre_phase_preferred_deg_median,pre_phase_preferred_deg_q975,point_pre_phase_preferred_deg,response_exposure_kyr_min,response_exposure_kyr_max,n_response_events_min,n_response_events_max,phase_quantiles_unwrapped_about_point
10000,9982,18,53,ngrip_warming_plus_mis6,9961,0.9978962131837307,9980,0.9997996393508315,continuous_exponential_inhibition_2026-09-12,0.12412117885044528,0.22467579737175558,0.2913817736495844,0.24822357610742252,9.119629987804068,16.50773992175874,21.408868216407154,18.237880024300893,2.2445204131096906e-05,0.0002602494519637,0.010463997444943432,0.00010957075947574939,-17.408868216407154,-12.507739921758741,-5.119629987804066,-14.237880024300893,3.723988834928486,6.437211845342073,9.197863858406528,7.1828657310746395,311.64303457734763,328.38504257706177,342.84053162006876,328.0836823478582,153.83733,172.97004900000002,53.0,53.0,True
