realization_id,age_ka_bp__Barker_S3_010,age_ka_bp__Barker_S3_011,age_ka_bp__Barker_S3_012,age_ka_bp__Barker_S3_013,age_ka_bp__Barker_S3_014,age_ka_bp__Barker_S3_015,age_ka_bp__Barker_S3_016,age_ka_bp__Barker_S3_017,age_ka_bp__Barker_S3_018,age_ka_bp__Barker_S3_019,age_ka_bp__Barker_S3_020,age_ka_bp__Barker_S3_021,age_ka_bp__Barker_S3_022,age_ka_bp__Barker_S3_023,age_ka_bp__Barker_S3_024,age_ka_bp__Barker_S3_025,age_ka_bp__Barker_S3_026,age_ka_bp__Barker_S3_027,age_ka_bp__Barker_S3_028,age_ka_bp__Barker_S3_029,age_ka_bp__Barker_S3_030,age_ka_bp__Barker_S3_031,age_ka_bp__Barker_S3_032,age_ka_bp__Barker_S3_033,age_ka_bp__Barker_S3_034,age_ka_bp__Barker_S3_035,age_ka_bp__Barker_S3_036,age_ka_bp__Barker_S3_037,age_ka_bp__Barker_S3_038,age_ka_bp__Barker_S3_039,age_ka_bp__Barker_S3_040,age_ka_bp__Barker_S3_041,age_ka_bp__Barker_S3_042,age_ka_bp__Barker_S3_043,age_ka_bp__Barker_S3_044,age_ka_bp__Barker_S3_045,age_ka_bp__Barker_S3_046,age_ka_bp__Barker_S3_047,age_ka_bp__Barker_S3_048,age_ka_bp__Barker_S3_049,age_ka_bp__Barker_S3_050,age_ka_bp__Barker_S3_051,age_ka_bp__Barker_S3_052,age_ka_bp__Barker_S3_053,age_ka_bp__Barker_S3_054,age_ka_bp__Barker_S3_055,age_ka_bp__Barker_S3_056,age_ka_bp__Barker_S3_057,age_ka_bp__Barker_S3_058,age_ka_bp__Barker_S3_059,age_ka_bp__Barker_S3_060,age_ka_bp__Barker_S3_061,age_ka_bp__Barker_S3_062,age_ka_bp__Barker_S3_063,age_ka_bp__Barker_S3_064,age_ka_bp__Barker_S3_065,age_ka_bp__Barker_S3_066,age_ka_bp__Barker_S3_067,age_ka_bp__Barker_S3_068,age_ka_bp__Barker_S3_069,age_ka_bp__Barker_S3_070,age_ka_bp__Barker_S3_071,age_ka_bp__Barker_S3_072,age_ka_bp__Barker_S3_073,age_ka_bp__Barker_S3_074,age_ka_bp__Barker_S3_075,age_ka_bp__Barker_S3_076,age_ka_bp__Barker_S3_077,age_ka_bp__Barker_S3_078,age_ka_bp__Barker_S3_079
Barker_MC_00011,11.321769155071316,14.41950018565192,27.845993457869245,29.461063589105322,33.217969765124714,33.45676238814162,35.604897444631163,37.787433690571021,38.862792484436888,42.038341259532487,43.908279445512143,47.817149612359607,53.994417763652251,57.554695462198552,59.034447393303836,64.612905589807454,71.867022332028895,75.450409590815838,82.576137838298649,91.256320157015949,103.71192148012825,108.58778570331141,126.16562937998653,130.04226253667719,148.09137871890132,149.78050565891695,151.63854529293408,161.19365242680601,163.0757043235601,169.77016165786426,172.96053239579169,175.93145961746558,176.86779372749376,178.14415582389398,188.16857493951679,194.28260978926582,199.19232312438936,218.2867148580749,226.47277310800541,230.06845986178618,232.51333714334555,242.93514453846714,244.4496866913596,247.82318315344801,252.21892193792357,258.81324163624265,260.95457054196982,262.02226653696334,263.03645821678174,275.78633982166099,277.70501132530785,280.40765613152018,290.47552380657049,296.64415584517718,300.99727076205352,306.11372810511187,317.13563775283274,327.94295377242037,335.37435363173103,335.74701970137198,336.31697957258751,336.77831106104094,349.47776468021044,351.0385178493093,367.40698484607486,374.00612546059557,377.47472627214819,386.68694043433402,391.56758369906817,395.79747452850449
Barker_MC_00012,11.367405764314279,14.59477317913608,27.878198218732415,29.790559500629129,32.838215578254392,33.256778366750133,35.715265092428901,37.926982920789037,38.742651862915245,41.017018659649899,44.302398722402991,47.547234457442968,53.82284044572458,57.903482972744634,59.77581589120863,64.71422622245403,71.136037375632455,76.293711516086489,82.421306925566839,90.86127771612307,102.88374047164569,109.11034455296154,125.9248935227978,129.86655925692921,148.04577131515899,149.74688345641383,151.61810681179406,161.23930520505158,162.90070104908293,170.58536477666382,172.64545246615228,176.06388249899419,178.86711242084365,180.12968230254216,191.99381689077185,194.33284976886898,197.02563515090245,218.31254267780537,227.62717245774695,229.78093077830096,232.26989686009082,242.8796421070424,244.4244839581888,248.9442391214817,252.15338845370471,256.47987727987947,257.88478878062989,261.33981451652306,264.58849483899979,277.24136392454091,279.14543645683108,281.82751712059468,291.8187794405689,297.94047500137282,302.26046752086989,307.33799427364369,318.26570750734663,327.68624342361448,334.16405615305621,334.48890221913445,334.98572561431286,335.49804238881649,348.81361527479305,351.28191215213536,366.35011505546487,373.1470376474964,378.31509320181539,387.45418254052737,392.29608417693106,396.49239892848095
Barker_MC_00013,11.506034043366515,14.388310101032443,27.628582759641294,30.168875496343123,32.804908291146049,33.527183547960533,35.177571730980375,37.014674987923058,38.568594212757198,42.071986116367079,44.25750573088785,47.869005406646856,53.849127948536079,57.826499558977147,59.681913438715846,65.044813786632901,72.018623364532644,75.855279689826418,84.643049020850611,91.25685572439653,102.71231233892422,110.40360172310432,124.92137543168744,128.3529334824598,148.54091011820793,150.26902378087109,152.16994880980053,161.93720663132754,162.71244253226413,169.09839718158528,174.72396108858902,175.0872836455035,177.21763370079765,179.36330049372245,188.28302605983129,193.58959433840801,199.89801839603135,218.54127644363342,227.00984588274102,228.87866336571165,231.31349441169635,241.69247759924122,243.35483597920324,249.0860910311651,251.51659655365592,257.24168427239454,259.10075334711399,261.69385934204723,264.13166545821269,276.77205626276339,278.674250995487,281.35368658674292,291.33509550684118,297.45075384108173,301.76648597661614,306.83900526387913,317.7537566125838,326.8891192047771,333.17083912111281,333.48585162429191,333.9676354526834,334.46814309345336,348.71126371287102,350.68088622805914,366.51025823629749,372.21068428612847,377.31211638499911,386.67344760869923,391.63309329012969,395.93145288070281
Barker_MC_00014,11.515867140508247,14.424816772854804,27.819165854736493,29.597898680376417,32.620461360374676,33.372887480332381,34.888477487103053,37.106434786137285,38.036685714273304,41.030145662596006,43.054696626532198,47.462967436542023,53.815935462043306,57.686325889596759,59.374687925099991,64.805344042601448,71.867261883610936,76.289024376163198,82.365014549300867,90.198665908529676,103.45657215794428,110.87383450941441,124.95902081454255,128.67571026193144,146.30882750170386,147.98709724338207,149.83319395922805,159.34584110389932,163.81461831756621,170.33337686971038,174.9582537317894,176.91550097398314,177.31064062290849,178.83861233897161,189.31825371841472,194.91344758357803,199.41657018884322,217.30834251802222,227.53478452779453,228.91281393782884,231.52440720404115,242.65687680492917,244.13894863655932,247.92660345893921,252.33964610720577,257.39471866668464,259.03621824319436,261.07981157524318,263.0130771833621,276.02348738092792,277.98136464366831,280.73923476645336,291.01282728491952,297.30750794684866,301.74957356446424,306.9705795984388,318.20831215824967,328.04999895183039,334.81740630076314,335.15677481088659,335.67580900284014,336.22548434137559,349.97167336962917,351.59074028818679,367.25494861516302,372.16664837708112,379.1026835769901,387.50684835365257,391.95938598367235,395.81825192968955
Barker_MC_00015,11.30298054652306,14.70475052350454,28.326387011858458,29.684124953222213,33.02269910928915,33.826315114142091,35.039638141450716,37.072937837518481,38.522457999293003,41.878509796907636,44.111860604956334,47.428952758084527,53.590955540742982,57.415234777362897,59.108429123352799,64.433271462657601,71.357591158635699,75.43210859881269,83.651448061804075,91.291035391385122,103.06924379027448,109.84244913494587,124.63190044402523,128.24663804533185,146.96142143301347,148.57246017177607,150.34460278441489,159.47334820628905,163.37544844049862,168.48071654610413,174.84683694719644,175.67052637598417,176.95032657829657,179.32412825338881,187.2246890066144,192.86138378898264,199.83372499594131,218.78149642758751,226.73959868997406,228.92951652371531,231.382244503968,241.83751716555358,243.35155425942563,248.88174392484035,251.96596360484696,257.16857379243015,258.85798226662683,261.32944120247981,263.65905396462068,276.57293167085624,278.51628219946446,281.25368993331051,291.45105614794312,297.69903257862995,302.10813969192401,307.29040776821267,318.43490288500141,326.95890452180504,332.82023627611824,333.11416736704251,333.56370903551488,334.09516709387157,348.94605854502691,351.39626613435462,365.88827991662441,373.78973160899096,378.07021582199894,386.84327752819428,391.49125724008582,395.51950632372518
Barker_MC_00016,11.466119978516943,14.466467255153733,27.716283576370149,29.673127833884315,33.011538178975982,33.383823226555194,35.560157793275017,36.825733256083318,37.867393452927189,41.434276629957949,44.235397290148228,47.057906448901967,53.754026040778463,57.367668864900807,58.775122941287783,64.177060696221702,71.201633746363882,76.100704404316176,83.717342349778434,90.358912673785241,103.96110714146103,110.24088444981589,124.37640479397859,127.79142344422209,147.29084256090101,149.09071312757328,151.07057075091268,161.24967286269549,162.91745598649558,171.25260105410774,173.23183043981655,176.21978061261331,178.94021328453718,179.49782814656083,192.09802803310129,193.13016295452178,198.24950124278243,216.23421518381355,228.13342371393136,229.73986593539792,232.19318561937908,242.65098054346811,244.19805429574896,249.12528090265437,252.38183337130155,258.77607652085931,260.85243591997761,263.53738604536187,266.05405930295029,278.29855376555753,280.14117186429934,282.73668768080677,292.40547942474257,298.32959567768688,302.51015932106901,307.42380758438065,318.00153142812695,327.45961131244542,333.96324027955279,334.28938096521898,334.78818436682599,335.24032797806865,349.55928472869834,351.77725170646698,367.52642878122305,374.07460508917598,379.22896119198623,388.35751505200903,393.19383497784895,397.38531224691019
Barker_MC_00017,11.355947539767998,14.75532218840128,27.893039223489822,29.805006614025658,32.825675713573688,33.671379609175155,35.69528778877789,37.339313050627155,38.700852252844463,42.320033088098462,43.576372464923445,47.382680060335005,53.452122143142098,57.475816490138747,59.348554401181495,64.702806429653307,71.665369903939833,75.770336287586261,83.092451862803316,90.908170977390199,103.25295662254976,109.76706926335783,126.66277045808501,130.37561941474115,147.31471591346968,148.97389218222688,150.79898607785975,160.19723818099189,163.76923323111029,171.1496226829432,174.45299158007026,175.43700313406649,177.1020189448343,179.1295564075061,187.80113487813102,194.09870184062356,200.49634207485119,217.2931384587643,227.27436739262461,229.49341184546932,231.86171509853079,241.957109473869,243.44239402976098,249.00171049977774,252.11874382444992,258.66883150678927,260.7957972486559,262.47555704766216,264.05868530782624,276.7183741651379,278.62347297376243,281.30699925257778,291.30364676450023,297.42864185889539,301.75096281179634,306.83122630146187,317.77994609846263,329.114256838247,336.90803237736844,337.29887067874029,337.89662337495611,338.41521030533528,349.83089009432683,351.34434199778212,366.2986502912749,373.8923734945206,378.5780928934397,387.31660544309443,391.94628096609028,395.95866641935339
Barker_MC_00018,11.348384486105521,14.596981227019183,28.291129807323255,30.106765564022172,32.56642428096292,34.507120483228462,35.721390470276177,37.457829356552004,38.194478954578088,40.917939773471687,43.463409733800916,47.367741289804222,54.083879407804758,58.067739630913273,59.766184890827908,64.783845175877033,71.308711402062571,75.781038573689713,83.011619834829574,91.107209684509016,103.50487367767087,109.92545596729811,125.82014766000522,129.41310034379001,147.42196129419762,149.01701420505708,150.77157240700245,159.80932302864912,163.61606661483211,169.43189570503526,174.67307731868061,175.63917974749833,177.76958216963558,178.0521068512254,187.87977248273933,193.35947659961005,199.81774785235297,217.27515220241452,225.37969292383792,229.44581662775491,232.0518628350043,243.1606869218385,244.43450150365913,249.02462393131478,251.81752114906851,257.89846103893422,259.87308358619686,262.85937604117544,265.65816315799213,277.86760621126041,279.70494958335411,282.29303540856154,291.93414901696758,297.8413067401508,302.00990299296575,306.90948531854912,317.45801353942568,327.02594565478546,333.60511195723359,333.93504065086665,334.43963747642317,334.98646018405594,349.01048829923843,350.71779044602528,366.95776276709569,372.23435083457389,378.81663908711545,387.45014469190426,392.02418739642809,395.98835774034876
Barker_MC_00019,11.429025713772127,14.707344742459684,27.912817013925114,29.929408553904103,33.308119899803494,33.905260934674615,35.44200509563872,37.309058265961141,38.23084318925401,42.263989003044607,43.145543997445358,47.760277878393481,53.828358352135474,57.27374859441116,58.686360008965771,64.481925436509329,72.018364129360648,76.297148345799172,84.056355984571312,90.401610199979686,102.42435244119588,111.14234504011448,124.92985309937718,128.41706487795162,147.02137160191168,148.8512666977243,150.86415130311812,161.21686826738534,163.435082355341,167.8064760286417,172.92999432514569,176.54453411174276,178.02774297353454,179.48276634026524,188.73330045387993,192.51670628866128,198.3001172534386,217.24276893202443,226.05586527613426,229.90679235122181,232.24981566811721,242.23744895962881,243.76282629976987,248.22854303606621,251.3988215780434,256.7118981668886,258.4371776496132,261.37934946527918,264.14409605567823,276.70872984643677,278.59952425184218,281.2629013175208,291.1844891652396,297.26349483423121,301.55336171101135,306.59548012542575,317.45374638763667,327.66186941707292,334.6812481330544,335.03325237544874,335.57161180499304,336.19884536144212,350.13093430019416,351.20922381056209,366.74405911280138,372.65232080408839,377.69211036436116,386.55164083934881,391.24543181947473,395.31338400225053
Barker_MC_00020,11.45739974234675,14.714374889711157,28.333923033178507,29.661251883330898,32.899149159782404,33.489408961767907,35.814277468732428,37.855602872840819,39.169146598558861,40.87563018853357,43.137426979637965,47.760347536037607,54.099568734651434,57.464909498381502,58.753927028816683,64.366665079335561,71.665358665941852,76.000723094515408,83.377498336873884,89.965133918563382,104.26317336271094,108.71161310829763,125.21025849086053,128.6682792992772,147.21401257095295,149.08264596633109,151.13814270124698,161.70903783536895,163.8391013000373,169.48439844127228,172.34521301237396,177.18335672167285,178.22127114727596,179.44744717441912,190.54133248769557,194.26615258897954,198.17049811425582,218.07764286444964,225.49493745689446,229.11431940932809,231.57783751321395,242.07910536282895,243.50140210548253,248.86028870822867,251.39920081595702,257.09203412093058,258.94062943767472,262.25395102735399,265.36009454971236,277.70074514588839,279.55783334240027,282.17373176974507,291.91845262886142,297.88909102409872,302.10248467424947,307.05471986494791,317.72987992609791,329.07656324558531,336.87884650178449,337.27011144383584,337.86851664932601,338.28940105009383,349.50606857763989,351.69098853938937,366.36406027291787,372.18334196203858,377.23202940767504,386.52965778650952,391.45555361635559,395.72466333555553
