event_id,event_age_ka,left_control_id,right_control_id,right_control_weight,in_published_alignment_gap,in_long_control_interval,beyond_last_published_control,interpolated_half_width_ka,proposal_sd_ka,accepted_offset_mean_ka,accepted_offset_sd_ka,accepted_offset_q025_ka,accepted_offset_median_ka,accepted_offset_q975_ka,age_q025_ka,age_median_ka,age_q975_ka
Barker_S3_010,11.402407613184174,S1_01,S1_02,0.029449731377898868,False,False,False,0.14294497313778992,0.078554705060753169,0.00052282146706641888,0.078424430931489431,-0.12889890468629081,0.00081519472210267452,0.12934819760791322,11.273508708497882,11.403222807906277,11.531755810792086
Barker_S3_011,14.572905393916493,S1_02,S1_03,0.97412384281126019,False,False,False,0.2302587615718874,0.12940413525512617,-0.0017605445370200477,0.12998385630212758,-0.21259938912035517,-0.0025534216036726676,0.21266698003640391,14.360306004796138,14.570351972312821,14.785572373952897
Barker_S3_012,27.9793910080915,S1_05,S1_06,0.99512789789397171,False,False,False,0.4101948840842411,0.23556371844618837,0.0005584894308028989,0.23450546365847913,-0.38740844248640699,0.002065840636916505,0.38769546385158482,27.591982565605093,27.981456848728417,28.367086471943086
Barker_S3_013,29.831152498377676,S1_06,S1_07,0.96376447283035671,False,False,False,0.41963764472830356,0.2338578194408806,-0.0026927235211202682,0.23209550435455822,-0.3853359475174073,-0.0035995967271169604,0.38479553231128755,29.445816550860268,29.827552901650559,30.215948030688963
Barker_S3_014,32.919723059451826,S1_07,S1_08,0.9933299537670488,False,False,False,0.41006670046232951,0.23514028231037043,-0.00022027024266068408,0.23239999640752451,-0.38720949821391282,0.0015742660479070025,0.38463684771966522,32.532513561237913,32.921297325499737,33.304359907171488
Barker_S3_015,33.892692307692307,S1_08,S1_09,0.99238782051282171,False,False,False,0.64817307692307713,0.37242535306360919,0.0021592442778973053,0.37239887750872791,-0.60991525445421857,-0.0020976345590817402,0.61330763654970433,33.282777053238092,33.890594673133222,34.505999944242014
Barker_S3_016,35.398423634606083,S1_10,S1_11,0.0089871388322341518,False,False,False,0.7097303858350329,0.40625001724860449,0.00042694741609306772,0.40489298006741159,-0.66527364071859374,-0.00056136026322661792,0.66977935769551034,34.733149993887487,35.397862274342856,36.068202992301593
Barker_S3_017,37.459285386819474,S1_11,S1_12,0.013621110148592573,False,False,False,0.68163453321783107,0.38730166138019162,0.0039028234370857532,0.38752982415902709,-0.63861593640973502,0.0087341658829132029,0.63813867186582696,36.820669450409738,37.468019552702387,38.097424058685299
Barker_S3_018,38.566104871060162,S1_11,S1_12,0.52842087026054096,False,False,False,0.74341050443126488,0.30634294812696145,0.0045153467846851657,0.3049088868288799,-0.57278310499547835,0.0032738294687710834,0.5788712476426976,37.993321766064682,38.569378700528929,39.144976118702857
Barker_S3_019,41.700000000000003,S1_13,S1_14,0,False,False,False,0.83999999999999997,0.48497422611928565,-0.0023979830638602207,0.4817314829177019,-0.79626814581141581,-0.0034660626552920348,0.79797790138897184,40.903731854188585,41.696533937344711,42.497977901388978
Barker_S3_020,43.693684931506851,S1_13,S1_14,0.98697273836972899,False,False,False,0.66234490709344884,0.37614018760790413,-0.0046655205889890028,0.37714080885617002,-0.61833846634403522,-0.0094755101792785013,0.62241182231187608,43.075346465162816,43.684209421327573,44.316096753818726
Barker_S3_021,47.592594211822657,S1_14,S1_15,0.99809129170687005,False,False,False,0.63005726124879391,0.36303714240360718,0.0009011273697327333,0.36135604130979559,-0.59850137735484199,0.0037074733108504176,0.59896208474101176,46.994092834467814,47.596301685133511,48.191556296563668
Barker_S3_022,53.867403503774383,S1_15,S1_16,0.78342543797179776,False,False,False,0.52815469306366625,0.23948226552681234,-0.0035759522447325609,0.24107416345096014,-0.42513308543331618,-0.0060604353386537468,0.42699357002390415,53.442270418341067,53.86134306843573,54.294397073798287
Barker_S3_023,57.659007848363686,S1_16,S1_17,0.55648860766586128,False,False,False,0.56677863291990338,0.23679556278788366,-0.0010445122771628945,0.23871237218292732,-0.44659281577632332,0.0022929722278703935,0.44369238227765739,57.212415032587366,57.661300820591556,58.102700230641346
Barker_S3_024,59.301561741210762,S1_17,S1_18,0.00012666189868324956,False,False,False,0.61998353395317118,0.35791182915689052,0.00196150062988698,0.35984584614110882,-0.58978308225829856,0.0087850855884248347,0.59105048034730867,58.711778658952461,59.31034682679919,59.892612221558068
Barker_S3_025,64.654349960814514,S1_17,S1_18,0.43425384921447829,False,False,False,0.56354699960211785,0.23686255226370179,0.0010798373201016517,0.23635103324599918,-0.43534639121121221,0.0045070676253544661,0.44278854700147136,64.219003569603302,64.658857028439868,65.097138507815984
Barker_S3_026,71.615009926991249,S1_17,S1_18,0.99878426009661425,False,False,False,0.49015804618744013,0.2825580322246965,-6.6660215816987994e-05,0.28058053727966126,-0.46156418550854428,-0.00017624281286998666,0.4632440070810307,71.153445741482699,71.614833684178379,72.078253934072279
Barker_S3_027,75.815529489489478,S1_19,S1_20,0.75537421190823983,False,False,False,0.78085987390531841,0.36956367435272608,0.0037386163231135951,0.37071177643910419,-0.63908334249662313,0.0070720110317097351,0.64580620675879352,75.176446146992859,75.822601500521188,76.46133569624827
Barker_S3_028,83.582914952843907,S1_20,S1_21,0.99750583253195813,False,False,False,1.3087778579406595,0.75444336588141303,-0.011063778992611304,0.75773043943374285,-1.2421458130370779,-0.013358100269087458,1.2379427842912918,82.340769139806824,83.56955685257482,84.820857737135199
Barker_S3_029,90.666140544165557,S1_22,S1_23,0.99883751330287829,False,False,False,0.73994187566514391,0.42674279059414255,0.0045601527802227896,0.42651479016135352,-0.69842023497961203,0.011721139215055132,0.70312945355265866,89.96772030918595,90.677861683380613,91.36926999771822
Barker_S3_030,103.35484795138207,S1_24,S1_25,0.57820128248097935,False,False,False,1.1417057819782337,0.46773212623254384,-0.0085735615733590152,0.47037068064359827,-0.90426208706681799,-0.0072122520211692631,0.8795094056738233,102.45058586431526,103.34763569936089,104.2343573570559
Barker_S3_031,109.77761542012928,S1_26,S1_27,0.0098963034434127132,False,False,False,1.5900000000000001,0.90894765135073008,-0.1124644044471711,0.86663943795375387,-1.4994642590397966,-0.1480777152933328,1.4483261603905835,108.27815116108948,109.62953770483594,111.22594158051986
Barker_S3_032,125.32790820673185,S1_27,S1_28,0.7647203664299419,False,False,False,1.4599975377069099,0.66310681269619898,0.015754995436619589,0.66120966508676726,-1.1446587268103312,0.0030730672418712857,1.1787688170539847,124.18324947992151,125.33098127397372,126.50667702378583
Barker_S3_033,129.07452589072466,S1_27,S1_28,0.9725194614933258,False,False,False,1.4246716915461346,0.7977067965539113,-0.013700198358250339,0.7972150343549026,-1.3114988232840126,-0.013784582225483177,1.3125235530981882,127.76302706744065,129.06074130849919,130.38704944382283
Barker_S3_034,147.36634425456978,S1_30,S1_31,0.38522847756791989,False,False,False,1.4722954304486415,0.61757054137560663,-0.0018526120438304644,0.61411629710730842,-1.1439845932634263,-0.007776176473328178,1.1513634810619791,146.22235966130634,147.35856807809645,148.51770773563177
Barker_S3_035,149.08323207420821,S1_30,S1_31,0.46456710139594348,False,False,False,1.4707086579720809,0.60222080212315876,-0.0020688000292188691,0.59880390812919959,-1.1334730223252278,-0.0010256740499130501,1.1378713475454509,147.94975905188298,149.0822064001583,150.22110342175367
Barker_S3_036,150.97180867581042,S1_30,S1_31,0.55183958760676655,False,False,False,1.4689632082478647,0.60251321645731104,-0.0023066068131459699,0.59898930995707345,-1.1359989180830745,-0.0067019692907166473,1.1391118509785947,149.83580975772736,150.96510670651969,152.11092052678902
Barker_S3_037,160.69435786143114,S1_31,S1_32,0.0072064678790401638,False,False,False,1.4598558706424192,0.83687828177970081,-0.0049448983844852254,0.8311014237465123,-1.3775711428135509,-0.0088214195068019308,1.3641922023680926,159.31678671861761,160.68553644192434,162.05855006379923
Barker_S3_038,164.03352385202012,S1_31,S1_32,0.99512540000595062,False,False,False,1.4400974919998808,0.82734192482332192,-0.19921335704754348,0.76915381620362622,-1.3713491641551137,-0.27502275296392042,1.2838285253367081,162.66217468786502,163.75850109905622,165.31735237735683
Barker_S3_039,169.48426684230336,S1_33,S1_34,0.98938905853906145,False,False,False,1.816392279903281,1.0396672875973634,0.0066575650865063497,1.0451888257338033,-1.7081991116439652,0.0010741449415121451,1.7070258569809653,167.77606773065938,169.48534098724485,171.19129269928433
Barker_S3_040,173.18254908054905,S1_34,S1_35,0.98186803240565901,False,False,False,1.8690934016202831,1.0602401185070516,-0.032110498655556839,1.044777764794675,-1.7486499231832071,-0.013894450266363378,1.7187549157251465,171.43389915736586,173.16865463028267,174.90130399627421
Barker_S3_041,176.29481969044201,S1_35,S1_36,0.92829868611036903,False,False,False,2.074225710944281,1.1228145533018916,-0.40732059338436971,0.95306448629822493,-1.8749966036311541,-0.47604266016969632,1.5827714722387494,174.41982308681085,175.81877703027232,177.87759116268077
Barker_S3_042,177.95905641025641,S1_37,S1_38,0.10267066267066526,False,False,False,1.5371869463869465,0.79830616036200874,-0.053232143186184133,0.77333448769666036,-1.3168555391757593,-0.09263576924921324,1.3626989001700514,176.64220087108066,177.86642064100721,179.32175531042645
Barker_S3_043,178.65000000000001,S1_38,S1_39,0,False,False,False,1.6000000000000001,0.9237604307034013,0.4051201268442477,0.80292296213080605,-1.3046499824488023,0.53990569654608578,1.5466195902611986,177.3453500175512,179.18990569654608,180.19661959026121
Barker_S3_044,189.97930809248555,S1_38,S1_39,0.9999389313756013,False,False,False,3.0099138932395979,1.7377181846363834,-0.55809756513712361,1.5859314314121524,-2.892113373580842,-0.77702949154492273,2.6464411911982619,187.0871947189047,189.20227860094064,192.6257492836838
Barker_S3_045,192.67904271003977,S1_40,S1_41,0.13419846811937153,False,False,False,2.5949786280710576,1.3359784718184604,0.33074833904300727,1.2551897095218081,-2.1251460730271474,0.47923519793177149,2.210771675117877,190.55389663701263,193.15827790797152,194.88981438515765
Barker_S3_046,199.07712332556784,S1_41,S1_42,0.0082721379554770106,False,False,False,2.2364429806791448,1.2825956708568063,-0.21584083144256583,1.2070760439881276,-2.1170772730394298,-0.26522465111419535,2.0309731340288448,196.96004605252841,198.81189867445363,201.10809645959668
Barker_S3_047,216.84838510734249,S1_42,S1_43,0.99232229213020806,False,False,False,2.2168521397733856,1.2719022500905386,-0.0098652094837820645,1.2683304464033276,-2.0835827982300059,-0.014677807570464552,2.0819813220663312,214.7648023091125,216.83370729977202,218.93036642940882
Barker_S3_048,226.71390956408098,S1_43,S1_44,0.98125977483192073,False,False,False,1.5134929621210169,0.85013528578152686,-0.062442922302566171,0.8299623161770564,-1.4057070482864567,-0.084975740444605208,1.3685961689290207,225.30820251579453,226.62893382363637,228.08250573301001
Barker_S3_049,229.58157864115961,S1_45,S1_46,0.074345370532449384,False,False,False,0.82223036111597347,0.43974624674593199,0.026161352041177314,0.43251644352689128,-0.71083628735528559,0.028023167648584035,0.72543505674282327,228.87074235380433,229.60960180880818,230.30701369790242
Barker_S3_050,232.02721911054135,S1_45,S1_46,0.24890928697654216,False,False,False,0.82746727860929625,0.37598270462232469,0.020483668044969205,0.36999479593035256,-0.64009302613395747,0.026236412907351792,0.66184382577881773,231.38712608440738,232.05345552344869,232.68906293632017
Barker_S3_051,242.45227975544819,S1_45,S1_46,0.99302496470008406,False,False,False,0.84979074894100248,0.4873359339084733,-0.0037186628880192898,0.48656928112004544,-0.80044395961800352,-0.00794302681327963,0.8015786705158674,241.65183579583018,242.44433672863491,243.25385842596407
Barker_S3_052,243.88598166641825,S1_46,S1_47,0.3008967717158188,False,False,False,0.84699103228284178,0.3728282540975934,-0.0031238505776593484,0.37318096106745519,-0.68063390230618948,-0.0082124742378226756,0.67628811176349812,243.20534776411205,243.87776919218044,244.56226977818176
Barker_S3_053,248.50922296641428,S1_47,S1_48,0.74108437386062853,False,False,False,1.1142012183284327,0.53272697713888262,0.00029934362800560166,0.5317990344243736,-0.92030113897501098,-0.0057846504347054406,0.92090590369361491,247.58892182743926,248.50343831597957,249.43012887010789
Barker_S3_054,251.87643681546251,S1_49,S1_50,0.0034288995411825406,False,False,False,0.54380607849071272,0.31071729037955448,0.0025055845616275777,0.3094730028726661,-0.51064316263440834,0.0035828753478881481,0.50936065538229791,251.3657936528281,251.8800196908104,252.38579747084481
Barker_S3_055,257.64513262770367,S1_49,S1_50,0.751638473113317,False,False,False,1.3743187051557819,0.72020635164092461,-0.0057751307847068801,0.72206071342511413,-1.1914577570041716,-0.014629457409654378,1.1929018023028859,256.4536748706995,257.63050317029399,258.83803443000659
Barker_S3_056,259.51836226415094,S1_49,S1_50,0.99459951545407721,False,False,False,1.6440054621540257,0.9474847876663125,-0.0084640715613759718,0.94926735660124695,-1.5624926600326332,-0.013932777693355547,1.559540632352548,257.95586960411828,259.50442948645758,261.07790289650347
Barker_S3_057,261.98510637196529,S1_50,S1_51,0.51818512221480373,False,False,False,1.7640007268872568,0.72364570197280464,0.002440163790394587,0.71995845567663863,-1.3599063602090411,0.0086746050552903853,1.36789315276895,260.62520001175625,261.99378097702061,263.35299952473423
Barker_S3_058,264.30493887083725,S1_51,S1_52,0.0012147188708798824,False,True,False,1.8687123979968674,1.0783336878546297,0.01261367593933619,1.0741050924197444,-1.7750164492128975,0.037274399229033861,1.7759292936567022,262.52992242162435,264.34221327006628,266.08086816449395
Barker_S3_059,276.9088177368622,S1_51,S1_52,0.23697751097759445,True,True,False,1.6188038383637502,0.83121442734710804,0.0085468166867777931,0.82782044562686519,-1.3819758861872529,0.023388607458201705,1.38673605633834,275.52684185067494,276.93220634432043,278.29555379320055
Barker_S3_060,278.80551795456495,S1_51,S1_52,0.27245637775093423,True,True,False,1.5811962395840098,0.79575583891334856,0.0079348135953734647,0.79248452230073363,-1.3308564112157371,0.019949971081217655,1.3378155424557929,277.47466154334921,278.82546792564619,280.14333349702076
Barker_S3_061,281.47721396014634,S1_51,S1_52,0.32243198578650095,True,True,False,1.528222095066309,0.7469116334646253,0.0070727447246851398,0.74381147565313144,-1.2658757035675521,0.015284640059917365,1.2744700640985138,280.21133825657881,281.49249860020626,282.75168402424487
Barker_S3_062,291.42979144658676,S1_51,S1_52,0.50860066304876106,True,True,False,1.3308832971683133,0.5814133468412811,0.0038613736644126221,0.57893029501218662,-1.0544886558710587,0.010113930858040021,1.0482381673626744,290.37530279071569,291.4399053774448,292.47802961394945
Barker_S3_063,297.52778461963123,S1_51,S1_52,0.62266712719100703,True,True,False,1.2099728451775325,0.50075554473057349,0.0018937508221552491,0.49862883557702081,-0.94641674416566701,0.0037998610540626032,0.9339823590578703,296.58136787546556,297.5315844806853,298.46176697868913
Barker_S3_064,301.83105070495697,S1_51,S1_52,0.70316219051546891,True,True,False,1.124648078053603,0.4591736809309569,0.00050522767929160183,0.45728157031774147,-0.86948500381946014,0.0025618412529695433,0.86939619983680239,300.96156570113749,301.83361254620991,302.70044690479375
Barker_S3_065,306.88891795216438,S1_51,S1_52,0.79777250191104343,True,True,False,1.024361147974294,0.4322722918760793,-0.001126780564453611,0.43062175484455223,-0.7983474667512197,-0.00055298638375234077,0.80269188276688497,306.09057048541314,306.88836496578062,307.69160983493128
Barker_S3_066,317.78015848795508,S1_52,S1_53,0.0043898405232797796,False,False,False,0.81728713526864449,0.46564287581222402,-0.0046550017398987792,0.46425720953158461,-0.7696211545332744,-0.0076345212409592023,0.76796418207000683,317.01053733342178,317.77252396671412,318.54812267002507
Barker_S3_067,327.90134618362464,S1_52,S1_53,0.55867175156761528,False,False,False,1.7373951076022416,0.82299576284297227,-0.0096852344181946031,0.82656841333700792,-1.4159890710672045,-0.021426595040139773,1.4316040859644672,326.48535711255744,327.87991958858447,329.33295026958911
Barker_S3_068,334.86094583642779,S1_52,S1_53,0.93981083441554258,False,False,False,2.3700859851298008,1.3405176443180422,-0.013144157091505406,1.346665088805431,-2.2066962058395037,-0.025857647614543566,2.2067260357744658,332.65424963058831,334.83508818881324,337.06767187220225
Barker_S3_069,335.20995230869227,S1_52,S1_53,0.95892400376189957,False,False,False,2.4018138462447531,1.3676134410797693,-0.013317613390756952,1.3738779922485762,-2.2540696098727109,-0.025078935630062915,2.2524213183310038,332.95588269881955,335.1848733730622,337.46237362702328
Barker_S3_070,335.74372691333201,S1_52,S1_53,0.9881559098210313,False,False,False,2.4503388103029122,1.4091757246843155,-0.01358289949549457,1.41561809931367,-2.3266573818081198,-0.027616257032519798,2.3238054646228798,333.41706953152391,335.71611065629952,338.06753237795488
Barker_S3_071,336.25253465346543,S1_53,S1_54,0.042581463386528684,False,False,False,2.4895874731578034,1.367230474832797,-0.012763382998474595,1.3735244746931972,-2.2583945313237903,-0.027319748765108898,2.2522018927247767,333.99414012214163,336.22521490470035,338.5047365461902
Barker_S3_072,349.3827409805063,S1_54,S1_55,0.88193014542480597,False,False,False,1.0514887902451633,0.45367764528911558,-0.018705145573634712,0.44799984583432545,-0.82859584377106477,-0.025071172631669469,0.81045262107732585,348.55414513673526,349.35766980787463,350.19319360158363
Barker_S3_073,351.12312290502797,S1_55,S1_56,0.67962433466770933,False,False,False,0.83398121673338554,0.36487666228770582,0.0053479771652961009,0.36794111361378629,-0.67193422491587429,0.012020980085594601,0.66963803838111602,350.45118868011207,351.13514388511356,351.79276094340906
Barker_S3_074,366.80497398368038,S1_56,S1_57,0.99901726511971156,False,False,False,1.0597936256751395,0.61139005037183769,-0.00018045032579531721,0.60978642532507921,-1.0021927437931866,0.00034552250716046728,1.0067909385087885,365.80278123988722,366.80531950618752,367.81176492218918
Barker_S3_075,372.80446259168701,S1_59,S1_60,0.010085665127224704,False,False,False,1.2973777270669216,0.74301017956210591,0.0054016259676314578,0.74375726645084839,-1.2203888133864922,0.010927230124167409,1.2213798242440985,371.58407377830054,372.81538982181121,374.02584241593109
Barker_S3_076,378.19056315366049,S1_60,AUX_400,0.0018564372384674681,False,False,True,1.0404826736820014,0.59933121251802057,0.007928354713627522,0.59843717197765944,-0.98308157368131643,0.0080925551246764371,0.98970033470920371,377.20748157997917,378.19865570878517,379.18026348836969
Barker_S3_077,387.37811745776349,S1_60,AUX_400,0.42233947175119024,False,False,True,1.1498082626553097,0.46988200332647351,0.0030628982938710808,0.47301594288772547,-0.89392634401529414,-0.0018388969065767924,0.90876667084415164,386.48419111374818,387.37627856085692,388.28688412860765
Barker_S3_078,392.24569589702332,S1_60,AUX_400,0.64511194036720054,False,False,True,1.2077291044954721,0.52900819240242558,0.00048517303837113557,0.53362629302919973,-0.96126231763763592,-0.0064052582497708954,0.96997014341250454,391.28443357938568,392.23929063877358,393.21566604043585
Barker_S3_079,396.46426387771521,S1_60,AUX_400,0.83818141316774442,False,False,True,1.2579271674236137,0.63656060967986472,-0.0017488555163954515,0.64164450532596273,-1.0731673663235,-0.00017841969616938513,1.0766825983311719,395.39109651139171,396.46408545801904,397.54094647604637
