realization_id,fit_valid,invalid_reason,n_response_events,n_conditioning_events,response_exposure_kyr,gain_bits_per_event,LR_statistic,nominal_LR_p,delta_AIC_full_minus_reduced,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,pre_phase_amplitude,beta_history,beta_pre_phase_sin,beta_pre_phase_cos,all_models_converged,likelihood_nesting_ok
Barker_MC_00028,True,,69.0,1.0,397.5894527106216,0.0840625815761871,8.040948314597188,0.0179444544279654,-4.040948314597188,333.04389778670793,2.839958086450489,0.5218946468860644,-1.1685724448894774,-0.2365788683831027,0.4651929293130973,True,True
Barker_MC_00029,True,,69.0,1.0,396.8958592754041,0.0790486308588651,7.561342313758587,0.0228073789578476,-3.561342313758587,335.8155578416896,2.714797062010208,0.4993586018173198,-1.0125210876486868,-0.2045749078198586,0.4555305920566092,True,True
Barker_MC_00030,True,,69.0,1.0,396.6332355809494,0.1058770734676755,10.127598504487937,0.0063214968706582,-6.127598504487935,332.8981565427669,3.2220650334792884,0.5850112343735075,-0.9832658506195826,-0.2665156442829851,0.520775916969708,True,True
Barker_MC_00031,True,,69.0,1.0,395.838937739512,0.0965439575055382,9.23484572841869,0.0098782208019874,-5.234845728418691,338.68128220950217,3.052043298444423,0.5579056501149864,-0.9432313500661142,-0.2028297136431031,0.5197295659222038,True,True
Barker_MC_00032,True,,69.0,1.0,395.2981790230314,0.0858394968878849,8.210917924295984,0.0164824522804102,-4.210917924295984,340.47582667470334,2.8299500603380228,0.5201295324878888,-1.032559715673832,-0.1738296479410864,0.4902223822539601,True,True
Barker_MC_00033,True,,69.0,1.0,395.7532709386804,0.0921043784349514,8.81018085165897,0.0122150018132307,-4.81018085165897,330.72071365757427,2.9742135450237592,0.5449898247179452,-1.0601857357001363,-0.266536619243118,0.4753652697121928,True,True
Barker_MC_00034,True,,69.0,1.0,396.4308294636117,0.0842492325072494,8.058802280790019,0.0177849774697398,-4.058802280790019,338.71997787168755,2.7898027611736067,0.5129854492072082,-1.0142223284668783,-0.1861759349589981,0.4780089877193358,True,True
Barker_MC_00035,True,,69.0,1.0,395.9367495235225,0.0904614536552918,8.65302801397172,0.0132135295686808,-4.653028013971721,333.48403741928956,2.947403067530388,0.5404622332772858,-0.9168862628590536,-0.241287809751213,0.4836110197922849,True,True
Barker_MC_00036,True,,69.0,1.0,395.8012942408613,0.0960998678900899,9.192366642267473,0.0100902736796538,-5.192366642267473,327.49036196754025,3.0393927059875914,0.5558288638473262,-1.2421080066181494,-0.298725482862688,0.4687310655101316,True,True
Barker_MC_00037,True,,69.0,1.0,396.06151068535263,0.0832845203028588,7.966523399645553,0.0186247916785609,-3.9665233996455527,342.81945337601917,2.7855763312766832,0.5122273965911609,-0.9725460190567664,-0.1513036193840339,0.4893711480868583,True,True
Barker_MC_00038,True,,69.0,1.0,396.64715313386546,0.0863250809228352,8.257366130551588,0.0161040728767048,-4.257366130551588,339.74693711482263,2.8466917766042465,0.5230787699573147,-0.6585597071588839,-0.1810727183443621,0.4907382909977992,True,True
Barker_MC_00039,True,,69.0,1.0,395.9183290204409,0.1062247197999894,10.160852374848332,0.0062172587337391,-6.160852374848332,338.9183206526911,3.220109087098475,0.5847076184816821,-0.8868592149356984,-0.2103184372275404,0.5455723179127452,True,True
Barker_MC_00040,True,,69.0,1.0,395.7196237174297,0.0952718300904051,9.11316125712517,0.0104978938404507,-5.113161257125171,333.8620386533502,3.0317892243138447,0.5545764741584092,-0.9867216314371532,-0.2443098267728803,0.4978632083536379,True,True
Barker_MC_00041,True,,69.0,1.0,396.1318387837951,0.0822944220728477,7.871816235713425,0.0195279575859089,-3.8718162357134247,337.1684215268169,2.7987854245774884,0.514592773068058,-1.271581552527452,-0.1996741459519714,0.4742741375325294,True,True
Barker_MC_00042,True,,69.0,1.0,397.370777944925,0.1153726948306159,11.035895622691328,0.0040140771388321,-7.035895622691328,334.5819474683701,3.3884765435774273,0.6101902116041925,-1.0438843368487798,-0.261905678777978,0.5511238606351714,True,True
Barker_MC_00043,True,,69.0,1.0,396.06171186822337,0.0931162726548763,8.906972895987053,0.0116379211499557,-4.906972895987053,344.18640715585406,2.9826430188778636,0.5464049132617573,-1.1420869104257896,-0.1488999919728171,0.525725329071259,True,True
Barker_MC_00044,True,,69.0,1.0,396.5951042356832,0.1101568311769532,10.536975779061777,0.0051513941637683,-6.536975779061777,337.7380438630271,3.250959475748676,0.5894750880395527,-0.9852948142959396,-0.2233177711669272,0.5455364813651553,True,True
Barker_MC_00045,True,,69.0,1.0,396.1324169827814,0.098260692747526,9.399058855018438,0.0090995580960759,-5.399058855018438,345.40042805474536,3.049327514528396,0.5574605396343046,-1.1834167161400753,-0.1405146901833661,0.5394607261812882,True,True
Barker_MC_00046,True,,69.0,1.0,397.5114283234432,0.1106227127194709,10.581539356980386,0.0050378812182652,-6.581539356980386,339.1063037585085,3.2960174819867243,0.5963574580169928,-1.1490231910826672,-0.2126820700966146,0.5571432085127737,True,True
Barker_MC_00047,True,,69.0,1.0,397.1934427963394,0.1031858238003285,9.870168872051522,0.007189853837582,-5.870168872051522,334.2521980581465,3.1642336944191665,0.5759554538068765,-1.112753420160015,-0.2502012137469464,0.5187716621110292,True,True
Barker_MC_00048,True,,69.0,1.0,395.43296542028224,0.0943987559173279,9.029647948719798,0.0109455316514829,-5.0296479487197985,330.44770086354555,3.03350442315859,0.5548592632515937,-1.1119664705314372,-0.2736664699462568,0.4826753207314995,True,True
Barker_MC_00049,True,,69.0,1.0,396.79250333662225,0.0933078451059265,8.925297626782992,0.0115317772709635,-4.925297626782992,339.396267888633,2.956543233427205,0.5420103796751599,-0.8460044689587061,-0.1907348728696031,0.507341561422901,True,True
Barker_MC_00050,True,,69.0,1.0,395.87603898479904,0.1155959588874515,11.057251792200532,0.0039714425160942,-7.057251792200532,332.2051354593055,3.463232374651044,0.6211011826458884,-1.0209082528770763,-0.2896240483490263,0.5494402512576251,True,True
Barker_MC_00051,True,,69.0,1.0,396.55286934602265,0.0779694888353994,7.458117727122101,0.0240154269978037,-3.458117727122101,340.774843900419,2.7037811792766946,0.4973256150412099,-1.0761182810757102,-0.1637600001086793,0.4695907044869213,True,True
Barker_MC_00052,True,,69.0,1.0,396.50840338277527,0.0928617993258199,8.88263142504934,0.0117804286611959,-4.88263142504934,336.6039441015868,2.9728850862370875,0.5447664454045797,-1.0454422394756655,-0.2163184280100729,0.4999768172045498,True,True
Barker_MC_00053,True,,69.0,1.0,396.4540854618211,0.0888339128916133,8.497346723732278,0.0142831699435087,-4.497346723732278,335.32099834890965,2.879108141127237,0.5287402864847461,-0.9112868430396232,-0.2207670924007855,0.4804458153266344,True,True
Barker_MC_00054,True,,69.0,1.0,397.0802762937447,0.0815612778637966,7.801687831593654,0.0202248361830327,-3.8016878315936538,337.14057701607544,2.751731164089325,0.506115113915912,-0.9885349946431232,-0.1966112806604896,0.466365214023472,True,True
Barker_MC_00055,True,,69.0,1.0,397.279999900175,0.1130164074565416,10.810506577601188,0.0044929162516807,-6.810506577601188,325.87044290192534,3.4026222693632953,0.6122731950261819,-1.1592551889270193,-0.3435257277510367,0.5068220000361958,True,True
Barker_MC_00056,True,,69.0,1.0,396.1066071554385,0.1042057948978294,9.9677335045385,0.0068475335840418,-5.967733504538501,338.7139106920107,3.2275706436409592,0.5858648657682993,-1.0572869248000192,-0.2126836027966534,0.5458968089695548,True,True
Barker_MC_00057,True,,69.0,1.0,397.5536934126708,0.0858053819753363,8.207654685844147,0.0165093673180165,-4.2076546858441475,337.30389238316235,2.8138830308859957,0.5172826954894728,-0.9547740052368427,-0.1995900979009294,0.4772265498405888,True,True
Barker_MC_00058,True,,69.0,1.0,397.45161421552285,0.1121915636745427,10.731606714019676,0.0046737040790573,-6.7316067140196765,341.6149433596602,3.3409991627324804,0.6031349563853605,-1.06733351057736,-0.1902296995462177,0.5723499253293621,True,True
Barker_MC_00059,True,,69.0,1.0,396.87138454552894,0.0955239964170514,9.13728205333706,0.0103720454775566,-5.13728205333706,338.0210964911104,3.0496042792937574,0.5575059188539626,-0.9019947192811252,-0.208655050807317,0.5169873492937687,True,True
Barker_MC_00060,True,,69.0,1.0,396.95228086471815,0.0787929531210045,7.536885635926637,0.0230879875091022,-3.5368856359266374,330.5233211189526,2.725101239519367,0.5012527897711417,-0.7109569501773384,-0.2466510884197648,0.4363686512969255,True,True
Barker_MC_00061,True,,69.0,1.0,395.9646404669477,0.093429741295772,8.936957522826106,0.0114647432013129,-4.936957522826106,337.1649938548344,2.982749461552439,0.5464227566266215,-0.8972087799929924,-0.2120550587875144,0.5035975387172379,True,True
Barker_MC_00062,True,,69.0,1.0,395.8378067736897,0.0947882420796866,9.066903979192034,0.0107435254497752,-5.066903979192034,345.16080890178284,3.006359954543782,0.5503650147595464,-1.2229486351262124,-0.1409523430555859,0.5320094796696917,True,True
Barker_MC_00063,True,,69.0,1.0,396.18844348093467,0.1007479189948306,9.636972767799705,0.0080790064032944,-5.636972767799705,338.67938701053936,3.132780565359153,0.5709604848669643,-1.0174327666180063,-0.2075934651903613,0.5318842247047539,True,True
Barker_MC_00064,True,,69.0,1.0,396.6526839855879,0.092831155279525,8.879700189917287,0.0117977069229461,-4.879700189917287,345.99034152000144,2.969299397161048,0.54416301588783,-0.8791515572932695,-0.1317339524496867,0.5279768495228956,True,True
Barker_MC_00065,True,,69.0,1.0,395.5993812752744,0.1172462091705481,11.215105345871166,0.0036700401646266,-7.215105345871166,326.72119716378677,3.525932059407727,0.6300724076646916,-1.2497544126746498,-0.3457292769487372,0.526747098673438,True,True
Barker_MC_00066,True,,69.0,1.0,396.0662276731469,0.1145002293740819,10.952440540647444,0.0041851184569169,-6.952440540647444,339.86395838638884,3.368968265569014,0.6073032724199181,-0.9303279331615476,-0.2090643695121892,0.5701836143668213,True,True
Barker_MC_00067,True,,69.0,1.0,397.0988923283755,0.0714522868054879,6.834719257842266,0.0327989220349196,-2.8347192578422664,337.7423220870729,2.5795732547897714,0.4738119900661734,-1.2350828166769574,-0.1794670187571261,0.4385081425799263,True,True
Barker_MC_00068,True,,69.0,1.0,395.4238593354244,0.0723229653764458,6.918003416577676,0.031461153755723,-2.918003416577676,328.0260919475414,2.620678164199171,0.481716562788385,-0.9569735065097564,-0.2550848245159317,0.4086350195055881,True,True
Barker_MC_00069,True,,69.0,1.0,396.3795872890925,0.1058733223784324,10.127239696631191,0.0063226310737672,-6.127239696631193,337.5801318925735,3.193422592370001,0.5805466273028236,-1.068200289465334,-0.2214152312231051,0.5366653350600376,True,True
Barker_MC_00070,True,,69.0,1.0,397.0191942281483,0.0836199022041602,7.998604124308656,0.0183284265282519,-3.998604124308656,340.9377372006276,2.7635867622499157,0.5082646937913221,-1.0617923075519284,-0.1659969355791663,0.4803936056330398,True,True
Barker_MC_00071,True,,69.0,1.0,396.1317019212059,0.0966636881582544,9.246298481499934,0.0098218160417043,-5.2462984814999345,333.92603632989324,3.04204732686944,0.5562653757649169,-0.9548157667535964,-0.2444959008179074,0.4996528022118199,True,True
Barker_MC_00072,True,,69.0,1.0,396.8629512552643,0.1038610469376656,9.9347568759689,0.0069613738074608,-5.934756875968901,332.32364103434895,3.190568753789703,0.5800995968142696,-1.1619867648977056,-0.269442735063869,0.5137277048645321,True,True
Barker_MC_00073,True,,69.0,1.0,397.6405449582908,0.1028209005803477,9.835262392906545,0.0073164415485578,-5.835262392906543,336.8430615435572,3.1410933395446716,0.5722854683103841,-1.0527112941783872,-0.2250518371551058,0.5261770879013523,True,True
Barker_MC_00074,True,,69.0,1.0,396.72466459849386,0.0904057299079625,8.64769779731921,0.0132487920246141,-4.647697797319211,329.7706170505408,2.936125139309665,0.5385453661123186,-1.0569268491237551,-0.2711377226537423,0.4653122034883608,True,True
Barker_MC_00075,True,,69.0,1.0,397.4219922543204,0.1268074928671959,12.129683349358572,0.0023231257950512,-8.129683349358572,331.6222385661546,3.6597862559046064,0.6487023728409316,-0.931219250769331,-0.3083170475642179,0.5707498284806914,True,True
Barker_MC_00076,True,,69.0,1.0,396.8307820608678,0.0905809701073071,8.664460277832518,0.01313821475019,-4.664460277832518,340.64254561673414,2.9245683195904117,0.5365734433731787,-0.8128072537378598,-0.1778529769059978,0.5062404357012826,True,True
Barker_MC_00077,True,,69.0,1.0,396.9463725677445,0.1017335898657035,9.731256435744283,0.0077069850046136,-5.731256435744285,337.48934764138625,3.113100082878472,0.5678095204598472,-1.081998280843693,-0.2173888231229556,0.5245471867297145,True,True
Barker_MC_00078,True,,69.0,1.0,397.2453844634414,0.0846438524209333,8.096549376707685,0.0174524596108756,-4.096549376707685,341.0668101362383,2.807421888210982,0.5161332923502844,-0.9494520311730216,-0.1674673977149956,0.4882092237708251,True,True
Barker_MC_00079,True,,69.0,1.0,397.55279515059726,0.1144141933420916,10.94421082329336,0.0042023751079046,-6.944210823293361,332.53341979763206,3.4001105856135405,0.6119039781368183,-1.0067128599529491,-0.2822291780680498,0.5429301700096402,True,True
Barker_MC_00080,True,,69.0,1.0,395.72461702468576,0.0889404796153416,8.507540290257225,0.0142105569256029,-4.507540290257225,339.54850178316883,2.9077722193387214,0.533693613813859,-0.9063454761930452,-0.1864802061347588,0.5000540032292856,True,True
Barker_MC_00081,True,,69.0,1.0,396.5298608646726,0.1040323190402616,9.95113979092207,0.0069045829275326,-5.9511397909220705,340.5921627435063,3.187486317008183,0.5796163088860079,-1.1734861088129107,-0.1926007892741942,0.5466808954935206,True,True
Barker_MC_00082,True,,69.0,1.0,396.47719033608297,0.0965836950888922,9.23864679957194,0.0098594647208649,-5.238646799571939,338.4724292910621,3.043859448263869,0.5565631327820613,-0.930073002542246,-0.2042302298452901,0.5177379008625139,True,True
Barker_MC_00083,True,,69.0,1.0,395.6935249751976,0.1025333485524108,9.80775680182137,0.007417758169754,-5.80775680182137,339.3871477982604,3.135452907418658,0.5713868158632517,-1.0250092830911937,-0.2011576485118497,0.5348069687163104,True,True
Barker_MC_00084,True,,69.0,1.0,395.691637954794,0.1255444246157604,12.008865426126022,0.0024677888960029,-8.008865426126022,336.4309380343451,3.5641436853566306,0.6354619122762675,-1.1742607276805035,-0.2540920925239968,0.5824508996220946,True,True
Barker_MC_00085,True,,69.0,1.0,396.0402094842405,0.0856096739398183,8.188934368565697,0.0166646230909504,-4.188934368565697,335.35005578185536,2.818513536128173,0.518104815563993,-0.7793793676129422,-0.2160876369807069,0.4708914238491644,True,True
Barker_MC_00086,True,,69.0,1.0,396.890728867459,0.0859786683735355,8.224230276855224,0.0163731064886546,-4.224230276855224,331.28997784649425,2.8495674825592947,0.5235836111291289,-1.0439744269315423,-0.2515174825455409,0.4592153675749238,True,True
Barker_MC_00087,True,,69.0,1.0,396.8656329297109,0.1175271403942207,11.241977628486724,0.0036210587836291,-7.241977628486723,344.89310040332856,3.4086898027919914,0.6131639977040423,-1.0005241877926818,-0.1598032729869296,0.5919738186973033,True,True
Barker_MC_00088,True,,69.0,1.0,397.5321414999895,0.101492178827859,9.708164429271449,0.0077964855710589,-5.708164429271449,337.27225699958603,3.1118991607343034,0.5676166012140659,-1.0563873759115594,-0.2193002042831016,0.5235418095770363,True,True
Barker_MC_00089,True,,69.0,1.0,397.5628910847311,0.1206539183345179,11.541067417757176,0.0031180929161255,-7.541067417757176,334.28005449329896,3.537827944346422,0.6317564818940493,-1.0512714206143547,-0.2741650892609267,0.5691658424797594,True,True
Barker_MC_00090,True,,69.0,1.0,397.1424617488833,0.067081406196402,6.416625685078486,0.0404247587030754,-2.416625685078486,339.46111608785475,2.475383805055179,0.4531977283738425,-0.7303739912757133,-0.1590012394184216,0.4243898995812893,True,True
Barker_MC_00091,True,,69.0,1.0,396.44824051460625,0.1041090189035752,9.958476463494776,0.0068793009951034,-5.958476463494776,340.4223092194498,3.1454522583802533,0.57297884108025,-1.024432530913014,-0.1919964637249696,0.5398537859854026,True,True
Barker_MC_00092,True,,69.0,1.0,397.2146776066848,0.0942227354736599,9.012810834473385,0.0110380661920836,-5.012810834473385,336.6111497829128,2.984694771159234,0.5467487436991172,-1.0176920467784878,-0.2170424593250491,0.5018234346726917,True,True
Barker_MC_00093,True,,69.0,1.0,397.61874164102505,0.08774950617968,8.393618546948233,0.015043500019463,-4.3936185469482325,343.5725122294561,2.8612546246441215,0.5256301042926708,-1.0934344530417284,-0.1486490645823378,0.5041730478094995,True,True
Barker_MC_00094,True,,69.0,1.0,397.4114633719532,0.0886029145413318,8.475250735713075,0.0144418452273105,-4.475250735713075,336.39137006219147,2.9082343410035536,0.5337730706819025,-0.8509018436710286,-0.2137692031562633,0.4890975554704025,True,True
Barker_MC_00095,True,,69.0,1.0,395.2391876892692,0.0954757370212789,9.132665834089153,0.0103960129446739,-5.132665834089153,343.05994414831,3.0382890429570653,0.5556472710808328,-1.1298331289251455,-0.1618995216344735,0.5315378018110332,True,True
Barker_MC_00096,True,,69.0,1.0,395.57049574045107,0.0827603403976218,7.916383332013424,0.019097617956876,-3.916383332013425,331.8250413360139,2.782814248007827,0.5117313675400265,-0.8538282954934833,-0.2416219189014831,0.4510962655916702,True,True
Barker_MC_00097,True,,69.0,1.0,395.4101461160423,0.0739802204577062,7.0765270093897925,0.0290637523574164,-3.0765270093897925,337.39679550889866,2.6270754734209407,0.4829356200903367,-0.8289863737460755,-0.1856148356269322,0.4458407181351037,True,True
Barker_MC_00098,True,,69.0,1.0,395.35094309192584,0.0913120835429477,8.734394429721078,0.0126867490150939,-4.734394429721078,331.74010886718895,2.961400864493082,0.5428312107064209,-0.799002138208724,-0.2570152328632458,0.4781306237768611,True,True
Barker_MC_00099,True,,69.0,1.0,396.59207874462686,0.0873663528703087,8.356968281164654,0.0153217155390645,-4.356968281164654,339.4785009822506,2.8877699079817356,0.5302422730525703,-1.009504156692538,-0.1858811070582592,0.4965934777770973,True,True
Barker_MC_00100,True,,69.0,1.0,395.69327794346026,0.1014685252492269,9.705901862506664,0.0078053105964876,-5.705901862506664,336.9938464164754,3.132666198904281,0.5709422313474328,-0.8941105461703575,-0.223141345841184,0.5255311325812874,True,True
Barker_MC_00101,True,,69.0,1.0,395.3718314724835,0.0871548979469981,8.336741706185308,0.0154774546429158,-4.3367417061853075,339.17298431314885,2.85147840233702,0.5239187987224005,-0.7923450414954878,-0.1862781265352127,0.4896849673302771,True,True
Barker_MC_00102,True,,69.0,1.0,396.32758748857685,0.1104517184095871,10.56518301409767,0.0050792508077923,-6.56518301409767,344.76610725663113,3.286150297668617,0.5948583786802565,-1.154873163619749,-0.156304974826908,0.5739557870868305,True,True
Barker_MC_00103,True,,69.0,1.0,396.9981236115962,0.1007376150521741,9.63598715126517,0.0080829887856361,-5.635987151265169,335.27655907248186,3.1031670771376363,0.5662116138803611,-1.1948162225985164,-0.2368116256918815,0.5143110397708486,True,True
Barker_MC_00104,True,,69.0,1.0,397.1190720763343,0.0963832008489118,9.219468661203734,0.0099544625526605,-5.219468661203734,342.33796775757634,3.0303363176906277,0.5543368046495927,-0.9887041391308105,-0.1681867296206427,0.5282068884145997,True,True
Barker_MC_00105,True,,69.0,1.0,396.9760264169669,0.1248126583529006,11.938868828499665,0.0025556864701537,-7.938868828499665,346.7415412093667,3.577963761265031,0.6373969284126758,-0.9367305602903332,-0.1461832198232567,0.6204073747079568,True,True
Barker_MC_00106,True,,69.0,1.0,397.56923928587264,0.1009563851665379,9.656913455803933,0.007998856156984,-5.656913455803931,340.6396387321688,3.1191260387967357,0.5687764234056818,-1.029072357911651,-0.1885542224403179,0.5366133850567711,True,True
Barker_MC_00107,True,,69.0,1.0,396.3241488138557,0.0921165308060558,8.811343278342974,0.0122079043539731,-4.811343278342974,331.5891392300428,3.000771096491592,0.5494346439024331,-0.9917472106479988,-0.2614160275374311,0.4832598560471814,True,True
Barker_MC_00108,True,,69.0,1.0,396.1066059744055,0.0831092869409149,7.949761573159094,0.0187815403728988,-3.949761573159094,344.592451059352,2.765652856663067,0.508638360814586,-0.8311771939960112,-0.1351366360532853,0.4903581055599579,True,True
Barker_MC_00109,True,,69.0,1.0,395.5582861302732,0.1134440880142036,10.851416066637055,0.0044019483320894,-6.851416066637057,332.05062415405456,3.392733495784369,0.6108179687067485,-1.1110591363417444,-0.2862850336573356,0.5395734152076589,True,True
Barker_MC_00110,True,,69.0,1.0,396.1865685854062,0.0987911283643415,9.449797308430902,0.0088716129649459,-5.449797308430902,335.0356902466278,3.08600776078591,0.5634391343872298,-1.0148297721507111,-0.2378015316726206,0.5107975036090001,True,True
Barker_MC_00111,True,,69.0,1.0,396.8348160233603,0.1011632133272854,9.676697460998524,0.0079201215147719,-5.6766974609985255,337.0697050454611,3.121589923167968,0.569171231391539,-0.8636029911378493,-0.2217553552567076,0.5241950524935659,True,True
