realization_id,n_predictive_events,n_predictive_bins,response_exposure_kyr,loglik_reduced,loglik_full,LR_statistic,nominal_LR_p,info_bits_per_event,delta_AICc_full_minus_reduced,beta_pre_phase_sin,beta_pre_phase_cos,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,all_models_converged,likelihood_nesting_ok,eta_clipping_used,fit_valid,invalid_reason
Barker_MC_00001,70,1993,398.5,-298.382307954,-294.58040487,7.60380616694,0.0223282388948,0.0783569532066,-3.58163081878,-0.116484522784,0.474025768168,346.194001052,2.65449986811,True,True,False,True,
Barker_MC_00002,70,1993,398.5,-301.559746383,-298.646511202,5.82647036318,0.054299775766,0.0600415707061,-1.80429501502,-0.134171229086,0.405700960969,341.700195476,2.35048846683,True,True,False,True,
Barker_MC_00003,70,1993,398.5,-299.417952951,-295.201042228,8.43382144561,0.0147441229037,0.0869102312523,-4.41164609745,-0.259247637457,0.453803940706,330.261676913,2.84416640424,True,True,False,True,
Barker_MC_00004,70,1993,398.5,-297.937746881,-294.754500204,6.36649335437,0.0414508588619,0.0656064885014,-2.34431800621,-0.151045666227,0.422681990238,340.335619908,2.45399919076,True,True,False,True,
Barker_MC_00005,70,1993,398.5,-300.816210363,-297.152437542,7.32754564255,0.0256356114654,0.0755100982885,-3.30537029438,-0.195304271632,0.442406442093,336.18051122,2.63055907311,True,True,False,True,
Barker_MC_00006,70,1993,398.5,-300.728942687,-296.125109402,9.20766657078,0.0100133779465,0.0948846778559,-5.18549122262,-0.246322361994,0.486193972591,333.131679559,2.97446117946,True,True,False,True,
Barker_MC_00007,70,1993,398.5,-300.249263402,-295.980220792,8.53808521987,0.0139951755835,0.0879846657528,-4.5159098717,-0.141438823075,0.504458957509,344.337711254,2.85143961204,True,True,False,True,
Barker_MC_00008,70,1993,398.5,-299.336055569,-296.771259975,5.12959118858,0.0769349057687,0.0528602554968,-1.10741584042,-0.0984517797742,0.383402401335,345.598489426,2.2071059755,True,True,False,True,
Barker_MC_00009,70,1993,398.5,-301.6983268,-297.155887553,9.08487849418,0.0106474032048,0.093619351076,-5.06270314602,-0.183704248873,0.50725432743,340.091936634,2.94170337494,True,True,False,True,
Barker_MC_00010,70,1993,398.5,-298.122093988,-294.310929248,7.62232947888,0.022122397117,0.07854783528,-3.60015413072,-0.229248701711,0.442568335867,332.61601651,2.7097012811,True,True,False,True,
Barker_MC_00011,70,1993,398.5,-298.386503468,-293.38869337,9.99562019728,0.00675271860667,0.103004512066,-5.97344484912,-0.139781163355,0.548167947899,345.694611397,3.10005035104,True,True,False,True,
Barker_MC_00012,70,1993,398.5,-300.312981943,-296.7125877,7.20078848691,0.0273129523717,0.0742038702897,-3.17861313875,-0.147548744807,0.452608766436,341.944227587,2.59115474454,True,True,False,True,
Barker_MC_00013,70,1993,398.5,-300.998097085,-297.598379554,6.79943506145,0.0333826982152,0.0700679374572,-2.77725971329,-0.136334408427,0.440731043724,342.811228146,2.51600428271,True,True,False,True,
Barker_MC_00014,70,1993,398.5,-297.780251097,-292.895425186,9.76965182203,0.00756043983676,0.100675915963,-5.74747647387,-0.230382597007,0.513086123096,335.819275911,3.07981853575,True,True,False,True,
Barker_MC_00015,70,1993,398.5,-303.053240292,-300.24667316,5.61313426507,0.0604120233036,0.0578431497718,-1.5909589169,-0.108797949424,0.401396880659,344.834456617,2.29736005546,True,True,False,True,
Barker_MC_00016,70,1993,398.5,-301.708813136,-297.692884992,8.03185628845,0.0180262158559,0.0827679945462,-4.00968094028,-0.197395828446,0.466867612828,337.080921125,2.75596101556,True,True,False,True,
Barker_MC_00017,70,1993,398.5,-297.734053188,-293.859463207,7.7491799631,0.0207628492799,0.0798550250266,-3.72700461494,-0.0714870039795,0.485921942147,351.630894406,2.67060352336,True,True,False,True,
Barker_MC_00018,70,1993,398.5,-300.99746561,-296.704208704,8.58651381164,0.0136603622546,0.0884837206755,-4.56433846348,-0.136109774755,0.503655265269,344.877399522,2.83898118233,True,True,False,True,
Barker_MC_00019,70,1993,398.5,-299.853831445,-296.286141083,7.13538072297,0.0282209586799,0.0735298455992,-3.11320537481,-0.184550848373,0.439386733333,337.21666091,2.59384564186,True,True,False,True,
Barker_MC_00020,70,1993,398.5,-299.232672115,-294.77130404,8.92273614915,0.0115465559275,0.0919484799539,-4.90056080099,-0.115872862984,0.518299542512,347.397979681,2.89269382396,True,True,False,True,
Barker_MC_00021,70,1993,398.5,-298.411624734,-294.714705504,7.39383846049,0.0247998114108,0.0761932434291,-3.37166311233,-0.198385667426,0.444319208538,335.939545595,2.64638239116,True,True,False,True,
Barker_MC_00022,70,1993,398.5,-301.773828337,-299.802168038,3.94332059907,0.139225508169,0.0406357790922,0.0788547490964,-0.0966535135683,0.33313488922,343.82079797,2.00119729352,True,True,False,True,
Barker_MC_00023,70,1993,398.5,-296.072194122,-292.130531505,7.88332523522,0.0194159066665,0.081237387304,-3.86114988705,-0.189376992342,0.468050011337,337.971327796,2.74510875551,True,True,False,True,
Barker_MC_00024,70,1993,398.5,-300.912132345,-297.102586064,7.61909256257,0.0221582302804,0.0785144789721,-3.59691721441,-0.0922117714028,0.480226751464,349.130527064,2.65913126057,True,True,False,True,
Barker_MC_00025,70,1993,398.5,-299.540080856,-295.586686307,7.90678909676,0.0191894515688,0.0814791815661,-3.8846137486,-0.185315466829,0.463610471019,338.212305783,2.71434842481,True,True,False,True,
Barker_MC_00026,70,1993,398.5,-300.716833877,-297.149675274,7.13431720656,0.0282359693969,0.0735188861003,-3.1121418584,-0.156637259345,0.444011529761,340.568306857,2.56423767906,True,True,False,True,
Barker_MC_00027,70,1993,398.5,-300.8921162,-296.840281069,8.10367026243,0.0173904316147,0.0835080350044,-4.08149491427,-0.101086318328,0.493271801514,348.418708507,2.73750303373,True,True,False,True,
Barker_MC_00028,70,1993,398.5,-297.114270892,-293.933032792,6.36247620017,0.0415341997781,0.0655650918697,-2.34030085201,-0.190871495683,0.409446022797,335.006473894,2.46822631815,True,True,False,True,
Barker_MC_00029,70,1993,398.5,-298.632955808,-295.732112534,5.80168654772,0.0549768399716,0.0597861743656,-1.77951119956,-0.14953290812,0.400825473545,339.541346718,2.35283133593,True,True,False,True,
Barker_MC_00030,70,1993,398.5,-301.388303058,-297.389144314,7.99831748724,0.0183310535197,0.0824223783878,-3.97614213908,-0.19868113947,0.464276834046,336.832136109,2.74561283368,True,True,False,True,
Barker_MC_00031,70,1993,398.5,-300.345493761,-296.754362032,7.18226345896,0.0275671142466,0.0740129705328,-3.1600881108,-0.135845194525,0.457194067984,343.45183725,2.5958083386,True,True,False,True,
Barker_MC_00032,70,1993,398.5,-299.273476628,-295.97819557,6.5905621168,0.0370576282258,0.0679155091612,-2.56838676863,-0.113280490895,0.439879256712,345.558620066,2.4805069234,True,True,False,True,
Barker_MC_00033,70,1993,398.5,-302.528403232,-299.243503112,6.56980023883,0.0374443248677,0.0677015587442,-2.54762489067,-0.180571775211,0.417881350185,336.630221375,2.4854472175,True,True,False,True,
Barker_MC_00034,70,1993,398.5,-301.511662628,-298.284404717,6.45451582129,0.0396661178382,0.0665135569051,-2.43234047313,-0.13358921458,0.427384836711,342.642133945,2.44868999405,True,True,False,True,
Barker_MC_00035,70,1993,398.5,-299.880709915,-296.153937083,7.45354566391,0.0240703898224,0.0768085240454,-3.43137031575,-0.192696927697,0.447616494343,336.708335177,2.65027740446,True,True,False,True,
Barker_MC_00036,70,1993,398.5,-299.323816745,-295.576528891,7.49457570732,0.0235816159978,0.0772313371894,-3.47240035916,-0.23910316744,0.42734325482,330.772515623,2.66278459542,True,True,False,True,
Barker_MC_00037,70,1993,398.5,-297.772662134,-294.437075664,6.67117293933,0.0355937054604,0.0687462008321,-2.64899759117,-0.10857180057,0.443097322422,346.232118814,2.49031735861,True,True,False,True,
Barker_MC_00038,70,1993,398.5,-299.708967877,-296.39762706,6.62268163463,0.0364672450453,0.0682464996548,-2.60050628647,-0.137147762249,0.436052437458,342.540529822,2.4948377219,True,True,False,True,
Barker_MC_00039,70,1993,398.5,-301.073718876,-297.065132895,8.01717196297,0.0181590543304,0.0826166730924,-3.99499661481,-0.145011365637,0.482566018353,343.274446739,2.73947517013,True,True,False,True,
Barker_MC_00040,70,1993,398.5,-302.431589792,-298.776305404,7.31056877582,0.0258541438316,0.0753351522782,-3.28839342766,-0.187785241635,0.443139661407,337.034670582,2.61842154676,True,True,False,True,
Barker_MC_00041,70,1993,398.5,-299.391582452,-296.541258063,5.70064877824,0.0578255598495,0.0587449837302,-1.67847343008,-0.127550239001,0.402634213758,342.422351793,2.32730074648,True,True,False,True,
Barker_MC_00042,70,1993,398.5,-301.863048929,-297.412598629,8.90090060178,0.0116733092852,0.0917234654117,-4.87872525362,-0.20384328197,0.49358054847,337.559918619,2.90965177885,True,True,False,True,
Barker_MC_00043,70,1993,398.5,-298.940800353,-295.535005837,6.81158903157,0.0331804472174,0.0701931836887,-2.78941368341,-0.092283322617,0.45350360281,348.497941017,2.52337032742,True,True,False,True,
Barker_MC_00044,70,1993,398.5,-301.684452926,-297.392336175,8.58423350196,0.013675946065,0.0884602221651,-4.5620581538,-0.166189762037,0.49284699012,341.365710288,2.82985463926,True,True,False,True,
Barker_MC_00045,70,1993,398.5,-297.73033143,-293.927808708,7.60504544528,0.0223144077289,0.0783697239261,-3.58287009712,-0.0824064702846,0.479879275152,350.25601561,2.64800585603,True,True,False,True,
Barker_MC_00046,70,1993,398.5,-297.116355639,-292.841869099,8.54897307909,0.01391919384,0.0880968647564,-4.52679773093,-0.16114666842,0.498022114686,342.069802956,2.84877549203,True,True,False,True,
Barker_MC_00047,70,1993,398.5,-299.559775336,-295.446180182,8.22719030667,0.0163488919704,0.0847809046848,-4.2050149585,-0.207892810945,0.470092822837,336.143174679,2.7955274022,True,True,False,True,
Barker_MC_00048,70,1993,398.5,-297.757892878,-294.112189297,7.29140716308,0.0261030377761,0.0751376925377,-3.26923181491,-0.209677140179,0.435517527241,334.291806729,2.6293232024,True,True,False,True,
Barker_MC_00049,70,1993,398.5,-300.67699032,-297.13402897,7.0859226991,0.0289275355711,0.0730201824151,-3.06374735094,-0.141992797144,0.450114826472,342.491648212,2.57014008392,True,True,False,True,
Barker_MC_00050,70,1993,398.5,-296.595528006,-291.818656038,9.55374393718,0.00842230303451,0.0984509928578,-5.53156858902,-0.237707269891,0.507343751391,334.895361233,3.06650942703,True,True,False,True,
Barker_MC_00051,70,1993,398.5,-299.004632302,-296.319509984,5.37024463697,0.0682128497937,0.0553401807579,-1.3480692888,-0.107396511094,0.394600592072,344.774865564,2.26575637802,True,True,False,True,
Barker_MC_00052,70,1993,398.5,-300.10865181,-296.477667173,7.26196927432,0.026490088438,0.0748343361368,-3.23979392616,-0.161098702275,0.451498124156,340.363130303,2.60844998435,True,True,False,True,
Barker_MC_00053,70,1993,398.5,-301.600383183,-298.262017476,6.67673141425,0.0354949194395,0.0688034807192,-2.65455606609,-0.165585376557,0.426998164546,338.804233562,2.49917477525,True,True,False,True,
Barker_MC_00054,70,1993,398.5,-300.507660207,-297.392915902,6.22948860924,0.0443898559776,0.0641946594559,-2.20731326108,-0.150850486056,0.4162377078,340.078760806,2.42409837551,True,True,False,True,
Barker_MC_00055,70,1993,398.5,-300.562634706,-296.577865335,7.96953874269,0.0185967327676,0.0821258144447,-3.94736339453,-0.267880289216,0.433807181523,328.304253469,2.77237107363,True,True,False,True,
Barker_MC_00056,70,1993,398.5,-295.755411892,-291.672983213,8.16485735663,0.0168664526813,0.0841385658427,-4.14268200847,-0.155720178515,0.490279593756,342.379368582,2.79779084037,True,True,False,True,
Barker_MC_00057,70,1993,398.5,-301.994495633,-298.693516641,6.60195798404,0.0368470767438,0.0680329431695,-2.57978263588,-0.155884521193,0.426762766427,339.93416297,2.48105416734,True,True,False,True,
Barker_MC_00058,70,1993,398.5,-298.056185948,-293.8493167,8.41373849518,0.0148929214767,0.0867032771595,-4.39156314701,-0.139183619857,0.501349834453,344.484400744,2.83097842195,True,True,False,True,
Barker_MC_00059,70,1993,398.5,-299.600355753,-295.946408684,7.30789413857,0.0258887421891,0.0753075902361,-3.28571879041,-0.160516535588,0.456792440426,340.6385614,2.63359250922,True,True,False,True,
Barker_MC_00060,70,1993,398.5,-301.540588474,-298.789591882,5.50199318439,0.063864182935,0.0566978448724,-1.47981783623,-0.189873054308,0.371443388654,332.924958756,2.3032445586,True,True,False,True,
Barker_MC_00061,70,1993,398.5,-300.671749905,-296.683385682,7.97672844501,0.0185300002998,0.0821999040724,-3.95455309685,-0.170706970779,0.472164672033,340.122990259,2.72959180193,True,True,False,True,
Barker_MC_00062,70,1993,398.5,-298.378681343,-294.683432238,7.39049821102,0.0248412647958,0.0761588222767,-3.36832286286,-0.0817779082109,0.476187254204,350.255379332,2.62824564342,True,True,False,True,
Barker_MC_00063,70,1993,398.5,-300.343714746,-296.243774671,8.19988015008,0.0165736685484,0.0844994744886,-4.17770480192,-0.148623280468,0.488474652814,343.077094387,2.7764376232,True,True,False,True,
Barker_MC_00064,70,1993,398.5,-300.197930811,-296.86698482,6.66189198247,0.0357592611145,0.0686505609004,-2.63971663431,-0.0660508753896,0.451865860052,351.68376413,2.49262304317,True,True,False,True,
Barker_MC_00065,70,1993,398.5,-298.633330663,-293.958649033,9.34936326121,0.0093284945722,0.0963448572315,-5.32718791304,-0.269813466858,0.484854249979,330.90477713,3.03358177594,True,True,False,True,
Barker_MC_00066,70,1993,398.5,-301.056886097,-296.434361358,9.24504947676,0.00982795170476,0.0952699073778,-5.2228741286,-0.152497931256,0.52087545546,343.681428377,2.96086151753,True,True,False,True,
Barker_MC_00067,70,1993,398.5,-301.450605776,-298.904168691,5.09287416955,0.0783603605456,0.0524818879163,-1.07069882138,-0.122616381351,0.378923076171,342.068847009,2.21784540835,True,True,False,True,
Barker_MC_00068,70,1993,398.5,-299.638990329,-296.721483663,5.83501333238,0.054068329771,0.060129605701,-1.81283798422,-0.200858344955,0.380441155535,332.167663795,2.3641474038,True,True,False,True,
Barker_MC_00069,70,1993,398.5,-298.499785737,-294.305772909,8.38802565632,0.0150856272203,0.0864383072659,-4.36585030816,-0.167272551432,0.487638495224,341.066712662,2.80403777655,True,True,False,True,
Barker_MC_00070,70,1993,398.5,-299.473376238,-296.339088006,6.26857646342,0.0435307265961,0.0645974584087,-2.24640111526,-0.11645673068,0.42539312533,344.689682365,2.41594807891,True,True,False,True,
Barker_MC_00071,70,1993,398.5,-299.239415992,-295.255955061,7.96692186147,0.0186210814139,0.0820988475764,-3.94474651331,-0.19669287973,0.465143104076,337.078184472,2.74571625529,True,True,False,True,
Barker_MC_00072,70,1993,398.5,-299.090544947,-295.430590358,7.31990917802,0.0257336812918,0.075431404792,-3.29773382986,-0.197121174748,0.441720710642,335.950824479,2.63113960866,True,True,False,True,
Barker_MC_00073,70,1993,398.5,-301.353652684,-297.520182603,7.66694016271,0.0216344120542,0.0790075467966,-3.64476481455,-0.181103879116,0.458027659098,338.426185523,2.67798425131,True,True,False,True,
Barker_MC_00074,70,1993,398.5,-301.219610677,-297.841939878,6.75534159785,0.0341268505312,0.0696135558767,-2.73316624969,-0.215589276583,0.410633860764,332.29981625,2.5283707587,True,True,False,True,
Barker_MC_00075,70,1993,398.5,-301.509080592,-296.892303954,9.2335532756,0.0098846064322,0.0951514394321,-5.21137792744,-0.234992673126,0.495308631041,334.618613285,2.99352858275,True,True,False,True,
Barker_MC_00076,70,1993,398.5,-301.617097093,-298.206934173,6.82032584011,0.0330358177401,0.0702832161913,-2.79815049195,-0.126138462803,0.445909481362,344.204901738,2.52644778832,True,True,False,True,
Barker_MC_00077,70,1993,398.5,-300.135771207,-296.245937587,7.7796672402,0.0204487480155,0.0801691953372,-3.75749189204,-0.16515804235,0.467097401107,340.527234099,2.69358405175,True,True,False,True,
Barker_MC_00078,70,1993,398.5,-299.109144269,-296.048352365,6.12158380911,0.0468505793386,0.0630827043128,-2.09940846095,-0.123821817716,0.421276731945,343.620862833,2.40654819178,True,True,False,True,
Barker_MC_00079,70,1993,398.5,-298.63332692,-294.254170374,8.75831309211,0.0125359276408,0.0902541061753,-4.73613774395,-0.225398132566,0.484199660914,335.037711799,2.91008651704,True,True,False,True,
Barker_MC_00080,70,1993,398.5,-297.238362058,-293.516561003,7.44360211173,0.0241903603973,0.0767060560924,-3.42142676356,-0.146304515004,0.462698161483,342.453118108,2.63941081625,True,True,False,True,
Barker_MC_00081,70,1993,398.5,-298.711977172,-294.937997559,7.5479592253,0.0229605073041,0.0777814524512,-3.52578387714,-0.12678883694,0.472651204671,344.983903624,2.66105531977,True,True,False,True,
Barker_MC_00082,70,1993,398.5,-299.868964318,-296.313493519,7.11094159789,0.0285679220021,0.0732780012809,-3.08876624973,-0.141759493395,0.453527681918,342.642281752,2.58657035144,True,True,False,True,
Barker_MC_00083,70,1993,398.5,-301.598709211,-297.679972836,7.83747275123,0.0198661822828,0.0807648790808,-3.81529740307,-0.139218441527,0.476366826072,343.708971694,2.6982051075,True,True,False,True,
Barker_MC_00084,70,1993,398.5,-298.012466614,-292.909141706,10.2066498157,0.00607650910757,0.105179164808,-6.18447446751,-0.188727191783,0.537716179254,340.659987983,3.12598198055,True,True,False,True,
Barker_MC_00085,70,1993,398.5,-302.350970957,-298.881227089,6.9394877355,0.031125001757,0.0715111753022,-2.91731238734,-0.1677173529,0.434637460302,338.899459006,2.53894472823,True,True,False,True,
Barker_MC_00086,70,1993,398.5,-301.335116789,-298.177785468,6.31466264139,0.0425391129872,0.0650723748401,-2.29248729322,-0.190212586621,0.403675017317,334.770079859,2.44119929914,True,True,False,True,
Barker_MC_00087,70,1993,398.5,-300.094550787,-295.71738743,8.75432671404,0.0125609390323,0.0902130266905,-4.73215136588,-0.101543542123,0.516106213753,348.869266217,2.86337603067,True,True,False,True,
Barker_MC_00088,70,1993,398.5,-299.51807219,-295.70116169,7.63382099972,0.0219956515965,0.0786662549953,-3.61164565156,-0.175408233307,0.461567678912,339.191851463,2.68464368959,True,True,False,True,
Barker_MC_00089,70,1993,398.5,-299.609235213,-295.356307909,8.50585460818,0.014222539215,0.087652530441,-4.48367926002,-0.20301165487,0.485820424282,337.321225164,2.86641641269,True,True,False,True,
Barker_MC_00090,70,1993,398.5,-302.276123198,-299.787245734,4.97775492743,0.0830030882773,0.0512955882041,-0.955579579273,-0.116922803022,0.373280602657,342.607861782,2.18655706972,True,True,False,True,
Barker_MC_00091,70,1993,398.5,-299.812715485,-295.731794755,8.16184145869,0.0168919056173,0.0841074871212,-4.13966611053,-0.145859663572,0.485634942042,343.282445442,2.75697153852,True,True,False,True,
Barker_MC_00092,70,1993,398.5,-301.449734342,-298.135406614,6.62865545575,0.0363584831578,0.0683080596698,-2.60648010759,-0.158380735383,0.428950423642,339.734415315,2.49555643378,True,True,False,True,
Barker_MC_00093,70,1993,398.5,-298.51109997,-295.36315413,6.2958916787,0.0429402424906,0.0648789407346,-2.27371633054,-0.102752608272,0.431369012275,346.601757938,2.42753452372,True,True,False,True,
Barker_MC_00094,70,1993,398.5,-300.149822014,-296.853145775,6.5933524788,0.037005962177,0.0679442637429,-2.57117713064,-0.167459035795,0.427844021081,338.624522271,2.50652477346,True,True,False,True,
Barker_MC_00095,70,1993,398.5,-298.233921228,-294.702913973,7.06201451091,0.0292754131915,0.0727738093827,-3.03983916275,-0.0932783479561,0.463278274638,348.616037334,2.57320193949,True,True,False,True,
Barker_MC_00096,70,1993,398.5,-301.52458991,-298.160496947,6.72818592582,0.0345933793703,0.0693337176382,-2.70601057765,-0.186819668881,0.419905703438,336.015306196,2.50723045306,True,True,False,True,
Barker_MC_00097,70,1993,398.5,-300.292219924,-297.099259612,6.38592062442,0.0410501695727,0.0658066858312,-2.36374527626,-0.150887404056,0.421140951211,340.288290112,2.44662733244,True,True,False,True,
Barker_MC_00098,70,1993,398.5,-300.373182398,-296.612698772,7.5209672518,0.0232724824775,0.0775033011205,-3.49879190364,-0.195617731871,0.448996302542,336.458310952,2.66317281984,True,True,False,True,
Barker_MC_00099,70,1993,398.5,-298.60294142,-295.253703702,6.69847543635,0.0351111084622,0.0690275520967,-2.67630008819,-0.140269986257,0.439855093904,342.312494389,2.51773442412,True,True,False,True,
Barker_MC_00100,70,1993,398.5,-301.637102961,-297.829498856,7.61520820998,0.0222013072881,0.0784744508562,-3.59303286181,-0.145288897898,0.467136586712,342.723252773,2.66024445254,True,True,False,True,
Barker_MC_00101,70,1993,398.5,-301.164750254,-297.49676153,7.33597744925,0.0255277617069,0.0755969877579,-3.31380210109,-0.145329656453,0.456361889414,342.335785538,2.60618382287,True,True,False,True,
Barker_MC_00102,70,1993,398.5,-300.071106824,-296.100174453,7.94186474055,0.018855844308,0.0818406348329,-3.91968939239,-0.0888022143319,0.492400115651,349.776845187,2.72015041448,True,True,False,True,
Barker_MC_00103,70,1993,398.5,-300.641014823,-296.9758551,7.33031944475,0.0256000820513,0.0755386822219,-3.30814409658,-0.171685730722,0.448983420684,339.073761519,2.61529889188,True,True,False,True,
Barker_MC_00104,70,1993,398.5,-300.702818229,-297.386634042,6.63236837475,0.0362910477213,0.0683463211686,-2.61019302659,-0.106021605164,0.444291112083,346.578459008,2.49311264361,True,True,False,True,
Barker_MC_00105,70,1993,398.5,-301.793646975,-297.189635652,9.20802264637,0.0100115953454,0.0948883472023,-5.18584729821,-0.0835173994728,0.535031358776,351.12783467,2.95358936571,True,True,False,True,
Barker_MC_00106,70,1993,398.5,-299.757669954,-296.124123278,7.26709335235,0.0264223066648,0.0748871395794,-3.24491800419,-0.122589337058,0.463848638257,345.195931129,2.61051959258,True,True,False,True,
Barker_MC_00107,70,1993,398.5,-298.295031998,-294.898349164,6.79336566944,0.0334841584288,0.0700053925874,-2.77119032128,-0.201381951291,0.423916700048,334.589908915,2.55649565416,True,True,False,True,
Barker_MC_00108,70,1993,398.5,-301.125060114,-298.014036239,6.22204775042,0.0445553128977,0.0641179816694,-2.19987240226,-0.0813012716466,0.431083155174,349.319601813,2.40455670544,True,True,False,True,
Barker_MC_00109,70,1993,398.5,-297.364116981,-292.649329092,9.42957577805,0.00896176675437,0.0971714443763,-5.40740042989,-0.233522974848,0.501290124114,335.02182678,3.02233138021,True,True,False,True,
Barker_MC_00110,70,1993,398.5,-301.24884155,-297.723409437,7.05086422719,0.029439083592,0.0726589061039,-3.02868887903,-0.150317182448,0.447864855569,341.446667906,2.57238829982,True,True,False,True,
Barker_MC_00111,70,1993,398.5,-301.641102369,-297.82932625,7.62355223916,0.0221088760563,0.0785604357814,-3.601376891,-0.161505396879,0.463627987683,340.794153307,2.66953984273,True,True,False,True,
Barker_MC_00112,70,1993,398.5,-298.249022252,-294.182410491,8.13322352142,0.0171353489226,0.0838125802914,-4.11104817326,-0.232539872138,0.457513616421,333.057192341,2.79110487829,True,True,False,True,
Barker_MC_00113,70,1993,398.5,-297.358558137,-292.858963116,8.99919004298,0.0111134963542,0.0927363346216,-4.97701469482,-0.197552977413,0.501501755403,338.499388548,2.93885163408,True,True,False,True,
Barker_MC_00114,70,1993,398.5,-300.940554765,-297.217886091,7.44533734639,0.0241693815235,0.0767239376242,-3.42316199823,-0.160761026262,0.457841375725,340.652386422,2.63923803714,True,True,False,True,
Barker_MC_00115,70,1993,398.5,-299.87450179,-297.304803306,5.13939696816,0.0765586255885,0.0529613037081,-1.11722162,-0.0616689377022,0.392964711752,351.081171965,2.21565577594,True,True,False,True,
Barker_MC_00116,70,1993,398.5,-298.092043708,-292.77302263,10.6380421549,0.00489754569736,0.109624647583,-6.61586680671,-0.19408232801,0.555313857449,340.735466867,3.24302236968,True,True,False,True,
Barker_MC_00117,70,1993,398.5,-300.454421125,-297.188048591,6.53274506814,0.0381445444511,0.0673197065228,-2.51056971998,-0.210883260422,0.40328112254,332.394088369,2.48477251018,True,True,False,True,
Barker_MC_00118,70,1993,398.5,-301.231822633,-297.577339367,7.30896653201,0.0258748644513,0.0753186412126,-3.28679118385,-0.212939262059,0.432465109504,333.785064355,2.62241007768,True,True,False,True,
Barker_MC_00119,70,1993,398.5,-300.789035618,-297.104243372,7.36958449198,0.0251023893037,0.0759433071428,-3.34740914382,-0.186015369631,0.447184643344,337.41415767,2.63441347188,True,True,False,True,
Barker_MC_00120,70,1993,398.5,-300.038971205,-295.713110076,8.65172225862,0.0132221592039,0.0891556914119,-4.62954691046,-0.156345595144,0.500755463861,342.660620802,2.85533771536,True,True,False,True,
Barker_MC_00121,70,1993,398.5,-298.915112866,-296.135453004,5.55931972397,0.0620596126213,0.057288592832,-1.53714437581,-0.110865806658,0.398923962563,344.468743053,2.28893324504,True,True,False,True,
Barker_MC_00122,70,1993,398.5,-298.903669896,-294.939738059,7.92786367469,0.0189883083856,0.0816963543451,-3.90568832653,-0.131823600495,0.485901682241,344.821191672,2.73718983944,True,True,False,True,
Barker_MC_00123,70,1993,398.5,-302.497100044,-298.224381484,8.54543711914,0.0139438244628,0.0880604268143,-4.52326177097,-0.176446673578,0.487548136803,340.104497881,2.82071142285,True,True,False,True,
Barker_MC_00124,70,1993,398.5,-300.374547287,-296.659778421,7.42953773169,0.0243610711399,0.0765611231543,-3.40736238353,-0.185753612238,0.44718285641,337.442673223,2.63387546188,True,True,False,True,
Barker_MC_00125,70,1993,398.5,-302.280828374,-297.874627193,8.81240236084,0.0122014414764,0.0908114941736,-4.79022701268,-0.217907281793,0.485491540371,335.827622246,2.89881998421,True,True,False,True,
Barker_MC_00126,70,1993,398.5,-301.08465068,-297.886754898,6.39579156385,0.0408480668502,0.0659084055123,-2.37361621569,-0.101012816197,0.432298101372,346.847972148,2.42998640492,True,True,False,True,
Barker_MC_00127,70,1993,398.5,-300.299408985,-294.407380131,11.7840577082,0.00276136859582,0.121434297266,-7.76188236005,-0.187872308852,0.585292431469,342.203952131,3.41921715602,True,True,False,True,
Barker_MC_00128,70,1993,398.5,-302.809357447,-298.087618084,9.44347872519,0.00889968529843,0.0973147137541,-5.42130337703,-0.170189968482,0.519725201046,341.868373335,2.98548481159,True,True,False,True,
Barker_MC_00129,70,1993,398.5,-302.103074907,-298.161491531,7.88316675271,0.0194174452682,0.0812357541474,-3.86099140455,-0.166215196257,0.467058725484,340.410553937,2.69529219676,True,True,False,True,
Barker_MC_00130,70,1993,398.5,-301.127251081,-297.415967544,7.42256707349,0.0244461256254,0.0764892907685,-3.40039172533,-0.173607517626,0.451599206646,338.971827126,2.63172419044,True,True,False,True,
Barker_MC_00131,70,1993,398.5,-301.016205558,-297.401306387,7.22979834195,0.0269196393614,0.0745028158183,-3.20762299379,-0.163458335391,0.449291717178,340.007936518,2.60180209447,True,True,False,True,
Barker_MC_00132,70,1993,398.5,-301.188396432,-296.796262311,8.78426824186,0.012374292784,0.0905215730741,-4.7620928937,-0.182749847522,0.498501078629,339.867129328,2.89182179823,True,True,False,True,
Barker_MC_00133,70,1993,398.5,-300.029005467,-296.323525773,7.4109593881,0.0245884196197,0.0763696739817,-3.38878403993,-0.262577643806,0.41370334121,327.596690639,2.66444250396,True,True,False,True,
Barker_MC_00134,70,1993,398.5,-301.464665353,-297.495306287,7.93871813137,0.0188855336435,0.0818082091367,-3.91654278321,-0.193575530753,0.463958951555,337.35285553,2.73312043042,True,True,False,True,
Barker_MC_00135,70,1993,398.5,-299.648624563,-294.860303933,9.57664125983,0.00832642880248,0.0986869489567,-5.55446591167,-0.203840620112,0.520893126731,338.628149616,3.06091749245,True,True,False,True,
Barker_MC_00136,70,1993,398.5,-301.081372737,-296.216838433,9.72906860745,0.0077154203975,0.100257707375,-5.70689325929,-0.230006306942,0.51288382383,335.845819941,3.07773344536,True,True,False,True,
