phase_deg,mc_q025,mc_median,mc_q975
28.0,1.3124079291878266,1.4231651862916088,1.5413969920003872
28.5,1.307439606752301,1.4178582057339268,1.5352274888375534
29.0,1.30228923901163,1.412497636519158,1.529588513697018
29.5,1.2971422147683964,1.4070780231809372,1.5241491900082373
30.0,1.2920301238384098,1.4016161263152715,1.5183420619432426
30.5,1.2868338596520468,1.3962149240075674,1.512523656763449
31.0,1.2815670473551397,1.3906289495839486,1.5063834310910904
31.5,1.2763165101653933,1.385020721322721,1.5007315377425123
32.0,1.2712328612635138,1.379432032998472,1.494756476360765
32.5,1.26614690260836,1.3739437959249452,1.4888864461073277
33.0,1.2610516361742163,1.3683695740549886,1.4830773915829858
33.5,1.255991775242946,1.3628061827851117,1.4772730526277424
34.0,1.2510126493046596,1.3572738511150346,1.4711952727300668
34.5,1.246118359291648,1.3517200673905312,1.4652305420342255
35.0,1.241075227590419,1.3460879698023689,1.4592048414707643
35.5,1.2360978482724214,1.3405404171939084,1.452997476454234
36.0,1.2312721639323188,1.3350209496546523,1.4469559257360909
36.5,1.2258894430185396,1.3293883098322665,1.4415610988650784
37.0,1.2211196275188279,1.323913548532018,1.4357557383017925
37.5,1.2159471027834978,1.3182566022414854,1.429713449568089
38.0,1.210591498347007,1.3126585317043389,1.4237407835476028
38.5,1.205079224075868,1.3071047811129284,1.4175889512354738
39.0,1.1998814257588746,1.3014842290412494,1.411314655750273
39.5,1.19510932087419,1.2957373291013128,1.4052307166875282
40.0,1.189448683900596,1.2899040574746516,1.3993779554801271
40.5,1.1839924827248296,1.2843415338514261,1.393600393004533
41.0,1.1788685910725456,1.2787049380207218,1.3881457303412723
41.5,1.1735327713607109,1.273061967479017,1.3822411107440709
42.0,1.1684846776554334,1.2674140400531342,1.376335561401891
42.5,1.1632263600164958,1.2617833977742974,1.3707106578570438
43.0,1.1578467702028454,1.2561635867760736,1.3649692403448908
43.5,1.1523816614716829,1.25039521584605,1.359169713569334
44.0,1.1470203963502106,1.244785663653738,1.3530242125036154
44.5,1.1417089234642204,1.2390882174909368,1.3473574373348578
45.0,1.1364620229434514,1.2335546939765871,1.341848460188321
45.5,1.1312960138708652,1.2278978974057733,1.3359917936974888
46.0,1.1260318368871582,1.2223376825151293,1.3302761866699777
46.5,1.1208362014545123,1.2166502859690698,1.3246531789645724
47.0,1.1154686908081883,1.21104227380301,1.319152270138374
47.5,1.1102923106644356,1.2055186554198658,1.313449979844792
48.0,1.1050969175885967,1.1998757793029124,1.3077739362607654
48.5,1.1000312628963338,1.194287582623745,1.3018017553794479
49.0,1.0947302426547687,1.1886186532217824,1.2960581982534838
49.5,1.0894229556433985,1.1829729404973266,1.2905656898266629
50.0,1.0843348602786886,1.1774473628061017,1.285077871351411
50.5,1.079208245730423,1.1718759391863491,1.279596764776701
51.0,1.073750803044999,1.1663772626183997,1.2741949971256203
51.5,1.0682945862056072,1.1607899566359106,1.2687959795494526
52.0,1.0628885344657288,1.1553727608484283,1.262994075798219
52.5,1.0576060696309373,1.1498933097304151,1.257434973346104
53.0,1.052340348301789,1.1444678826439656,1.2517055954025749
53.5,1.0471169412336976,1.1389978426642342,1.2463305742225936
54.0,1.0420369388179875,1.1335628501942923,1.2403735206554651
54.5,1.0370000715382823,1.1280853881907804,1.2350222305701348
55.0,1.0319725355300413,1.1227207982398941,1.2299342942654607
55.5,1.0269663618126725,1.1173338523759921,1.2244033190928716
56.0,1.021977727369295,1.1119794646445835,1.218501603677051
56.5,1.0170813315140046,1.1066035765796545,1.21271799325289
57.0,1.012094644870295,1.1012738082262428,1.20730539368626
57.5,1.0072472692518997,1.0959751275107892,1.201773718827649
58.0,1.0020622805685553,1.0907154619178312,1.1964226821249393
58.5,0.9969557770686539,1.085478409479917,1.1907777921863114
59.0,0.9920583428886047,1.0801509931645612,1.1852626124547394
59.5,0.9870017504626563,1.074944355221981,1.1796423413772135
60.0,0.9821432550503226,1.0697070116709844,1.1740286808837357
60.5,0.9773084303005328,1.0645572275450368,1.168661924696881
61.0,0.9724165403637856,1.0593088332173775,1.1632212108203634
61.5,0.9675474051918291,1.0542274740931645,1.1577164059277714
62.0,0.9627203045212764,1.0490665028980255,1.1524113044368298
62.5,0.9580850204174093,1.04389610541539,1.1467285950244108
63.0,0.9533001917483935,1.0387899641325193,1.1414816441744502
63.5,0.9483885641763029,1.0338309173305962,1.1361323610543492
64.0,0.9438732904478094,1.0288745601912195,1.1308711383232044
64.5,0.9390364488332181,1.02391533794858,1.1255660754207162
65.0,0.9341504944539744,1.018880131445149,1.1202971306465876
65.5,0.9292296583699783,1.0138206813128736,1.114869881452166
66.0,0.9246256019733945,1.0088530160139149,1.1095504347688907
66.5,0.9200095851403881,1.0040314658925733,1.104121986938192
67.0,0.9154855002589123,0.9991223642174297,1.0991492296833587
67.5,0.911114689141688,0.994249088835996,1.093980062155017
68.0,0.9066162679206661,0.9894397352460933,1.0891802957365275
68.5,0.9020385466151387,0.9846540330005591,1.08400642566999
69.0,0.8975992771471132,0.9799346459963185,1.0788968245970232
69.5,0.8930671684458426,0.9751554634624353,1.0738468761713242
70.0,0.8883912934396985,0.9703946061158462,1.0687139915666188
70.5,0.8837774334620303,0.965708910906945,1.0638153560529855
71.0,0.8794752364651429,0.961018389358234,1.0589872902625785
71.5,0.8750170232897689,0.9563288125296382,1.0539442251460835
72.0,0.8707571643333741,0.9516582559487388,1.0491101083400234
72.5,0.8664845274318642,0.9470519544086735,1.0440922341095338
73.0,0.8619839532817668,0.9423991432611505,1.0391016652222962
73.5,0.8578737404696803,0.9378861254552248,1.0342914983553528
74.0,0.8536001147752336,0.9333700451156848,1.029625742834879
74.5,0.8494351811860276,0.9288817175380899,1.0246754454312925
75.0,0.8452210894660745,0.9243314909087385,1.0200341652710345
75.5,0.840898376814227,0.9199279586992961,1.0152229458013047
76.0,0.8367938068351007,0.9155081991597578,1.010428608641658
76.5,0.8326701827085481,0.9111568259374183,1.0056568980435145
77.0,0.8285021028039964,0.9067318958717865,1.000905734651428
77.5,0.8244332635582133,0.9023012468903845,0.9961603011631521
78.0,0.8205282932369495,0.8981218829435582,0.9915033402049331
78.5,0.816530409212667,0.8938918654858407,0.9872506950435981
79.0,0.8125282125392683,0.889513657544304,0.9825917816796684
79.5,0.8085988229457738,0.8853015294318733,0.9780660789269235
80.0,0.804675436729665,0.881035313179169,0.9737143002973212
80.5,0.800736750528839,0.8768550395090167,0.9693958111497264
81.0,0.7965543191526141,0.8726373034545994,0.9650326581444463
81.5,0.7928825318017884,0.8685249387518978,0.9605539483152572
82.0,0.7890970707785796,0.8644941004749427,0.9563680461388281
