n_realizations,n_valid,n_invalid,n_events,catalogue_id,n_nominal_p_below_0p05,fraction_nominal_p_below_0p05,n_delta_AIC_below_zero,fraction_delta_AIC_below_zero,model_version,gain_bits_per_event_q025,gain_bits_per_event_median,gain_bits_per_event_q975,point_gain_bits_per_event,LR_statistic_q025,LR_statistic_median,LR_statistic_q975,point_LR_statistic,nominal_LR_p_q025,nominal_LR_p_median,nominal_LR_p_q975,point_nominal_LR_p,delta_AIC_full_minus_reduced_q025,delta_AIC_full_minus_reduced_median,delta_AIC_full_minus_reduced_q975,point_delta_AIC_full_minus_reduced,pre_phase_rate_ratio_max_vs_min_q025,pre_phase_rate_ratio_max_vs_min_median,pre_phase_rate_ratio_max_vs_min_q975,point_pre_phase_rate_ratio_max_vs_min,pre_phase_preferred_deg_q025,pre_phase_preferred_deg_median,pre_phase_preferred_deg_q975,point_pre_phase_preferred_deg,response_exposure_kyr_min,response_exposure_kyr_max,n_response_events_min,n_response_events_max,phase_quantiles_unwrapped_about_point
10000,10000,0,69,barker_variable_threshold_speleo_0_400,9948,0.9948,10000,1.0,continuous_exponential_inhibition_2026-09-12,0.07080479374489106,0.0986119758280661,0.1308390940724827,0.11063255270469788,6.772783755307165,9.432660596024391,12.515323384543521,10.582480593986702,0.0019157201223099374,0.008947955203676899,0.03383052172931317,0.005035510855959159,-8.515323384543523,-5.432660596024391,-2.7727837553071657,-6.582480593986702,2.5542075371023465,3.074830753996604,3.7218424781318573,3.323414255510251,328.20582388130475,336.91209835398496,347.09475236317974,334.2340115565407,395.2134479195628,397.71553082147994,69.0,69.0,True
