dataset_id,event_definition,n_events_observation_support,n_events_response,loglik_reduced,loglik_full,ll_gain_nats,LR_statistic,info_bits_per_event,reduced_converged,full_converged,likelihood_nesting_ok,eta_clipping_used,nominal_LR_p,n_bootstrap,n_bootstrap_exceeding_or_equal_observed,empirical_p_plus_one,empirical_p_mc_se,empirical_p_ci95_low,empirical_p_ci95_high,empirical_p_ci_method,bootstrap_LR_mean,bootstrap_LR_q95,bootstrap_LR_q99,bootstrap_response_event_count_mean,bootstrap_response_event_count_q025,bootstrap_response_event_count_q975,n_rejected_attempts,seed,n_response_bins,response_exposure_kyr,age_uncertainty_propagated
barker_variable_threshold_speleo_0_400,variable_threshold,70,70,-298.2019648631069,-293.8661684477963,4.335796415310597,8.671592830621194,0.08936045695246775,True,True,True,False,0.013091443693890512,9999,137,0.0138,0.0011666001885821894,0.011515322657893054,0.016176995968614386,Clopper-Pearson interval for null exceedance probability,2.050299418557611,6.125223429175871,9.319412455851015,69.56745674567456,55.0,84.0,0,20260909,1993,398.5,False
