bootstrap_id,attempt_count,n_events_observation_support,n_events_response,loglik_reduced,loglik_full,ll_gain_nats,LR_statistic,info_bits_per_event,reduced_converged,full_converged,likelihood_nesting_ok,eta_clipping_used
61,1,64,64,-280.8908553675128,-279.90862400677565,0.9822313607371598,1.9644627214743196,0.022141567392829985,True,True,True,False
62,1,83,82,-337.3430373377829,-337.1110281793649,0.23200915841800906,0.46401831683601813,0.004081932466957117,True,True,True,False
63,1,64,64,-277.8274680609483,-276.7072905748453,1.1201774861030458,2.2403549722060916,0.025251164126817657,True,True,True,False
64,1,65,63,-271.19983792166545,-270.5658893108176,0.6339486108478241,1.2678972216956481,0.014517373286485762,True,True,True,False
65,1,65,65,-280.0276277147369,-279.3197151145022,0.7079126002347493,1.4158252004694987,0.015712338426792063,True,True,True,False
66,1,59,59,-262.28606545173693,-261.25882088184653,1.0272445698903994,2.0544891397807987,0.025118655029847378,True,True,True,False
67,1,69,69,-298.22017936647615,-295.01528766290386,3.2048917035722866,6.409783407144573,0.06700987488883942,True,True,True,False
68,1,66,65,-281.8938652982974,-281.61327787153874,0.28058742675864323,0.5611748535172865,0.006227724448007536,True,True,True,False
69,1,70,70,-297.8814331428725,-297.67567501466795,0.2057581282045362,0.4115162564090724,0.004240660445475428,True,True,True,False
70,1,80,79,-318.9414117202075,-318.61933617556747,0.32207554464002897,0.6441510892800579,0.005881731532199769,True,True,True,False
71,1,66,66,-284.85981771374395,-283.80926871721954,1.0505489965244124,2.1010979930488247,0.022963967083282525,True,True,True,False
72,1,72,72,-302.18220165877585,-301.10252999168176,1.0796716670940896,2.159343334188179,0.021633846665346707,True,True,True,False
73,1,61,61,-261.74326397085645,-261.730327330163,0.012936640693453683,0.025873281386907365,0.00030596110449521293,True,True,True,False
74,1,61,61,-264.7837555864519,-264.6524039629825,0.13135162346941343,0.26270324693882685,0.003106562881836674,True,True,True,False
75,1,68,68,-296.2837934775036,-296.2528784861113,0.03091499139230791,0.06182998278461582,0.0006558956583942296,True,True,True,False
76,1,78,78,-327.80761727335044,-327.6700803647509,0.13753690859954304,0.2750738171990861,0.0025438950766122994,True,True,True,False
77,1,65,65,-285.752889767648,-284.1062620065318,1.6466277611162354,3.293255522232471,0.03654741084849984,True,True,True,False
78,1,67,66,-282.94243950489613,-282.3845082769254,0.5579312279707551,1.1158624559415102,0.012195827511371184,True,True,True,False
79,1,66,66,-282.7469305761279,-282.37992982021194,0.36700075591596715,0.7340015118319343,0.008022275311552526,True,True,True,False
80,1,57,57,-254.82134059880022,-252.07447900027836,2.7468615985218605,5.493723197043721,0.06952427379290911,True,True,True,False
81,1,64,64,-280.1678587392412,-279.21246547002016,0.9553932692210196,1.9107865384420393,0.021536580181310303,True,True,True,False
82,1,73,73,-311.7289024794948,-311.1898277245224,0.5390747549724324,1.0781495099448648,0.010653705146125497,True,True,True,False
83,1,80,80,-335.7744476155675,-335.52712343344456,0.24732418212295215,0.4946483642459043,0.004460167138008774,True,True,True,False
84,1,79,78,-324.6776482154756,-324.6173898570038,0.060258358471799056,0.12051671694359811,0.0011145440376842816,True,True,True,False
85,1,75,75,-314.66966616906166,-313.9547925862291,0.7148735828325812,1.4297471656651624,0.013751260970867873,True,True,True,False
86,1,81,80,-325.09398767152936,-324.0312617514142,1.062725920115156,2.125451840230312,0.019164867684678705,True,True,True,False
87,1,81,81,-336.25102995421184,-333.81672677542326,2.434303178788582,4.868606357577164,0.04335749535874725,True,True,True,False
88,1,77,77,-323.9157634599012,-323.6991847038382,0.2165787560629724,0.4331575121259448,0.0040578843809604,True,True,True,False
89,1,71,71,-295.38858022754926,-291.943438953749,3.445141273800232,6.890282547600464,0.07000405958976734,True,True,True,False
90,1,57,57,-254.95520433665166,-251.78850661373406,3.166697722917604,6.333395445835208,0.08015051054118597,True,True,True,False
91,1,62,62,-266.5515138211439,-264.77853852605654,1.772975295087349,3.545950590174698,0.04125584944905105,True,True,True,False
92,1,63,63,-268.3579749677721,-267.6248360227576,0.7331389450145025,1.466277890029005,0.016788824131031575,True,True,True,False
93,1,64,64,-278.62736722618496,-278.2713054859232,0.35606174026173676,0.7121234805234735,0.008026382920717216,True,True,True,False
94,1,70,70,-295.0358262893442,-294.99009054303156,0.04573574631263,0.09147149262526,0.0009426104913798143,True,True,True,False
95,1,78,78,-325.73004996658176,-325.2777107817722,0.4523391848095457,0.9046783696190914,0.008366506393903692,True,True,True,False
96,1,72,72,-309.63286206881895,-304.88928422916194,4.743577839657007,9.487155679314014,0.09504911424088816,True,True,True,False
97,1,60,60,-264.39701716990004,-264.1531958837886,0.24382128611142662,0.48764257222285323,0.0058626626722687375,True,True,True,False
98,1,75,75,-314.89793720579155,-314.1985542463879,0.6993829594036356,1.3987659188072712,0.01345328436285163,True,True,True,False
99,1,68,68,-294.2166071080311,-292.061561364068,2.1550457439631145,4.310091487926229,0.04572167364271253,True,True,True,False
100,1,68,65,-284.27612112326335,-282.96316450581173,1.3129566174516185,2.625913234903237,0.029141476936919968,True,True,True,False
101,1,60,60,-262.7668336070159,-260.38684956708806,2.3799840399278196,4.759968079855639,0.057226519529979106,True,True,True,False
102,1,70,70,-298.2954183709297,-294.37888761914775,3.916530751781977,7.833061503563954,0.08071942132978545,True,True,True,False
103,1,78,77,-322.31379551664355,-321.0615939472026,1.252201569440956,2.504403138881912,0.023461623304231745,True,True,True,False
104,1,59,59,-261.7221521227351,-259.414281418205,2.307870704530103,4.615741409060206,0.05643311221082199,True,True,True,False
105,1,72,71,-306.1837184407433,-304.72994141690896,1.4537770238343342,2.9075540476686683,0.029540238068226903,True,True,True,False
106,1,66,66,-288.53288612737526,-287.0684029195625,1.4644832078127479,2.9289664156254958,0.03201216153600928,True,True,True,False
107,1,71,71,-296.782375530336,-294.9460216506605,1.8363538796755279,3.6727077593510558,0.03731406528908581,True,True,True,False
108,1,56,56,-243.71477443299042,-241.98136224418116,1.7334121888092682,3.4668243776185363,0.0446568780109217,True,True,True,False
109,1,63,62,-273.1796234960358,-271.892746032538,1.286877463497774,2.573754926995548,0.029944705400322687,True,True,True,False
110,1,81,81,-330.3313125010979,-329.33627492480787,0.9950375762900308,1.9900751525800615,0.017722663911256802,True,True,True,False
111,1,64,64,-282.2109385433219,-281.16802176672627,1.0429167765956322,2.0858335531912644,0.023509544713350337,True,True,True,False
112,1,85,84,-348.54694920235374,-348.26952383682163,0.2774253655321104,0.5548507310642208,0.004764764274642662,True,True,True,False
113,1,68,67,-290.19168103077516,-288.75216359229273,1.4395174384824259,2.8790348769648517,0.030996786115996707,True,True,True,False
114,1,70,70,-297.50753169418965,-296.8000054451473,0.7075262490423597,1.4150524980847194,0.014582065868459743,True,True,True,False
115,1,91,90,-365.62487620205604,-362.0718041270371,3.5530720750189175,7.106144150037835,0.05695554958389835,True,True,True,False
116,1,67,67,-293.41499340596124,-293.36532553494567,0.04966787101557202,0.09933574203114404,0.0010694864359056483,True,True,True,False
117,1,78,77,-324.0316598615909,-323.93086471621604,0.10079514537488876,0.20159029074977752,0.0018885280049095346,True,True,True,False
118,1,74,74,-310.373059499026,-309.7128837752048,0.6601757238212258,1.3203514476424516,0.012870705984758979,True,True,True,False
119,1,60,60,-268.8237268092838,-268.28328850374226,0.5404383055415565,1.080876611083113,0.012994794388520633,True,True,True,False
120,1,74,74,-307.61761157085664,-307.383432739942,0.23417883091462954,0.4683576618292591,0.004565522135698799,True,True,True,False
121,1,60,59,-261.99790751306693,-261.2617338423741,0.7361736706928355,1.472347341385671,0.018001255999009806,True,True,True,False
122,1,67,67,-285.6307451099493,-284.4658950747678,1.16485003518153,2.32970007036306,0.025082438345309373,True,True,True,False
123,1,62,62,-273.0257664607342,-273.00427401863607,0.021492442098121955,0.04298488419624391,0.0005001135424444151,True,True,True,False
124,1,69,68,-295.7616651954801,-291.58015672066654,4.1815084748135405,8.363016949627081,0.08871531676542159,True,True,True,False
125,1,81,80,-331.12944068560955,-330.7144096585565,0.41503102705303263,0.8300620541060653,0.007484540056805792,True,True,True,False
126,1,71,71,-303.0963888591131,-301.84814361044846,1.2482452486646594,2.4964904973293187,0.025363904648756548,True,True,True,False
127,1,67,66,-287.9844000351155,-287.7526099038286,0.23179013128691395,0.4635802625738279,0.0050667041353732204,True,True,True,False
128,1,70,70,-298.17936298379,-296.306682476261,1.872680507528969,3.745361015057938,0.03859581259116387,True,True,True,False
129,1,71,71,-305.0982463388203,-304.32340468614103,0.7748416526792425,1.549683305358485,0.015744509997106363,True,True,True,False
130,1,59,59,-262.3431115270737,-262.31913559004454,0.023975937029149463,0.04795187405829893,0.0005862706008918643,True,True,True,False
131,1,65,65,-282.8943869722875,-280.18329916210257,2.7110878101849494,5.422175620369899,0.06017342983335917,True,True,True,False
132,1,59,58,-260.91692480546067,-260.52336577048555,0.39355903497511235,0.7871180699502247,0.00978940806992484,True,True,True,False
133,1,57,57,-253.3028380686462,-253.30141228738344,0.0014257812627533895,0.002851562525506779,3.6087150125731916e-05,True,True,True,False
134,1,64,63,-274.8381182579396,-274.1610344695561,0.6770837883834702,1.3541675767669403,0.015505165456621346,True,True,True,False
135,1,86,86,-347.6805077367356,-347.62698005344043,0.05352768329515811,0.10705536659031623,0.0008979549213976699,True,True,True,False
136,1,80,80,-328.97697736827314,-328.52092147406483,0.45605589420830484,0.9121117884166097,0.008224369711781289,True,True,True,False
137,1,60,60,-260.74885910985813,-260.65146311337065,0.09739599648747799,0.19479199297495597,0.0023418786855820563,True,True,True,False
138,1,74,74,-314.6272746018683,-314.1186728055861,0.5086017962822211,1.0172035925644423,0.009915639044372693,True,True,True,False
139,1,70,70,-286.9195114242671,-286.35529446949147,0.5642169547756453,1.1284339095512905,0.011628471466289942,True,True,True,False
140,1,57,57,-249.82369272970126,-249.3511197825348,0.47257294716646925,0.9451458943329385,0.011961028900620129,True,True,True,False
141,1,73,73,-311.14969284608327,-310.91387662323217,0.23581622285109916,0.4716324457021983,0.004660423222855444,True,True,True,False
142,1,77,77,-317.8385718150746,-317.3221287982274,0.5164430168471768,1.0328860336943535,0.009676230900092953,True,True,True,False
143,1,73,73,-307.0356782948435,-304.6682282477069,2.367450047136572,4.734900094273144,0.04678778688433253,True,True,True,False
144,1,59,59,-259.6247704220306,-258.11186545535145,1.512904966679173,3.025809933358346,0.03699424564007331,True,True,True,False
145,1,73,73,-312.54017548920547,-311.0600312400197,1.4801442491857415,2.960288498371483,0.02925201052192586,True,True,True,False
146,1,67,65,-283.6107662171967,-283.60961546102,0.0011507561767416519,0.0023015123534833037,2.5541388145500382e-05,True,True,True,False
147,1,84,84,-344.02583351832135,-343.613736963547,0.4120965547743367,0.8241931095486734,0.007077733999290032,True,True,True,False
148,1,81,80,-333.2688326536975,-333.18520708417157,0.08362556952590694,0.16725113905181388,0.0015080774305817645,True,True,True,False
149,1,92,92,-365.8124518175122,-362.8710331587196,2.9414186587925997,5.882837317585199,0.046125762089329884,True,True,True,False
150,1,73,73,-308.94132634091324,-308.410458118396,0.5308682225172561,1.0617364450345121,0.010491519890290193,True,True,True,False
151,1,61,61,-269.00105241291214,-268.2270273706539,0.7740250422582449,1.5480500845164897,0.018306263770325248,True,True,True,False
152,1,88,88,-360.0173246588381,-359.9989904477401,0.018334211098022024,0.03666842219604405,0.0003005758571559974,True,True,True,False
153,1,79,79,-332.8613682755528,-332.0019777643189,0.8593905112339257,1.7187810224678515,0.01569415732587615,True,True,True,False
154,1,74,73,-311.09788934650135,-309.8481229015798,1.2497664449215335,2.499532889843067,0.024699066470653785,True,True,True,False
155,1,66,66,-287.3638681816168,-287.35621829646436,0.007649885152432034,0.015299770304864069,0.00016721896019369407,True,True,True,False
156,1,76,76,-318.7363469719988,-318.3467732739131,0.3895736980857123,0.7791473961714246,0.007395211082750413,True,True,True,False
157,1,66,66,-277.9971853544395,-274.82714653624333,3.17003881819619,6.34007763639238,0.06929392852177506,True,True,True,False
158,1,69,69,-297.1123886034104,-291.0760434322891,6.036345171121297,12.072690342242595,0.12621167019522808,True,True,True,False
159,1,72,72,-305.17432042973826,-304.8920080765854,0.28231235315286085,0.5646247063057217,0.005656814331601752,True,True,True,False
160,1,80,80,-333.1113116980454,-332.77068735807643,0.340624339968997,0.681248679937994,0.0061427130759918545,True,True,True,False
161,1,78,77,-325.9643823245555,-325.34379370428525,0.6205886202702686,1.2411772405405372,0.01162753408955897,True,True,True,False
162,1,73,73,-307.1067504770124,-306.7274624684876,0.3792880085247816,0.7585760170495632,0.007495848342018538,True,True,True,False
163,1,71,71,-304.3170660293283,-303.27967799409555,1.037388035232766,2.074776070465532,0.021079360195885306,True,True,True,False
164,1,72,71,-299.2566605558039,-298.797593603251,0.4590669525528597,0.9181339051057194,0.009328079096958024,True,True,True,False
165,1,82,82,-338.87686435013114,-336.53440846334814,2.342455886783,4.684911773566,0.04121279867515846,True,True,True,False
166,1,63,63,-266.4472514626946,-266.2308855159475,0.21636594674714615,0.4327318934942923,0.0049547631490373546,True,True,True,False
167,1,68,68,-295.73775491663946,-293.2074760899528,2.53027882668664,5.06055765337328,0.0536826575783406,True,True,True,False
168,1,74,74,-314.45199601186573,-314.40458856578346,0.04740744608227487,0.09481489216454975,0.0009242498292447145,True,True,True,False
169,1,71,71,-305.7984137318691,-305.79148775235683,0.0069259795122889045,0.013851959024577809,0.00014073346895320795,True,True,True,False
170,1,78,78,-321.37014689927855,-319.32356435778104,2.0465825414975143,4.093165082995029,0.03785377542805635,True,True,True,False
171,1,57,56,-253.0697856475844,-253.02887432107394,0.040911326510467916,0.08182265302093583,0.0010539744263007365,True,True,True,False
172,1,74,74,-311.5918637763168,-310.3874220494809,1.2044417268359098,2.4088834536718196,0.023481650085755496,True,True,True,False
173,1,75,75,-313.77743230931867,-310.7756790622223,3.00175324709636,6.00350649419272,0.05774152698077683,True,True,True,False
174,1,64,63,-275.3252043898849,-274.9798279451069,0.34537644477802587,0.6907528895560517,0.007909093398747919,True,True,True,False
175,1,76,76,-317.0918522532759,-316.86194883621624,0.22990341705963147,0.45980683411926293,0.00436421736414944,True,True,True,False
176,1,80,80,-329.8240902039163,-327.5885649406479,2.2355252632683573,4.471050526536715,0.040314765138740674,True,True,True,False
177,1,59,59,-260.7877106560872,-259.75385195037904,1.0338587057081554,2.067717411416311,0.025280386910254884,True,True,True,False
178,1,80,80,-326.2268921096663,-323.3811099048778,2.84578220478852,5.69156440957704,0.051319948428730736,True,True,True,False
179,1,62,61,-269.92026793531653,-269.301984030188,0.6182839051285214,1.2365678102570428,0.01462287088180951,True,True,True,False
180,1,80,80,-326.9971211025219,-326.6050711101633,0.3920499923585794,0.7840999847171588,0.007070107246953482,True,True,True,False
181,1,63,63,-271.86933444117096,-270.8088197400317,1.0605147011392546,2.1210294022785092,0.0242857031765626,True,True,True,False
182,1,65,64,-278.8282226349749,-277.94735774558524,0.8808648893896702,1.7617297787793404,0.01985655324399504,True,True,True,False
183,1,84,83,-340.2444933952132,-340.140046003645,0.1044473915682147,0.2088947831364294,0.0018154907692680853,True,True,True,False
184,1,76,76,-320.3756183369499,-320.1780672230536,0.1975511138963384,0.3951022277926768,0.003750079109741292,True,True,True,False
185,1,60,59,-256.72927733984045,-256.0743042618494,0.6549730779910306,1.309946155982061,0.016015701890397287,True,True,True,False
186,1,62,61,-268.08418452038165,-267.5239430024052,0.5602415179764648,1.1204830359529296,0.013250125568602472,True,True,True,False
187,1,76,76,-318.8366033200193,-318.06308722780375,0.7735160922155728,1.5470321844311457,0.014683524082726539,True,True,True,False
188,1,58,58,-259.0950372247828,-256.4918289421632,2.603208282619619,5.206416565239238,0.06475233930579999,True,True,True,False
189,1,66,66,-289.4092957481413,-289.3130183715316,0.0962773766096916,0.1925547532193832,0.0021045286937060783,True,True,True,False
190,1,60,60,-259.1747720371529,-258.5165832904646,0.6581887466882677,1.3163774933765353,0.01582609401360143,True,True,True,False
191,1,66,66,-288.51799286061305,-287.3426658362521,1.1753270243609677,2.3506540487219354,0.025691491961641666,True,True,True,False
192,1,70,70,-301.54969576247163,-300.08723718874865,1.4624585737229836,2.924917147445967,0.03014116759736707,True,True,True,False
193,1,70,70,-298.68375485700824,-296.24924324939747,2.434511607610773,4.869023215221546,0.05017511176123829,True,True,True,False
194,1,69,69,-294.80053519528786,-294.51177506164447,0.28876013364339315,0.5775202672867863,0.006037576997300836,True,True,True,False
195,1,59,59,-262.83778145859753,-260.8097607731753,2.0280206854222342,4.0560413708444685,0.049590091282693115,True,True,True,False
196,1,72,72,-299.2320804645781,-298.56679187440454,0.6652885901735317,1.3305771803470634,0.013330674302824502,True,True,True,False
197,1,76,75,-312.65142681262944,-310.7940020239977,1.8574247886317607,3.7148495772635215,0.03572930041844363,True,True,True,False
198,1,87,86,-348.6854925118904,-348.33118407361326,0.354308438277144,0.708616876554288,0.005943709614506383,True,True,True,False
199,1,74,73,-309.60821961133996,-307.72706490090445,1.88115471043551,3.76230942087102,0.03717715851904417,True,True,True,False
200,1,66,66,-288.63876739737145,-288.1115893832318,0.5271780141396789,1.0543560282793578,0.011523592525227373,True,True,True,False
201,1,59,59,-263.0900418966112,-262.6572196327296,0.43282226388157596,0.8656445277631519,0.010583568367598033,True,True,True,False
202,1,66,66,-287.8993631085243,-287.27016263548427,0.6292004730400436,1.2584009460800871,0.013753703063331223,True,True,True,False
203,1,79,79,-331.67016996213044,-331.58873882648146,0.08143113564898385,0.1628622712979677,0.0014870923490474112,True,True,True,False
204,1,78,77,-308.7196475911942,-308.468980826077,0.25066676511721653,0.5013335302344331,0.004696567518834895,True,True,True,False
205,1,66,65,-281.1036731275589,-280.5475411611102,0.5561319664487314,1.1122639328974628,0.01234352046269865,True,True,True,False
206,1,75,75,-313.37614886674686,-312.7102840701863,0.6658647965605837,1.3317295931211675,0.012808531198673236,True,True,True,False
207,1,82,82,-339.84814344945687,-338.6977972513248,1.1503461981320697,2.3006923962641395,0.020239009211592805,True,True,True,False
208,1,71,70,-295.2437756124203,-294.9983648536111,0.24541075880915741,0.49082151761831483,0.005057898353068128,True,True,True,False
209,1,66,65,-279.3880398236466,-279.31796286501566,0.07007695863092067,0.14015391726184134,0.0015553797030370814,True,True,True,False
210,1,74,73,-306.67653275521025,-305.9972538652366,0.6792788899736593,1.3585577799473185,0.013424551862267918,True,True,True,False
211,1,63,63,-273.75019393598643,-271.6435375655376,2.1066563704488317,4.213312740897663,0.04824226505561385,True,True,True,False
212,1,72,71,-303.6666639712805,-302.15677152163266,1.5098924496478503,3.0197848992957006,0.030680483794121728,True,True,True,False
213,1,82,81,-337.5142357937458,-336.8680993670261,0.6461364267196927,1.2922728534393855,0.01150836813044711,True,True,True,False
214,1,66,65,-273.51178703678397,-273.3663775598902,0.14540947689374661,0.29081895378749323,0.0032274081725056393,True,True,True,False
215,1,65,65,-281.7488655384677,-281.29682551309065,0.4520400253770731,0.9040800507541462,0.010033167736843455,True,True,True,False
216,1,69,69,-292.53625243142847,-292.2867702694422,0.24948216198629325,0.4989643239725865,0.0052163286650417735,True,True,True,False
217,1,78,78,-324.2429369322018,-323.52947885566726,0.7134580765345504,1.4269161530691008,0.01319618498587916,True,True,True,False
218,1,74,73,-308.95198640311423,-307.0002915723811,1.9516948307331177,3.9033896614662353,0.038571239090784845,True,True,True,False
219,1,62,61,-264.03728924427344,-263.4802441440355,0.5570451002379286,1.1140902004758573,0.013174527928930414,True,True,True,False
220,1,73,73,-310.2542618984293,-310.15794180541866,0.09632009301066091,0.19264018602132182,0.001903568774307455,True,True,True,False
221,1,60,60,-262.88882241205795,-259.9217066253293,2.967115786728641,5.934231573457282,0.07134405385427943,True,True,True,False
222,1,67,67,-292.1151168641496,-292.0527825188824,0.06233434526723158,0.12466869053446317,0.001342230608867096,True,True,True,False
223,1,79,78,-320.7726263560312,-320.6153516999251,0.1572746561060967,0.3145493122121934,0.002908966236176703,True,True,True,False
224,1,68,68,-295.92729409408594,-294.21894360731034,1.7083504867756005,3.416700973551201,0.036244540814285374,True,True,True,False
225,1,70,70,-298.1334311056989,-297.85402429535367,0.27940681034522186,0.5588136206904437,0.005758554566795067,True,True,True,False
226,1,54,54,-244.54225251314074,-243.87178707899113,0.6704654341496052,1.3409308682992105,0.017912539943242618,True,True,True,False
227,1,73,73,-306.81702917376964,-306.247933629313,0.5690955444566157,1.1381910889132314,0.011247004380541974,True,True,True,False
