bootstrap_id,n_events_observation_support,n_events_response,fit_valid,status,solver_attempts,failure_reason,n_events_response_Barker2011,loglik_reduced,loglik_full,ll_gain_nats,LR_statistic,gain_bits_per_event,reduced_converged,full_converged,likelihood_nesting_ok,quadrature_order
195,70,69,True,finite_mle,1,,69,-185.858625298,-185.320167595,0.538457702863,1.07691540573,0.0112584095311,True,True,True,4
196,75,74,True,finite_mle,1,,74,-193.427975083,-192.443593046,0.98438203706,1.96876407412,0.0191913930163,True,True,True,4
197,63,62,True,finite_mle,1,,62,-173.67120405,-173.112865342,0.558338707917,1.11667741583,0.0129921368556,True,True,True,4
198,74,73,True,finite_mle,1,,73,-191.036097503,-189.023810771,2.01228673207,4.02457346414,0.0397687135507,True,True,True,4
199,64,63,True,finite_mle,1,,63,-171.289586745,-170.670753325,0.618833419956,1.23766683991,0.0141712366049,True,True,True,4
200,68,67,True,finite_mle,1,,67,-180.189592027,-179.45059629,0.738995736797,1.47799147359,0.0159126191748,True,True,True,4
201,80,79,True,finite_mle,1,,79,-195.055863583,-193.733389872,1.32247371103,2.64494742205,0.0241509653747,True,True,True,4
202,66,65,True,finite_mle,1,,65,-171.741602063,-169.862419848,1.87918221455,3.7583644291,0.041709028644,True,True,True,4
203,64,63,True,finite_mle,1,,63,-173.536515899,-171.791689967,1.74482593247,3.48965186495,0.0399563765079,True,True,True,4
204,64,63,True,finite_mle,1,,63,-174.235750034,-173.225682388,1.01006764673,2.02013529346,0.0231304696016,True,True,True,4
205,62,61,True,finite_mle,1,,61,-171.063664985,-170.292981096,0.770683889179,1.54136777836,0.018227243033,True,True,True,4
206,73,72,True,finite_mle,1,,72,-187.751088255,-185.492178794,2.25890946061,4.51781892122,0.0452627427311,True,True,True,4
207,65,64,True,finite_mle,1,,64,-172.902358551,-172.559576981,0.342781569601,0.685563139202,0.00772701985268,True,True,True,4
208,72,71,True,finite_mle,1,,71,-190.669634758,-190.21158832,0.458046438267,0.916092876534,0.00930734260542,True,True,True,4
209,77,76,True,finite_mle,1,,76,-192.829893686,-191.259582729,1.57031095658,3.14062191317,0.0298089451278,True,True,True,4
210,65,64,True,finite_mle,1,,64,-174.88277858,-173.905390551,0.977388029055,1.95477605811,0.0220323884772,True,True,True,4
211,82,81,True,finite_mle,1,,81,-205.686737794,-202.119374679,3.5673631153,7.1347262306,0.0635384824135,True,True,True,4
212,74,73,True,finite_mle,1,,73,-189.738565238,-188.912510807,0.826054430216,1.65210886043,0.0163252689038,True,True,True,4
