realization_id,MIS6_DO_01_age_ka_bp,MIS6_DO_02_age_ka_bp,MIS6_DO_03_age_ka_bp,MIS6_DO_04_age_ka_bp,MIS6_DO_05_age_ka_bp,MIS6_DO_06_age_ka_bp,MIS6_DO_07_age_ka_bp,MIS6_DO_08_age_ka_bp,MIS6_DO_09_age_ka_bp,MIS6_DO_10_age_ka_bp,MIS6_DO_11_age_ka_bp,MIS6_DO_12_age_ka_bp,MIS6_DO_13_age_ka_bp,MIS6_DO_14_age_ka_bp,MIS6_DO_15_age_ka_bp,MIS6_DO_16_age_ka_bp,MIS6_DO_17_age_ka_bp,MIS6_DO_18_age_ka_bp,MIS6_DO_19_age_ka_bp,MIS6_DO_20_age_ka_bp,MIS6_DO_21_age_ka_bp
11,134.563622,138.143201,146.047465,146.598262,148.120857,149.048111,150.147831,150.858250,159.162070,160.439159,164.755653,167.459487,168.852931,170.897067,171.912595,173.832734,176.869158,179.703210,180.130662,190.644998,193.649729
12,134.477096,138.095105,145.984356,146.541426,148.054983,148.987900,150.107275,150.799468,159.103652,160.691416,164.706030,167.271994,168.696096,170.806161,171.823469,173.656506,177.374946,179.517723,180.294045,190.711446,194.249289
13,134.718817,138.239436,146.113546,146.689478,148.241041,149.215666,150.279141,150.952345,159.306343,160.782301,164.851367,167.898946,169.170380,171.145236,172.085359,174.187278,176.425341,180.077229,180.434249,191.103828,194.715121
14,135.562427,138.757145,146.553834,147.198773,148.890439,150.026580,150.878241,151.486612,160.023384,161.109790,165.371925,169.955489,170.843343,171.987975,173.001694,176.057089,176.439077,179.816201,180.152056,191.137021,194.266381
15,135.408282,138.651116,146.482037,147.111768,148.771737,149.865324,150.769356,151.388397,159.884483,161.041535,165.265913,169.687209,170.523184,172.112385,172.832350,175.701206,177.037739,179.800969,180.382363,190.815348,194.084976
16,135.596029,138.763219,146.582380,147.226761,148.916249,150.042231,150.902845,151.507137,160.041915,161.112126,165.378797,170.174166,170.891563,172.375746,173.035762,176.113459,176.600881,180.026308,180.739411,189.942375,193.381364
17,134.911975,138.350694,146.233973,146.811519,148.389273,149.377783,150.396333,151.078162,159.455228,160.634227,164.964432,168.381924,169.534944,171.387920,172.289212,174.595483,176.595855,179.386326,180.274713,191.127426,194.723909
18,134.929382,138.376582,146.215277,146.811128,148.403774,149.432908,150.425982,151.085247,159.492967,160.869588,164.950992,168.454705,169.600239,171.082930,172.314936,174.663589,176.451075,180.410437,180.737954,191.268728,194.388284
19,135.234657,138.542898,146.406737,147.009061,148.637909,149.683162,150.626523,151.281869,159.726783,160.814922,165.157826,169.236387,170.166700,171.842602,172.638075,175.302026,176.611651,179.822527,180.431547,190.407387,193.587981
20,134.483727,138.099064,145.987900,146.545488,148.060087,148.994149,150.111990,150.803662,159.109212,160.693909,164.710017,167.289193,168.709107,170.815463,171.830653,173.671066,177.020875,179.584000,180.210496,190.947031,194.078234
21,134.285475,137.977524,145.898545,146.427983,147.906537,148.784880,149.949411,150.682659,158.927994,160.283403,164.588951,166.722955,168.308368,170.505139,171.611881,173.223706,176.255134,179.127823,179.984433,191.116453,194.645645
22,134.956797,138.381534,146.240737,146.835238,148.424219,149.439906,150.448347,151.102855,159.505898,160.871780,164.994454,168.516194,169.637322,171.479063,172.343195,174.709835,176.996498,180.231978,180.386961,191.409281,194.604905
23,134.687584,138.220787,146.096854,146.670348,148.217000,149.186236,150.256934,150.932592,159.280154,160.770558,164.832588,167.817937,169.109098,171.101424,172.051520,174.118697,176.662421,179.485833,180.456987,190.925828,194.381461
24,134.591044,138.173186,146.034332,146.603946,148.143670,149.115613,150.184267,150.870733,159.209479,160.741209,164.726019,167.652594,168.935847,170.599217,171.947889,173.918816,176.701496,179.629264,180.359169,191.407347,194.496274
25,134.943572,138.369515,146.250890,146.830863,148.413620,149.407687,150.418874,151.098110,159.481819,160.651921,164.983370,168.465596,169.596807,171.432444,172.323373,174.664670,176.576647,179.591038,180.288524,190.725705,193.591842
26,134.730509,138.246418,146.119795,146.696639,148.250041,149.226683,150.287454,150.959739,159.316148,160.786697,164.858397,167.929271,169.193321,171.161637,172.098026,174.212951,176.925784,179.867471,180.709048,191.080212,194.632957
27,135.213678,138.530402,146.395505,146.996219,148.621745,149.663308,150.611558,151.268625,159.709129,160.803174,165.145253,169.180837,170.125628,171.813042,172.615395,175.256091,176.862135,179.337585,179.944177,190.949106,193.952297
28,135.332873,138.606089,146.441734,147.065581,148.713693,149.794269,150.715740,151.340704,159.821250,161.013182,165.220573,169.491620,170.375223,172.006605,172.750649,175.535622,176.669627,179.496087,180.071173,190.862498,194.037535
29,135.700572,138.820417,146.656189,147.294290,148.996911,150.124093,150.958891,151.575997,160.118878,161.075823,165.437064,170.470132,171.078882,172.499109,173.141794,176.322190,176.597010,179.595689,180.049474,191.142545,194.440080
30,135.310109,138.587840,146.447134,147.055252,148.696047,149.754568,150.680348,151.329501,159.790280,160.857173,165.203047,169.436184,170.314422,171.948919,172.719649,175.467234,176.672918,179.471632,180.189469,191.134655,194.509327
31,135.127290,138.495557,146.321120,146.932317,148.555920,149.618508,150.567371,151.210726,159.658791,160.944682,165.082588,168.923894,169.988870,171.365874,172.529637,175.099238,176.567668,179.245548,179.898814,191.298018,194.426245
32,135.218811,138.533459,146.398254,146.999361,148.625700,149.668166,150.615220,151.271866,159.713449,160.806049,165.148329,169.194429,170.135678,171.820275,172.620944,175.267331,176.868133,179.725981,180.633145,190.808582,193.890318
33,135.457515,138.675641,146.526055,147.145492,148.809628,149.894069,150.785502,151.422557,159.914331,160.939717,165.291392,169.826515,170.603017,172.156624,172.879015,175.789993,176.676268,179.590456,180.410206,190.737604,194.020739
34,134.820907,138.311371,146.157264,146.744703,148.320382,149.331180,150.348485,151.016472,159.402078,160.828428,164.878863,168.197540,169.387228,170.927846,172.197257,174.424807,176.700027,179.295686,180.191533,190.807920,194.282475
35,135.776419,138.865595,146.696797,147.340722,149.055353,150.195873,151.012997,151.623879,160.182707,161.118295,165.482522,170.670975,171.227377,172.605983,173.223795,176.488264,176.951215,180.117512,180.478831,190.561144,193.870310
36,134.063599,137.856105,145.752250,146.280964,147.738187,148.620973,149.807450,150.536321,158.767542,160.541075,164.375302,166.402159,167.900107,169.845144,171.375690,172.757768,176.189038,179.007998,179.654714,191.409817,194.637541
37,134.917218,138.353817,146.236780,146.814729,148.393313,149.382745,150.400073,151.081472,159.459641,160.637164,164.967575,168.395809,169.545210,171.395308,172.294881,174.606964,176.474039,179.874468,180.526265,191.035661,194.031797
38,136.122971,139.072016,146.882341,147.552878,149.322382,150.523841,151.260215,151.842654,160.474350,161.312356,165.690222,171.588645,171.905865,173.094299,173.598465,177.247072,177.256158,179.495105,180.008075,191.521840,194.930202
39,135.416810,138.656208,146.486595,147.116992,148.778301,149.873360,150.775420,151.393790,159.891634,161.044741,165.271041,169.709328,170.539917,172.124348,172.841590,175.719931,176.633706,179.986020,180.424574,191.068615,194.176342
40,135.174644,138.507152,146.374607,146.972323,148.591668,149.626368,150.583712,151.243983,159.676280,160.781316,165.121859,169.077474,170.049206,171.758040,172.573194,175.170623,176.857639,179.446774,180.064104,190.671341,194.289902
41,135.436730,138.668102,146.497241,147.129192,148.793633,149.892129,150.789583,151.406388,159.908337,161.052231,165.283017,169.760993,170.579001,172.152290,172.863171,175.763671,176.434506,179.783779,180.443361,191.121681,194.494310
42,135.380847,138.647986,146.456724,147.087583,148.750847,149.856294,150.748517,151.371487,159.871242,161.040892,165.251187,169.525012,170.486778,171.728377,172.804708,175.657385,176.815524,179.747120,180.145280,190.987514,194.059817
43,134.820470,138.300133,146.167875,146.751739,148.319285,149.311449,150.351417,151.016635,159.391583,160.820522,164.912486,168.162601,169.369833,171.287829,172.195493,174.410486,176.848488,180.104843,180.676757,191.424511,194.929852
44,135.797032,138.898181,146.679303,147.342434,149.070797,150.246594,151.045848,151.635358,160.219956,161.198809,165.527923,170.511678,171.304037,172.323385,173.256207,176.573520,176.812747,179.701565,180.063837,190.953047,194.541315
45,135.220061,138.534204,146.398922,147.000126,148.626662,149.669349,150.616111,151.272654,159.714500,160.806748,165.149078,169.197737,170.138124,171.822035,172.622295,175.270066,176.705254,179.412169,180.223634,190.211588,192.982410
46,135.514733,138.728473,146.528327,147.169568,148.853774,149.981853,150.844168,151.456374,159.983423,161.091694,165.340212,169.842421,170.749688,171.919790,172.949954,175.952104,176.859342,179.669740,180.056121,190.962697,194.395739
47,134.456487,138.079386,145.990105,146.532675,148.038306,148.946721,150.071404,150.790617,159.071910,160.379166,164.691444,167.175794,168.643180,170.746107,171.796768,173.598152,176.632355,180.007159,180.175363,191.153506,194.328210
48,135.120746,138.491623,146.317620,146.928309,148.550888,149.612370,150.562695,151.206576,159.653307,160.942199,165.078236,168.908378,169.976018,171.356517,172.522536,175.084831,176.451259,180.021255,180.359217,191.485529,194.736339
49,134.676133,138.213949,146.090733,146.663334,148.208186,149.175446,150.248792,150.925349,159.270551,160.766252,164.825702,167.788235,169.086628,171.085361,172.039113,174.093551,177.040048,180.449226,180.911277,190.841286,194.047388
50,135.768132,138.865982,146.674362,147.332173,149.048721,150.204398,151.025212,151.615984,160.186230,161.176836,165.482276,170.620550,171.229249,172.617165,173.222225,176.491364,176.844503,179.706572,180.237991,190.890427,193.997362
51,135.632214,138.799098,146.591156,147.241507,148.944089,150.092027,150.928098,151.530859,160.081858,161.136270,165.418329,170.120936,170.980384,172.087748,173.077403,176.210710,176.727999,179.592846,180.039004,191.052635,194.212799
52,134.783109,138.288648,146.137049,146.721557,148.291324,149.295733,150.321481,150.992507,159.370407,160.814086,164.853730,168.107930,169.313003,170.873807,172.156251,174.341603,176.171596,179.536043,180.225316,191.123023,194.867943
53,134.620426,138.177035,146.077878,146.633036,148.164626,149.101869,150.188353,150.894110,159.209874,160.470968,164.789698,167.609904,168.964144,170.977108,171.974008,173.957111,177.026760,180.325591,180.726441,190.908386,194.136278
54,134.959860,138.383363,146.242374,146.837115,148.426577,149.442792,150.450524,151.104792,159.508466,160.872932,164.996296,168.524138,169.643332,171.483360,172.346514,174.716560,177.190833,179.764992,180.296086,190.703689,193.987061
55,134.518707,138.116447,146.023417,146.570765,148.086248,149.005604,150.115790,150.829896,159.124271,160.414007,164.728734,167.340552,168.764995,170.833779,171.864036,173.734388,177.114085,179.459478,180.211334,191.464730,194.927884
56,135.004691,138.405920,146.283614,146.868279,148.460714,149.465528,150.462474,151.136694,159.533254,160.686147,165.020000,168.627439,169.716468,171.518565,172.389451,174.798495,176.885953,179.624505,180.296327,190.771530,193.934424
57,134.520591,138.117569,146.024426,146.571918,148.087700,149.007387,150.117134,150.831085,159.125857,160.415062,164.729863,167.345540,168.768684,170.836433,171.866073,173.738513,176.709448,180.273383,180.585339,191.054988,194.341831
58,135.170838,138.521736,146.344410,146.958983,148.589398,149.659347,150.598483,151.238336,159.695279,160.961206,165.111544,169.027135,170.074384,171.428133,172.576879,175.195099,176.527812,179.326197,180.025285,191.111810,194.822282
59,134.870156,138.325785,146.211583,146.785918,148.357051,149.338207,150.366501,151.051763,159.420036,160.610810,164.939369,168.271190,169.453072,171.328995,172.244000,174.503918,176.599222,179.632233,180.316052,190.986003,194.241782
60,135.477474,138.706075,146.508401,147.146752,148.825131,149.946912,150.817549,151.432751,159.952204,161.077556,165.315437,169.754090,170.676523,171.866522,172.909534,175.870087,176.665449,179.913005,180.257732,191.217381,194.706582
61,135.820693,138.912405,146.691957,147.356923,149.088987,150.268784,151.062752,151.650359,160.239782,161.207787,165.543656,170.567772,171.350500,172.357212,173.281875,176.625604,176.976433,179.393643,180.262957,190.782474,194.194168
62,134.380630,138.034203,145.949491,146.486236,147.979856,148.874932,150.017291,150.742729,159.008072,160.336688,164.645980,166.974925,168.494665,170.639219,171.714756,173.432056,176.700805,179.817857,180.307674,190.858746,194.343309
63,134.231277,137.945242,145.869527,146.394804,147.864775,148.733588,149.910748,150.648444,158.882383,160.253054,164.556468,166.579438,168.202258,170.428771,171.553285,173.105035,177.668505,180.344049,180.457975,190.759151,193.845206
64,134.833803,138.308094,146.175002,146.759906,148.329548,149.324013,150.360897,151.025068,159.402763,160.825535,164.920503,168.197185,169.395995,171.306533,172.209939,174.439765,177.151099,179.730044,180.191456,190.862372,194.536862
65,135.183764,138.512584,146.379489,146.977906,148.598695,149.634998,150.590218,151.249741,159.683954,160.786423,165.127324,169.101623,170.067061,171.770891,172.583053,175.190591,176.852749,179.705084,180.361437,190.090334,193.344930
66,134.119240,137.878507,145.809542,146.326216,147.778447,148.627559,149.830824,150.577716,158.788097,160.190315,164.489321,166.282763,167.982908,170.270902,171.432157,172.859718,176.754980,179.812978,180.314687,190.759217,194.091233
67,135.676413,138.806027,146.643254,147.279500,148.978296,150.101229,150.941657,151.560746,160.098546,161.062295,165.422585,170.406159,171.031582,172.465068,173.115674,176.269292,176.317181,180.206561,180.638977,191.368278,194.530352
68,134.528871,138.122501,146.028859,146.576987,148.094080,149.015223,150.123040,150.836312,159.132825,160.419699,164.734826,167.367466,168.784894,170.848100,171.875024,173.756643,177.158306,180.068342,180.318058,190.985663,194.297597
69,134.692007,138.223428,146.099218,146.673057,148.220405,149.190404,150.260079,150.935389,159.283863,160.772221,164.835247,167.829409,169.117776,171.107629,172.056312,174.128409,176.703433,179.981343,180.330931,191.071504,194.376399
70,134.203734,137.928836,145.854781,146.377942,147.843553,148.707522,149.891099,150.631056,158.859204,160.237630,164.539961,166.506504,168.148334,170.389960,171.523507,173.044726,176.893767,180.111280,180.848223,191.179627,194.519308
71,135.667843,138.820517,146.610211,147.263325,148.971480,150.125440,150.953552,151.553449,160.111711,161.149789,165.442020,170.205404,171.050349,172.138686,173.116055,176.289139,176.757186,179.750475,180.551009,190.881989,194.196669
72,134.285832,137.977737,145.898736,146.428202,147.906812,148.785218,149.949665,150.682884,158.928294,160.283603,164.589165,166.723899,168.309067,170.505642,171.612267,173.224487,177.069731,180.322923,180.733293,191.251635,194.513597
73,135.034181,138.427740,146.282095,146.882635,148.483783,149.512822,150.503367,151.151797,159.570787,160.900876,165.040982,168.716904,169.789158,171.587614,172.427036,174.879754,176.360498,180.018786,180.753990,191.130638,194.747683
74,134.767886,138.268736,146.139772,146.719533,148.278811,149.261902,150.314030,150.983379,159.347490,160.800751,164.880870,168.026217,169.266659,171.214068,172.138522,174.295024,177.012396,179.709547,179.773708,191.518904,194.774951
75,135.561006,138.737285,146.581465,147.208849,148.889371,149.992011,150.859329,151.487890,160.001425,160.997669,165.353418,170.100561,170.805635,172.302451,172.990904,176.016597,177.004472,180.228837,180.681327,191.487051,194.677896
76,135.415470,138.655407,146.485878,147.116171,148.777269,149.872097,150.774466,151.392942,159.890510,161.044237,165.270235,169.705851,170.537287,172.122467,172.840138,175.716988,177.139419,180.363833,180.968092,191.225068,194.830897
77,134.458760,138.080740,145.991321,146.534066,148.040057,148.948872,150.073025,150.792052,159.073822,160.380438,164.692806,167.181811,168.647629,170.749309,171.799225,173.603128,177.213596,179.972275,180.141758,190.940203,193.856936
78,134.727412,138.240761,146.135158,146.698532,148.247062,149.203117,150.264672,150.961649,159.299908,160.530877,164.853818,167.893202,169.173602,171.127858,172.089674,174.191366,177.232742,180.240033,180.553686,190.951519,194.158453
79,135.282322,138.588756,146.404032,147.027251,148.675104,149.763897,150.678129,151.309020,159.788690,161.003507,165.185674,169.291435,170.293305,171.587518,172.697823,175.440505,176.634419,180.051858,180.283226,191.156992,194.409944
80,134.120971,137.882463,145.794022,146.323303,147.780866,148.652337,149.854068,150.574237,158.805029,160.557515,164.491907,166.348315,167.997341,170.306606,171.437630,172.874527,177.025574,180.194572,180.494148,190.986588,194.368667
81,135.629745,138.797614,146.589836,147.239996,148.942192,150.089712,150.926335,151.529294,160.079789,161.135334,165.416688,170.115084,170.975536,172.084219,173.074725,176.205276,176.848202,180.274648,180.371217,190.874871,193.388137
82,134.901007,138.344161,146.228101,146.804805,148.380822,149.367403,150.388509,151.071238,159.445998,160.628086,164.957859,168.352881,169.513471,171.372466,172.277354,174.571468,176.248498,179.368991,179.809536,191.058114,194.179242
83,134.661847,138.201707,146.100054,146.658393,148.196542,149.141068,150.217900,150.920259,159.244731,160.494162,164.814522,167.719585,169.045237,171.035472,172.018789,174.047805,176.766198,179.908526,180.529783,190.984925,194.391204
84,135.696644,138.818077,146.654085,147.291885,148.993884,150.120375,150.956088,151.573517,160.115571,161.073623,165.434710,170.459729,171.071190,172.493574,173.137546,176.313588,176.727883,179.698924,180.118428,190.197206,193.186426
85,134.524275,138.119764,146.026399,146.574174,148.090539,149.010874,150.119762,150.833411,159.128957,160.417125,164.732071,167.355297,168.775897,170.841625,171.870056,173.746580,176.567250,179.488827,179.980217,190.768842,194.080444
86,135.335696,138.603081,146.460834,147.070916,148.715763,149.778783,150.698601,151.345654,159.811813,160.871501,165.218382,169.503939,170.364517,171.984973,172.747312,175.523260,176.719097,179.970991,180.402302,191.240784,194.624499
87,134.879483,138.346585,146.188591,146.780572,148.365413,149.386113,150.390333,151.053610,159.451157,160.850654,164.917812,168.336408,169.502253,171.011591,172.260803,174.553748,175.948747,179.408025,179.934842,190.816101,193.641806
88,135.039819,138.426844,146.302421,146.889784,148.487781,149.498772,150.487533,151.158869,159.562817,160.705817,165.041054,168.720457,169.785242,171.568062,172.427429,174.875411,176.961972,179.821722,180.446363,191.006879,194.498020
89,135.017511,138.413556,146.290477,146.876127,148.470592,149.477661,150.471619,151.144787,159.544043,160.693325,165.027684,168.661386,169.741567,171.536629,172.403311,174.826565,176.897494,180.139204,180.608476,190.722359,193.678207
90,135.616056,138.775177,146.593083,147.239027,148.931664,150.061102,150.917085,151.519803,160.058708,161.119656,165.390838,170.226110,170.930858,172.403839,173.057460,176.157434,176.984946,179.088069,179.804981,191.569165,194.881613
91,134.693033,138.220283,146.116752,146.677485,148.220572,149.170582,150.240148,150.939946,159.270976,160.511626,164.833213,167.802167,169.106295,171.079416,172.052506,174.116091,176.892562,179.746209,180.235907,191.095005,194.376404
92,134.822490,138.312322,146.158111,146.745672,148.321599,149.332664,150.349616,151.017475,159.403404,160.829029,164.879915,168.201292,169.390335,170.930109,172.198973,174.428290,176.948071,180.249630,180.498848,191.158360,194.735757
93,135.048717,138.436419,146.289864,146.891539,148.494972,149.526519,150.513703,151.160990,159.582976,160.906341,165.049722,168.754607,169.817679,171.608004,172.442785,174.911673,176.578275,179.561526,180.157011,190.809516,193.889238
94,135.247010,138.550256,146.413351,147.016624,148.647428,149.694853,150.635335,151.289667,159.737179,160.821839,165.165230,169.269099,170.190886,171.860009,172.651431,175.329074,176.505646,179.477664,180.029565,191.336378,194.375701
95,134.075391,137.863195,145.758557,146.288186,147.747253,148.632032,149.815874,150.543797,158.777423,160.545550,164.383144,166.430116,167.923264,169.862003,171.388483,172.783727,176.191488,179.206911,179.865179,190.719426,193.871172
96,134.598043,138.177393,146.038075,146.608232,148.149051,149.122177,150.189267,150.875171,159.215343,160.743865,164.730673,167.669187,168.949591,170.609223,171.955482,173.934223,176.837181,179.872114,180.184801,190.545029,193.302763
97,135.397014,138.639605,146.493663,147.108455,148.763010,149.836813,150.742343,151.384364,159.863416,160.905838,165.255132,169.666310,170.484567,172.071375,172.813606,175.657522,176.952215,179.533912,180.435046,190.895860,194.224235
98,134.754821,138.257087,146.149833,146.715311,148.268181,149.229057,150.284225,150.978952,159.322974,160.546225,164.870245,167.965781,169.227264,171.166479,172.119307,174.251380,176.783324,179.519154,180.175233,191.123748,194.729566
99,134.617103,138.188851,146.048268,146.619903,148.163704,149.140051,150.202883,150.887255,159.231313,160.751097,164.743346,167.714372,168.987018,170.636473,171.976159,173.976178,177.210016,180.008662,180.212902,191.246967,194.805723
100,134.585641,138.169938,146.031442,146.600637,148.139517,149.110546,150.180407,150.867307,159.204952,160.739159,164.722426,167.639785,168.925237,170.591493,171.942028,173.906923,176.727209,179.839826,180.376294,191.262308,194.751411
101,135.467710,138.681714,146.531514,147.151734,148.817484,149.903718,150.792775,151.428994,159.922911,160.945426,165.297503,169.853513,170.622978,172.170991,172.890038,175.812318,176.186508,179.649443,180.338409,191.364287,194.568961
102,134.596767,138.176626,146.037392,146.607450,148.148070,149.120981,150.188355,150.874362,159.214274,160.743381,164.729824,167.666162,168.947085,170.607399,171.954098,173.931414,176.984294,180.119479,180.550516,191.044414,194.604467
103,135.534875,138.740582,146.539099,147.181902,148.869259,150.000742,150.858558,151.469144,160.000299,161.099336,165.353605,169.890172,170.789241,171.948586,172.971805,175.996442,176.620126,179.967170,180.132937,191.328332,194.950933
104,134.416720,138.068389,145.941102,146.497198,148.009655,148.952131,150.059726,150.760207,159.063416,160.675063,164.610105,167.239317,168.593528,170.349991,171.758774,173.535082,176.259460,179.338599,180.135347,191.292526,193.894658
105,135.355274,138.619464,146.453706,147.079301,148.730935,149.815376,150.731667,151.354871,159.840034,161.021604,165.234041,169.549720,170.419176,172.038027,172.774919,175.584809,177.207820,179.895890,180.284494,190.467651,193.949562
106,134.994134,138.399632,146.277961,146.861816,148.452579,149.455537,150.454943,151.130029,159.524370,160.680235,165.013673,168.599483,169.695799,171.503689,172.378038,174.775379,176.804922,180.236594,180.454115,190.931625,193.915664
107,134.103439,137.871994,145.784652,146.312565,147.767372,148.635817,149.841602,150.563149,158.790328,160.550924,164.481366,166.302842,167.962942,170.282013,171.418636,172.836031,176.949926,180.318186,180.439205,191.580369,194.751894
108,135.687028,138.812349,146.648937,147.285998,148.986474,150.111275,150.949229,151.567447,160.107479,161.068238,165.428947,170.434266,171.052364,172.480024,173.127150,176.292533,176.649700,180.764340,181.119124,190.361144,193.279589
109,135.772539,138.883457,146.666203,147.327436,149.051967,150.223625,151.028349,151.619828,160.199434,161.189515,165.511636,170.453611,171.255940,172.288367,173.229635,176.519604,176.844901,180.139486,180.711643,191.080655,194.612102
110,135.640669,138.804181,146.595678,147.246685,148.950590,150.099956,150.934139,151.536220,160.088942,161.139479,165.423951,170.140982,170.996988,172.099837,173.086576,176.229323,176.928955,180.220072,180.371875,190.527316,194.024660
111,135.126889,138.478707,146.349038,146.943087,148.554871,149.581173,150.549645,151.213836,159.636091,160.754574,165.093237,168.951019,169.955710,171.690750,172.521564,175.066059,176.479802,180.031157,180.512934,190.715984,194.120247
112,135.338126,138.604528,146.462134,147.072404,148.717635,149.781082,150.700334,151.347188,159.813858,160.872862,165.219838,169.510373,170.369274,171.988397,172.749939,175.528580,176.766019,179.634978,180.139528,190.980532,194.353080
113,134.276153,137.971971,145.893554,146.422276,147.899353,148.776057,149.942760,150.676773,158.920148,160.278183,164.583364,166.698268,168.290116,170.492003,171.601802,173.203293,176.998174,180.242595,180.654214,191.134044,194.764345
114,134.927779,138.375618,146.214420,146.810146,148.402542,149.431405,150.424837,151.084231,159.491624,160.868980,164.949926,168.450906,169.597092,171.080638,172.313197,174.660061,176.483553,179.872191,180.004996,190.858228,194.005435
115,135.631553,138.784430,146.601366,147.248519,148.943593,150.075704,150.928103,151.529604,160.071703,161.125483,165.400156,170.266304,170.961265,172.425578,173.074250,176.191463,176.593940,179.820964,180.333783,191.390969,194.546069
116,134.873454,138.327750,146.213349,146.787937,148.359592,149.341328,150.368854,151.053845,159.422811,160.612657,164.941346,168.279922,169.459528,171.333642,172.247566,174.511139,177.021086,180.484711,180.839321,191.093613,194.402157
117,134.390668,138.043499,145.938164,146.488490,147.988458,148.906463,150.045824,150.744807,159.031180,160.658920,164.654065,167.047827,168.526516,170.684924,171.729830,173.466728,176.742833,179.722176,180.327986,190.813268,194.150727
118,134.759422,138.259827,146.152296,146.718128,148.271726,149.233411,150.287507,150.981857,159.326846,160.548802,164.873002,167.977965,169.236273,171.172963,172.124281,174.261455,177.081246,179.334661,180.087551,190.956317,194.091738
119,135.419526,138.657829,146.488046,147.118655,148.780391,149.875919,150.777350,151.395508,159.893912,161.045762,165.272673,169.716372,170.545246,172.128157,172.844532,175.725895,176.382044,179.599144,180.147994,190.757093,194.202712
120,134.255300,137.971349,145.854773,146.398353,147.885561,148.800751,149.944405,150.657863,158.928165,160.613814,164.502771,166.856632,168.276549,170.119213,171.583657,173.179753,176.121454,179.751857,180.297712,191.246573,194.651049
121,134.367799,138.029844,145.925942,146.474483,147.970855,148.884914,150.029564,150.730344,159.012003,160.650321,164.640315,166.988512,168.481645,170.652845,171.705053,173.416513,176.636998,180.049967,180.644148,190.859461,193.744196
122,134.954794,138.391859,146.228868,146.826689,148.423310,149.456740,150.444137,151.101359,159.514259,160.879230,164.967889,168.514951,169.650141,171.119261,172.342504,174.719528,176.251853,179.813399,180.115320,191.020048,194.381086
123,135.468558,138.700715,146.503632,147.141293,148.818276,149.938550,150.811180,151.427098,159.944734,161.074173,165.309509,169.732952,170.659015,171.853775,172.899861,175.850460,176.742851,180.270966,180.332718,190.868303,194.196520
