event_type,realization_id,fit_valid,invalid_reason,n_response_events,response_exposure_kyr,gain_bits_per_event,LR_statistic,nominal_LR_p,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,beta_history
cooling,NGRIP_00044,True,,34,106.481493,0.0801123612338,3.77601669757,0.151372991013,329.583331967,2.73042279994,-0.816805802248
cooling,NGRIP_00045,True,,34,108.142297,0.106334187238,5.01195646152,0.0815957394694,340.373029442,3.27754071657,-1.20799148665
cooling,NGRIP_00046,True,,34,100.950065,0.149056830054,7.02564586166,0.0298126365268,290.09899355,4.06782872128,-0.907115659263
cooling,NGRIP_00047,True,,34,108.355204,0.141863508973,6.68659580631,0.0353202825643,339.384609123,4.03157380451,-0.972527266618
cooling,NGRIP_00048,True,,34,110.922132,0.154731917384,7.29313547485,0.026080490426,341.114614817,4.46486689411,-1.02691333229
cooling,NGRIP_00049,True,,34,101.648038,0.110552493182,5.21078212878,0.0738742419626,297.57044075,3.26832066217,-1.21188758964
cooling,NGRIP_00050,True,,34,106.975409,0.199697726086,9.41255427444,0.00903836361304,324.082585045,5.47359279364,-1.11618477857
cooling,NGRIP_00051,True,,34,107.612951,0.161467613414,7.61061582731,0.0222523443104,333.656060612,4.47683925285,-1.07869549842
cooling,NGRIP_00052,True,,34,104.655038,0.209463102195,9.87283559282,0.00718027355972,315.127719082,5.58667860121,-1.03557811888
cooling,NGRIP_00053,True,,34,109.443607,0.0385020558903,1.81475622106,0.403580982806,335.825590948,2.02842247887,-0.979618979631
cooling,NGRIP_00054,True,,34,109.389212,0.0757191757325,3.56894825579,0.167885324,334.236256789,2.73869245349,-0.888326209366
cooling,NGRIP_00055,True,,34,108.038939,0.122306227484,5.7647827387,0.0560006842625,339.330191237,3.65949511476,-0.889420519523
cooling,NGRIP_00056,True,,34,108.422982,0.100475841916,4.73582916463,0.0936758760514,330.165591636,3.22276649954,-0.780623323984
cooling,NGRIP_00057,True,,34,110.858756,0.088384871227,4.16593325207,0.124560140183,3.59883847159,2.94578870614,-0.711611097699
cooling,NGRIP_00058,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00059,True,,34,103.968223,0.139370849362,6.56910676756,0.0374573104005,312.259776612,3.75295877424,-1.1545624281
cooling,NGRIP_00060,True,,34,107.469444,0.195273548103,9.20402503276,0.010031626603,332.354215889,5.64114316346,-1.45910276364
cooling,NGRIP_00061,True,,34,109.145619,0.0595686209791,2.80770787434,0.245648423717,356.723611802,2.35845486961,-1.1076006779
cooling,NGRIP_00062,True,,34,107.205455,0.148593354617,7.00380040659,0.0301400567383,332.11293932,4.23706841066,-1.13315564528
cooling,NGRIP_00063,True,,34,105.363024,0.172500168206,8.13062435621,0.0171576322004,337.199204316,4.80194114516,-1.14050670855
cooling,NGRIP_00064,True,,34,110.561337,0.123710139982,5.83095476198,0.0541781612343,328.905472782,3.68725174188,-1.04035853061
cooling,NGRIP_00065,True,,34,107.524467,0.0839613930124,3.95743699329,0.138246286923,334.527710248,2.82576127244,-0.960567515619
cooling,NGRIP_00066,True,,34,104.909827,0.170871766492,8.05387125633,0.0178288806489,334.93947594,4.72883029302,-1.2491537997
cooling,NGRIP_00067,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00068,True,,34,105.858294,0.17110087801,8.06467020053,0.0177328735324,330.278073177,4.74579217305,-1.41624003993
cooling,NGRIP_00069,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00070,True,,34,105.636358,0.143703558488,6.77332471536,0.0338213723701,338.30002876,4.04868348762,-1.0918957377
cooling,NGRIP_00071,True,,34,100.628467,0.181994713144,8.57814031591,0.0137176746396,300.961873224,4.99840210357,-1.17114412324
cooling,NGRIP_00072,True,,34,106.809515,0.105898082505,4.99140109741,0.0824386788483,335.825810015,3.26782908988,-0.768146572667
cooling,NGRIP_00073,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00074,True,,34,106.837667,0.151349369598,7.13370243951,0.0282446500028,336.07404775,4.21920852091,-1.29909142747
cooling,NGRIP_00075,True,,34,102.415253,0.224191051627,10.5670228833,0.00507458037792,315.636387265,6.24719627588,-1.26363566654
cooling,NGRIP_00076,True,,34,108.106618,0.0912305005096,4.30005916623,0.11648071186,339.822434117,3.03354679265,-1.05001212936
cooling,NGRIP_00077,True,,34,107.692002,0.0879521411674,4.14553694986,0.125836922658,340.646801497,2.88589256175,-0.885343584855
cooling,NGRIP_00078,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00079,True,,34,110.401894,0.0787197679455,3.71037819399,0.156423360691,330.235314673,2.78469059025,-0.86668891672
cooling,NGRIP_00080,True,,34,104.872354,0.182247123646,8.59003743457,0.0136363164601,319.167249926,5.07068215083,-1.10882769071
cooling,NGRIP_00081,True,,34,101.869141,0.15444177029,7.27945967935,0.0262594372656,327.248370038,4.48612668806,-1.18233741632
cooling,NGRIP_00082,True,,34,109.631184,0.0967587956423,4.56062987478,0.102251998666,344.446795755,3.14379515573,-0.914969539253
cooling,NGRIP_00083,True,,34,104.863705,0.15601758886,7.35373432485,0.0253021182254,330.626924785,4.39696223675,-1.03060535435
cooling,NGRIP_00084,True,,34,108.291026,0.05165173962,2.43455352283,0.296035244819,353.901379295,2.22061097328,-1.15107730845
cooling,NGRIP_00085,True,,34,108.377687,0.1054182479,4.96878456917,0.0833762081261,341.866594882,3.35602073039,-1.16706570386
cooling,NGRIP_00086,True,,34,107.458242,0.136306454992,6.42466957793,0.040262499008,337.290241051,3.96096153995,-0.953024275137
cooling,NGRIP_00087,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00088,True,,34,102.6063,0.165957738688,7.82225342915,0.0200179338529,312.548582873,4.61682177224,-1.06889057778
cooling,NGRIP_00089,True,,34,109.702658,0.108810788438,5.12868860296,0.0769696337741,338.665647385,3.36538979323,-0.979716760125
cooling,NGRIP_00090,True,,34,108.649978,0.161110449819,7.59378127543,0.0224404389444,340.158279269,4.5854459777,-1.09111438614
cooling,NGRIP_00091,True,,34,107.909376,0.15275273937,7.19984888196,0.027325787079,332.162535647,4.32834622023,-1.25330880097
cooling,NGRIP_00092,True,,34,110.738842,0.0869789284915,4.09966553554,0.128756434013,341.816740671,2.95833062581,-1.0262155175
cooling,NGRIP_00093,True,,34,103.631403,0.150319484018,7.08515980408,0.0289385720123,313.619797779,4.15879241126,-0.960923381843
cooling,NGRIP_00094,True,,34,106.89442,0.210711864748,9.93169477731,0.00697204017745,329.52609314,5.87535640491,-1.26847485191
cooling,NGRIP_00095,True,,34,106.742696,0.168449294992,7.9396904646,0.0188763543591,338.047328518,4.77378722869,-1.00364483984
cooling,NGRIP_00096,True,,34,107.83964,0.10894661168,5.13509049679,0.0767236519598,337.365515093,3.53531364229,-1.20010877026
cooling,NGRIP_00097,True,,34,104.401948,0.159738944985,7.52913675524,0.0231776140536,323.157550945,4.49550153202,-0.988285737096
cooling,NGRIP_00098,True,,34,105.712868,0.145681241491,6.86654084238,0.0322811948466,331.035912355,4.32065951762,-1.08203995599
cooling,NGRIP_00099,True,,34,108.00847,0.102105186216,4.81262669234,0.0901470235811,327.608562232,3.21376833922,-0.957967818873
cooling,NGRIP_00100,True,,34,108.383211,0.115460404042,5.44211163992,0.0658052392501,342.812978986,3.52507032724,-1.13573080803
cooling,NGRIP_00101,True,,34,109.293179,0.0600266456456,2.82929641276,0.243011088163,347.666663824,2.43904815282,-0.957555423808
cooling,NGRIP_00102,True,,34,109.550618,0.138056321901,6.50714781933,0.038635879649,330.650528039,3.9328320623,-1.00854740421
cooling,NGRIP_00103,True,,34,105.949476,0.228566704762,10.7732649543,0.00457736178102,318.773601209,6.43969202324,-1.37329362755
cooling,NGRIP_00104,True,,34,110.371071,0.0442868253919,2.08741559463,0.352146570243,330.966383038,2.17405182328,-0.789759454933
cooling,NGRIP_00105,True,,34,107.253945,0.17452819571,8.22621342133,0.0163568794173,336.238933561,4.86499010975,-1.13562367074
cooling,NGRIP_00106,True,,34,107.777867,0.120268649524,5.66874352224,0.058755426685,335.202857816,3.53758195621,-1.08555663822
cooling,NGRIP_00107,True,,34,104.062097,0.176465616231,8.31753181621,0.0156268309706,331.005820038,5.09273298047,-1.0794454098
cooling,NGRIP_00108,True,,34,105.059564,0.234815952793,11.0678170628,0.00395051815032,333.075050762,6.72775332457,-1.35600979598
cooling,NGRIP_00109,True,,34,104.714175,0.174207119274,8.21107980194,0.0164811182641,327.409262656,4.84926830621,-0.991138876586
cooling,NGRIP_00110,True,,34,109.310481,0.0797373699736,3.75834185641,0.152716666367,334.214067184,2.76741020811,-0.989411303441
cooling,NGRIP_00111,True,,34,109.100448,0.121057053255,5.70590415026,0.0576738118953,339.095122916,3.6668222032,-0.880339508107
cooling,NGRIP_00112,True,,34,107.092037,0.142828290615,6.73206983221,0.0345262658333,340.948526044,4.05105809253,-1.07458412208
cooling,NGRIP_00113,True,,34,107.0979,0.118166956633,5.56968231215,0.0617388951007,335.370531751,3.53693220105,-1.00717536027
cooling,NGRIP_00114,True,,34,101.428529,0.196964756106,9.28373844477,0.00963966210441,320.550136917,5.58923848692,-1.10156171044
cooling,NGRIP_00115,True,,34,106.328463,0.177783446839,8.37964645501,0.0151489625563,333.004388156,4.82142905385,-0.805237018568
cooling,NGRIP_00116,True,,34,107.942707,0.124371421239,5.86212359825,0.0533403713065,330.297511089,3.72952310645,-0.964169324348
cooling,NGRIP_00117,True,,34,104.940531,0.224529060607,10.5829546013,0.0050343175628,327.272564594,6.42110261777,-1.41187494615
cooling,NGRIP_00118,True,,34,108.553617,0.158513885992,7.47139481455,0.0238565275499,330.292501671,4.43821648549,-1.36272990202
cooling,NGRIP_00119,True,,34,107.689192,0.157568803043,7.426849267,0.0243938400993,336.479351383,4.50478690073,-1.46640093616
cooling,NGRIP_00120,True,,34,106.83136,0.104093068737,4.90632356352,0.0860211758898,338.358452998,3.24291358717,-1.01996952908
cooling,NGRIP_00121,True,,34,104.381175,0.241428360043,11.3794863208,0.00338046109414,314.629114974,6.70726001386,-1.3351629576
cooling,NGRIP_00122,True,,34,109.264909,0.156247638784,7.36457749986,0.0251653117667,327.287188859,4.57162737026,-1.11821283378
cooling,NGRIP_00123,True,,34,110.870189,0.0398871078909,1.88003927352,0.390620164769,344.985579205,2.04117835158,-0.794437030575
cooling,NGRIP_00124,True,,34,106.42276,0.119429910378,5.62921038443,0.0599283742588,340.706428192,3.53492648194,-1.42465733528
cooling,NGRIP_00125,True,,34,105.804025,0.174262421416,8.2136864136,0.016459652318,331.35054938,5.00698569581,-0.844209914407
cooling,NGRIP_00126,True,,34,107.765406,0.0883251761641,4.16311958448,0.124735498919,329.609466338,2.93015748719,-0.879426490088
cooling,NGRIP_00127,True,,34,107.934981,0.188442978195,8.8820728942,0.011783718987,339.537846047,5.36015806577,-1.38511351278
cooling,NGRIP_00128,True,,34,109.55207,0.105342963011,4.9652360906,0.0835242687787,347.849769891,3.24877678035,-0.953111458469
cooling,NGRIP_00129,True,,34,103.965366,0.249601636978,11.7647256235,0.00278818951883,319.231787503,7.52494843244,-1.4194435884
cooling,NGRIP_00130,True,,34,103.728418,0.211558806219,9.97161452361,0.00683425876394,305.217327143,5.65126506927,-1.25976568644
cooling,NGRIP_00131,True,,34,109.259665,0.034061100655,1.60543620023,0.448109301341,348.931070425,1.9026820382,-0.866804745101
cooling,NGRIP_00132,True,,34,109.183349,0.0724692588398,3.41576664606,0.181249032529,319.073997043,2.71973207898,-1.00515891853
cooling,NGRIP_00133,True,,34,105.912069,0.107990826054,5.09004048919,0.0784714633415,329.044972024,3.2572684351,-0.801759873782
cooling,NGRIP_00134,True,,34,105.760252,0.108723812284,5.12458906822,0.0771275654241,339.362221997,3.36181426804,-0.893747623471
cooling,NGRIP_00135,True,,34,101.03531,0.225573385487,10.6321778189,0.0049119271983,309.890266452,6.21361322582,-1.24083396753
cooling,NGRIP_00136,True,,34,110.33268,0.0815814275595,3.84525968193,0.146221915663,323.370419199,2.87231489877,-0.973537434799
cooling,NGRIP_00137,True,,34,104.272611,0.209024831724,9.85217814879,0.00725482093613,312.563262786,5.80760971603,-1.05852590181
cooling,NGRIP_00138,True,,34,108.383837,0.060937452486,2.87222638992,0.237850442674,334.91359489,2.40973872461,-0.959419280735
cooling,NGRIP_00139,True,,34,105.381284,0.209288633442,9.86461218116,0.00720985751093,318.665556769,5.76326365529,-1.31288305832
cooling,NGRIP_00140,True,,34,103.882031,0.207572189832,9.78370931384,0.00750748574467,325.992207893,5.86490331961,-0.934598683105
cooling,NGRIP_00141,True,,34,106.341068,0.173583729607,8.18169694823,0.0167250367758,329.535102465,4.86130457103,-1.1968009365
cooling,NGRIP_00142,True,,34,105.609763,0.235620390607,11.1057334414,0.0038763289479,327.093355745,6.74544236342,-1.39247371821
cooling,NGRIP_00143,True,,34,106.051037,0.170229837775,8.02361458287,0.0181006525037,334.396707538,4.75315896772,-1.04776233095
cooling,NGRIP_00144,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00145,True,,34,106.651515,0.147207707196,6.93848928959,0.0311405439514,336.461851369,4.16809980803,-0.998124533784
cooling,NGRIP_00146,True,,34,103.413562,0.249526309525,11.7611751388,0.00279314362713,326.650926715,7.38493963908,-1.37635596819
cooling,NGRIP_00147,True,,34,105.814704,0.138904619217,6.54713147204,0.0378711475181,328.290121787,4.05344926963,-1.0259286744
cooling,NGRIP_00148,True,,34,107.184372,0.140131815921,6.60497417164,0.0367915497762,328.372398471,3.9641597592,-0.954278009356
cooling,NGRIP_00149,True,,34,104.217264,0.120607161101,5.68469892971,0.0582885580439,335.901829366,3.59033214372,-0.906647039097
cooling,NGRIP_00150,True,,34,107.059063,0.10760026858,5.07163194998,0.0791970700637,329.392124015,3.30446853559,-0.734145046885
cooling,NGRIP_00151,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00152,True,,34,106.983552,0.119629216136,5.63860446363,0.0596475483532,338.971432011,3.53263232008,-1.06439616076
cooling,NGRIP_00153,True,,34,108.987001,0.18951069706,8.932398764,0.0114909055065,339.844256595,5.39969922941,-1.27984017893
cooling,NGRIP_00154,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00155,True,,34,107.785602,0.0693521160349,3.26884321129,0.195065163266,343.700111036,2.57354919937,-0.825947241723
cooling,NGRIP_00156,True,,34,108.133726,0.11244946371,5.30019395337,0.0706443618721,341.631205133,3.38988353998,-1.23258677488
cooling,NGRIP_00157,True,,34,106.670776,0.151647710464,7.14776444036,0.02804675836,335.129374586,4.22362884364,-1.22945962836
cooling,NGRIP_00158,True,,34,101.363247,0.130519995398,6.15193054353,0.0461450643493,298.698832843,3.62627539508,-1.14581289283
cooling,NGRIP_00159,True,,34,109.051947,0.112758113238,5.31474184279,0.070132363073,338.119200767,3.41726415636,-1.12921838772
cooling,NGRIP_00160,True,,34,107.124699,0.128557751648,6.05944213038,0.0483291169191,331.085089876,3.7355390914,-1.07688747068
cooling,NGRIP_00161,True,,34,107.649731,0.101051112682,4.76294398165,0.0924144441274,333.216656758,3.27665790204,-1.02954170978
cooling,NGRIP_00162,True,,34,104.429046,0.1668852464,7.86597058532,0.0195851178865,337.502398008,4.76479670018,-1.26289921975
cooling,NGRIP_00163,True,,34,107.628744,0.0640051324557,3.016818443,0.221261676465,332.841094414,2.46785992321,-1.05582298248
cooling,NGRIP_00164,True,,34,106.142981,0.138227173264,6.5152007289,0.0384806267957,339.774612555,3.96366678834,-0.938185475294
cooling,NGRIP_00165,True,,34,107.05892,0.163309734,7.69744235427,0.0213069668597,328.951716271,4.58936751919,-1.1613953969
cooling,NGRIP_00166,True,,34,107.466852,0.117338800663,5.53064800179,0.0629556983405,341.100684723,3.52668253389,-0.985934536878
cooling,NGRIP_00167,True,,34,105.99971,0.144032999874,6.7888526084,0.0335598017678,333.548130433,4.12098295385,-1.15634073647
cooling,NGRIP_00168,True,,34,105.028257,0.167432862182,7.89178191211,0.0193339829645,329.653484413,4.77145779049,-1.07210141606
cooling,NGRIP_00169,True,,34,105.153965,0.113184877431,5.3348569498,0.0694305383149,326.008928477,3.4080014464,-0.888258523445
cooling,NGRIP_00170,True,,34,105.896236,0.13233964475,6.23769791118,0.0442080245447,330.716901356,3.80287682421,-0.746132053251
cooling,NGRIP_00171,True,,34,106.776977,0.17041066528,8.03213770798,0.0180236795697,342.336397518,4.80494196002,-0.93396454408
cooling,NGRIP_00172,True,,34,104.35986,0.141273776624,6.65879935687,0.0358145988915,331.986183524,4.09539852408,-1.09523101513
cooling,NGRIP_00173,True,,34,108.471776,0.139500374765,6.57521181895,0.0373431453327,331.465544826,4.16632897333,-1.18026616053
cooling,NGRIP_00174,True,,34,105.713789,0.189242503695,8.91975773574,0.011563763946,322.575073083,5.10285259206,-1.32170849365
cooling,NGRIP_00175,True,,34,105.811728,0.140300624239,6.61293078431,0.0366454724835,327.956770878,3.98828688544,-1.27206386808
cooling,NGRIP_00176,True,,34,104.241028,0.179440285621,8.45773990786,0.0145688447154,322.329502836,4.96119969524,-1.19539250892
cooling,NGRIP_00177,True,,34,108.096117,0.0914277443473,4.30935605891,0.115940514034,341.375757787,2.98838329049,-0.852932234299
cooling,NGRIP_00178,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00179,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00180,True,,34,104.615184,0.231275935225,10.9009618454,0.00429423899698,323.072234876,6.51618649427,-1.41640590174
cooling,NGRIP_00181,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00182,True,,34,104.835456,0.167732280259,7.90589468624,0.0191980351116,326.307448705,4.71424735761,-1.28678498052
cooling,NGRIP_00183,True,,34,105.673019,0.218512251323,10.2993582627,0.00580126587259,333.78412119,6.23940817656,-1.50114898856
cooling,NGRIP_00184,True,,34,110.096731,0.053781584993,2.53494167227,0.28154278992,337.166268422,2.33025300795,-1.03881743606
cooling,NGRIP_00185,True,,34,109.957874,0.0495981161638,2.33775801784,0.310715054918,338.580885361,2.21800912049,-0.649649333997
cooling,NGRIP_00186,True,,34,105.64888,0.150232039937,7.08103821401,0.0289982699693,316.438585768,4.07076127599,-1.01248084375
cooling,NGRIP_00187,True,,34,109.062033,0.106329447762,5.01173307103,0.0816048538345,344.581111555,3.29260362476,-1.09544872793
cooling,NGRIP_00188,True,,34,103.577154,0.216098003946,10.1855651069,0.00614090868528,315.493060219,5.95541291094,-1.16704755785
cooling,NGRIP_00189,True,,34,106.158741,0.136335883032,6.42605663944,0.0402345854072,341.883421997,3.85989856344,-0.977312362699
cooling,NGRIP_00190,True,,34,105.192788,0.228127655201,10.7525707887,0.00462497000083,325.57355737,6.40788073724,-1.32713069562
cooling,NGRIP_00191,True,,34,104.624331,0.241744224586,11.3943742828,0.00335539043449,332.158695636,7.13570695538,-1.55170393233
cooling,NGRIP_00192,True,,34,106.401973,0.160892125425,7.58349077167,0.022556198205,324.048194398,4.46386998588,-1.22290111336
cooling,NGRIP_00193,True,,34,104.560379,0.165147330439,7.78405564001,0.020403928564,328.426604726,4.65110781058,-1.32210166767
cooling,NGRIP_00194,True,,34,106.361838,0.164387326027,7.74823358577,0.0207726763497,334.4471666,4.65511445201,-1.39380261537
cooling,NGRIP_00195,True,,34,105.918147,0.214119538519,10.092312101,0.00643401801293,321.749533446,6.21026514302,-1.38420662197
cooling,NGRIP_00196,True,,34,104.607034,0.121518925441,5.72767403769,0.0570494399903,341.298393907,3.69176921241,-1.17101601469
cooling,NGRIP_00197,True,,34,103.997651,0.186735896162,8.80161127552,0.0122674527977,314.916973489,5.28728253484,-1.42949162818
cooling,NGRIP_00198,True,,34,107.287993,0.0627396907268,2.95717310208,0.227959670136,339.340660024,2.46961031685,-0.860167693412
cooling,NGRIP_00199,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00200,True,,34,109.104775,0.0520866062487,2.4550505301,0.293016820123,340.996328574,2.24359646668,-0.796440115569
cooling,NGRIP_00201,True,,34,102.048064,0.208190241049,9.81284054501,0.00739892712416,309.175257133,5.73392282233,-1.01945151392
cooling,NGRIP_00202,True,,34,108.437551,0.136393171292,6.42875686475,0.0401803008377,340.742997899,3.97639274624,-1.01467424677
cooling,NGRIP_00203,True,,34,105.980606,0.114291956047,5.38703800245,0.0676424860676,336.897028218,3.58811027073,-0.865650215878
cooling,NGRIP_00204,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00205,True,,34,104.875141,0.139269730393,6.56434062524,0.0375466802818,329.567623955,4.0073435706,-1.21914424211
cooling,NGRIP_00206,True,,34,101.65758,0.187264925178,8.82654653352,0.0121154562347,312.480211974,5.17925589952,-0.861553812623
cooling,NGRIP_00207,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00208,True,,34,109.312408,0.149233800123,7.03398717035,0.0296885572505,340.796403484,4.23726271706,-1.29495676801
cooling,NGRIP_00209,True,,34,107.491446,0.121630181935,5.73291800217,0.0569000533019,337.539192796,3.73333529399,-0.946347969463
cooling,NGRIP_00210,True,,34,109.337141,0.0761716273862,3.59027411578,0.166104684829,347.09689576,2.7597572069,-1.06715326881
cooling,NGRIP_00211,True,,34,106.090017,0.123249369731,5.80923681317,0.0547696863661,320.763173272,3.56123656925,-0.858344464729
cooling,NGRIP_00212,True,,34,107.665197,0.113747690405,5.36138458117,0.0685157049545,330.030961882,3.58542358858,-1.09497462638
cooling,NGRIP_00213,False,outside_NGRIP_observation_support,,,,,,,,
cooling,NGRIP_00214,True,,34,110.166212,0.048409894748,2.28175237979,0.319538922349,353.602821402,2.21811331961,-0.803269409411
cooling,NGRIP_00215,True,,34,109.505839,0.0673235996525,3.17323110333,0.204616956682,339.310019904,2.58281217789,-0.990516379685
cooling,NGRIP_00216,True,,34,110.267145,0.0631098790223,2.97462156026,0.22597954783,350.018941869,2.43468380007,-0.903297625306
