background_id,phase_deg,rate_multiplier_point,rate_multiplier_q025,rate_multiplier_median,rate_multiplier_q975
q25,260.0,0.9330318067955762,0.6128576004604774,0.97204727787392,2.0620797201701033
q25,261.0,0.9478502712371486,0.6161559094251892,0.9883467457748131,2.0957108181014052
q25,262.0,0.9629197928120584,0.6194229504509844,1.0049014504206937,2.1226297831410195
q25,263.0,0.9782401583587798,0.6228098464050772,1.0153636075437407,2.1495921748027014
q25,264.0,0.9938109358187515,0.6244379853831825,1.029101371985824,2.1769989661526012
q25,265.0,1.0096314647140017,0.626388648983168,1.043866950938351,2.2100200291638177
q25,266.0,1.02570084660158,0.6288870933025997,1.060238609582033,2.2437345493282725
q25,267.0,1.0420179355262946,0.6320215124301419,1.0768579534805869,2.2774033691375193
q25,268.0,1.0585813284944663,0.6355507794083924,1.0903640078545211,2.3109986297143026
q25,269.0,1.0753893559926342,0.6391879995584655,1.105647256832679,2.344491830234943
q25,270.0,1.0924400725763617,0.6436760359380662,1.1216543657833575,2.3769234913959845
q25,271.0,1.109731247555446,0.6484036541426725,1.1383795643725896,2.4085796475771755
q25,272.0,1.12726035580302,0.6531993379374956,1.154073997811371,2.440003941945413
q25,273.0,1.1450245687171177,0.6564907076237465,1.1697123790966166,2.471166655950177
q25,274.0,1.1630207453643853,0.6599687418698129,1.1835010834958084,2.494055697187418
q25,275.0,1.1812454238366008,0.6654431416287203,1.1997081338759528,2.511761122749039
q25,276.0,1.1996948128516665,0.6708677165793074,1.21740413792687,2.530251861118188
q25,277.0,1.2183647836316198,0.6753350432916976,1.2338748762963183,2.5492459891720722
q25,278.0,1.2372508620910336,0.679748632880922,1.2489309362936125,2.5741724123930148
q25,279.0,1.256348221369941,0.6847600779831955,1.266576020513331,2.6025364110566196
q25,280.0,1.2756516747460414,0.6896194785683617,1.2852065248018716,2.630446428443185
q25,281.0,1.2951556689615376,0.693825727753432,1.302220333617154,2.647874507471353
q25,282.0,1.314854278000378,0.69837415318007,1.3189387703352722,2.6606946787737966
q25,283.0,1.3347411973520444,0.7032788129943047,1.332854593032393,2.6746702887610234
q25,284.0,1.3548097387982059,0.7082939829178168,1.3517415629435237,2.68360154155805
q25,285.0,1.3750528257586827,0.7134199875364036,1.3698713261147626,2.692259538915753
q25,286.0,1.395462989233097,0.7186571326808245,1.3874946150054184,2.7129103581756984
q25,287.0,1.4160323643743906,0.7239631584593179,1.4038983761456119,2.7352462290386175
q25,288.0,1.4367526877300705,0.7277929191454429,1.4215147352286763,2.7506132106168137
q25,289.0,1.4576152951865078,0.732762465621514,1.4405171784080562,2.7652401622680163
q25,290.0,1.4786111206509882,0.7384202503377436,1.4596113480664423,2.7791099571046054
q25,291.0,1.4997306955053549,0.7432630819189544,1.477737261190154,2.794698907929767
q25,292.0,1.5209641488641104,0.7465531573178565,1.4956549448489276,2.8239182738341393
q25,293.0,1.542301208668632,0.7499304571144854,1.5169411563764428,2.8479539368723024
q25,294.0,1.5637312036478255,0.7533949908376795,1.5348953266043395,2.861321270105449
q25,295.0,1.5852430661739902,0.7569467513450019,1.5561320931871814,2.875016338353284
q25,296.0,1.606825336040939,0.7605857138309011,1.5778305828914565,2.887862783498177
q25,297.0,1.6284661651895347,0.7643118348141503,1.6006395999033212,2.899844697425418
q25,298.0,1.650153323403671,0.7681250511052324,1.6229978692128273,2.9161258792537725
q25,299.0,1.671874204997501,0.7720252787544118,1.6339971532249982,2.928536736502094
q25,300.0,1.693615836512222,0.7776035458389193,1.6534615431611492,2.9375056110431816
q25,301.0,1.715364885438138,0.7842586815818591,1.6731950217819869,2.94510948378518
q25,302.0,1.737107669974878,0.7910657398419915,1.6930074457488942,2.9500266219390165
q25,303.0,1.7588301698397184,0.7979888750024069,1.711658782097945,2.9468388325186434
q25,304.0,1.7805180381308194,0.8050279651353631,1.7285573262590057,2.9426863584145604
