n_mc_total,n_mc_valid,n_mc_invalid,comparison_id,df,loglik_full,loglik_interaction,fit_valid,invalid_reason,likelihood_nesting_ok,n_events,exposure_kyr,gain_bits_per_event_point,gain_bits_per_event_q025,gain_bits_per_event_median,gain_bits_per_event_q975,LR_statistic_point,LR_statistic_q025,LR_statistic_median,LR_statistic_q975,nominal_p_point,nominal_p_q025,nominal_p_median,nominal_p_q975,delta_AIC_point,delta_AIC_q025,delta_AIC_median,delta_AIC_q975,mc_nominal_p_below_0p05_fraction
500,499,1,lr04_phase_interaction,2,-102.12285757375503,-100.4450913795273,True,,True,53,165.05800000000002,0.04566990506006593,0.0009236437769525175,0.03644140941112273,0.143324288472916,3.355532388455458,0.0678634344626559,2.67748158002874,10.530551604840772,0.18679076464197028,0.005167974679716863,0.2621755949405854,0.9666376116723252,0.6444676115445418,-6.530551604840772,1.32251841997126,3.932136565537344,0.19839679358717435
