background_id,exposure_quantile,lr04_permil,lr04_scaled
q25,0.25,4.083337283786616,-0.22729466709430915
q50,0.5,4.446172800506095,0.04115422068275478
q75,0.75,4.651849503183327,0.19332698087603134
