background_id,beta_sin,beta_cos,phase_amplitude,preferred_phase_deg,rate_ratio_max_vs_min,realization_id
q50,-0.35451734594854006,0.6836163782900624,0.7700739582954474,332.58914878498496,4.665280292310475,joint_09322
q75,-0.49752280408013255,0.7763176642449097,0.9220618506360787,327.34519351366976,6.322556913568736,joint_09322
q25,-0.3155813642107384,0.6759649086962405,0.7460027849987072,334.9739840399549,4.446003354310016,joint_03459
q50,-0.4164400183338682,0.5979646695564346,0.7286865134662837,325.1455226411448,4.294662733319514,joint_03459
q75,-0.46500159254130147,0.5604089988594906,0.7282065140251377,320.3156743487006,4.290541840238567,joint_03459
q25,0.22719040638004578,-0.0023427756007366463,0.22720248534874296,90.59081014392619,1.57523579265978,joint_05927
q50,-0.1750700210112623,0.5309063373862553,0.559026878900981,341.7496723867688,3.0588950555651393,joint_05927
q75,-0.36875096753300507,0.7876559103059206,0.8697005858894059,334.91276829178224,5.6939327139609315,joint_05927
q25,-0.5185915729746124,0.6393802770792639,0.8232523053585936,320.95501950107575,5.188811177446208,joint_01678
q50,-0.5508997074395905,0.6728977975686814,0.8696447168986934,320.6929009244464,5.693296520957226,joint_01678
q75,-0.5664554758856911,0.6890358629895121,0.8919877951219886,320.5764212315744,5.953478021712303,joint_01678
q25,-0.1601588218610871,0.7744300325771889,0.7908177562355548,348.315461113343,4.862902648817966,joint_04201
q50,-0.34666155441960567,0.7732224625734166,0.8473766635568364,335.8517069438233,5.445302591025563,joint_04201
q75,-0.4364591663922266,0.7726410399790078,0.8873955040384417,330.5382186943244,5.899048154063562,joint_04201
q25,-0.024035360350340873,0.5186289604280707,0.5191856095288775,357.34658076377576,2.8246125904140214,joint_09031
q50,-0.3247655170955166,0.7023729241765432,0.7738219211877022,335.18496664967427,4.700382283745197,joint_09031
q75,-0.4695615184913434,0.7908422400554382,0.9197388043916597,329.3003343109355,6.293249863733316,joint_09031
q25,-0.5356468997719103,0.5615659427702006,0.7760630833344948,316.353224802066,4.7214982103063345,joint_09715
q50,-0.46558542453925367,0.6691005527239609,0.8151474327990655,325.16834614647274,5.105379897510237,joint_09715
q75,-0.43185212164945574,0.720876476035031,0.8403327606810418,329.0756356194247,5.369128051756351,joint_09715
q25,0.10750886344153965,0.2837130579629846,0.3033994973252255,20.753461501419128,1.8345495869065975,joint_04692
q50,-0.3098014350968577,0.5087585628947963,0.5956611490661876,328.6612576508303,3.2914305836769513,joint_04692
q75,-0.5107286158746065,0.617113806010114,0.8010450478228299,320.38855453197834,4.963395562100038,joint_04692
q25,-0.4780911429157584,0.7550683326550403,0.8936997974224671,327.65899100557516,5.973897696430744,joint_05576
q50,-0.48638652045729547,0.7392854952432755,0.8849377892030886,326.65850921459344,5.870122945890951,joint_05576
q75,-0.49038059112544297,0.7316863513042775,0.8808166896905992,326.16976897461956,5.821939067603178,joint_05576
q25,-0.14429824400003838,0.5619343837118368,0.5801656960033886,345.59827659673704,3.190990569685685,joint_07078
q50,-0.38932532683385224,0.732919299915279,0.829906567212592,332.0228455684942,5.258328152121358,joint_07078
q75,-0.5073013296797638,0.8152453706799002,0.9601977158428697,328.1073060991341,6.82365622575066,joint_07078
q25,-0.19950427963478143,0.6906596814818697,0.7188969002695942,343.8880846804331,4.2113943843414505,joint_07555
q50,-0.41333419578581965,0.6875918373425457,0.8022641037626002,328.9885317139883,4.975511639957642,joint_07555
q75,-0.5162893405992834,0.6861147272013897,0.8586664673195759,323.0391784196137,5.569654006245328,joint_07555
q25,-0.1480786862604981,0.5067618154484682,0.5279534401074231,343.7113369097583,2.8745808727047777,joint_01828
q50,-0.39789331785559984,0.60043573330728,0.7203069916545226,326.46858761661053,4.223288049493054,joint_01828
q75,-0.5181744367717611,0.6455379900541156,0.8277826064413526,321.24592853558255,5.236038562418334,joint_01828
q25,-0.05539912825774676,0.3982701691127225,0.4021047015601718,352.08100637863174,2.234928872379326,joint_03544
q50,-0.3136846754875395,0.6369013486777947,0.7099587337185991,333.77897466194423,4.136779007188705,joint_03544
q75,-0.43804438341299645,0.7517978425424601,0.8701050958885196,329.7722503233458,5.698541083275201,joint_03544
q25,-0.48045058475707353,0.5603221732341762,0.7381014172939137,319.38842443532707,4.376296569241669,joint_06198
q50,-0.5003304438757699,0.6324226658716692,0.8064049735568065,321.6513157726514,5.016888631920981,joint_06198
q75,-0.5099022278958829,0.6671377178823144,0.8396862608346092,322.60883958808466,5.362190257084245,joint_06198
q25,-0.02457692539400186,0.3511429708838432,0.35200200462916953,355.996327587685,2.0218319558539237,joint_03528
q50,-0.3288189175138231,0.6617828045942645,0.738971150297231,333.5786737007643,4.383915612971498,joint_03528
q75,-0.47530580260855326,0.8113501319363208,0.9403215633954409,329.63733977899955,6.557720952337142,joint_03528
q25,-0.024015550688926357,0.38839190870775087,0.3891336806606982,356.46171806009943,2.1776958348143816,joint_03251
