catalogue_id,n_source_events,n_predictive_events,n_predictive_bins,response_exposure_kyr,history_window_kyr,bin_width_kyr,origin_fraction,response_mode,loglik_reduced,loglik_full,ll_gain_nats,LR_statistic,nominal_LR_p,info_bits_per_event,delta_AICc_full_minus_reduced,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,mis6_vs_ngrip_rate_ratio_full,all_models_converged,likelihood_nesting_ok,eta_clipping_used,bootstrap_null,n_bootstrap,n_bootstrap_exceeding_or_equal_observed,empirical_p_plus_one,empirical_p_mc_se,empirical_p_ci95_low,empirical_p_ci95_high,empirical_p_ci_method,bootstrap_LR_mean,bootstrap_LR_median,bootstrap_LR_q95,bootstrap_LR_q99,bootstrap_response_event_count_mean,bootstrap_response_event_count_q025,bootstrap_response_event_count_q975,n_rejected_attempts,rejected_attempt_reasons
ngrip_warming_plus_mis6,55,55,901,180.0,1.5,0.2,0.0,maximal_for_history,-205.83562150012648,-198.99902076355,6.836600736576486,13.673201473152972,0.001073747152514686,0.1793296359853951,-9.614820646487487,329.99851179797105,4.938027096057828,0.7925609418427272,True,True,False,fitted reduced model with dynamic event history,9999,21,0.0022,0.0004685253461660319,0.0013005185716574775,0.003208611828181078,Clopper-Pearson exact binomial,2.199692736987712,1.5242298255229798,6.47573118980396,10.109542591470893,54.97839783978398,42.0,69.0,0,none
