bootstrap_id,attempt_count,n_events_observation_support,n_events_response,n_events_response_NGRIP,n_events_response_MIS6,loglik_reduced,loglik_full,ll_gain_nats,LR_statistic,reduced_converged,full_converged,likelihood_nesting_ok,eta_clipping_used
216,1,49,48,26,22,-183.2023099627678,-182.6635037338505,0.5388062289173092,1.0776124578346185,True,True,True,False
217,1,60,59,42,17,-213.68970695273384,-213.28461295319647,0.405093999537371,0.810187999074742,True,True,True,False
218,1,62,62,38,24,-224.11537395913732,-222.67852315662861,1.436850802508701,2.873701605017402,True,True,True,False
219,1,65,64,38,26,-233.00977934806735,-231.83972193228212,1.1700574157852373,2.3401148315704745,True,True,True,False
220,1,53,52,31,21,-193.8160349676778,-192.34983609734658,1.466198870331226,2.932397740662452,True,True,True,False
221,1,50,50,32,18,-192.90710050837623,-192.59189953774757,0.31520097062866625,0.6304019412573325,True,True,True,False
222,1,51,49,32,17,-189.78675488648906,-189.09759476027688,0.6891601262121867,1.3783202524243734,True,True,True,False
223,1,66,65,41,24,-234.8144993385069,-234.64282488750703,0.17167445099985912,0.34334890199971824,True,True,True,False
224,1,49,47,34,13,-183.23063246187434,-182.2642851388946,0.9663473229797432,1.9326946459594865,True,True,True,False
225,1,50,50,31,19,-186.85949040036448,-181.10630915662585,5.753181243738624,11.506362487477247,True,True,True,False
226,1,53,53,27,26,-200.86016899895776,-200.6976321975365,0.16253680142125404,0.3250736028425081,True,True,True,False
227,1,61,61,41,20,-221.39118339564587,-221.32601533818755,0.06516805745832244,0.13033611491664487,True,True,True,False
228,1,47,46,24,22,-182.02071844785723,-181.775735612628,0.24498283522922293,0.48996567045844586,True,True,True,False
229,1,50,49,31,18,-188.71587751150048,-188.28984177832297,0.426035733177514,0.852071466355028,True,True,True,False
230,1,60,60,41,19,-220.708333072514,-220.18467645589755,0.5236566166164494,1.0473132332328987,True,True,True,False
231,1,49,49,31,18,-189.8242908286841,-189.16913835249446,0.6551524761896417,1.3103049523792833,True,True,True,False
232,1,57,56,33,23,-207.6387385519936,-207.46936062152386,0.16937793046975003,0.33875586093950005,True,True,True,False
233,1,65,64,36,28,-228.6696059323154,-228.59489790101247,0.0747080313029187,0.1494160626058374,True,True,True,False
234,1,55,55,39,16,-202.26335827466397,-200.5452661674388,1.718092107225175,3.43618421445035,True,True,True,False
235,1,59,58,35,23,-215.90181448083797,-214.257846132401,1.643968348436971,3.287936696873942,True,True,True,False
236,1,52,52,37,15,-192.4979254336459,-190.99725093653294,1.5006744971129535,3.001348994225907,True,True,True,False
237,1,60,58,37,21,-215.8702390857798,-215.49138948109433,0.37884960468545614,0.7576992093709123,True,True,True,False
