n_mc_total,n_mc_valid,n_mc_invalid,comparison_id,df,loglik_full,loglik_interaction,fit_valid,invalid_reason,likelihood_nesting_ok,n_events,exposure_kyr,gain_bits_per_event_point,gain_bits_per_event_q025,gain_bits_per_event_median,gain_bits_per_event_q975,LR_statistic_point,LR_statistic_q025,LR_statistic_median,LR_statistic_q975,nominal_p_point,nominal_p_q025,nominal_p_median,nominal_p_q975,delta_AIC_point,delta_AIC_q025,delta_AIC_median,delta_AIC_q975,mc_nominal_p_below_0p05_fraction
500,500,0,lr04_phase_interaction,2,-178.17522307502304,-175.6178324611359,True,,True,69,396.46426387771527,0.05347151820682571,0.025858865953645505,0.04922631142207207,0.08154979013880446,5.114781227774301,2.4735120038980782,4.7087088980773615,7.800588981175521,0.0775067217684966,0.02024528218859515,0.09495478568447774,0.2903257704499209,-1.1147812277743014,-3.800588981175524,-0.7087088980773615,1.5264879961019215,0.192
