realization_id,within_observation_support,comparison_id,df,LR_statistic,gain_bits_per_event,nominal_p,delta_AIC,loglik_full,loglik_interaction,fit_valid,invalid_reason,likelihood_nesting_ok,n_events,exposure_kyr
Barker_MC_06198,True,lr04_phase_interaction,2,3.283784196415695,0.03432970417042372,0.1936133600093536,0.7162158035843049,-179.76959075732208,-178.12769865911423,True,,True,69,397.3826441786494
Barker_MC_03528,True,lr04_phase_interaction,2,4.7093344126701595,0.04923285074671723,0.0949250917478278,-0.7093344126701595,-178.8466300502368,-176.49196284390172,True,,True,69,395.95032151293594
Barker_MC_03251,True,lr04_phase_interaction,2,6.778989962994785,0.07086967537571474,0.03372570470442146,-2.7789899629947854,-177.66898449593467,-174.27948951443727,True,,True,69,396.22793404260614
Barker_MC_09511,True,lr04_phase_interaction,2,4.38398441574958,0.04583154040533637,0.11169400913475719,-0.3839844157495804,-180.3147988040222,-178.1228065961474,True,,True,69,396.3869331281032
Barker_MC_03335,True,lr04_phase_interaction,2,6.084234873875857,0.06360648898655354,0.04773370929141478,-2.0842348738758574,-178.7655678726391,-175.72345043570118,True,,True,69,396.91260376195305
Barker_MC_08888,True,lr04_phase_interaction,2,4.497853245349916,0.047021960664584445,0.10551241843858845,-0.4978532453499156,-181.3051306513426,-179.05620402866765,True,,True,69,397.41266613868953
Barker_MC_07321,True,lr04_phase_interaction,2,3.6608449526390814,0.03827161491765069,0.16034581115524627,0.3391550473609186,-178.6231836412042,-176.79276116488467,True,,True,69,396.3534089563684
Barker_MC_09045,True,lr04_phase_interaction,2,4.807505124791476,0.05025915798974594,0.09037816644368225,-0.8075051247914757,-178.1269830753893,-175.72323051299355,True,,True,69,395.69709406096985
Barker_MC_05292,True,lr04_phase_interaction,2,5.3635812323386745,0.056072551052899426,0.06844049371348673,-1.3635812323386745,-178.2185087705103,-175.53671815434097,True,,True,69,397.361499121763
Barker_MC_06980,True,lr04_phase_interaction,2,4.739479121596673,0.04954799293568334,0.09350507549438883,-0.7394791215966734,-179.65176598252793,-177.2820264217296,True,,True,69,397.09441342774915
Barker_MC_05143,True,lr04_phase_interaction,2,3.282511109808297,0.03431639492596636,0.1937366425303431,0.7174888901917029,-180.3060892687078,-178.66483371380366,True,,True,69,395.95654015398225
Barker_MC_09286,True,lr04_phase_interaction,2,4.745294743439331,0.049608791260263685,0.0932335753415241,-0.7452947434393309,-182.8899279586318,-180.51728058691214,True,,True,69,396.5792070715823
Barker_MC_02883,True,lr04_phase_interaction,2,2.1565323576322157,0.0225450618686419,0.34018483429153656,1.8434676423677843,-181.0170186668243,-179.9387524880082,True,,True,69,395.7257233702497
Barker_MC_03165,True,lr04_phase_interaction,2,3.681341989903501,0.038485897338044125,0.1587108961602781,0.31865801009649886,-179.36761124312832,-177.52694024817657,True,,True,69,396.7278032956667
Barker_MC_02128,True,lr04_phase_interaction,2,4.019831025597625,0.042024567288704996,0.13399999547514344,-0.019831025597625285,-178.50682061043096,-176.49690509763215,True,,True,69,396.33750867033206
Barker_MC_01860,True,lr04_phase_interaction,2,5.443903165157735,0.05691226159023765,0.06574631976946053,-1.4439031651577352,-178.53720426378857,-175.8152526812097,True,,True,69,395.9992511628559
Barker_MC_00984,True,lr04_phase_interaction,2,7.303952624213764,0.07635779876696469,0.025939812921056283,-3.303952624213764,-180.00615588741303,-176.35417957530615,True,,True,69,396.3105039441827
Barker_MC_02981,True,lr04_phase_interaction,2,6.590576076982984,0.06889993784684631,0.03705736956097084,-2.590576076982984,-180.53919447613112,-177.24390643763962,True,,True,69,397.3608328946894
Barker_MC_09341,True,lr04_phase_interaction,2,3.3186723552512376,0.034694435864175775,0.19026524051336066,0.6813276447487624,-181.0104240002916,-179.351087822666,True,,True,69,395.78721765372785
Barker_MC_07575,True,lr04_phase_interaction,2,3.5440615208296435,0.03705072449787192,0.16998743432232272,0.45593847917035646,-178.00444650604038,-176.23241574562556,True,,True,69,395.7178132901513
Barker_MC_08714,True,lr04_phase_interaction,2,5.216660866907432,0.05453659972961502,0.07365741712140242,-1.2166608669074321,-180.53811845897286,-177.92978802551914,True,,True,69,396.9943086610048
Barker_MC_06402,True,lr04_phase_interaction,2,5.045967946876772,0.05275212270611437,0.08021987527418889,-1.0459679468767717,-177.44529966206312,-174.92231568862474,True,,True,69,395.9085354207768
Barker_MC_06549,True,lr04_phase_interaction,2,3.9645927990356427,0.04144708963994794,0.13775253895305864,0.035407200964357344,-180.61083390818607,-178.62853750866824,True,,True,69,397.3435831409136
Barker_MC_08135,True,lr04_phase_interaction,2,5.551719750599773,0.058039409801417426,0.06229588695825227,-1.5517197505997729,-180.77250775953382,-177.99664788423394,True,,True,69,396.81200544122845
Barker_MC_00051,True,lr04_phase_interaction,2,4.145983967635402,0.04334340949067205,0.12580880013076537,-0.14598396763540222,-179.73274517653476,-177.65975319271706,True,,True,69,396.55286934602276
Barker_MC_01474,True,lr04_phase_interaction,2,5.6572923402824244,0.05914309858104762,0.05909280113822199,-1.6572923402824244,-180.1202288249633,-177.2915826548221,True,,True,69,396.1101617192621
Barker_MC_06374,True,lr04_phase_interaction,2,6.067348039412991,0.06342994875223548,0.04813845121287801,-2.067348039412991,-179.1715769387788,-176.1379029190723,True,,True,69,396.4276447603523
Barker_MC_09863,True,lr04_phase_interaction,2,8.209301670612717,0.08582260006778587,0.01649577757605331,-4.209301670612717,-177.9880485077206,-173.88339767241425,True,,True,69,396.6201461136473
Barker_MC_03150,True,lr04_phase_interaction,2,3.620548176342311,0.03785033985006255,0.16360928728628757,0.37945182365768915,-181.44070085885926,-179.6304267706881,True,,True,69,396.17491019958817
Barker_MC_02236,True,lr04_phase_interaction,2,4.481002800953547,0.046845800863371284,0.10640513941412792,-0.4810028009535472,-177.69698898324953,-175.45648758277275,True,,True,69,395.9688847889899
Barker_MC_02657,True,lr04_phase_interaction,2,5.694970841269765,0.059537001381935774,0.057989958041867115,-1.6949708412697646,-181.00249544087131,-178.15501002023643,True,,True,69,395.6967415495585
Barker_MC_02161,True,lr04_phase_interaction,2,3.9628476119157767,0.04142884490948958,0.13787279339040698,0.037152388084223276,-183.24206975172604,-181.26064594576815,True,,True,69,396.45654198667745
Barker_MC_01983,True,lr04_phase_interaction,2,1.9016090416805014,0.019880014015522272,0.38643000736758953,2.0983909583194986,-183.2303834364931,-182.27957891565285,True,,True,69,395.735461357993
Barker_MC_07665,True,lr04_phase_interaction,2,6.840495096182224,0.07151266922092295,0.03270433804042229,-2.8404950961822237,-180.12205155416962,-176.7018040060785,True,,True,69,396.6805286532868
Barker_MC_00577,True,lr04_phase_interaction,2,4.1378915757937875,0.04325880910241968,0.1263188784271132,-0.13789157579378752,-183.09153777709668,-181.02259198919978,True,,True,69,396.40857144263646
Barker_MC_03580,True,lr04_phase_interaction,2,6.102428131059298,0.0637966869714533,0.047301462441860335,-2.1024281310592983,-178.36102869704177,-175.30981463151213,True,,True,69,396.4598666974091
Barker_MC_04237,True,lr04_phase_interaction,2,7.902996518243754,0.08262039047125368,0.019225874843312413,-3.9029965182437536,-176.34940296679446,-172.39790470767258,True,,True,69,396.3922643024694
Barker_MC_04486,True,lr04_phase_interaction,2,4.890986562894,0.05113189898073717,0.08668336505806654,-0.8909865628939997,-178.92307484876136,-176.47758156731436,True,,True,69,396.299873156317
Barker_MC_02446,True,lr04_phase_interaction,2,5.004532737896625,0.05231894610818788,0.08189917438457765,-1.004532737896625,-180.55660163603267,-178.05433526708435,True,,True,69,396.0369428136414
Barker_MC_09021,True,lr04_phase_interaction,2,5.528682089294762,0.057798566904907145,0.06301761146158012,-1.5286820892947617,-179.19779619161238,-176.433455146965,True,,True,69,396.5779944273144
Barker_MC_07453,True,lr04_phase_interaction,2,4.89019985940007,0.05112367453704628,0.08671746881809198,-0.8901998594000702,-180.4813824010911,-178.03628247139108,True,,True,69,396.6283455661144
Barker_MC_01980,True,lr04_phase_interaction,2,4.502508192562232,0.04707062493457581,0.10526712663538115,-0.5025081925622317,-180.93251988602864,-178.68126578974753,True,,True,69,397.3149028455921
Barker_MC_06123,True,lr04_phase_interaction,2,4.366747694574997,0.04565134234620769,0.11266078842313325,-0.3667476945749968,-181.47972558383077,-179.29635173654327,True,,True,69,396.59373768418914
Barker_MC_03596,True,lr04_phase_interaction,2,3.840754431135508,0.040152444717909484,0.1465516701310505,0.15924556886449182,-183.33028839775582,-181.40991118218807,True,,True,69,397.22161255172205
Barker_MC_02325,True,lr04_phase_interaction,2,0.9816362819119036,0.010262331854137562,0.6121253844168879,3.0183637180880964,-182.60207968085814,-182.1112615399022,True,,True,69,397.28633155101977
