model_id,terms,n_parameters,converged,fit_valid,invalid_reason,log_likelihood,AIC,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,n_events,exposure_kyr,fit_status,realization_id
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-177.20535416313498,370.41070832626997,358.0570358538322,2.5573815080106392,69,396.81195738745254,finite_mle,Barker_MC_09601
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-181.42484918654273,374.84969837308546,334.9730427228808,2.70354094705353,69,397.2167120112818,finite_mle,Barker_MC_08218
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-179.04906972972526,374.0981394594505,343.57485604599765,2.5169015182253878,69,397.2167120112818,finite_mle,Barker_MC_08218
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-182.59905999541112,377.19811999082225,337.2562780767614,2.9740075933765215,69,395.8333295734377,finite_mle,Barker_MC_02513
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-181.3386193904204,378.6772387808408,342.4664046858856,2.7653829665565923,69,395.8333295734377,finite_mle,Barker_MC_02513
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-178.31090616596745,368.6218123319349,333.86639196382635,3.5393647702735684,69,395.7054140723203,finite_mle,Barker_MC_04138
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-176.06760321492317,368.13520642984633,340.59317316626044,2.96170245960386,69,395.7054140723203,finite_mle,Barker_MC_04138
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-182.27624084639336,376.5524816927867,334.0960434503544,2.809654994764492,69,395.91002158059746,finite_mle,Barker_MC_02984
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-180.66284022364465,377.3256804472893,341.4726486947325,2.5556676051870126,69,395.91002158059746,finite_mle,Barker_MC_02984
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-179.23273570895856,370.4654714179171,332.2669886793591,3.32490024509694,69,396.18027273347917,finite_mle,Barker_MC_03847
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-176.25455875933523,368.50911751867045,340.3737439689584,2.8751657652369818,69,396.18027273347917,finite_mle,Barker_MC_03847
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-181.6449009997617,375.2898019995234,340.6251519896481,3.024547161447199,69,396.6728011502651,finite_mle,Barker_MC_02938
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-179.24621156830307,374.49242313660613,349.5885687458284,2.8933746532953113,69,396.6728011502651,finite_mle,Barker_MC_02938
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-177.32975293675165,366.6595058735033,331.04574033317607,3.3840801266246454,69,395.78998197241657,finite_mle,Barker_MC_00610
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-175.02646949033556,366.0529389806711,337.50539881898135,2.980189280460525,69,395.78998197241657,finite_mle,Barker_MC_00610
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-177.10059375077734,366.20118750155467,338.3120456479333,3.341509086046318,69,396.1720745329212,finite_mle,Barker_MC_02910
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-174.18479878263392,364.36959756526784,347.11366526064666,2.8439279853993695,69,396.1720745329212,finite_mle,Barker_MC_02910
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-180.58206335159028,373.16412670318056,339.0305441809018,2.9464726082384654,69,396.3422436757148,finite_mle,Barker_MC_08411
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-177.536592370034,371.073184740068,349.37259646117155,2.6939891404848546,69,396.3422436757148,finite_mle,Barker_MC_08411
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-183.20880456244163,378.41760912488326,333.7482196810042,2.4448166108108067,69,397.4805029807367,finite_mle,Barker_MC_05168
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-180.74987315334658,377.49974630669317,344.0344781482439,2.2891887769496626,69,397.4805029807367,finite_mle,Barker_MC_05168
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-182.42276678168793,376.84553356337585,335.2987801817522,3.1469146804749015,69,396.6471304969146,finite_mle,Barker_MC_00485
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-180.52764613399188,377.05529226798376,341.984450149925,2.9740556555434954,69,396.6471304969146,finite_mle,Barker_MC_00485
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-178.72221342003283,369.44442684006566,343.4206106963541,3.084800562613802,69,396.7212385850448,finite_mle,Barker_MC_08585
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-176.3560095802355,368.712019160471,351.6388339360228,2.691977315556187,69,396.7212385850448,finite_mle,Barker_MC_08585
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-182.45026758529642,376.90053517059283,334.45665501836856,2.973894174618824,69,397.164349945378,finite_mle,Barker_MC_04512
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-180.17467703522937,376.34935407045873,340.56942009292203,2.8166977937696425,69,397.164349945378,finite_mle,Barker_MC_04512
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-180.03574306260595,372.0714861252119,330.81628411990187,2.998803659409371,69,397.45766376382323,finite_mle,Barker_MC_01754
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-176.37858860949729,368.75717721899457,341.061094146083,2.732331469492007,69,397.45766376382323,finite_mle,Barker_MC_01754
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-180.02534335591585,372.0506867118317,343.3862028558003,3.1237684624636755,69,395.81504169579205,finite_mle,Barker_MC_06622
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-177.88695261697723,371.77390523395445,351.3789684010124,2.7208755316254494,69,395.81504169579205,finite_mle,Barker_MC_06622
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-177.1501015949312,366.3002031898624,346.48026284050985,3.19328491208263,69,396.25514651183295,finite_mle,Barker_MC_05169
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-174.00617869462803,364.01235738925607,357.6636226604768,2.768620610895362,69,396.25514651183295,finite_mle,Barker_MC_05169
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-180.13991899061415,372.2798379812283,344.2264272968103,2.825300432770805,69,396.4652366529766,finite_mle,Barker_MC_01257
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-177.92607465134975,371.8521493026995,353.64262551987946,2.6491981770210593,69,396.4652366529766,finite_mle,Barker_MC_01257
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-182.31926213551483,376.63852427102967,336.02348483712666,2.921821111588277,69,396.5627212114035,finite_mle,Barker_MC_03473
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-179.44592534722733,374.89185069445466,343.71114461633215,2.7941716778621606,69,396.5627212114035,finite_mle,Barker_MC_03473
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-176.04085892677352,364.08171785354705,333.29796898755546,3.6875788444160373,69,396.5276127475759,finite_mle,Barker_MC_07670
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-173.7792724323155,363.558544864631,340.74746901250444,3.1676668672837307,69,396.5276127475759,finite_mle,Barker_MC_07670
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-180.86798309829283,373.73596619658565,338.5453570656073,3.5189068941843247,69,396.4357256894594,finite_mle,Barker_MC_02218
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-179.60615669687866,375.2123133937573,343.7034600912158,3.3327529379512613,69,396.4357256894594,finite_mle,Barker_MC_02218
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-179.54120021587025,371.0824004317405,339.3864171991839,2.8346755867597375,69,397.5735628409446,finite_mle,Barker_MC_00563
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-176.76832711083298,369.53665422166597,351.69121930883256,2.524748676951218,69,397.5735628409446,finite_mle,Barker_MC_00563
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-180.77742916851213,373.55485833702426,336.88125797153737,2.9712588479298803,69,395.43179084965897,finite_mle,Barker_MC_05538
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-177.98372046657227,371.96744093314453,347.06469492948236,2.677550997484272,69,395.43179084965897,finite_mle,Barker_MC_05538
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-178.96912691846572,369.93825383693144,335.43746544025885,3.323042658292447,69,395.4145607567705,finite_mle,Barker_MC_08381
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-176.5392560947054,369.0785121894108,342.6560241079079,2.8933195581510867,69,395.4145607567705,finite_mle,Barker_MC_08381
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-179.68274842084585,371.3654968416917,343.52729471864785,2.863840070002104,69,397.24499359282,finite_mle,Barker_MC_06495
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-177.2604545079554,370.5209090159108,353.42083752014406,2.5620633965336164,69,397.24499359282,finite_mle,Barker_MC_06495
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-183.1736356957611,378.3472713915222,339.29858611780656,3.0190001788538963,69,395.79256651693515,finite_mle,Barker_MC_08320
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-180.7424367605936,377.4848735211872,345.88752440092304,2.9348183804009778,69,395.79256651693515,finite_mle,Barker_MC_08320
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-176.9604244462475,365.920848892495,333.8903505823225,3.7804686473305127,69,396.72150441858236,finite_mle,Barker_MC_05982
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-175.07689943970496,366.1537988794099,338.5462296604417,3.313243618993702,69,396.72150441858236,finite_mle,Barker_MC_05982
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-179.21115640152868,370.42231280305737,343.0055552100434,2.9830445633340803,69,395.93794805265156,finite_mle,Barker_MC_08638
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-177.0370394312078,370.0740788624156,352.6672429693573,2.7136037430919746,69,395.93794805265156,finite_mle,Barker_MC_08638
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-178.92770336977873,369.85540673955745,331.82689873296033,3.1941213785217304,69,396.5579193966951,finite_mle,Barker_MC_06573
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-175.79852385548355,367.5970477109671,339.65079705773553,2.7067005884134563,69,396.5579193966951,finite_mle,Barker_MC_06573
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-180.28444056608197,372.56888113216394,337.3110129810166,3.0306569779471477,69,396.8487472889028,finite_mle,Barker_MC_09553
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-177.63494265395684,371.2698853079137,347.07357541389376,2.771477546296417,69,396.8487472889028,finite_mle,Barker_MC_09553
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-180.23430473133868,372.46860946267736,336.0039467671116,3.1933258142939986,69,397.13556966693227,finite_mle,Barker_MC_03221
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-178.16124135582584,372.3224827116517,342.87557763561176,2.9353967480849863,69,397.13556966693227,finite_mle,Barker_MC_03221
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-181.48772219533055,374.9754443906611,336.07719083120895,3.1258454046640107,69,395.9187524243734,finite_mle,Barker_MC_08757
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-178.8875203734478,373.7750407468956,343.4128799240948,2.890037419410607,69,395.9187524243734,finite_mle,Barker_MC_08757
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-182.56931189463188,377.13862378926376,335.61922833937825,2.9876720571230404,69,397.33444722592833,finite_mle,Barker_MC_00766
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-180.7583351370973,377.5166702741946,342.0573862885954,2.8481335611091283,69,397.33444722592833,finite_mle,Barker_MC_00766
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-179.1445221403958,370.2890442807916,336.67475569109337,2.59259788977979,69,397.05514745620343,finite_mle,Barker_MC_09165
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-177.2253108052273,370.4506216104546,347.4198807855316,2.217183611414037,69,397.05514745620343,finite_mle,Barker_MC_09165
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-181.9374928519098,375.8749857038196,339.42992913239124,2.6183321312874246,69,396.27348091110554,finite_mle,Barker_MC_02359
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-178.59301641007698,373.18603282015397,351.15812175995325,2.4229028560793187,69,396.27348091110554,finite_mle,Barker_MC_02359
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-178.21241947674287,368.42483895348573,330.4338015757058,3.168649058865413,69,396.3505144311366,finite_mle,Barker_MC_03699
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-175.12180982242063,366.24361964484126,338.50764746785313,2.6524759155589734,69,396.3505144311366,finite_mle,Barker_MC_03699
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-180.90093150848614,373.8018630169723,336.32293382008777,3.249847079411314,69,395.5320780269122,finite_mle,Barker_MC_02115
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-178.1921141168354,372.3842282336708,344.65033930099963,2.9329964918159583,69,395.5320780269122,finite_mle,Barker_MC_02115
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-178.81212613728889,369.62425227457777,336.29879813354717,2.88971816561349,69,396.3599531055452,finite_mle,Barker_MC_03897
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-175.52399370867272,367.04798741734544,348.34163745108594,2.441797866943274,69,396.3599531055452,finite_mle,Barker_MC_03897
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-179.999745218505,371.99949043701,338.55807217743273,3.1021519257794616,69,396.40911021159036,finite_mle,Barker_MC_06064
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-177.6651579646792,371.3303159293584,347.8764571193741,2.802740814388111,69,396.40911021159036,finite_mle,Barker_MC_06064
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-178.25450417655145,368.5090083531029,333.15417046106154,3.716623233220186,69,396.4306470568795,finite_mle,Barker_MC_05459
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-176.85634609072702,369.71269218145403,338.46988809775536,3.291140529797021,69,396.4306470568795,finite_mle,Barker_MC_05459
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-178.35267855017784,368.7053571003557,328.07553638233077,3.6082633985277694,69,396.87415497522164,finite_mle,Barker_MC_05642
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-176.08970558334116,368.1794111666823,334.28348569390903,3.125046763046668,69,396.87415497522164,finite_mle,Barker_MC_05642
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-182.43524052278946,376.8704810455789,340.2286679013465,2.818432440819834,69,396.5940203054233,finite_mle,Barker_MC_03492
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-181.05187131932286,378.1037426386457,346.54249843800216,2.6297072224693983,69,396.5940203054233,finite_mle,Barker_MC_03492
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-176.8249557392523,365.6499114785046,339.7866548991903,3.456453252490717,69,395.80970756870573,finite_mle,Barker_MC_01163
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-174.2575021780164,364.5150043560328,347.8089965147919,3.042881907364591,69,395.80970756870573,finite_mle,Barker_MC_01163
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-181.6227439523126,375.2454879046252,340.8105379974172,2.8721662996961967,69,397.17485745624094,finite_mle,Barker_MC_00891
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-179.4998390935142,374.9996781870284,349.07409615576836,2.594618715400554,69,397.17485745624094,finite_mle,Barker_MC_00891
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-180.21138128398132,372.42276256796265,334.70393319567506,2.974046923384813,69,395.82054986006557,finite_mle,Barker_MC_06592
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-177.1986992758945,370.397398551789,343.5488063557598,2.627371710938174,69,395.82054986006557,finite_mle,Barker_MC_06592
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-179.522409577982,371.044819155964,331.7779334180212,3.136225373321032,69,396.8819411367688,finite_mle,Barker_MC_04188
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-177.51575184501365,371.0315036900273,337.07824547977606,2.6323860844685933,69,396.8819411367688,finite_mle,Barker_MC_04188
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-181.0737285747175,374.147457149435,333.025260211245,3.341546749784764,69,396.297753660297,finite_mle,Barker_MC_04101
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-179.2819887586435,374.563977517287,338.694941145904,3.0874825910765593,69,396.297753660297,finite_mle,Barker_MC_04101
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-181.58820189051454,375.1764037810291,331.6958498864608,3.025081183156405,69,396.6410914650413,finite_mle,Barker_MC_06731
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-179.47981026097756,374.9596205219551,337.5531403851972,2.7896410905333897,69,396.6410914650413,finite_mle,Barker_MC_06731
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-179.67226559856948,371.34453119713896,333.15536648518986,2.9525205399330288,69,395.30563548150195,finite_mle,Barker_MC_00167
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-176.17787441294243,368.35574882588486,343.1688600221979,2.599370650776311,69,395.30563548150195,finite_mle,Barker_MC_00167
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-180.7830892410059,373.5661784820118,340.47086498306084,2.958990554237632,69,396.95666361529516,finite_mle,Barker_MC_02319
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-178.38305430718057,372.76610861436114,348.2632167606298,2.6816369078129494,69,396.95666361529516,finite_mle,Barker_MC_02319
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-182.31578322103496,376.6315664420699,333.3505069859134,2.9304581805787233,69,395.94502791024,finite_mle,Barker_MC_00211
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-180.35982631885324,376.7196526377065,340.5996068448936,2.7169322857730203,69,395.94502791024,finite_mle,Barker_MC_00211
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-179.25453954929782,370.50907909859563,338.09844532251435,3.0922368341610524,69,396.1485349903195,finite_mle,Barker_MC_06306
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-176.39113410501102,368.78226821002204,348.637427090056,2.708545101465802,69,396.1485349903195,finite_mle,Barker_MC_06306
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-180.34173713789323,372.68347427578647,346.44608373032855,2.8351927940181403,69,397.2013941816384,finite_mle,Barker_MC_08435
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-177.28232346951415,370.5646469390283,357.65544373275327,2.6162810834126002,69,397.2013941816384,finite_mle,Barker_MC_08435
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-177.54059779361282,367.08119558722564,343.22497931018677,3.3921560146728797,69,397.2392237869198,finite_mle,Barker_MC_09530
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-173.39752510771388,362.79505021542775,354.87522326907714,3.051081101825125,69,397.2392237869198,finite_mle,Barker_MC_09530
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-180.01819037183856,372.0363807436771,347.6781730601203,2.6000259593231525,69,396.5160199935152,finite_mle,Barker_MC_06369
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-177.1395061523006,370.2790123046012,1.6999622999164987,2.3488598465777213,69,396.5160199935152,finite_mle,Barker_MC_06369
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-180.80301260382913,373.60602520765826,339.8723936659466,3.0369312109519355,69,397.250550253105,finite_mle,Barker_MC_00473
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-177.49571406556328,370.99142813112655,349.3185001473755,2.8259824947577226,69,397.250550253105,finite_mle,Barker_MC_00473
full,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,True,True,,-180.8079948519952,373.6159897039904,332.48467666629915,3.3948527277556226,69,395.71119104369086,finite_mle,Barker_MC_03239
interaction,same_type_exponential_history;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;lr04_phase_sin;lr04_phase_cos,8,True,True,,-179.27941438722462,374.55882877444924,336.93989637400097,3.1750890929741478,69,395.71119104369086,finite_mle,Barker_MC_03239
