sensitivity_case,n_realizations,n_valid,n_invalid,n_events,catalogue_id,n_nominal_p_below_0p05,fraction_nominal_p_below_0p05,n_delta_AIC_below_zero,fraction_delta_AIC_below_zero,model_version,gain_bits_per_event_q025,gain_bits_per_event_median,gain_bits_per_event_q975,point_gain_bits_per_event,LR_statistic_q025,LR_statistic_median,LR_statistic_q975,point_LR_statistic,nominal_LR_p_q025,nominal_LR_p_median,nominal_LR_p_q975,point_nominal_LR_p,delta_AIC_full_minus_reduced_q025,delta_AIC_full_minus_reduced_median,delta_AIC_full_minus_reduced_q975,point_delta_AIC_full_minus_reduced,pre_phase_rate_ratio_max_vs_min_q025,pre_phase_rate_ratio_max_vs_min_median,pre_phase_rate_ratio_max_vs_min_q975,point_pre_phase_rate_ratio_max_vs_min,pre_phase_preferred_deg_q025,pre_phase_preferred_deg_median,pre_phase_preferred_deg_q975,point_pre_phase_preferred_deg,response_exposure_kyr_min,response_exposure_kyr_max,n_response_events_min,n_response_events_max,phase_quantiles_unwrapped_about_point
sofular_so57_overlap,10000,9982,18,53,ngrip_warming_plus_mis6,9962,0.9979963935083149,9982,1.0,continuous_exponential_inhibition_2026-09-12,0.12596077050463267,0.2241041862736951,0.2904667665838668,0.24822357610742252,9.25479141126311,16.46574159593301,21.341639352220923,18.237880024300893,2.3212507150246675e-05,0.0002657722568083346,0.009780196476284173,0.00010957075947574939,-17.341639352220923,-12.465741595933011,-5.254791411263111,-14.237880024300893,3.7635212643067133,6.4279798398695,9.161051705847639,7.1828657310746395,311.32172912476784,328.48532381361815,342.73841653698645,328.0836823478582,154.338324,173.02741400000002,53.0,53.0,True
