realization_id,ngrip_realization_id,mis6_realization_id,fit_valid,invalid_reason,n_predictive_events,LR_statistic,nominal_LR_p,info_bits_per_event,delta_AICc_full_minus_reduced,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,all_models_converged,likelihood_nesting_ok,eta_clipping_used
joint_00001,NGRIP_08883,7164,True,,55,10.2654228,0.00590053992,0.134635224,-6.20704202,331.173594,3.82568891,True,True,False
joint_00002,NGRIP_07918,4635,True,,55,11.9956407,0.00248416082,0.15732774,-7.93725992,326.336261,4.37829579,True,True,False
joint_00003,NGRIP_06780,8570,True,,55,10.7153462,0.00471185738,0.140536153,-6.65696538,337.426451,4.06048397,True,True,False
joint_00004,NGRIP_01851,572,True,,55,14.966028,0.000562559294,0.196285586,-10.9076472,326.9739,5.2750075,True,True,False
joint_00005,NGRIP_07225,890,True,,55,14.4779822,0.000718035828,0.189884665,-10.4196014,339.172948,5.31139616,True,True,False
joint_00006,NGRIP_09194,7596,True,,55,10.9613274,0.00416656347,0.143762297,-6.90294655,335.688789,4.10588021,True,True,False
joint_00007,NGRIP_08323,3185,True,,55,12.097916,0.00236032021,0.158669122,-8.03953514,325.340812,4.4249174,True,True,False
joint_00008,NGRIP_07443,6835,True,,55,11.4400149,0.00327968645,0.15004048,-7.38163409,333.063631,4.1828886,True,True,False
joint_00009,NGRIP_05806,1501,True,,55,10.7086964,0.00472755,0.140448938,-6.65031554,335.937157,4.06556874,True,True,False
joint_00010,NGRIP_06364,6455,True,,55,12.2171658,0.00222369975,0.160233132,-8.15878501,328.189021,4.45836025,True,True,False
joint_00011,NGRIP_07263,1545,True,,55,11.9871094,0.00249478002,0.157215849,-7.92872862,319.212901,4.35720462,True,True,False
joint_00012,NGRIP_07332,6319,True,,55,12.2582334,0.00217850442,0.16077175,-8.19985254,312.583269,4.51993217,True,True,False
joint_00013,NGRIP_09025,2677,True,,55,11.3035642,0.00351125386,0.148250872,-7.24518334,304.92861,4.16055708,True,True,False
joint_00014,NGRIP_06753,605,True,,55,14.4890726,0.000714065204,0.190030119,-10.4306917,337.712556,5.226787,True,True,False
joint_00015,NGRIP_04606,6003,True,,55,9.96594324,0.00685366578,0.130707426,-5.90756241,337.309461,3.82748269,True,True,False
joint_00016,NGRIP_02394,584,True,,55,14.3569863,0.000762816413,0.188297754,-10.2986055,328.339872,5.1379371,True,True,False
joint_00017,NGRIP_05846,1629,True,,55,7.44915608,0.0241232774,0.0976987321,-3.39077525,338.027646,3.12959853,True,True,False
joint_00018,NGRIP_09495,3756,True,,55,14.670895,0.000652012059,0.192414795,-10.6125142,325.80869,5.184689,True,True,False
joint_00019,NGRIP_07493,3618,True,,55,19.252921,6.59601041e-05,0.252509942,-15.1945401,327.824899,6.97983288,True,True,False
joint_00020,NGRIP_06948,830,True,,55,11.2445862,0.00361633901,0.147477352,-7.18620535,338.591278,4.18092912,True,True,False
joint_00021,NGRIP_05722,7004,True,,55,12.3081759,0.00212477799,0.161426767,-8.24979509,334.366043,4.50193679,True,True,False
joint_00022,NGRIP_07688,841,True,,55,11.5017274,0.00318003295,0.150849865,-7.44334661,330.969158,4.35308369,True,True,False
joint_00023,NGRIP_03505,5088,True,,55,8.43472542,0.0147374603,0.110624878,-4.37634459,329.539514,3.43231317,True,True,False
joint_00024,NGRIP_02156,6737,True,,55,10.427726,0.00544061607,0.136763896,-6.36934513,336.289129,3.97848497,True,True,False
joint_00025,NGRIP_07589,1519,True,,55,12.0921575,0.00236712588,0.158593597,-8.03377671,336.059566,4.514846,True,True,False
joint_00026,NGRIP_02881,3853,True,,55,16.1431384,0.000312292849,0.21172387,-12.0847576,331.966038,5.78402211,True,True,False
joint_00027,NGRIP_06530,3919,True,,55,14.1659131,0.000839288071,0.185791751,-10.1075323,329.308942,5.0738056,True,True,False
joint_00028,NGRIP_09064,1083,True,,55,11.5859485,0.0030489005,0.151954458,-7.52756766,331.663391,4.32735871,True,True,False
joint_00029,NGRIP_02194,6695,True,,55,13.8880706,0.000964370219,0.182147732,-9.82968976,318.921995,4.9754836,True,True,False
joint_00030,NGRIP_00310,222,True,,55,11.3800875,0.00337944517,0.149254507,-7.32170664,334.217492,4.2438995,True,True,False
joint_00031,NGRIP_02178,9433,True,,55,10.8439104,0.00441849924,0.142222325,-6.78552953,322.443169,4.09375383,True,True,False
joint_00032,NGRIP_05135,7702,True,,55,11.5295799,0.00313605409,0.151215161,-7.47119903,319.264958,4.24896141,True,True,False
joint_00033,NGRIP_03388,6268,True,,55,10.9283766,0.00423577778,0.143330134,-6.8699958,329.092052,4.17759706,True,True,False
joint_00034,NGRIP_01228,5217,True,,55,6.10033374,0.0473510222,0.0800083749,-2.04195292,318.930345,2.78665971,True,True,False
joint_00035,NGRIP_01099,8335,True,,55,11.2192141,0.00366250821,0.147144587,-7.1608333,318.580807,4.14183919,True,True,False
joint_00036,NGRIP_06328,473,True,,55,14.6345937,0.000663954561,0.191938689,-10.5762129,329.048266,5.2612514,True,True,False
joint_00037,NGRIP_02121,2586,True,,55,14.7294908,0.000633186599,0.193183303,-10.67111,328.376473,5.26773633,True,True,False
joint_00038,NGRIP_05437,3394,True,,55,12.6319952,0.001807162,0.16567379,-8.57361442,322.333227,4.55717638,True,True,False
joint_00039,NGRIP_08944,8362,True,,55,12.7297363,0.00172096832,0.166955704,-8.67135552,329.557946,4.67461651,True,True,False
joint_00040,NGRIP_08271,1641,True,,55,11.6439566,0.00296174021,0.152715258,-7.58557572,335.307343,4.30991659,True,True,False
joint_00041,NGRIP_00333,8883,True,,55,10.4995628,0.00524866574,0.137706065,-6.44118193,329.393244,3.95388689,True,True,False
joint_00042,NGRIP_01268,2394,True,,55,14.5941012,0.000677534149,0.191407613,-10.5357204,320.821959,5.16733304,True,True,False
joint_00043,NGRIP_02744,7041,True,,55,11.736007,0.00282851486,0.153922537,-7.67762615,327.572018,4.25297494,True,True,False
joint_00044,NGRIP_07941,4842,True,,55,15.237998,0.000491033107,0.199852583,-11.1796172,320.985034,5.43994177,True,True,False
joint_00045,NGRIP_05971,4847,True,,55,14.8506623,0.000595963495,0.194772517,-10.7922815,317.100968,5.31297609,True,True,False
joint_00046,NGRIP_05371,1354,True,,55,11.6677747,0.00292667776,0.153027643,-7.60939391,334.939685,4.34483921,True,True,False
joint_00047,NGRIP_09220,4789,True,,55,12.4347962,0.00199442782,0.163087443,-8.37641533,311.351563,4.49476725,True,True,False
joint_00048,NGRIP_05024,6418,True,,55,7.8381759,0.019859199,0.102800886,-3.77979508,335.416137,3.26370167,True,True,False
joint_00049,NGRIP_00326,9673,True,,55,12.0956742,0.0023629673,0.15863972,-8.03729341,333.21398,4.416216,True,True,False
joint_00050,NGRIP_01110,5913,True,,55,15.4015081,0.00045248586,0.201997085,-11.3431273,328.905104,5.55128309,True,True,False
joint_00051,NGRIP_00671,5539,True,,55,11.3077211,0.00350396338,0.148305392,-7.24934028,323.290304,4.18906775,True,True,False
joint_00052,NGRIP_05456,5060,True,,55,11.8244013,0.00270622491,0.155081864,-7.76602045,335.628463,4.43046519,True,True,False
joint_00053,NGRIP_07972,2159,True,,55,13.6374227,0.0010931287,0.178860382,-9.57904183,323.952689,5.06424654,True,True,False
joint_00054,NGRIP_04371,5472,True,,55,11.2967908,0.00352316549,0.148162037,-7.23840998,335.598237,4.21020208,True,True,False
joint_00055,NGRIP_03186,3726,True,,55,15.1551606,0.000511798136,0.198766136,-11.0967797,329.739262,5.4229722,True,True,False
joint_00056,NGRIP_00572,1389,True,,55,13.0842194,0.00144144425,0.171604895,-9.02583861,334.011513,4.65533797,True,True,False
joint_00057,NGRIP_00590,8058,True,,55,12.484516,0.00194545768,0.16373954,-8.42613521,335.99316,4.62787184,True,True,False
joint_00058,NGRIP_02098,2587,True,,55,12.1834956,0.00226145283,0.159791534,-8.12511482,332.127172,4.52575287,True,True,False
joint_00059,NGRIP_09526,6636,True,,55,12.5170285,0.00191408754,0.164165954,-8.45864767,322.919855,4.53000165,True,True,False
joint_00060,NGRIP_07672,6291,True,,55,13.8877803,0.000964510218,0.182143925,-9.82939944,324.773879,5.06155675,True,True,False
joint_00061,NGRIP_07507,4752,True,,55,12.4818834,0.00194802017,0.163705012,-8.42350261,325.469448,4.59915961,True,True,False
joint_00062,NGRIP_09908,7442,True,,55,11.8432401,0.00268085356,0.155328943,-7.78485926,324.792211,4.40624423,True,True,False
joint_00063,NGRIP_03445,9928,True,,55,13.2502355,0.00132662423,0.173782264,-9.19185465,320.054408,4.79780001,True,True,False
joint_00064,NGRIP_04318,7657,True,,55,7.45598842,0.0240410088,0.097788341,-3.39760759,336.082144,3.15656275,True,True,False
joint_00065,NGRIP_03431,4108,True,,55,12.2044716,0.00223785871,0.160066642,-8.14609078,328.717065,4.47681678,True,True,False
joint_00066,NGRIP_06835,3682,True,,55,15.9526528,0.000343498992,0.209225573,-11.8942719,326.664868,5.74237626,True,True,False
joint_00067,NGRIP_02967,84,True,,55,10.9041228,0.00428745733,0.143012036,-6.84574201,333.14312,4.09279296,True,True,False
joint_00068,NGRIP_07381,2975,True,,55,14.4785814,0.000717820717,0.189892524,-10.4202006,331.065662,5.19418084,True,True,False
joint_00069,NGRIP_08953,4036,True,,55,16.4078331,0.000273579978,0.21519545,-12.3494523,322.091399,5.86733947,True,True,False
joint_00070,NGRIP_03034,9001,True,,55,16.7966975,0.000225238944,0.220295565,-12.7383167,326.727666,5.96083065,True,True,False
joint_00071,NGRIP_05696,4824,True,,55,15.4340461,0.000445183914,0.202423835,-11.3756653,322.205978,5.5696511,True,True,False
joint_00072,NGRIP_05673,5657,True,,55,7.57103853,0.0226970739,0.0992972704,-3.5126577,338.305578,3.1513455,True,True,False
joint_00073,NGRIP_05597,2504,True,,55,5.5829108,0.0613318864,0.0732221612,-1.52452998,339.90069,2.68213721,True,True,False
joint_00074,NGRIP_06985,4332,True,,55,14.9469215,0.000567959315,0.196034996,-10.8885407,322.023907,5.41678478,True,True,False
joint_00075,NGRIP_00183,8419,True,,55,16.0140605,0.000333112518,0.21003096,-11.9556796,329.950582,5.85959173,True,True,False
joint_00076,NGRIP_01391,8642,True,,55,13.3371189,0.00127022729,0.174921775,-9.27873803,323.313598,4.78818387,True,True,False
joint_00077,NGRIP_09248,4478,True,,55,12.6575005,0.00178426227,0.166008302,-8.59911966,329.654339,4.61056014,True,True,False
joint_00078,NGRIP_09096,7213,True,,55,13.1746472,0.00137772234,0.172790893,-9.11626641,338.464889,4.82168526,True,True,False
joint_00079,NGRIP_04738,2237,True,,55,14.0966069,0.000868881797,0.184882772,-10.0382261,314.671593,5.07314826,True,True,False
joint_00080,NGRIP_00559,1949,True,,55,8.38902132,0.0150781189,0.11002545,-4.3306405,346.438821,3.3753866,True,True,False
joint_00081,NGRIP_05384,6274,True,,55,13.802213,0.00100667096,0.181021674,-9.74383212,331.595258,4.93176863,True,True,False
joint_00082,NGRIP_09515,4763,True,,55,14.124988,0.000856638957,0.185255002,-10.0666072,313.375946,5.06772417,True,True,False
joint_00083,NGRIP_02235,9204,True,,55,12.6555085,0.00178604029,0.165982176,-8.59712765,327.382848,4.51411063,True,True,False
joint_00084,NGRIP_00904,316,True,,55,9.99357674,0.00675962157,0.131069851,-5.93519592,339.706425,3.84293285,True,True,False
joint_00085,NGRIP_05354,1807,True,,55,17.0479829,0.000198644964,0.223591276,-12.989602,328.047391,6.1813544,True,True,False
joint_00086,NGRIP_07902,279,True,,55,13.6186084,0.00110346043,0.178613625,-9.56022756,329.472314,5.02662658,True,True,False
joint_00087,NGRIP_04058,9924,True,,55,7.42557849,0.0244093446,0.0973895024,-3.36719767,341.647056,3.13066328,True,True,False
joint_00088,NGRIP_08571,5525,True,,55,15.4924767,0.000432365887,0.203190176,-11.4340959,321.682404,5.55955937,True,True,False
joint_00089,NGRIP_09284,8842,True,,55,12.0102548,0.00246607517,0.157519409,-7.95187396,336.20315,4.45766388,True,True,False
joint_00090,NGRIP_02775,9494,True,,55,11.0963595,0.00389453983,0.145533298,-7.03797867,327.851518,4.06852743,True,True,False
joint_00091,NGRIP_02768,1920,True,,55,11.522317,0.00314746321,0.151119905,-7.46393614,327.021245,4.26361002,True,True,False
joint_00092,NGRIP_06614,8179,True,,55,11.3935941,0.00335669955,0.149431652,-7.3352133,334.929345,4.27010289,True,True,False
joint_00093,NGRIP_05021,5432,True,,55,14.0712987,0.000879946568,0.184550845,-10.0129179,332.903433,5.13905288,True,True,False
joint_00094,NGRIP_05578,4755,True,,55,12.1557322,0.00229306456,0.159427406,-8.09735141,325.629328,4.5046581,True,True,False
joint_00095,NGRIP_00778,9273,True,,55,11.7804576,0.00276634366,0.154505525,-7.72207679,329.575952,4.30979766,True,True,False
joint_00096,NGRIP_01120,6951,True,,55,10.2873116,0.00583631426,0.134922304,-6.22893078,332.085656,3.93423522,True,True,False
joint_00097,NGRIP_01492,1310,True,,55,15.4349158,0.000444990378,0.202435241,-11.376535,330.194994,5.60432287,True,True,False
joint_00098,NGRIP_04592,488,True,,55,11.8342631,0.00269291353,0.155211207,-7.77588232,329.359171,4.35947706,True,True,False
joint_00099,NGRIP_04337,6923,True,,55,12.2921801,0.00214183992,0.161216975,-8.23379926,327.701291,4.41456039,True,True,False
joint_00100,NGRIP_02418,990,True,,55,12.4667268,0.00196283894,0.163506227,-8.408346,330.720815,4.63137227,True,True,False
joint_00101,NGRIP_02457,3771,True,,55,16.6158609,0.000246553774,0.217923819,-12.5574801,333.768564,5.95195295,True,True,False
joint_00102,NGRIP_05293,1206,True,,55,7.83270439,0.0199136033,0.102729125,-3.77432357,332.464454,3.2389515,True,True,False
joint_00103,NGRIP_07075,6424,True,,55,17.0868971,0.000194817265,0.224101652,-13.0285163,331.562302,6.02429371,True,True,False
joint_00104,NGRIP_04287,4323,True,,55,14.2076618,0.000821950071,0.186339302,-10.149281,326.032315,5.18905072,True,True,False
joint_00105,NGRIP_02502,4850,True,,55,12.9288247,0.00155790652,0.169566829,-8.87044384,326.03677,4.72464313,True,True,False
joint_00106,NGRIP_08847,6347,True,,55,7.52399503,0.0232372772,0.0986802756,-3.4656142,342.722967,3.16140361,True,True,False
joint_00107,NGRIP_08472,5904,True,,55,13.9221413,0.000948080984,0.182594583,-9.86376044,320.650699,4.8868103,True,True,False
joint_00108,NGRIP_08047,2472,True,,55,11.4818203,0.00321184363,0.150588775,-7.4234395,341.711385,4.23632752,True,True,False
joint_00109,NGRIP_07294,1804,True,,55,15.7085678,0.000388085887,0.206024298,-11.6501869,330.707067,5.68858796,True,True,False
joint_00110,NGRIP_02074,5971,True,,55,6.79956063,0.0333806024,0.0891790218,-2.7411798,341.782914,2.98694322,True,True,False
joint_00111,NGRIP_01247,1148,True,,55,17.00115,0.00020335141,0.222977043,-12.9427692,319.801984,6.08016936,True,True,False
joint_00112,NGRIP_03069,9955,True,,55,12.9958092,0.00150659277,0.17044536,-8.93742842,325.59888,4.80002668,True,True,False
joint_00113,NGRIP_07178,2738,True,,55,14.8357157,0.000600433992,0.194576486,-10.7773349,331.885671,5.44512893,True,True,False
joint_00114,NGRIP_03555,464,True,,55,13.5934156,0.00111744796,0.178283212,-9.53503477,340.851676,4.94599661,True,True,False
joint_00115,NGRIP_07503,3351,True,,55,6.80463696,0.0332959843,0.0892456,-2.74625613,331.062363,2.99411177,True,True,False
joint_00116,NGRIP_04637,3845,True,,55,11.4483682,0.00326601686,0.150150037,-7.38998742,333.444952,4.28507971,True,True,False
joint_00117,NGRIP_04803,5004,True,,55,12.5425426,0.00188982456,0.164500581,-8.48416174,339.526198,4.56703216,True,True,False
joint_00118,NGRIP_05507,7334,True,,55,13.1005908,0.00142969317,0.171819613,-9.04221002,328.733203,4.82587496,True,True,False
joint_00119,NGRIP_00212,1025,True,,55,11.6677566,0.00292670433,0.153027405,-7.60937576,339.20311,4.36620405,True,True,False
joint_00120,NGRIP_06398,1369,True,,55,13.5499912,0.00114197551,0.177713683,-9.4916104,331.896293,4.94798379,True,True,False
joint_00121,NGRIP_03316,2008,True,,55,10.1932369,0.006117398,0.133688475,-6.13485604,330.307831,3.83847509,True,True,False
joint_00122,NGRIP_05164,3072,True,,55,16.2577748,0.000294896127,0.213227373,-12.1993939,325.360098,5.77052521,True,True,False
joint_00123,NGRIP_05910,4949,True,,55,13.4299661,0.00121260656,0.176139505,-9.37158528,328.343503,4.84288363,True,True,False
joint_00124,NGRIP_07528,4596,True,,55,12.2673904,0.00216855288,0.160891848,-8.20900959,333.844177,4.48223878,True,True,False
joint_00125,NGRIP_01482,5009,True,,55,10.6095425,0.00496783458,0.139148494,-6.55116164,329.986703,4.05139761,True,True,False
joint_00126,NGRIP_00004,927,True,,55,11.025998,0.00403399137,0.144610478,-6.96761713,335.260354,4.14716358,True,True,False
joint_00127,NGRIP_08127,7575,True,,55,12.6353493,0.0018041339,0.165717779,-8.57696844,328.155051,4.66050725,True,True,False
joint_00128,NGRIP_06322,896,True,,55,13.3819906,0.00124204594,0.175510286,-9.32360978,328.88916,4.76229265,True,True,False
joint_00129,NGRIP_07948,4006,True,,55,14.0325161,0.00089717642,0.184042194,-9.97413525,334.556029,5.18294106,True,True,False
joint_00130,NGRIP_08733,8756,True,,55,11.2941293,0.00352785704,0.148127131,-7.2357485,326.388606,4.17366998,True,True,False
joint_00131,NGRIP_06684,6731,True,,55,15.5447775,0.0004212059,0.203876122,-11.4863967,329.753422,5.61571828,True,True,False
joint_00132,NGRIP_06458,886,True,,55,12.5347331,0.00189721826,0.164398157,-8.47635225,332.75022,4.59724851,True,True,False
joint_00133,NGRIP_02608,6067,True,,55,9.42933736,0.00896283513,0.12366962,-5.37095654,340.682303,3.69973859,True,True,False
joint_00134,NGRIP_00819,8148,True,,55,15.7350811,0.000382975112,0.206372032,-11.6767003,332.421803,5.66432822,True,True,False
joint_00135,NGRIP_01797,4,True,,55,10.4762188,0.00531028701,0.137399899,-6.41783796,322.460525,3.93310581,True,True,False
joint_00136,NGRIP_01544,7818,True,,55,10.0952316,0.00642463268,0.132403097,-6.03685081,332.749297,3.82461046,True,True,False
joint_00137,NGRIP_05320,4365,True,,55,12.941771,0.00154785453,0.169736625,-8.88339013,316.868191,4.61210308,True,True,False
joint_00138,NGRIP_00001,1408,True,,55,13.4821925,0.00118135139,0.176824475,-9.42381168,331.445659,4.80016347,True,True,False
joint_00139,NGRIP_02387,8173,True,,55,9.77765934,0.00753023019,0.128238006,-5.71927851,331.924664,3.77846952,True,True,False
joint_00140,NGRIP_08777,1272,True,,55,9.73240029,0.00770257843,0.127644415,-5.67401946,329.078474,3.7666958,True,True,False
joint_00141,NGRIP_00184,689,True,,55,10.1807976,0.00615556449,0.133525329,-6.1224168,335.195125,3.91634113,True,True,False
joint_00142,NGRIP_00411,5619,True,,55,12.1823837,0.00226271054,0.15977695,-8.12400284,330.186351,4.41720363,True,True,False
joint_00143,NGRIP_00181,2151,True,,55,7.43588099,0.0242839293,0.0975246239,-3.37750016,341.725815,3.14517732,True,True,False
joint_00144,NGRIP_03395,2580,True,,55,10.2832777,0.00584809778,0.134869397,-6.22489685,339.246052,3.94192599,True,True,False
joint_00145,NGRIP_05326,230,True,,55,12.1933953,0.00225028668,0.159921372,-8.13501449,321.937501,4.39598586,True,True,False
joint_00146,NGRIP_06480,6681,True,,55,14.6026001,0.000674661115,0.191519079,-10.5442193,331.152773,5.35220704,True,True,False
joint_00147,NGRIP_09870,4867,True,,55,15.9829959,0.00033832691,0.209623535,-11.9246151,331.496566,5.80000423,True,True,False
joint_00148,NGRIP_03524,2726,True,,55,13.8293166,0.000993120741,0.18137715,-9.77093579,327.999025,5.01557369,True,True,False
joint_00149,NGRIP_04824,9627,True,,55,11.0978736,0.00389159258,0.145553156,-7.03949278,333.376687,4.16374889,True,True,False
joint_00150,NGRIP_05248,5026,True,,55,8.21604929,0.0164402177,0.107756851,-4.15766846,331.456636,3.35862783,True,True,False
joint_00151,NGRIP_05020,4718,True,,55,10.0891467,0.00644420905,0.132323291,-6.03076592,329.248371,3.88276285,True,True,False
joint_00152,NGRIP_07030,2466,True,,55,12.4003118,0.00202911426,0.162635167,-8.34193098,341.378383,4.53500358,True,True,False
joint_00153,NGRIP_09885,3666,True,,55,10.3552627,0.00564135303,0.13581351,-6.29688186,331.032178,3.92851183,True,True,False
joint_00154,NGRIP_06714,5691,True,,55,13.2741291,0.00131086961,0.174095638,-9.21574824,325.349623,4.80862803,True,True,False
joint_00155,NGRIP_09686,4693,True,,55,11.8410307,0.00268381667,0.155299967,-7.78264991,332.035475,4.41987131,True,True,False
joint_00156,NGRIP_07861,2244,True,,55,10.9571422,0.00417529143,0.143707407,-6.89876141,326.74477,4.08699316,True,True,False
joint_00157,NGRIP_02077,5557,True,,55,8.41012624,0.0149198443,0.110302249,-4.35174542,337.437804,3.34051183,True,True,False
joint_00158,NGRIP_00971,1433,True,,55,14.7407412,0.000629634806,0.193330856,-10.6823603,337.525094,5.37607739,True,True,False
joint_00159,NGRIP_05769,2953,True,,55,9.95553295,0.0068894331,0.130570891,-5.89715212,337.892432,3.81751694,True,True,False
joint_00160,NGRIP_04789,7811,True,,55,10.3395735,0.00568578109,0.135607741,-6.28119271,333.278685,3.92515883,True,True,False
joint_00161,NGRIP_08634,7739,True,,55,11.0469731,0.00399190569,0.144885575,-6.98859226,323.848038,4.1200625,True,True,False
joint_00162,NGRIP_06498,7809,True,,55,11.3511502,0.0034286966,0.148874983,-7.29276936,341.04959,4.25801602,True,True,False
joint_00163,NGRIP_04281,7574,True,,55,14.1844955,0.0008315262,0.186035467,-10.1261147,322.064569,5.12263569,True,True,False
joint_00164,NGRIP_02167,3251,True,,55,14.3978159,0.000747401581,0.18883325,-10.339435,327.246351,5.12395892,True,True,False
joint_00165,NGRIP_09500,4788,True,,55,11.403756,0.00333968759,0.14956493,-7.3453752,331.394499,4.24685342,True,True,False
joint_00166,NGRIP_05209,1588,True,,55,12.2888749,0.00214538247,0.161173626,-8.23049405,327.291993,4.54089901,True,True,False
joint_00167,NGRIP_00801,7225,True,,55,13.2858263,0.00130322524,0.174249052,-9.22744545,327.00324,4.86326008,True,True,False
joint_00168,NGRIP_07677,5036,True,,55,13.3208608,0.00128059511,0.174708543,-9.26247993,325.024397,4.82855747,True,True,False
joint_00169,NGRIP_00431,2470,True,,55,15.0296466,0.000544946312,0.197119969,-10.9712657,323.705515,5.39229507,True,True,False
joint_00170,NGRIP_05046,9328,True,,55,13.4049658,0.00122785949,0.175811615,-9.34658493,338.840068,4.89802877,True,True,False
joint_00171,NGRIP_08695,8888,True,,55,7.00271001,0.0301564935,0.0918434092,-2.94432919,336.797272,3.03079867,True,True,False
joint_00172,NGRIP_05254,9355,True,,55,10.6573624,0.00485046261,0.139775672,-6.59898156,331.106006,4.01792832,True,True,False
joint_00173,NGRIP_05740,4588,True,,55,7.53278118,0.023135418,0.0987955095,-3.47440035,339.511157,3.17616708,True,True,False
joint_00174,NGRIP_08960,9995,True,,55,9.33366531,0.00940200179,0.122414842,-5.27528448,327.084091,3.68117846,True,True,False
joint_00175,NGRIP_08761,3978,True,,55,12.99151,0.00150983489,0.170388973,-8.93312913,323.490274,4.66935007,True,True,False
joint_00176,NGRIP_01473,6735,True,,55,8.26906231,0.0160101697,0.108452138,-4.21068148,339.600076,3.34965622,True,True,False
joint_00177,NGRIP_01359,9104,True,,55,15.6350626,0.000402614383,0.205060248,-11.5766818,324.834867,5.55879588,True,True,False
joint_00178,NGRIP_01117,99,True,,55,13.2488621,0.00132753551,0.173764252,-9.19048129,325.813879,4.90308843,True,True,False
joint_00179,NGRIP_04194,4840,True,,55,7.29813589,0.0260153653,0.0957180405,-3.23975506,345.404007,3.10418683,True,True,False
joint_00180,NGRIP_09773,6587,True,,55,9.93681522,0.00695421304,0.1303254,-5.87843439,332.016187,3.83856177,True,True,False
joint_00181,NGRIP_01338,4425,True,,55,13.7142207,0.00105194932,0.17986762,-9.65583986,328.589143,4.93198234,True,True,False
joint_00182,NGRIP_08552,4851,True,,55,8.21899733,0.0164160024,0.107795515,-4.1606165,338.205949,3.33972991,True,True,False
joint_00183,NGRIP_09208,2659,True,,55,10.3083676,0.00577519178,0.135198462,-6.2499868,340.367794,3.8891981,True,True,False
joint_00184,NGRIP_01628,3885,True,,55,12.6136599,0.00182380562,0.165433315,-8.55527909,322.276995,4.54441122,True,True,False
joint_00185,NGRIP_06852,7218,True,,55,14.6510811,0.000658503626,0.192154927,-10.5927002,332.384105,5.31992317,True,True,False
joint_00186,NGRIP_08404,2978,True,,55,12.6880682,0.00175719922,0.16640921,-8.62968736,320.799917,4.68539501,True,True,False
joint_00187,NGRIP_05296,2833,True,,55,15.5769471,0.000414485102,0.204298039,-11.5185662,321.929696,5.62401186,True,True,False
joint_00188,NGRIP_01847,8374,True,,55,14.6019159,0.000674891968,0.191510105,-10.543535,330.291492,5.26490396,True,True,False
joint_00189,NGRIP_04467,4761,False,"NGRIP observation support [12, 123] kyr BP: NGRIP:GI-25=123.311",,,,,,,,,,
joint_00190,NGRIP_02548,9449,True,,55,14.8079862,0.000608816832,0.194212802,-10.7496054,326.9347,5.33468414,True,True,False
joint_00191,NGRIP_03392,8089,True,,55,7.72449668,0.0210206847,0.101309937,-3.66611586,330.667605,3.22115913,True,True,False
joint_00192,NGRIP_07835,9863,True,,55,6.20207603,0.0450024649,0.0813427667,-2.14369521,338.865598,2.81808336,True,True,False
joint_00193,NGRIP_07416,2804,True,,55,14.9436278,0.000568895448,0.195991797,-10.8852469,323.091544,5.37602254,True,True,False
joint_00194,NGRIP_04260,4642,True,,55,7.11632048,0.0284911935,0.0933334569,-3.05793965,341.792188,3.06189005,True,True,False
joint_00195,NGRIP_02157,5354,True,,55,7.08533111,0.0289360934,0.0929270187,-3.02695029,348.385447,3.04134363,True,True,False
joint_00196,NGRIP_08060,7020,True,,55,7.65008882,0.0218174666,0.100334047,-3.591708,334.766737,3.20499334,True,True,False
joint_00197,NGRIP_07259,3363,True,,55,11.5709281,0.0030718846,0.151757459,-7.51254723,329.837894,4.31477816,True,True,False
joint_00198,NGRIP_03559,500,True,,55,13.9372265,0.000940956867,0.182792432,-9.87884569,327.393678,4.97813203,True,True,False
joint_00199,NGRIP_02645,6058,True,,55,12.9035027,0.00157775657,0.169234721,-8.84512184,337.124689,4.77058841,True,True,False
joint_00200,NGRIP_05003,1627,True,,55,12.972213,0.00152447297,0.170135886,-8.91383222,329.4913,4.69773814,True,True,False
joint_00201,NGRIP_08915,2142,True,,55,12.8894866,0.00158885235,0.169050895,-8.8311058,339.915229,4.75425107,True,True,False
joint_00202,NGRIP_03596,6403,True,,55,12.9375741,0.00155110601,0.169681582,-8.87919327,335.626269,4.75212065,True,True,False
joint_00203,NGRIP_01143,5340,True,,55,10.1902251,0.00612661699,0.133648975,-6.13184429,331.951522,3.83849586,True,True,False
joint_00204,NGRIP_09972,12,True,,55,15.3712906,0.000459374251,0.201600771,-11.3129098,319.047837,5.46383359,True,True,False
joint_00205,NGRIP_04064,7688,True,,55,14.4054651,0.000744548528,0.188933573,-10.3470842,314.899409,5.19207173,True,True,False
joint_00206,NGRIP_06569,6366,True,,55,14.2979454,0.000785670778,0.187523409,-10.2395646,327.979591,5.10641998,True,True,False
joint_00207,NGRIP_05951,1647,True,,55,12.5256424,0.00190586135,0.164278929,-8.46726161,343.176774,4.59755466,True,True,False
joint_00208,NGRIP_03822,737,True,,55,16.2335175,0.000298494596,0.212909228,-12.1751366,328.042186,5.89817215,True,True,False
joint_00209,NGRIP_01841,5267,True,,55,15.5955898,0.000410639474,0.204542547,-11.537209,329.13373,5.61712571,True,True,False
joint_00210,NGRIP_04364,3765,True,,55,11.9946288,0.00248541804,0.157314468,-7.93624799,306.501879,4.33736005,True,True,False
