realization_id,ngrip_realization_id,mis6_realization_id,fit_valid,invalid_reason,n_response_events,n_conditioning_events,response_exposure_kyr,gain_bits_per_event,LR_statistic,nominal_LR_p,delta_AIC_full_minus_reduced,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,pre_phase_amplitude,beta_history,beta_pre_phase_sin,beta_pre_phase_cos,all_models_converged,likelihood_nesting_ok
joint_00565,NGRIP_06623,9868,True,,53.0,2.0,168.07019200000002,0.20099871674323788,14.768099543514694,0.0006210805515776407,-10.768099543514694,335.56788391981695,5.581442532279909,0.8597236306564234,-0.7882918271910033,-0.35559444474625684,0.7827370643930589,True,True
joint_00566,NGRIP_07689,5394,True,,53.0,2.0,167.409699,0.17419855261213982,12.798994973677168,0.0016623924373950832,-8.798994973677168,336.4765989590051,5.026118929550411,0.8073240508523165,-0.9181505960990727,-0.32222207033213157,0.7402331122528015,True,True
joint_00567,NGRIP_01918,8096,True,,53.0,2.0,168.456297,0.16092393864613513,11.82366128186004,0.0027072263888918402,-7.823661281860041,337.72218091487554,4.584557565017932,0.7613468024365386,-0.6825530350507695,-0.2886250155976194,0.7045172488673472,True,True
joint_00568,NGRIP_07480,5401,True,,53.0,2.0,162.444603,0.2224160494753194,16.341708106140487,0.000282776407226668,-12.341708106140487,320.79182516311886,6.562806089026885,0.9407091344837307,-0.9617585837468599,-0.5946597439797386,0.7289125219058056,True,True
joint_00569,NGRIP_03255,4626,True,,53.0,2.0,160.18721499999998,0.1859633823195012,13.663399379068267,0.0010790225547583267,-9.663399379068267,321.07293494207624,5.378714545698459,0.8412247067992901,-0.7760778703452709,-0.5285672329127998,0.6544277558451028,True,True
joint_00570,NGRIP_08532,7950,True,,53.0,2.0,165.248196,0.22447280582934717,16.492825402137157,0.00026219745288780233,-12.492825402137157,319.8499340235075,6.369598938678692,0.9257682533204943,-0.8466804107949227,-0.5969277640226903,0.7076186143643695,True,True
joint_00571,NGRIP_06535,6842,True,,53.0,2.0,163.87879700000002,0.24243768804573917,17.81276999261982,0.0001355208579460397,-13.81276999261982,325.2204096318667,7.00115123887915,0.973037299114914,-0.8246073230710205,-0.5550409340988246,0.7992065733860995,True,True
joint_00572,NGRIP_01119,1860,True,,53.0,2.0,164.328736,0.21207695560964465,15.582057647311558,0.00041342732129372796,-11.582057647311558,325.07391557981447,5.955676091957316,0.8921723649284579,-0.7615791795560632,-0.5107858047737894,0.7314843746681331,True,True
joint_00573,NGRIP_03301,5399,True,,53.0,2.0,161.935063,0.232508189724085,17.083213993420713,0.00019517636022763288,-13.083213993420713,328.64794237997756,7.124420586541897,0.9817642008304325,-1.0448509996948556,-0.5108072393827746,0.8384133289889698,True,True
joint_00574,NGRIP_03585,4231,True,,53.0,2.0,164.126374,0.26998912017864257,19.837072927970752,4.9253187876438146e-05,-15.837072927970752,326.4295018531716,8.193119628561359,1.0516473661832808,-0.9139562609768234,-0.5815216629712109,0.8762389732803654,True,True
joint_00575,NGRIP_06584,2346,True,,53.0,2.0,165.94127100000003,0.23898403124724238,17.559017390534848,0.00015385365566232653,-13.559017390534848,326.46286291447245,6.8277830897338765,0.9605000183337323,-1.015177083060034,-0.5306545186859611,0.8006035642047011,True,True
joint_00576,NGRIP_05459,2144,True,,53.0,2.0,168.71124200000003,0.20209356763114678,14.848542180959981,0.000596595582434164,-10.848542180959981,345.42981008214514,5.798226088059487,0.8787760119426904,-0.8114424128794597,-0.2210700260290012,0.8505147398825232,True,True
joint_00577,NGRIP_05958,4783,True,,53.0,2.0,163.74159500000002,0.21253750330053062,15.615895744657365,0.0004064913646690226,-11.615895744657365,334.8638853544387,6.064631166524095,0.9012368635565084,-0.8375731049816267,-0.38281850518059424,0.8158908482906694,True,True
joint_00578,NGRIP_05760,3482,True,,53.0,2.0,163.335264,0.2910293578405195,21.382974957816714,2.2737671332521013e-05,-17.382974957816714,324.28559840094266,9.072758778387305,1.1026381915403787,-1.1352831077142667,-0.6436598778295636,0.8952725524195791,True,True
joint_00579,NGRIP_00485,931,True,,53.0,2.0,166.682265,0.197546279851679,14.514436572385506,0.0007050666037622178,-10.514436572385506,327.75637974239214,5.4660792124282525,0.8492807896232538,-0.8785013131223227,-0.45310857811570054,0.7183108491879164,True,True
joint_00580,NGRIP_07023,2222,True,,53.0,2.0,166.62862,0.2049806099638144,15.060663577782833,0.0005365602024341332,-11.060663577782833,327.4776477893158,5.832978478469964,0.8817638790743548,-0.8447309268639224,-0.47406147194163206,0.7434872287139751,True,True
joint_00581,NGRIP_00988,3755,True,,53.0,2.0,163.918062,0.2679591461713904,19.687923427438648,5.3066659210947876e-05,-15.687923427438648,319.5768119590784,8.391087041521947,1.0635850380171101,-1.0581075097118902,-0.6896583704714646,0.8096817060626365,True,True
joint_00582,NGRIP_00349,7184,True,,53.0,2.0,165.738859,0.28684190570003937,21.07530776945694,2.6518873133930726e-05,-17.07530776945694,318.2089603467298,8.724591769317257,1.083072839188468,-1.2644538600394168,-0.721776938075305,0.8075176943265122,True,True
joint_00583,NGRIP_09792,2575,True,,53.0,2.0,163.06827800000002,0.2844568526386462,20.90006933212794,2.894726979291144e-05,-16.90006933212794,326.6949152596783,9.117131798606623,1.1050776294276288,-1.0967527346345853,-0.6067947999742582,0.923578170912234,True,True
joint_00584,NGRIP_01830,7876,True,,53.0,2.0,165.609208,0.22332717551700756,16.408651817515164,0.0002734680098497863,-12.408651817515164,328.83589496940044,6.383193381609506,0.9268342510830816,-0.9079598490115365,-0.4796284154290282,0.7930815292854678,True,True
joint_00585,NGRIP_00006,1624,True,,53.0,2.0,168.045482,0.19674102257514342,14.45527142043477,0.0007262358670080502,-10.45527142043477,327.76549511929545,5.494003584348076,0.8518286200421205,-0.883238706421059,-0.454353270417893,0.7205380653257871,True,True
joint_00586,NGRIP_02335,4049,True,,53.0,2.0,166.90112499999998,0.1974706698921206,14.508881236374748,0.0007070277671786507,-10.508881236374748,334.37731859806723,5.577582856168899,0.8593777513228287,-0.9364878250234255,-0.3716316514288629,0.7748677533133882,True,True
joint_00587,NGRIP_01044,8208,True,,53.0,2.0,165.794796,0.24359402926228507,17.897730545945308,0.0001298844598644463,-13.897730545945308,331.3646954411273,7.149731334658455,0.9835373902138463,-0.9544578161073007,-0.47134334129951644,0.8632388154857679,True,True
joint_00588,NGRIP_04305,7842,True,,53.0,2.0,166.20828799999998,0.18880822673899156,13.872420343249416,0.0009719461350790713,-9.872420343249416,337.4822403470296,5.267189217573093,0.8307484324847578,-0.6361947900457481,-0.3181515475465683,0.7674128946464256,True,True
joint_00589,NGRIP_06154,5447,True,,53.0,2.0,166.81421799999998,0.20279656274146907,14.900193763298716,0.0005813852838999939,-10.900193763298716,330.63731835227264,5.600383987969438,0.8614175823352973,-0.7807103075645231,-0.4223842269290355,0.7507541648222471,True,True
joint_00590,NGRIP_08511,3078,True,,53.0,2.0,165.011862,0.2781049973081834,20.43337564708264,3.655517395387625e-05,-16.43337564708264,324.85558315530255,8.62179634713985,1.0771467279522335,-1.015804171347017,-0.6200480158075422,0.8807868820726913,True,True
joint_00591,NGRIP_09273,6486,True,,53.0,2.0,164.770893,0.23239018909172726,17.07454406202467,0.00019602427957709554,-13.074544062024671,327.70002077560997,6.57518323314324,0.941651222917093,-0.9036779558983775,-0.5031732546607806,0.7959420213905873,True,True
joint_00592,NGRIP_03106,6730,True,,53.0,2.0,165.649844,0.20218756903708662,14.855448802766546,0.0005945389056206097,-10.855448802766546,329.8393139476117,5.712494747693808,0.8713279183894957,-0.8982738448283997,-0.43777849721376516,0.7533673265693364,True,True
joint_00593,NGRIP_07890,3814,True,,53.0,2.0,165.975844,0.24198344753241377,17.779395306322414,0.00013780131547587847,-13.779395306322414,330.72840697863666,6.980865712877596,0.9715864683581917,-0.834642157708638,-0.47505722679346307,0.8475263398668196,True,True
joint_00594,NGRIP_00756,2500,True,,53.0,2.0,165.638638,0.2074518961372309,15.242237872389637,0.000489993253072194,-11.242237872389637,336.85308299646795,6.0100739478201435,0.8967185263006143,-0.901776537058921,-0.3524912527479884,0.8245326143621605,True,True
joint_00595,NGRIP_07273,3792,True,,53.0,2.0,168.705048,0.17112746243102075,12.57335091864664,0.0018609364330452545,-8.57335091864664,337.4065979864078,4.8086866434219075,0.7852119998639446,-0.8235714121229207,-0.30166981802101767,0.7249504849474214,True,True
joint_00596,NGRIP_05097,5325,True,,53.0,2.0,164.06313,0.24157286161909775,17.749228080693996,0.00013989561223763246,-13.749228080693996,326.92413723558246,7.038557473939159,0.9757016224520986,-0.9528654779527422,-0.532488187928448,0.8175879070609688,True,True
joint_00597,NGRIP_03929,1365,True,,53.0,2.0,160.72312100000002,0.23311464850382987,17.12777270391115,0.00019087603883426976,-13.127772703911148,311.19108118299613,6.787510998722043,0.9575421528483055,-0.9591472722292547,-0.7205671630171713,0.6306107658950589,True,True
joint_00598,NGRIP_09750,1636,True,,53.0,2.0,165.809683,0.21074447407156974,15.484155430257488,0.0004341685587153371,-11.484155430257488,321.7145279072285,5.781142320735484,0.8773006482513144,-0.77878403543688,-0.5435579568064021,0.6886226651909055,True,True
joint_00599,NGRIP_06091,9794,True,,53.0,2.0,162.27949,0.17669902445948024,12.982713644848843,0.0015164900038885547,-8.982713644848843,322.25008463472125,4.96860113945814,0.801569169808689,-0.6977015309049187,-0.4907335606899076,0.6337931100922412,True,True
joint_00600,NGRIP_03507,874,True,,53.0,2.0,164.41072300000002,0.2080470535511757,15.285966230836948,0.0004793962226044023,-11.285966230836948,323.72068338767014,5.803510346149061,0.8792314832839808,-0.9098950720110562,-0.5202607925122572,0.7087853758171561,True,True
joint_00601,NGRIP_00950,7572,True,,53.0,2.0,160.95554499999997,0.2790781564279924,20.50487715209661,3.527138393970174e-05,-16.50487715209661,323.57465324129646,8.664176634908774,1.0795984483574386,-1.0255272198877334,-0.6410384617713015,0.868678594317641,True,True
joint_00602,NGRIP_08923,9577,True,,53.0,2.0,169.53749499999998,0.21078185600961163,15.486902015862995,0.00043357272737755686,-11.486902015862995,336.2779908849629,5.9326125042680165,0.8902323366024716,-0.875931739201816,-0.3581400077489409,0.8150149372755598,True,True
joint_00603,NGRIP_07635,4267,True,,53.0,2.0,167.44149599999997,0.21241191116742544,15.606668038363352,0.00040837118941403804,-11.606668038363352,340.5580040998981,5.981443622950077,0.894330973674136,-0.8354866629509902,-0.2976802050998186,0.8433352749438732,True,True
joint_00604,NGRIP_03605,8676,True,,53.0,2.0,171.19025299999998,0.14669202259093456,10.77799115817146,0.004566557779133841,-6.77799115817146,333.4530797635798,4.326147585934011,0.7323387214881041,-0.7744426858854038,-0.3273045376569323,0.6551272720777335,True,True
joint_00605,NGRIP_00363,4041,True,,53.0,2.0,165.165739,0.2007713439095361,14.751393642621366,0.0006262901340503577,-10.751393642621366,325.4843364387912,5.880332948459354,0.8858066920975545,-1.0314937622092848,-0.5019259887938748,0.7298793034044072,True,True
joint_00606,NGRIP_06109,4615,True,,53.0,2.0,162.69987300000003,0.20326966384474107,14.934954205059114,0.0005713679828626168,-10.934954205059114,311.6186782279466,5.971045944634927,0.8934610560825587,-1.137341188515462,-0.6679350575433985,0.5934099911870864,True,True
joint_00607,NGRIP_03362,739,True,,53.0,2.0,161.410844,0.2837760960031945,20.850051690621797,2.9680335218325565e-05,-16.850051690621797,325.21381086266416,8.810397604407454,1.0879662849817384,-0.9800267854415493,-0.6207017565407047,0.8935322975048239,True,True
joint_00608,NGRIP_07299,9629,True,,53.0,2.0,162.127074,0.2776154479329353,20.397406691547644,3.721854699590174e-05,-16.397406691547644,316.848453428926,8.30871664861441,1.0586525811790026,-1.0786216978023948,-0.7240446758540696,0.7723370993318525,True,True
joint_00609,NGRIP_03085,7532,True,,53.0,2.0,166.62644,0.16311362340542102,11.984545306484733,0.0024979805507386026,-7.984545306484733,342.81002479132064,4.678841343079342,0.7715252515061973,-0.9730590158495319,-0.2280172707921351,0.7370612850585813,True,True
joint_00610,NGRIP_06972,9913,True,,53.0,2.0,165.654767,0.22960884446160448,16.870188656039943,0.00021711262539643724,-12.870188656039943,327.50359600486917,6.4257082624603115,0.9301534300540956,-0.8339076725758398,-0.49972183683821214,0.784514811350584,True,True
joint_00611,NGRIP_04820,91,True,,53.0,2.0,166.24021000000002,0.26335378030063794,19.349550612350185,6.284901431565068e-05,-15.349550612350185,325.78808005186227,7.8194786151731535,1.0283089395414724,-1.0222037098865533,-0.578172288539237,0.8503740823344801,True,True
joint_00612,NGRIP_00679,2158,True,,53.0,2.0,165.823239,0.1832338633587274,13.462851791642066,0.0011928308923607014,-9.462851791642066,344.4739805239793,5.3012081483260935,0.8339673735476033,-0.8315362707357888,-0.22323301539953888,0.8035350651822961,True,True
joint_00613,NGRIP_03216,6236,True,,53.0,2.0,165.298229,0.19195870200132922,14.103897106073816,0.0008657204105946768,-10.103897106073816,331.26260356871694,5.444500404795899,0.8473029995767422,-0.8928813052085005,-0.40737980858690465,0.7429428407673377,True,True
joint_00614,NGRIP_04691,9505,True,,53.0,2.0,163.371502,0.3002600012550752,22.061183570317382,1.619850206444706e-05,-18.061183570317382,325.71650060972695,9.857307795789326,1.144106544154058,-1.0700367445094143,-0.6444616215334881,0.9453301025285129,True,True
joint_00615,NGRIP_04649,784,True,,53.0,2.0,164.59739000000002,0.18646268993641416,13.700085307759167,0.001059410503975809,-9.700085307759167,330.74567221595214,5.16731303293403,0.8211764152904334,-0.7463242281567131,-0.4012983565229655,0.7164428337845339,True,True
joint_00616,NGRIP_03893,6924,True,,53.0,2.0,163.627967,0.22991684170367035,16.892818322555513,0.00021466987794307776,-12.892818322555513,320.3636176052742,6.707549746774207,0.9516168599398298,-1.0216159158696139,-0.6070488910138031,0.732848068866019,True,True
joint_00617,NGRIP_09161,3239,True,,53.0,2.0,165.20698900000002,0.23827460318071836,17.506893155738,0.0001579161159122095,-13.506893155737998,323.8961792117665,6.826866871033234,0.9604329189423418,-0.8482677071843528,-0.5659353252237472,0.7759823448068895,True,True
joint_00618,NGRIP_09036,7943,True,,53.0,2.0,164.96832899999998,0.23529403338320995,17.28789995926786,0.00017618958069081706,-13.287899959267861,319.5115185906662,6.949074673337563,0.9693042550928723,-0.9736144752272203,-0.6293645664593286,0.7371912787239208,True,True
joint_00619,NGRIP_00990,2728,True,,53.0,2.0,166.18156299999998,0.18551519326986768,13.630469315600465,0.0010969357614389538,-9.630469315600465,329.6683906944607,5.163748782568736,0.8208314119819294,-0.8833150641433003,-0.41452304019684333,0.7084736099829084,True,True
joint_00620,NGRIP_03297,3013,True,,53.0,2.0,166.52050400000002,0.21091189966670099,15.49645679165468,0.0004315063222175195,-11.49645679165468,332.20493581644837,5.875397006933926,0.8853868166977096,-0.7952335996566741,-0.4128651118829029,0.7832319034436874,True,True
joint_00621,NGRIP_09118,1215,True,,53.0,2.0,167.127135,0.21575150287013758,15.852039867096721,0.0003612212402222445,-11.852039867096721,330.45693172574147,6.251610618924904,0.9164195647888018,-1.0350523878605336,-0.45186600786735137,0.7972715532751182,True,True
joint_00622,NGRIP_04453,9139,True,,53.0,2.0,164.776498,0.1668559606838095,12.259508303005987,0.002177116135656211,-8.259508303005987,326.73452244082466,4.692752618792773,0.7730096613075322,-0.7614403384229612,-0.42401057851019097,0.6463427618425373,True,True
joint_00623,NGRIP_02648,6719,True,,53.0,2.0,160.744848,0.21707859325442935,15.949545976668048,0.0003440329953986632,-11.949545976668048,314.93398981992846,6.250878151752077,0.9163609790794203,-1.0011466881980526,-0.6487111494241549,0.6472181151607127,True,True
joint_00624,NGRIP_02218,340,True,,53.0,2.0,169.455922,0.12442470013741011,9.14193078977982,0.010347965021422979,-5.1419307897798205,325.60018823287754,3.6273714637199,0.6442541356506913,-0.6521065354503282,-0.36398058206059614,0.531583979429261,True,True
joint_00625,NGRIP_07125,2377,True,,53.0,2.0,164.694431,0.2512820615296627,18.462597962305097,9.792594960877323e-05,-14.462597962305097,324.59514946062814,7.397016357142193,1.000538361962194,-0.9793122671890583,-0.5796620773581652,0.8155175594864937,True,True
