replicate_id,seed,fit_valid,invalid_reason,n_response_events,LR_history,beta_history,response_status
48,20260914,True,,44,0.45314607937,-0.195805713026,finite_mle
49,20260914,True,,52,0.979914661555,-0.291163948014,finite_mle
50,20260914,True,,54,1.18046535892,-0.332344692125,finite_mle
51,20260914,True,,47,3.13765045275,-0.565689665047,finite_mle
52,20260914,True,,52,0,0,finite_mle
53,20260914,True,,52,0.944985324071,-0.283868489107,finite_mle
54,20260914,True,,45,0.646450864369,-0.236085668665,finite_mle
55,20260914,True,,48,0.624617174672,-0.24295449832,finite_mle
56,20260914,True,,46,0.0593863686459,-0.0679291411073,finite_mle
57,20260914,True,,57,0,0,finite_mle
58,20260914,True,,48,0.76054777047,-0.277648277962,finite_mle
59,20260914,True,,57,5.33974852833,-0.721840695723,finite_mle
60,20260914,True,,46,1.43862280352,-0.375984567048,finite_mle
61,20260914,True,,50,0,0,finite_mle
62,20260914,True,,48,0,0,finite_mle
63,20260914,True,,54,6.11273817414,-0.808722611147,finite_mle
64,20260914,True,,50,2.20232092359,-0.455249091809,finite_mle
65,20260914,True,,62,1.87839378914,-0.345593689976,finite_mle
66,20260914,True,,47,1.47042982884,-0.392334417054,finite_mle
67,20260914,True,,55,0,0,finite_mle
68,20260914,True,,44,2.12096193012,-0.458577135302,finite_mle
69,20260914,True,,57,1.31209880712,-0.29167473615,finite_mle
70,20260914,True,,55,0.890709571575,-0.242062442295,finite_mle
71,20260914,True,,50,3.57674649682,-0.584741273141,finite_mle
72,20260914,True,,53,5.68434188608e-14,0,finite_mle
73,20260914,True,,49,0.0231690648603,-0.0406742898813,finite_mle
74,20260914,True,,53,0.0743217399228,-0.073148878763,finite_mle
75,20260914,True,,53,0.289599510348,-0.144377030271,finite_mle
76,20260914,True,,55,5.69182678486,-0.728647017556,finite_mle
77,20260914,True,,56,2.53517114459,-0.429842601786,finite_mle
78,20260914,True,,50,0,0,finite_mle
79,20260914,True,,64,4.20807461622,-0.454771254685,finite_mle
80,20260914,True,,52,2.63585427631,-0.526095951168,finite_mle
81,20260914,True,,50,0.571018008534,-0.22795260025,finite_mle
82,20260914,True,,56,0.483285115573,-0.173890803263,finite_mle
83,20260914,True,,44,0.0743118177633,-0.0742577096753,finite_mle
84,20260914,True,,38,0.323787199265,-0.205162811407,finite_mle
85,20260914,True,,36,0.893906626993,-0.394032178433,finite_mle
86,20260914,True,,47,3.89885314846,-0.656105567719,finite_mle
87,20260914,True,,53,0,0,finite_mle
88,20260914,True,,63,2.04893031167,-0.35565026646,finite_mle
89,20260914,True,,72,0,0,finite_mle
90,20260914,True,,61,0.0637517703472,-0.0520513134913,finite_mle
91,20260914,True,,60,2.54914980451,-0.456765724438,finite_mle
92,20260914,True,,54,3.09241681034,-0.501756649692,finite_mle
93,20260914,True,,52,0.162815914953,-0.110969192644,finite_mle
94,20260914,True,,47,0.949965373595,-0.322537935964,finite_mle
95,20260914,True,,49,4.92699405307,-0.706252557602,finite_mle
96,20260914,True,,53,0.502605896536,-0.1676600599,finite_mle
97,20260914,True,,49,1.37284322,-0.360635464775,finite_mle
98,20260914,True,,52,0.61474902563,-0.214161406387,finite_mle
99,20260914,True,,57,0,0,finite_mle
100,20260914,True,,64,2.74007098837,-0.428998275507,finite_mle
101,20260914,True,,44,0.0415820958384,-0.0615613653597,finite_mle
102,20260914,True,,51,3.4359822274,-0.61922741807,finite_mle
103,20260914,True,,66,0.0869939285718,-0.0624992681363,finite_mle
104,20260914,True,,47,0.0634500387391,-0.0777519058954,finite_mle
105,20260914,True,,54,0,0,finite_mle
106,20260914,True,,41,0.482894320655,-0.195793951786,finite_mle
107,20260914,True,,58,11.2013055968,-1.08826505622,finite_mle
108,20260914,True,,57,0.370734313725,-0.141917332236,finite_mle
109,20260914,True,,53,0,0,finite_mle
110,20260914,True,,54,1.06491058452,-0.296436524525,finite_mle
111,20260914,True,,52,2.84217094304e-14,0,finite_mle
112,20260914,True,,56,1.22822098721,-0.29564559135,finite_mle
113,20260914,True,,56,5.30270242548,-0.723467574281,finite_mle
114,20260914,True,,63,2.12873907059,-0.350256349531,finite_mle
115,20260914,True,,57,0.643022978234,-0.192666251999,finite_mle
116,20260914,True,,78,2.93737030647,-0.373545963178,finite_mle
117,20260914,True,,56,0.0529164753254,-0.0488313323653,finite_mle
118,20260914,True,,60,0,0,finite_mle
119,20260914,True,,56,2.94657985722,-0.476116174981,finite_mle
120,20260914,True,,42,0.0343831929782,-0.0582289780797,finite_mle
121,20260914,True,,57,1.6292780837,-0.365081888864,finite_mle
122,20260914,True,,42,1.42143230399,-0.417488210471,finite_mle
123,20260914,True,,57,2.26722676597,-0.432036189458,finite_mle
124,20260914,True,,45,2.43008622337,-0.53492318888,finite_mle
125,20260914,True,,45,1.65702244212,-0.453933251545,finite_mle
126,20260914,True,,50,0,0,finite_mle
127,20260914,True,,51,0.177273472896,-0.111791035782,finite_mle
128,20260914,True,,66,1.09336929281,-0.232863729847,finite_mle
129,20260914,True,,56,0.00139600761375,-0.00705714355139,finite_mle
130,20260914,True,,55,0.389999877391,-0.159293419618,finite_mle
131,20260914,True,,69,0.321016535792,-0.11684670508,finite_mle
132,20260914,True,,56,1.29373741479,-0.288626073022,finite_mle
133,20260914,True,,61,7.73975959308,-0.837545284138,finite_mle
134,20260914,True,,45,0.297118796724,-0.16206429544,finite_mle
135,20260914,True,,62,0.0105672204641,-0.0220323784761,finite_mle
136,20260914,True,,49,6.1218389545,-0.965038588332,finite_mle
137,20260914,True,,52,1.0463729039,-0.301840284882,finite_mle
138,20260914,True,,64,4.315261281,-0.478905451337,finite_mle
139,20260914,True,,53,0.00019977446243,-0.00367977334096,finite_mle
140,20260914,True,,55,0.264441185328,-0.116243342886,finite_mle
141,20260914,True,,51,0,0,finite_mle
142,20260914,True,,69,5.68434188608e-14,0,finite_mle
143,20260914,True,,49,0.795395014342,-0.198654688014,finite_mle
144,20260914,True,,52,1.76424288196,-0.399353132488,finite_mle
145,20260914,True,,49,3.27842908879,-0.608144600359,finite_mle
146,20260914,True,,62,0.385245710859,-0.144395643439,finite_mle
147,20260914,True,,64,0.0557577102555,-0.0512293105377,finite_mle
148,20260914,True,,57,0.623897869799,-0.188063028994,finite_mle
149,20260914,True,,57,0,0,finite_mle
150,20260914,True,,44,0.0437157928273,-0.0620476871755,finite_mle
151,20260914,True,,62,0,0,finite_mle
152,20260914,True,,54,0.751424097665,-0.221343450349,finite_mle
153,20260914,True,,61,1.67143096495,-0.317780871999,finite_mle
154,20260914,True,,46,0,0,finite_mle
155,20260914,True,,60,3.05388507579,-0.424770395512,finite_mle
156,20260914,True,,65,2.63214994987,-0.357605136445,finite_mle
157,20260914,True,,56,3.97243127243,-0.526303228004,finite_mle
158,20260914,True,,62,0,0,finite_mle
159,20260914,True,,62,2.84217094304e-14,0,finite_mle
160,20260914,True,,49,8.39845379449,-1.12484817106,finite_mle
161,20260914,True,,52,1.21990932902,-0.296312782433,finite_mle
162,20260914,True,,55,9.04022911389,-1.04552877264,finite_mle
163,20260914,True,,41,0.462646998672,-0.214804986738,finite_mle
164,20260914,True,,54,7.92471561815,-0.814020846227,finite_mle
165,20260914,True,,57,0.147823726319,-0.100064676513,finite_mle
166,20260914,True,,47,2.58230382492,-0.498399096319,finite_mle
167,20260914,True,,50,2.36054896356,-0.490411505883,finite_mle
168,20260914,True,,58,0.601787000082,-0.20685051529,finite_mle
169,20260914,True,,54,0.0441397200628,-0.0516633855287,finite_mle
170,20260914,True,,50,6.58030710465,-0.930317161384,finite_mle
171,20260914,True,,61,2.4757753242,-0.383801457311,finite_mle
172,20260914,True,,56,1.69050308872,-0.35456653157,finite_mle
173,20260914,True,,58,1.67933426269,-0.357789907978,finite_mle
174,20260914,True,,44,0.0185340811004,-0.0364962552872,finite_mle
175,20260914,True,,57,0.360004764714,-0.150887993041,finite_mle
176,20260914,True,,39,0.715001879587,-0.307448971859,finite_mle
177,20260914,True,,54,0,0,finite_mle
178,20260914,True,,64,1.34825661829,-0.269181388094,finite_mle
179,20260914,True,,53,1.51412112107,-0.342293139576,finite_mle
180,20260914,True,,52,5.68434188608e-14,0,finite_mle
181,20260914,True,,50,7.12702865628,-1.00810910264,finite_mle
182,20260914,True,,68,0.127829260629,-0.0664774467718,finite_mle
183,20260914,True,,55,0,0,finite_mle
184,20260914,True,,50,0,0,finite_mle
185,20260914,True,,52,4.73424803697,-0.743919799233,finite_mle
186,20260914,True,,62,0.591972485031,-0.171114592007,finite_mle
187,20260914,True,,42,1.22740803476,-0.322318896448,finite_mle
188,20260914,True,,38,0.0172659800194,-0.0466001406446,finite_mle
189,20260914,True,,42,5.14458385606,-0.998227662962,finite_mle
190,20260914,True,,48,1.37155125637,-0.366729699787,finite_mle
191,20260914,True,,45,0.187822076076,-0.128751892623,finite_mle
192,20260914,True,,59,0,0,finite_mle
193,20260914,True,,52,6.46269964015,-0.865481893974,finite_mle
194,20260914,True,,50,0,0,finite_mle
195,20260914,True,,53,3.14096351291,-0.570208317769,finite_mle
196,20260914,True,,47,3.34755817682,-0.62092088501,finite_mle
197,20260914,True,,58,2.76389103933,-0.49645536195,finite_mle
198,20260914,True,,38,4.87646643644,-1.05636747133,finite_mle
199,20260914,True,,49,3.32543867272,-0.599249271342,finite_mle
200,20260914,True,,48,2.58813820906,-0.455586048826,finite_mle
201,20260914,True,,50,0.739469687359,-0.254632195469,finite_mle
202,20260914,True,,51,2.46676578484,-0.489735430032,finite_mle
203,20260914,True,,56,0.0717775958038,-0.0589002007473,finite_mle
204,20260914,True,,48,2.0337195858,-0.440398681355,finite_mle
205,20260914,True,,50,0.37998526363,-0.158604625251,finite_mle
206,20260914,True,,76,2.49081125789,-0.319522817901,finite_mle
207,20260914,True,,43,0.00507129952331,-0.0215219256326,finite_mle
208,20260914,True,,48,3.87362507846,-0.719009022432,finite_mle
209,20260914,True,,67,0.964151806702,-0.193750070972,finite_mle
210,20260914,True,,44,1.58262474251,-0.433425172477,finite_mle
211,20260914,True,,64,0.813130717785,-0.193097545373,finite_mle
212,20260914,True,,47,0,0,finite_mle
213,20260914,True,,55,0.285404653059,-0.13786113344,finite_mle
214,20260914,True,,53,6.87755603972,-0.687675818763,finite_mle
215,20260914,True,,59,0,0,finite_mle
216,20260914,True,,45,15.780495933,-1.87124487212,finite_mle
217,20260914,True,,49,0,0,finite_mle
218,20260914,True,,57,3.68845632638,-0.546299152679,finite_mle
219,20260914,True,,59,1.65811844849,-0.285516479626,finite_mle
220,20260914,True,,50,7.13232668724,-0.989381240555,finite_mle
221,20260914,True,,59,1.93272981118,-0.316034953467,finite_mle
222,20260914,True,,62,3.42361395671,-0.459897534067,finite_mle
223,20260914,True,,38,0,0,finite_mle
224,20260914,True,,56,0.461520767434,-0.168978758838,finite_mle
225,20260914,True,,56,0.329691890368,-0.154030329425,finite_mle
226,20260914,True,,63,5.76189411559,-0.598151117626,finite_mle
227,20260914,True,,59,0,0,finite_mle
228,20260914,True,,55,0.306593367723,-0.116077950153,finite_mle
229,20260914,True,,52,0.604221443986,-0.218104205485,finite_mle
230,20260914,True,,63,0,0,finite_mle
231,20260914,True,,55,11.1147481517,-1.05746820786,finite_mle
232,20260914,True,,58,3.12530571388,-0.499434942761,finite_mle
233,20260914,True,,51,0.263726774987,-0.144954015767,finite_mle
234,20260914,True,,51,0.557833687538,-0.210764412379,finite_mle
235,20260914,True,,71,3.0732242742,-0.392955565226,finite_mle
236,20260914,True,,41,3.19540623848,-0.682999746426,finite_mle
237,20260914,True,,52,0.181360482437,-0.112572180041,finite_mle
238,20260914,True,,61,3.15782973044,-0.470702006453,finite_mle
239,20260914,True,,47,5.58491147072,-0.902773931843,finite_mle
240,20260914,True,,54,4.476175892,-0.664704905821,finite_mle
241,20260914,True,,57,2.84217094304e-14,0,finite_mle
242,20260914,True,,56,2.44358572839,-0.445185408918,finite_mle
243,20260914,True,,57,0.931331246966,-0.238393177597,finite_mle
244,20260914,True,,50,0.169478235019,-0.122994142054,finite_mle
245,20260914,True,,52,0,0,finite_mle
246,20260914,True,,54,0.0868605068569,-0.0676896062766,finite_mle
247,20260914,True,,49,0.820591594544,-0.281595885119,finite_mle
248,20260914,True,,55,0.357303970447,-0.159260666886,finite_mle
249,20260914,True,,43,0,0,finite_mle
250,20260914,True,,56,1.81817189838,-0.374123232154,finite_mle
251,20260914,True,,54,0.536239528105,-0.195721253322,finite_mle
252,20260914,True,,49,0.0420095925033,-0.0594395426931,finite_mle
253,20260914,True,,60,1.34302326531,-0.276855137237,finite_mle
254,20260914,True,,43,0,0,finite_mle
255,20260914,True,,45,0,0,finite_mle
256,20260914,True,,47,1.97770369636,-0.468952252636,finite_mle
257,20260914,True,,57,0.0428400061127,-0.0469255693833,finite_mle
258,20260914,True,,54,0.702223593474,-0.222412742374,finite_mle
259,20260914,True,,47,5.68434188608e-14,0,finite_mle
260,20260914,True,,54,3.77728497913,-0.602630775839,finite_mle
261,20260914,True,,62,2.07721709233,-0.351829125702,finite_mle
262,20260914,True,,64,0.00442628391633,-0.0118516317317,finite_mle
263,20260914,True,,66,0.130663549215,-0.0784790639262,finite_mle
264,20260914,True,,58,1.26144046265,-0.283371857387,finite_mle
265,20260914,True,,44,0.741985640717,-0.275605076374,finite_mle
266,20260914,True,,54,3.11267713231,-0.550037372821,finite_mle
267,20260914,True,,39,0.712968313535,-0.257573277888,finite_mle
268,20260914,True,,52,0.517225327278,-0.196697762709,finite_mle
269,20260914,True,,44,1.3921013089,-0.396914865171,finite_mle
270,20260914,True,,61,0.236794235893,-0.110415236673,finite_mle
271,20260914,True,,50,0.140027252342,-0.109769160051,finite_mle
272,20260914,True,,53,14.3615131072,-1.23151154986,finite_mle
273,20260914,True,,58,3.1654818738,-0.515418118919,finite_mle
274,20260914,True,,59,0.990394883572,-0.256718048342,finite_mle
275,20260914,True,,50,2.88966418627,-0.474274187841,finite_mle
276,20260914,True,,57,1.23230880686,-0.325676222318,finite_mle
277,20260914,True,,41,0.268320927945,-0.181967473747,finite_mle
278,20260914,True,,54,5.02182150273,-0.715580165343,finite_mle
279,20260914,True,,61,0.312970433731,-0.126356935081,finite_mle
280,20260914,True,,48,0,0,finite_mle
281,20260914,True,,54,13.6517491889,-1.26908039302,finite_mle
282,20260914,True,,46,1.09928134998,-0.334324656541,finite_mle
283,20260914,True,,40,0.802983438852,-0.321326695765,finite_mle
284,20260914,True,,58,0,0,finite_mle
285,20260914,True,,71,2.46249651161,-0.316999286384,finite_mle
286,20260914,True,,56,11.342518836,-1.03994041826,finite_mle
287,20260914,True,,64,7.72566905713,-0.827093842145,finite_mle
288,20260914,True,,52,1.91086112448,-0.38024642906,finite_mle
289,20260914,True,,47,3.3206356377,-0.614487062797,finite_mle
290,20260914,True,,55,0.635322426595,-0.2110959431,finite_mle
291,20260914,True,,49,0.00865800269,-0.0238271724748,finite_mle
292,20260914,True,,54,4.02928119019,-0.565175861193,finite_mle
293,20260914,True,,53,3.08794019672,-0.530014902505,finite_mle
294,20260914,True,,49,3.32515296829,-0.57766813085,finite_mle
295,20260914,True,,48,2.7998135038,-0.560367153221,finite_mle
296,20260914,True,,52,0,0,finite_mle
297,20260914,True,,48,0.0112069433793,-0.0270078250722,finite_mle
298,20260914,True,,65,1.612456263,-0.300086114207,finite_mle
299,20260914,True,,60,0,0,finite_mle
300,20260914,True,,47,0.430721846608,-0.19579558893,finite_mle
301,20260914,True,,49,0.227987755787,-0.130619025581,finite_mle
302,20260914,True,,56,0.507103000366,-0.194551494648,finite_mle
303,20260914,True,,66,1.22147855368,-0.243489183918,finite_mle
304,20260914,True,,65,0.16057848946,-0.088664669495,finite_mle
305,20260914,True,,49,0,0,finite_mle
306,20260914,True,,52,0.110173240246,-0.0866066050491,finite_mle
307,20260914,True,,46,1.65176620417,-0.456214112025,finite_mle
308,20260914,True,,49,3.50522044576,-0.586402678628,finite_mle
309,20260914,True,,49,0.0861451066875,-0.0880931712437,finite_mle
310,20260914,True,,34,5.33245944462,-1.33579406805,finite_mle
311,20260914,True,,52,0.612703905713,-0.213407708993,finite_mle
312,20260914,True,,56,0.0990995166887,-0.070500327696,finite_mle
313,20260914,True,,47,2.25275463058,-0.483363235512,finite_mle
314,20260914,True,,55,0,0,finite_mle
315,20260914,True,,48,0.716169486015,-0.24264359915,finite_mle
316,20260914,True,,46,1.64603961883,-0.452822979666,finite_mle
317,20260914,True,,63,0.929811814598,-0.19697382642,finite_mle
318,20260914,True,,49,2.19038342544,-0.502789665037,finite_mle
319,20260914,True,,61,0,0,finite_mle
320,20260914,True,,60,0.410166837313,-0.153530220463,finite_mle
321,20260914,True,,52,4.81823885919,-0.672130709604,finite_mle
322,20260914,True,,56,0,0,finite_mle
323,20260914,True,,59,0.454432959888,-0.171713419727,finite_mle
324,20260914,True,,59,0,0,finite_mle
325,20260914,True,,47,0.00981549995029,-0.0251953299724,finite_mle
326,20260914,True,,56,0,0,finite_mle
327,20260914,True,,56,5.43059678214,-0.748816768875,finite_mle
328,20260914,True,,50,9.29884146874,-1.1460905195,finite_mle
329,20260914,True,,57,3.17060842913,-0.491883347478,finite_mle
330,20260914,True,,52,0.209922247022,-0.135029863036,finite_mle
331,20260914,True,,52,0.252032907492,-0.115918584029,finite_mle
332,20260914,True,,44,0,0,finite_mle
333,20260914,True,,45,5.99527766502,-0.958552070237,finite_mle
334,20260914,True,,56,0.0190652089675,-0.0337290714054,finite_mle
335,20260914,True,,36,2.84217094304e-14,0,finite_mle
336,20260914,True,,60,0,0,finite_mle
337,20260914,True,,46,0.203823351386,-0.131444935243,finite_mle
338,20260914,True,,55,0.397000893984,-0.140122818155,finite_mle
339,20260914,True,,53,3.19651916356,-0.528164690087,finite_mle
340,20260914,True,,52,1.91895734695,-0.38063939396,finite_mle
341,20260914,True,,59,1.51105447493,-0.297059222811,finite_mle
342,20260914,True,,60,2.47506643532,-0.424130507883,finite_mle
343,20260914,True,,53,2.17704148043,-0.458973605799,finite_mle
344,20260914,True,,57,7.72265337156,-0.834625708662,finite_mle
345,20260914,True,,58,1.7005823909,-0.352274606669,finite_mle
346,20260914,True,,53,0.0374670219151,-0.0504063911662,finite_mle
347,20260914,True,,45,2.57589684749,-0.611065509896,finite_mle
348,20260914,True,,52,0,0,finite_mle
349,20260914,True,,54,1.21651385439,-0.307849819913,finite_mle
350,20260914,True,,39,7.90450505913,-1.53328865535,finite_mle
351,20260914,True,,37,0.00161465278842,-0.011715443523,finite_mle
352,20260914,True,,50,1.38966929164,-0.3517638733,finite_mle
353,20260914,True,,49,1.20056456144,-0.211699825373,finite_mle
354,20260914,True,,53,0.991263844196,-0.283170688773,finite_mle
355,20260914,True,,65,1.88905852447,-0.333185908414,finite_mle
356,20260914,True,,52,3.25945629725,-0.562438796567,finite_mle
357,20260914,True,,48,0.172403703545,-0.105406653332,finite_mle
358,20260914,True,,53,0,0,finite_mle
359,20260914,True,,39,0,0,finite_mle
360,20260914,True,,35,1.35459577159,-0.566833347817,finite_mle
361,20260914,True,,53,2.99489443815,-0.514931154896,finite_mle
362,20260914,True,,59,2.84217094304e-14,0,finite_mle
363,20260914,True,,47,0,0,finite_mle
364,20260914,True,,53,0,0,finite_mle
365,20260914,True,,58,6.2083904794e-05,-0.00166548406942,finite_mle
366,20260914,True,,64,0.227297470784,-0.106764344854,finite_mle
367,20260914,True,,42,0.0973897849859,-0.0942068304418,finite_mle
368,20260914,True,,56,0.584535449638,-0.182362828722,finite_mle
369,20260914,True,,70,2.89409954454,-0.379677974814,finite_mle
370,20260914,True,,57,3.32258854618,-0.493520544325,finite_mle
371,20260914,True,,47,0.0571392214257,-0.0500509686706,finite_mle
372,20260914,True,,57,0.606528265416,-0.17870951458,finite_mle
373,20260914,True,,59,2.45396076698,-0.409942004743,finite_mle
374,20260914,True,,44,0,0,finite_mle
375,20260914,True,,66,0.374297725791,-0.111577366764,finite_mle
376,20260914,True,,59,0.958415423669,-0.247240651923,finite_mle
377,20260914,True,,54,0.158091290953,-0.102288593574,finite_mle
378,20260914,True,,42,0,0,finite_mle
379,20260914,True,,57,0.19220298786,-0.100576383667,finite_mle
380,20260914,True,,51,0,0,finite_mle
381,20260914,True,,60,7.32330855699,-0.783900565853,finite_mle
382,20260914,True,,52,2.26230216685,-0.441416199148,finite_mle
383,20260914,True,,41,4.8588216126,-0.932159266233,finite_mle
384,20260914,True,,58,6.4917965382,-0.67012123328,finite_mle
385,20260914,True,,57,0.717827597602,-0.189421666757,finite_mle
386,20260914,True,,44,2.53560027841,-0.635442286803,finite_mle
387,20260914,True,,62,0,0,finite_mle
388,20260914,True,,36,1.58791945315,-0.53981462875,finite_mle
389,20260914,True,,53,5.92179674568,-0.798382542125,finite_mle
390,20260914,True,,58,0.00106799622228,-0.00812127161779,finite_mle
391,20260914,True,,52,0.252268816179,-0.131194619186,finite_mle
392,20260914,True,,48,2.10619951903,-0.440318725002,finite_mle
393,20260914,True,,49,3.88303380303,-0.683359555132,finite_mle
394,20260914,True,,48,3.14271098625,-0.603385761272,finite_mle
395,20260914,True,,50,0.687475228414,-0.240277985783,finite_mle
396,20260914,True,,51,0.368631274874,-0.127289676303,finite_mle
397,20260914,True,,50,0.845234962855,-0.237286266878,finite_mle
398,20260914,True,,64,1.74875424437,-0.342250940391,finite_mle
399,20260914,True,,56,0.102352161844,-0.0722073408613,finite_mle
400,20260914,True,,62,1.47334308213,-0.291440399251,finite_mle
401,20260914,True,,63,0.309971761469,-0.113367504758,finite_mle
402,20260914,True,,58,0.28606983142,-0.132613715058,finite_mle
403,20260914,True,,59,0,0,finite_mle
404,20260914,True,,53,6.76261462997,-0.863310795994,finite_mle
405,20260914,True,,52,0.679885861388,-0.208537721176,finite_mle
406,20260914,True,,66,5.00072669014,-0.623755911182,finite_mle
407,20260914,True,,49,0.0203171487565,-0.0399391324552,finite_mle
408,20260914,True,,65,0.661539609945,-0.172060406103,finite_mle
409,20260914,True,,50,0.894993515665,-0.267268642055,finite_mle
410,20260914,True,,41,10.8818405035,-1.72888901444,finite_mle
411,20260914,True,,61,0,0,finite_mle
412,20260914,True,,55,0.711555619551,-0.210240419629,finite_mle
413,20260914,True,,45,6.82332299637,-1.03489764392,finite_mle
414,20260914,True,,51,0.146704244244,-0.101541006665,finite_mle
415,20260914,True,,47,0.411706034227,-0.187697738688,finite_mle
416,20260914,True,,58,6.37186067833,-0.726360393571,finite_mle
417,20260914,True,,64,5.68434188608e-14,0,finite_mle
418,20260914,True,,57,0.473485954919,-0.172211665686,finite_mle
419,20260914,True,,59,0,0,finite_mle
420,20260914,True,,51,0.254194409986,-0.110074453986,finite_mle
421,20260914,True,,60,0.583043829839,-0.18233870998,finite_mle
422,20260914,True,,67,0.0368345697428,-0.0376773391695,finite_mle
423,20260914,True,,51,0.595485249546,-0.222056255097,finite_mle
424,20260914,True,,57,0.184225526832,-0.10098478419,finite_mle
425,20260914,True,,51,5.76900219996,-0.880879462906,finite_mle
426,20260914,True,,53,1.70804188589,-0.389953726757,finite_mle
427,20260914,True,,66,0,0,finite_mle
428,20260914,True,,40,0,0,finite_mle
429,20260914,True,,45,6.05446066687,-0.979074220336,finite_mle
430,20260914,True,,59,5.68434188608e-14,0,finite_mle
431,20260914,True,,68,0.0384111497406,-0.0358717646733,finite_mle
432,20260914,True,,45,0,0,finite_mle
433,20260914,True,,58,0,0,finite_mle
434,20260914,True,,56,1.94529060175,-0.399328707011,finite_mle
435,20260914,True,,53,0,0,finite_mle
436,20260914,True,,39,4.61594116505,-1.00254996238,finite_mle
437,20260914,True,,39,2.21560861409,-0.546598807916,finite_mle
438,20260914,True,,71,1.51745201311,-0.264981112559,finite_mle
439,20260914,True,,54,0.0886293216144,-0.0746107811194,finite_mle
440,20260914,True,,48,0.0320960420281,-0.0470798108593,finite_mle
441,20260914,True,,54,5.55502945922,-0.717304985259,finite_mle
442,20260914,True,,58,0.0167499642064,-0.0245737481019,finite_mle
443,20260914,True,,51,3.68173330736,-0.629040456358,finite_mle
444,20260914,True,,66,0.305691690275,-0.116586022347,finite_mle
445,20260914,True,,64,0,0,finite_mle
446,20260914,True,,54,0.472923047949,-0.191267895211,finite_mle
447,20260914,True,,58,2.90005120813,-0.406370339722,finite_mle
448,20260914,True,,62,0,0,finite_mle
449,20260914,True,,50,8.96483812669,-1.06607833664,finite_mle
450,20260914,True,,51,1.64315851793,-0.358453233718,finite_mle
451,20260914,True,,61,3.40743993364,-0.487327580779,finite_mle
452,20260914,True,,60,0,0,finite_mle
453,20260914,True,,49,7.68199857591,-0.99547429056,finite_mle
454,20260914,True,,62,2.40307861012,-0.364201575586,finite_mle
455,20260914,True,,46,0.789894373778,-0.288732967513,finite_mle
456,20260914,True,,50,0.00459193024236,-0.017891836348,finite_mle
