model_id,term,beta
no_history,intercept,-1.17845294462
no_history,lr04_scaled,1.8720551428
no_history,co2_scaled,0.646155607694
no_history,mis6_segment,-0.160277519342
no_history,pre_phase_sin,-0.273276495499
no_history,pre_phase_cos,0.631129011233
full,intercept,-0.744959277899
full,same_type_exponential_history,-0.963961233169
full,lr04_scaled,2.23280931395
full,co2_scaled,0.528022533268
full,mis6_segment,-0.209798582482
full,pre_phase_sin,-0.521198839412
full,pre_phase_cos,0.836809648675
