comparison_id,driver_id,comparison_group,reduced_model_id,full_model_id,df,loglik_reduced,loglik_full,ll_gain_nats,gain_bits_per_event,LR_statistic,nominal_p,delta_AIC,fit_valid,invalid_reason,likelihood_nesting_ok,n_events,exposure_kyr,holm_nominal_p,realization_id
insol65n_after_base,insol65n,driver_after_base,B,B_insol65n,1,-185.54449110406932,-182.2977441434083,3.246746960661028,0.06788501071256492,6.493493921322056,0.010826997843090207,-4.493493921322056,True,,True,69,396.8909948742222,0.07578898490163144,Barker_MC_06901
insol65n_after_phase,insol65n,driver_after_phase,BP,BP_insol65n,1,-180.01875544495485,-179.86184180992691,0.15691363502793365,0.0032808481609081248,0.3138272700558673,0.5753410608144531,1.6861727299441327,True,,True,69,396.8909948742222,1.0,Barker_MC_06901
phase_after_insol65n,insol65n,phase_after_driver,B_insol65n,BP_insol65n,2,-182.2977441434083,-179.86184180992691,2.43590233348138,0.05093136545802088,4.87180466696276,0.08751874031857201,-0.8718046669627597,True,,True,69,396.8909948742222,0.5251124419114321,Barker_MC_06901
phase_reference,pre,reference,B,BP,2,-186.5636533244907,-181.97018588222238,4.59346744226832,0.0960430826006582,9.18693488453664,0.010117714887317462,-5.18693488453664,True,,True,69,396.8303096835931,,Barker_MC_09322
ecc_after_base,ecc,driver_after_base,B,B_ecc,1,-186.5636533244907,-186.1106502886614,0.4530030358293118,0.009471670047805704,0.9060060716586236,0.3411763510012826,1.0939939283413764,True,,True,69,396.8303096835931,1.0,Barker_MC_09322
ecc_after_phase,ecc,driver_after_phase,BP,BP_ecc,1,-181.97018588222238,-181.78031103621527,0.18987484600711468,0.00397002172063797,0.37974969201422937,0.5377372273820112,1.6202503079857706,True,,True,69,396.8303096835931,1.0,Barker_MC_09322
phase_after_ecc,ecc,phase_after_driver,B_ecc,BP_ecc,2,-186.1106502886614,-181.78031103621527,4.330339252446123,0.09054143427349047,8.660678504892246,0.01316308112503977,-4.660678504892246,True,,True,69,396.8303096835931,0.10530464900031816,Barker_MC_09322
obl_after_base,obl,driver_after_base,B,B_obl,1,-186.5636533244907,-186.50861421011285,0.055039114377848364,0.00115079213576583,0.11007822875569673,0.7400550910661768,1.8899217712443033,True,,True,69,396.8303096835931,1.0,Barker_MC_09322
obl_after_phase,obl,driver_after_phase,BP,BP_obl,1,-181.97018588222238,-181.6867947957897,0.28339108643268673,0.00592531760910975,0.5667821728653735,0.45154043593389304,1.4332178271346265,True,,True,69,396.8303096835931,1.0,Barker_MC_09322
phase_after_obl,obl,phase_after_driver,B_obl,BP_obl,2,-186.50861421011285,-181.6867947957897,4.8218194143231585,0.10081760807400213,9.643638828646317,0.008052123654558773,-5.643638828646317,True,,True,69,396.8303096835931,0.07246911289102896,Barker_MC_09322
insol65n_after_base,insol65n,driver_after_base,B,B_insol65n,1,-186.5636533244907,-184.01954869335748,2.544104631133223,0.053193726591862986,5.088209262266446,0.024089053680781274,-3.088209262266446,True,,True,69,396.8303096835931,0.16862337576546893,Barker_MC_09322
insol65n_after_phase,insol65n,driver_after_phase,BP,BP_insol65n,1,-181.97018588222238,-181.88179457285014,0.08839130937224127,0.001848140633174125,0.17678261874448253,0.6741529125413889,1.8232173812555175,True,,True,69,396.8303096835931,1.0,Barker_MC_09322
phase_after_insol65n,insol65n,phase_after_driver,B_insol65n,BP_insol65n,2,-184.01954869335748,-181.88179457285014,2.1377541205073385,0.04469749664196934,4.275508241014677,0.11791937856721985,-0.27550824101467697,True,,True,69,396.8303096835931,0.7075162714033191,Barker_MC_09322
phase_reference,pre,reference,B,BP,2,-182.9285354474439,-177.70834568020578,5.220189767238111,0.10914698390860485,10.440379534476222,0.0054063030898842184,-6.440379534476222,True,,True,69,395.62224714300913,,Barker_MC_03459
ecc_after_base,ecc,driver_after_base,B,B_ecc,1,-182.9285354474439,-182.41188933858552,0.5166461088583674,0.0108023591180369,1.0332922177167347,0.3093866727950657,0.9667077822832653,True,,True,69,395.62224714300913,1.0,Barker_MC_03459
ecc_after_phase,ecc,driver_after_phase,BP,BP_ecc,1,-177.70834568020578,-177.5252354046513,0.18311027555446913,0.003828583862003539,0.36622055110893825,0.5450716337501693,1.6337794488910617,True,,True,69,395.62224714300913,1.0,Barker_MC_03459
phase_after_ecc,ecc,phase_after_driver,B_ecc,BP_ecc,2,-182.41188933858552,-177.5252354046513,4.8866539339342125,0.10217320865257148,9.773307867868425,0.007546631804022865,-5.773307867868425,True,,True,69,395.62224714300913,0.06037305443218292,Barker_MC_03459
obl_after_base,obl,driver_after_base,B,B_obl,1,-182.9285354474439,-182.84069207519582,0.08784337224807359,0.0018366840219892603,0.17568674449614718,0.6751064918422278,1.8243132555038528,True,,True,69,395.62224714300913,1.0,Barker_MC_03459
obl_after_phase,obl,driver_after_phase,BP,BP_obl,1,-177.70834568020578,-177.36738169586323,0.34096398434255093,0.007129087671488991,0.6819279686851019,0.4089236246297302,1.3180720313148981,True,,True,69,395.62224714300913,1.0,Barker_MC_03459
phase_after_obl,obl,phase_after_driver,B_obl,BP_obl,2,-182.84069207519582,-177.36738169586323,5.473310379332588,0.11443938755810458,10.946620758665176,0.004197314431283815,-6.946620758665176,True,,True,69,395.62224714300913,0.03777582988155433,Barker_MC_03459
insol65n_after_base,insol65n,driver_after_base,B,B_insol65n,1,-182.9285354474439,-179.39342737806675,3.535108069377145,0.0739142446477821,7.07021613875429,0.007837580021813508,-5.07021613875429,True,,True,69,395.62224714300913,0.06037305443218292,Barker_MC_03459
