model_id,terms,n_parameters,rank,condition_number,converged,optimizer_message,log_likelihood,AIC,AICc,eta_min,eta_max,n_eta_clipped_low,n_eta_clipped_high,eta_clipping_used,n_bound_hits,bound_hits,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,n_events,n_bins,exposure_kyr,fit_valid,invalid_reason,realization_id
B,same_type_history_count;lr04_scaled;co2_scaled,4,4,12.351982821680659,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-298.5548071713607,605.1096143427214,605.1297350670675,-2.7856317519013007,-0.14154251004066198,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_01858
BP,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,6,12.649930533686161,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-294.2460761533097,600.4921523066193,600.5344483791268,-3.1719648530360756,-0.2644294333124042,0,0,False,0,,339.2565365340352,2.878132184159912,70,1993,398.5,True,,Barker_MC_01858
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;ecc_scaled,5,5,12.415292619772023,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-298.05772792274337,606.1154558454867,606.1456521212793,-2.9280392724906212,-0.14432390639922166,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_01858
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;ecc_scaled,7,7,12.745550083196314,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-294.02740206461306,602.0548041292261,602.1112273030296,-3.1657847379876305,-0.2639356773930899,0,0,False,0,,340.2696284572531,2.785728362864474,70,1993,398.5,True,,Barker_MC_01858
B_obl,same_type_history_count;lr04_scaled;co2_scaled;obl_scaled,5,5,12.401810576272196,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-298.5424320251145,607.084864050229,607.1150603260216,-2.7696259223348774,-0.14221159722637533,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_01858
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;obl_scaled,7,7,12.705762094478416,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-294.17082166679586,602.3416433335917,602.3980665073952,-3.212422682776172,-0.22420736337239222,0,0,False,0,,338.83896393695653,2.9209953456664706,70,1993,398.5,True,,Barker_MC_01858
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;insol65n_scaled,5,5,12.392311533646087,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-296.15930237535486,602.3186047507097,602.3488010265023,-2.9782555756651345,-0.23473806708198053,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_01858
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;insol65n_scaled,7,7,12.794599556235903,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-294.226118196029,602.452236392058,602.5086595658615,-3.182487601543146,-0.2456048052049571,0,0,False,0,,336.98710285233756,2.665469650796648,70,1993,398.5,True,,Barker_MC_01858
B,same_type_history_count;lr04_scaled;co2_scaled,4,4,12.276871999060903,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-299.57065038403164,607.1413007680633,607.1614214924093,-2.8500841237787995,-0.3686179837895218,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_05740
BP,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,6,12.562080882868472,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-295.7552551237907,603.5105102475814,603.5528063200888,-3.2210917427358607,-0.25233053911772796,0,0,False,0,,338.7353537816731,2.68709577633057,70,1993,398.5,True,,Barker_MC_05740
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;ecc_scaled,5,5,12.343986590828262,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-299.0599669204629,608.1199338409258,608.1501301167184,-3.024650939315322,-0.3748402623837772,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_05740
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;ecc_scaled,7,7,12.661283232320253,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-295.5012188001521,605.0024376003042,605.0588607741078,-3.1883524150009164,-0.2530230329001606,0,0,False,0,,339.81926064488573,2.6015146787487176,70,1993,398.5,True,,Barker_MC_05740
B_obl,same_type_history_count;lr04_scaled;co2_scaled;obl_scaled,5,5,12.326648925954563,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-299.5107491014457,609.0214982028914,609.051694478684,-2.8306180476973197,-0.36867505573344816,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_05740
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;obl_scaled,7,7,12.617098125115405,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-295.58509943446035,605.1701988689207,605.2266220427242,-3.211526182462574,-0.18185732858950643,0,0,False,0,,338.11164036053407,2.7500325926154745,70,1993,398.5,True,,Barker_MC_05740
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;insol65n_scaled,5,5,12.309746426646166,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-297.2276457184638,604.4552914369276,604.4854877127202,-3.0903070284698333,-0.2450415552195262,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_05740
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;insol65n_scaled,7,7,12.71010614231502,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-295.6970117411913,605.3940234823826,605.4504466561862,-3.2399814259817994,-0.2143815495363508,0,0,False,0,,334.2617604617835,2.358357669217767,70,1993,398.5,True,,Barker_MC_05740
B,same_type_history_count;lr04_scaled;co2_scaled,4,4,12.25616982917545,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-299.6649839707542,607.3299679415084,607.3500886658544,-3.190927355381974,-0.44294819926473084,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_01950
BP,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,6,12.537751676387021,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-295.1947878482744,602.3895756965488,602.4318717690563,-3.315929145736393,-0.2926851558199013,0,0,False,0,,340.54265501006495,2.903486007412969,70,1993,398.5,True,,Barker_MC_01950
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;ecc_scaled,5,5,12.32537850683598,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-299.10169429271286,608.2033885854257,608.2335848612183,-3.2039774811966764,-0.4523277089751301,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_01950
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;ecc_scaled,7,7,12.639085466023584,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-294.89964013434104,603.7992802686821,603.8557034424856,-3.283563920857619,-0.29412207328873796,0,0,False,0,,341.8439113298708,2.8105922338051137,70,1993,398.5,True,,Barker_MC_01950
B_obl,same_type_history_count;lr04_scaled;co2_scaled;obl_scaled,5,5,12.304958024885396,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-299.64451067877553,609.2890213575511,609.3192176333437,-3.1597819289950886,-0.44425762142316527,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_01950
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;obl_scaled,7,7,12.591376497636936,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-295.1156587785931,604.2313175571862,604.2877407309898,-3.3053322484166494,-0.25044541252554375,0,0,False,0,,340.24146460143504,2.9403712626342706,70,1993,398.5,True,,Barker_MC_01950
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;insol65n_scaled,5,5,12.286475048908263,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-296.97193996507616,603.9438799301523,603.9740762059449,-3.1390488297916788,-0.29471204883837965,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_01950
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;insol65n_scaled,7,7,12.684714995244281,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-295.1629259429606,604.3258518859212,604.3822750597247,-3.3281355793308043,-0.26837426009369336,0,0,False,0,,337.84899198801315,2.6275657651381388,70,1993,398.5,True,,Barker_MC_01950
B,same_type_history_count;lr04_scaled;co2_scaled,4,4,12.28474136737436,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-299.69851686643347,607.3970337328669,607.417154457213,-2.747248503751241,-0.37326376154494834,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_08028
BP,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,6,12.577041165370577,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-295.4958544473034,602.9917088946067,603.0340049671142,-3.193896320216324,-0.2074502620481793,0,0,False,0,,333.21711566564,2.8472781999508485,70,1993,398.5,True,,Barker_MC_08028
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;ecc_scaled,5,5,12.351352573027395,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-299.17670346868624,608.3534069373725,608.3836032131651,-2.9160536237926413,-0.3817941530685123,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_08028
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;ecc_scaled,7,7,12.67574958411598,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-295.25281804451083,604.5056360890217,604.5620592628252,-3.1608934355343807,-0.21062213095440585,0,0,False,0,,334.1534698704579,2.7533580542994196,70,1993,398.5,True,,Barker_MC_08028
B_obl,same_type_history_count;lr04_scaled;co2_scaled;obl_scaled,5,5,12.334209704142458,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-299.662812002011,609.325624004022,609.3558202798146,-2.793099119993375,-0.3735426994513973,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_08028
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;obl_scaled,7,7,12.631916402713655,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-295.37198622470004,604.7439724494001,604.8003956232036,-3.237808786118749,-0.1483781031500193,0,0,False,0,,332.8335837653175,2.901208319244983,70,1993,398.5,True,,Barker_MC_08028
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;insol65n_scaled,5,5,12.317789672133598,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-297.5108579366673,605.0217158733346,605.0519121491272,-3.0353929790265806,-0.22966536478304111,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_08028
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;insol65n_scaled,7,7,12.722483144997266,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-295.4691910880467,604.9383821760935,604.994805349897,-3.2029513438204757,-0.18188533157854647,0,0,False,0,,330.0129735007691,2.6172437136552142,70,1993,398.5,True,,Barker_MC_08028
B,same_type_history_count;lr04_scaled;co2_scaled,4,4,12.313610866940142,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-299.17793444704466,606.3558688940893,606.3759896184354,-3.6095736321649694,-0.45752996826001824,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_08732
BP,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,6,12.60769889068141,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-293.65808195366924,599.3161639073385,599.358459979846,-3.8094398072824958,-0.3385044317446815,0,0,False,0,,343.3684366375935,3.293159874020974,70,1993,398.5,True,,Barker_MC_08732
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;ecc_scaled,5,5,12.379366153690485,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-298.7334788754465,607.466957750893,607.4971540266856,-3.6528150713600125,-0.4599338412408971,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_08732
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;ecc_scaled,7,7,12.706088899009055,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-293.47760733827295,600.9552146765459,601.0116378503494,-3.827679325988541,-0.34008002281536487,0,0,False,0,,344.3500612310679,3.203955650893085,70,1993,398.5,True,,Barker_MC_08732
B_obl,same_type_history_count;lr04_scaled;co2_scaled;obl_scaled,5,5,12.36275796009756,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-299.16823187146207,608.3364637429241,608.3666600187167,-3.588400539219598,-0.456593604042717,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_08732
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;obl_scaled,7,7,12.66259357779261,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-293.5596646007277,601.1193292014553,601.1757523752589,-3.7601317491278166,-0.284573926870753,0,0,False,0,,343.0519904419101,3.356357749289751,70,1993,398.5,True,,Barker_MC_08732
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;insol65n_scaled,5,5,12.352617689909415,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-295.71828470059097,601.4365694011819,601.4667656769745,-3.468681610571073,-0.30046304985967875,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_08732
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;insol65n_scaled,7,7,12.75440882930545,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-293.59775696311056,601.1955139262211,601.2519371000246,-3.769061460896536,-0.2987939984737902,0,0,False,0,,340.2819747549647,2.8717070928485042,70,1993,398.5,True,,Barker_MC_08732
B,same_type_history_count;lr04_scaled;co2_scaled,4,4,12.256743390932485,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-299.24992048424974,606.4998409684995,606.5199616928455,-3.8349872855236544,-0.5884480392374989,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_06901
BP,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,6,12.542452949300403,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-294.49902924279183,600.9980584855837,601.0403545580912,-3.87082915617972,-0.4368868982899967,0,0,False,0,,336.29304504525817,3.0263726507937614,70,1993,398.5,True,,Barker_MC_06901
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;ecc_scaled,5,5,12.325369729628909,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-298.64353744410647,607.2870748882129,607.3172711640055,-3.8443446888932233,-0.5989191062896968,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_06901
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;ecc_scaled,7,7,12.642950428101765,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-294.19351632994506,602.3870326598901,602.4434558336936,-3.8660179418607328,-0.4391400381187611,0,0,False,0,,337.39404362921186,2.921266817534069,70,1993,398.5,True,,Barker_MC_06901
B_obl,same_type_history_count;lr04_scaled;co2_scaled;obl_scaled,5,5,12.305925349242168,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-299.20864020561226,608.4172804112245,608.4474766870171,-3.793081364717822,-0.5875277581163871,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_06901
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;obl_scaled,7,7,12.596741863231692,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-294.328631932936,602.657263865872,602.7136870396755,-3.80496977445838,-0.36392051637163103,0,0,False,0,,335.9668934132998,3.104837817508426,70,1993,398.5,True,,Barker_MC_06901
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;insol65n_scaled,5,5,12.28735470178992,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-296.428305349561,602.856610699122,602.8868069749146,-3.6223491363505778,-0.41153277336349037,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_06901
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;insol65n_scaled,7,7,12.690240230390383,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-294.4172487081221,602.8344974162442,602.8909205900477,-3.826978053819132,-0.38901034543331137,0,0,False,0,,331.24297250408387,2.6090123398023057,70,1993,398.5,True,,Barker_MC_06901
B,same_type_history_count;lr04_scaled;co2_scaled,4,4,12.236802661485372,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-301.4350098951474,610.8700197902948,610.8901405146408,-3.373640594989128,-0.8434136337845656,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_09322
BP,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,6,12.51363168654478,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-297.7024739235919,607.4049478471838,607.4472439196913,-3.3894633906337934,-0.7400720803295682,0,0,False,0,,334.9250027191189,2.640815511061185,70,1993,398.5,True,,Barker_MC_09322
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;ecc_scaled,5,5,12.309234994523965,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-300.88635751476863,611.7727150295373,611.8029113053299,-3.3719138660517443,-0.8623121046027737,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_09322
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;ecc_scaled,7,7,12.617915999064744,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-297.3998496327058,608.7996992654116,608.8561224392151,-3.3781800357714755,-0.7467080164741279,0,0,False,0,,336.0332907174082,2.5561336839113338,70,1993,398.5,True,,Barker_MC_09322
B_obl,same_type_history_count;lr04_scaled;co2_scaled;obl_scaled,5,5,12.285109396596427,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-301.4114426238564,612.8228852477127,612.8530815235054,-3.3428519080808297,-0.8420333926504282,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_09322
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;obl_scaled,7,7,12.566304897368443,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-297.5824677435309,609.1649354870618,609.2213586608653,-3.3357519795032964,-0.6773545893427295,0,0,False,0,,334.70339612475203,2.697590569675499,70,1993,398.5,True,,Barker_MC_09322
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;insol65n_scaled,5,5,12.262047052268338,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-299.3444830319357,608.6889660638714,608.719162339664,-3.2397995171648253,-0.6975171132810051,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_09322
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;insol65n_scaled,7,7,12.66035268034697,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-297.6662976928098,609.3325953856196,609.3890185594231,-3.365094838632718,-0.7059597618947892,0,0,False,0,,331.11357294158535,2.3929482485652884,70,1993,398.5,True,,Barker_MC_09322
B,same_type_history_count;lr04_scaled;co2_scaled,4,4,12.309035876957727,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-298.67292804506445,605.3458560901289,605.365976814475,-2.8749937839282453,-0.24918607228678313,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_03459
BP,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,6,12.593996256140901,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-294.41955219791737,600.8391043958347,600.8814004683422,-3.291623426746106,-0.13612493981136398,0,0,False,0,,345.71508308377565,2.8360602660906986,70,1993,398.5,True,,Barker_MC_03459
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;ecc_scaled,5,5,12.374216151830758,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-298.1992270476345,606.398454095269,606.4286503710616,-3.0473856302400826,-0.25287977232827696,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_03459
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;ecc_scaled,7,7,12.691366617951507,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-294.19314343485644,602.3862868697129,602.4427100435164,-3.260936665259928,-0.1362812726404603,0,0,False,0,,346.8660127154373,2.7535078040314938,70,1993,398.5,True,,Barker_MC_03459
B_obl,same_type_history_count;lr04_scaled;co2_scaled;obl_scaled,5,5,12.359409763634341,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-298.62345380019633,607.2469076003927,607.2771038761853,-2.859812306367162,-0.25039561951582034,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_03459
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;obl_scaled,7,7,12.649966718946235,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-294.2719452076295,602.543890415259,602.6003135890626,-3.2748656487917898,-0.07388342711305773,0,0,False,0,,345.0714030086064,2.894444081666025,70,1993,398.5,True,,Barker_MC_03459
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;insol65n_scaled,5,5,12.347257663280097,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-295.79902541443266,601.5980508288653,601.6282471046579,-3.1580740064572668,-0.12353048634479791,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_03459
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;insol65n_scaled,7,7,12.744346865559772,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-294.34495896570263,602.6899179314053,602.7463411052088,-3.3084556271485455,-0.09560913645753111,0,0,False,0,,342.03526485481285,2.426423167283531,70,1993,398.5,True,,Barker_MC_03459
B,same_type_history_count;lr04_scaled;co2_scaled,4,4,12.289697495881276,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-299.745407074721,607.490814149442,607.5109348737881,-2.7257235909617523,-0.3478983451362512,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_05927
BP,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,6,12.57962002943674,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-295.6631623862463,603.3263247724926,603.3686208450001,-3.1372941655288953,-0.21131357172647824,0,0,False,0,,336.8770567570914,2.7962440422271895,70,1993,398.5,True,,Barker_MC_05927
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;ecc_scaled,5,5,12.355240477331009,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-299.19627255390895,608.3925451078179,608.4227413836105,-2.8948789510024655,-0.35702780061174466,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_05927
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;ecc_scaled,7,7,12.676983836834507,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-295.3999890434209,604.7999780868417,604.8564012606453,-3.179202030025133,-0.21498152998668396,0,0,False,0,,337.97516320760417,2.6993835509068247,70,1993,398.5,True,,Barker_MC_05927
B_obl,same_type_history_count;lr04_scaled;co2_scaled;obl_scaled,5,5,12.339302282275977,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-299.7094848786004,609.4189697572008,609.4491660329934,-2.7044695451699994,-0.34903174133571757,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_05927
BP_obl,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;obl_scaled,7,7,12.634661376648355,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-295.53906902030224,605.0781380406045,605.134561214408,-3.158788558476255,-0.15434490285383817,0,0,False,0,,336.4241324089983,2.8507438109469616,70,1993,398.5,True,,Barker_MC_05927
B_insol65n,same_type_history_count;lr04_scaled;co2_scaled;insol65n_scaled,5,5,12.32476117636358,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-297.1611921541551,604.3223843083102,604.3525805841028,-2.9774462976614395,-0.1943500327574068,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_05927
BP_insol65n,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;insol65n_scaled,7,7,12.729395075979998,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-295.55118296280324,605.1023659256065,605.15878909941,-3.1386798473986577,-0.1604171218840591,0,0,False,0,,330.1484383779773,2.346376610779058,70,1993,398.5,True,,Barker_MC_05927
B,same_type_history_count;lr04_scaled;co2_scaled,4,4,12.350701425721233,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-296.5665164244358,601.1330328488716,601.1531535732177,-3.522853140864507,-0.16535606753157972,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_01678
BP,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos,6,6,12.632898347554079,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-293.434879895963,598.869759791926,598.9120558644335,-3.555232965892891,-0.3877034788516174,0,0,False,0,,350.17134320663206,2.4168893040879134,70,1993,398.5,True,,Barker_MC_01678
B_ecc,same_type_history_count;lr04_scaled;co2_scaled;ecc_scaled,5,5,12.415324733048985,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-296.1106014135029,602.2212028270058,602.2513991027984,-3.6863657283160487,-0.16363365656505513,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_01678
BP_ecc,same_type_history_count;lr04_scaled;co2_scaled;pre_phase_sin;pre_phase_cos;ecc_scaled,7,7,12.729916003805176,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-293.17920062807104,600.3584012561421,600.4148244299456,-3.530974828837091,-0.36534731521518715,0,0,False,0,,351.88516588093995,2.348885917956942,70,1993,398.5,True,,Barker_MC_01678
B_obl,same_type_history_count;lr04_scaled;co2_scaled;obl_scaled,5,5,12.400748192425638,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-296.55765300558653,603.1153060111731,603.1455022869657,-3.512255161257178,-0.1653554779584121,0,0,False,0,,,,70,1993,398.5,True,,Barker_MC_01678
