age_kyr_bp,segment_id,intercept,lr04,lr04_scaled,co2,co2_scaled,precession_index,ecc,ecc_scaled,obl,obl_scaled,insol65n,insol65n_scaled,pre_phase_unwrapped_rad,pre_phase_rad,pre_phase_deg,pre_phase_sin,pre_phase_cos,pre_phase_extrapolated,same_type_exponential_history,time_since_last_event_kyr,log_time_since_last_event,rectangular_history_count,mis6_segment,event_id,B,BP,B_ecc,BP_ecc,B_obl,BP_obl,B_insol65n,BP_insol65n
11.402407613184174,Barker2011,1.0,3.7287704362189356,-0.2246562464018415,267.631059254424,0.31945530595360566,-0.01961081298971394,0.01961752407613184,-0.21360450786096252,24.188017782371553,0.3562822762966628,528.2590990239526,0.274634709821695,25.11850161988145,6.268945698342691,359.18413051172865,-0.014239127622596303,0.9998986184831677,False,0.12081595688101462,3.170497780732319,1.4280354005647082,0.0,0.0,Barker_S3_010,0.22348134260885275,0.34848011388177536,0.2640015020631106,0.3825135942263089,0.23430340296137356,0.38574100587130616,0.2987905831595954,0.35082755196729437
14.572905393916493,Barker2011,1.0,4.400310132722463,0.125104012193746,239.7881956027616,0.11025952690043112,-0.01249998721282826,0.01965862567636501,-0.212707151787492,23.93010881671305,0.24790454669792852,516.3871082267365,0.17704888682131006,26.03282348957926,0.9000822608609163,51.57091476192363,0.7833780411482416,0.6215455290216026,False,0.0001782942283033101,13.406485614175008,2.667678495060144,0.0,0.0,Barker_S3_011,0.3677438474865839,0.46743502813832977,0.4079513693704147,0.4949013570021529,0.3822692592533238,0.5086823157658865,0.48453223484867236,0.4759258010083671
27.9793910080915,Barker2011,1.0,4.75,0.30723415140079635,189.32025133250775,-0.26892851391725947,0.0002452170712417113,0.01695700705724889,-0.2716905943374586,22.21417069553285,-0.47316180797727625,474.8183318499529,-0.16463965751268783,29.85337436759427,4.720633138875925,270.4723554871848,-0.9999660171178602,0.008244065104267425,False,0.3574143430497926,1.8517614902861759,1.0479368701230396,0.0,0.0,Barker_S3_012,0.1695794494717955,0.2241216506828071,0.18004126863611283,0.2287776724766503,0.1590252987712636,0.19988176467849655,0.1402289637239169,0.21477423981078575
29.831152498377676,Barker2011,1.0,4.6385732251784555,0.24919937284790858,190.9891402288278,-0.256389411719055,-0.00785600254380273,0.016401654250486696,-0.28381540727028387,22.22566704854147,-0.46833084510416056,482.7042435750299,-0.09981875266659579,30.372792250994586,5.240051022276241,300.2328080096411,-0.863986627140781,0.5035147546218454,False,0.2283208999607978,3.0885705610741496,1.408195412896835,0.0,0.0,Barker_S3_013,0.16676134056070885,0.27954324694635607,0.18091233659376427,0.2884276667433787,0.15627669722142143,0.2506496220488999,0.1526845264738587,0.2617055128891747
32.919723059451826,Barker2011,1.0,4.5816055388109636,0.21952870286483986,196.58794730142873,-0.21432309189023083,-0.015033017219238203,0.015459688620975416,-0.3043809953215311,22.46488647303985,-0.36780677826199,493.5862455402223,-0.010370475978736323,31.239134267491394,6.106393038773049,349.8705491697615,-0.17587275127620985,0.9844129089759726,False,0.7896925711099859,0.9729692482404815,0.6795396406242725,1.0,0.0,Barker_S3_014,0.10819526450235047,0.1639957535442298,0.11651669984645159,0.17018978460335984,0.10295526102935583,0.1497455766045178,0.10419774950342087,0.15071535681089204
33.89269230769231,Barker2011,1.0,4.588926923076923,0.22334192383669382,195.00782864806908,-0.22619522389581526,-0.015183484615384615,0.015188753846153846,-0.31029621429892495,22.589059404577174,-0.31562720256064175,495.81269092266376,0.007930540988182543,31.49567465710444,0.07974812120651009,4.569230769230671,0.07966361822568306,0.9968218034990971,False,0.5106418182814304,1.505731326913775,0.9185806388003993,0.0,0.0,Barker_S3_015,0.1333368457179221,0.20729804878961178,0.14565949094605857,0.2171178985529055,0.12785011874620197,0.1929820802125121,0.1374910564739444,0.1917142585022214
35.39842363460608,Barker2011,1.0,4.5041418728854525,0.17918304352863618,201.09761861827621,-0.18043993187463597,-0.013562353221362995,0.014814472909618176,-0.3184677518954944,22.81478236603444,-0.22077457881186885,497.983751079834,0.02577630046017309,31.846074247838686,0.4301477119407551,24.64564846141434,0.4170050629758718,0.9089041629635598,False,0.39338216981081975,2.060861752213391,1.1186964946876687,0.0,0.0,Barker_S3_016,0.1466470498791618,0.20307119625771838,0.16339855165065864,0.21636639634342097,0.1424622929552315,0.19324705105951176,0.15493870774507787,0.18965933522278736
37.459285386819474,Barker2011,1.0,4.4370357306590265,0.14423192778570593,210.0141267420631,-0.1134462531091909,-0.008537700962750756,0.014350700045845275,-0.3285931337214207,23.166442170338744,-0.0730011538581191,499.02469868970286,0.03433271959361412,32.325658554565926,0.9097320186679951,52.12380515759264,0.7893392389397496,0.6139572997122984,False,0.5541583381355862,1.1068194842406882,0.7451794568474271,1.0,0.0,Barker_S3_017,0.13888396850836995,0.1409380934959857,0.15606546943427285,0.1524142871601687,0.13786435169768485,0.13828638138045948,0.14261499427438057,0.1348568355649898
38.56610487106016,Barker2011,1.0,4.489254681948423,0.17142929824893327,208.5756400887696,-0.12425424110418148,-0.005015726584527269,0.014124134830945562,-0.33353964846717343,23.362856239626048,0.009535375402335518,498.9095282387982,0.03338603732028454,32.5832271442356,1.1673006083376691,66.88139828080193,0.919694072189778,0.39263572631509674,False,0.1590200133691806,3.133895128939841,1.4192200929987244,0.0,0.0,Barker_S3_018,0.20091651707669117,0.2004579629913244,0.22937461941499426,0.21862867082873003,0.20194949989505495,0.2028299211339467,0.21885008646204285,0.19639875911534835
41.7,Barker2011,1.0,4.503,0.17858831806746306,202.81120298397252,-0.1675650127987824,0.005204500000000001,0.0137505,-0.3416970798787744,23.88572239442157,0.2292526178645161,497.69105529785156,0.023370388994996077,33.312517656398434,1.8965911205005028,108.66666666666652,0.9473966425143303,-0.32006187175696854,False,0.28471667140482465,1.9936849315068486,1.096505047162379,0.0,0.0,Barker_S3_019,0.16541190217750001,0.1064378947962087,0.1876732194240843,0.11692321160513583,0.17199783177577538,0.11445384913203441,0.1761761838516035,0.11133723175233606
