realization_id,age_ka_bp__Barker_S3_010,age_ka_bp__Barker_S3_011,age_ka_bp__Barker_S3_012,age_ka_bp__Barker_S3_013,age_ka_bp__Barker_S3_014,age_ka_bp__Barker_S3_015,age_ka_bp__Barker_S3_016,age_ka_bp__Barker_S3_017,age_ka_bp__Barker_S3_018,age_ka_bp__Barker_S3_019,age_ka_bp__Barker_S3_020,age_ka_bp__Barker_S3_021,age_ka_bp__Barker_S3_022,age_ka_bp__Barker_S3_023,age_ka_bp__Barker_S3_024,age_ka_bp__Barker_S3_025,age_ka_bp__Barker_S3_026,age_ka_bp__Barker_S3_027,age_ka_bp__Barker_S3_028,age_ka_bp__Barker_S3_029,age_ka_bp__Barker_S3_030,age_ka_bp__Barker_S3_031,age_ka_bp__Barker_S3_032,age_ka_bp__Barker_S3_033,age_ka_bp__Barker_S3_034,age_ka_bp__Barker_S3_035,age_ka_bp__Barker_S3_036,age_ka_bp__Barker_S3_037,age_ka_bp__Barker_S3_038,age_ka_bp__Barker_S3_039,age_ka_bp__Barker_S3_040,age_ka_bp__Barker_S3_041,age_ka_bp__Barker_S3_042,age_ka_bp__Barker_S3_043,age_ka_bp__Barker_S3_044,age_ka_bp__Barker_S3_045,age_ka_bp__Barker_S3_046,age_ka_bp__Barker_S3_047,age_ka_bp__Barker_S3_048,age_ka_bp__Barker_S3_049,age_ka_bp__Barker_S3_050,age_ka_bp__Barker_S3_051,age_ka_bp__Barker_S3_052,age_ka_bp__Barker_S3_053,age_ka_bp__Barker_S3_054,age_ka_bp__Barker_S3_055,age_ka_bp__Barker_S3_056,age_ka_bp__Barker_S3_057,age_ka_bp__Barker_S3_058,age_ka_bp__Barker_S3_059,age_ka_bp__Barker_S3_060,age_ka_bp__Barker_S3_061,age_ka_bp__Barker_S3_062,age_ka_bp__Barker_S3_063,age_ka_bp__Barker_S3_064,age_ka_bp__Barker_S3_065,age_ka_bp__Barker_S3_066,age_ka_bp__Barker_S3_067,age_ka_bp__Barker_S3_068,age_ka_bp__Barker_S3_069,age_ka_bp__Barker_S3_070,age_ka_bp__Barker_S3_071,age_ka_bp__Barker_S3_072,age_ka_bp__Barker_S3_073,age_ka_bp__Barker_S3_074,age_ka_bp__Barker_S3_075,age_ka_bp__Barker_S3_076,age_ka_bp__Barker_S3_077,age_ka_bp__Barker_S3_078,age_ka_bp__Barker_S3_079
Barker_MC_01858,11.45527587296392,14.663461840365231,28.011232818779256,30.105679406795744,33.310174271934905,33.632107969101156,34.881375201181704,37.352107924594776,38.443098939084585,42.047034478223566,44.28942405355555,47.78925879618332,54.071797451201434,57.55204030115389,58.9446229735496,64.47138013911598,71.65826588293231,75.34651388390093,83.23079121035846,90.08242205492202,104.2206777084766,109.51795701280676,124.44737070816312,128.2961711184734,148.1260720041527,149.73227938061194,151.49910749471707,160.60725789111598,165.42728589505424,168.66162832402134,174.8675508175793,176.19568611773929,176.47575769584236,177.5526630335801,189.54929835380216,191.39008303161592,199.60173408599303,217.56367532097903,227.9023358714273,230.3358142980799,232.70337376428796,242.79559759058148,244.20055686858248,248.56789640486505,252.1027699713476,258.61413258996333,260.7285234033883,262.64386334476916,264.44663553515346,277.17206834485324,279.08706066087603,281.7845229554888,291.83308478580193,297.9898880383913,302.33465555108825,307.441301727149,318.43891556381664,328.82644520754815,335.96918871510377,336.32737939247386,336.87520042845154,337.2993334983364,349.1753561357465,350.8642980024832,367.5709440175158,373.9968194808611,378.3501402516917,386.9485109876084,391.5039391920675,395.4519769692656
Barker_MC_05740,11.344249204149117,14.637100753634368,27.83456477363667,30.11759347341764,33.29057022207338,33.6677736594636,35.01699705265775,37.39455433772558,38.14439533437486,41.07014580876433,43.71455598130887,47.80285438801745,53.748093000443006,57.4961503433864,59.176687971785576,64.53630894008923,71.50585407757913,76.17921772726108,83.71630702558367,90.37570377798735,102.36765388689778,109.54383454669734,125.8391876821894,129.8819501365645,147.66617578201758,149.18513624291623,150.8559927499047,159.462621016833,163.09133989014595,169.41452213649313,171.54575995400387,174.3040610049837,177.54183941733297,178.41400231846657,187.87784024695353,193.1004286642581,201.2062702084448,215.70307994469468,225.22046085352432,229.6301242165183,231.91448176963183,241.652039813836,243.3458053419205,248.482271748816,252.00751943792727,257.78885703267343,259.6661917497865,262.08467302482745,264.35861838993,276.78259328158,278.6522205711001,281.28578159182206,291.0962989819923,297.1072512353958,301.34909379549,306.3347665675437,317.07617608888125,327.7634232978732,335.1122606281941,335.48078639402144,336.0444140358749,336.5642109089442,349.77022385078135,351.1020595722344,366.4780208784457,371.9780853947176,379.0947374766871,388.264993807016,393.123407756859,397.3340331800564
Barker_MC_01950,11.41854642744114,14.559050125937953,28.315863081646516,29.740092055812433,33.08707832551172,33.823605468235385,35.660614491883706,38.004635690002566,39.165730440810464,41.627578041977145,43.69569728376229,47.897145671255224,53.79401360944015,57.781179171105215,59.66289349696369,64.69259888701673,71.23312832959519,75.48235688803267,82.3615819327528,90.42009937646344,103.84756145208208,109.72253764957588,124.60935595657776,127.8418776756888,146.94232939606056,148.62364639117453,150.47309508579986,159.99211047944578,162.97419994095975,169.84890259063636,174.58079280251843,175.3982685190557,178.8227934114994,179.21252929654534,190.6011728088863,194.7663879988083,199.08028044301892,215.34139456140147,225.84343725085049,228.8396218882585,231.338374744872,241.98983819297845,243.73731566858277,249.37604369562456,252.3440452368091,257.59435963877485,259.2992587803725,261.57694425666233,263.72494887188907,276.4224077046744,278.3331903445595,281.0247228803118,291.0511952272361,297.19446414471645,301.5296806717678,306.62510104479486,317.59478490322175,327.4854545294299,334.2865437855851,334.6276013589026,335.14921882397647,335.70049559044793,350.14101948527355,351.86647551953547,366.792076997218,373.1964518664609,377.6549813077436,386.6588557328086,391.42912032886954,395.5633496454558
Barker_MC_08028,11.38822451285297,14.408549477197138,28.3551225172436,29.904185552910093,33.26907509699968,33.567517083754765,35.494782317249964,36.89961247998835,37.89026080365785,40.970408752064365,44.181491830230115,48.17469228275919,53.947953742604405,57.645448384861695,59.32347424516784,64.4727408549172,71.16874534364072,75.41260439127915,82.3514286392282,91.0821239548943,104.0904491027358,109.18866109410185,125.26026024769422,128.93748664909586,147.63789634232256,149.4580754943994,151.4602725616839,161.75221962786918,163.1633420203101,169.81616552515553,171.76804558677983,174.61526472393237,176.90198052600803,179.00606068640928,190.53077692366028,193.2621807649392,200.42518156498912,215.5779923965421,226.961763506212,230.2715460682224,232.5109924907296,242.05710732565416,243.69599872672416,248.33340447583032,252.03254957356197,256.8173994815671,258.3711514812145,261.8033666473219,265.02752647184315,277.63483031548265,279.53204594243806,282.20446795460117,292.1597499541094,298.25940019561136,302.56383565031683,307.623077322198,318.51482456917523,328.32905116981345,335.07757615483644,335.41599776175497,335.9335837488069,336.43293523406743,349.66599530197425,351.1840773351522,366.10144937236214,371.9437342596541,377.67933879302814,387.25317442311547,392.32540522051266,396.7213385782569
Barker_MC_08732,11.44354545844031,14.717678746178567,28.056569711663062,30.19683479347202,32.98210758182547,33.74479343490245,35.67444834092407,36.985282162907005,38.19608500115747,41.57751972294281,43.662337467147026,47.760237716971425,53.93306504253776,57.83421442924819,59.58663610455897,64.97414685182818,71.979959306452,75.86272309091669,84.39158290506205,90.31835986828663,102.89958702208128,110.6335282115936,125.29816017296552,128.69600035556462,147.49568011995635,149.13822155912663,150.9450171422139,160.24626565295347,163.4017383325074,170.25940422057525,173.11828417955527,176.45998271267533,178.57455497336989,178.72637882312776,192.0213337627556,193.80229004995377,197.1581179891302,218.9155397572176,225.64028324988053,229.5017212568328,231.8268711562345,241.7383152189382,243.25799075599264,249.05805552512857,251.77469505908752,257.4035119914708,259.2313197038314,262.5157372061069,265.5958765049519,278.0222210002082,279.8922048805623,282.52626819589983,292.3386567293709,298.35075544147713,302.59340704099026,307.5800307219345,318.32005685850015,328.5759924275709,335.6282483259785,335.9819012766361,336.5227822599948,336.9642932165941,348.6707874826886,351.0155282447559,367.8336003538397,373.4390972546683,377.56708634965105,386.54780480645894,391.30580133986706,395.42939833548746
Barker_MC_06901,11.283634391718117,14.626049961847803,27.86761399539945,29.46971819736485,32.71005788251219,33.518676077198904,35.622129676395225,37.392442984735254,38.696342078241955,41.90318275104898,43.60967041501786,47.59288536153116,53.83058007634938,57.51891958026644,59.08737803943658,64.40760464126832,71.32592212349817,75.97714351430466,83.15372032237912,90.76354162929319,103.91519001492884,109.6465446746528,125.3453026412321,128.94416886760513,147.74531838175324,149.45876088922995,151.3435476474543,161.0469102231103,164.42376701207516,168.66234658330598,173.47285892333812,175.07777344473087,176.63083138729078,177.16680837920785,188.40880886975668,192.77887121923104,198.42074869462732,215.49413039216324,225.9451073448151,229.3523076880901,231.6986147757097,241.7002458356475,243.446869516282,248.08134039275572,252.37324783142975,258.3121499198169,260.2406494909536,262.19100952942824,264.02965997119134,276.6530408300429,278.5526758136565,281.22850573681114,291.1964828551276,297.30391145835847,301.61383599107324,306.67952928070946,317.5864077897734,327.5699639962324,334.43492455199214,334.77918511083556,335.3057012596549,335.86592312942986,348.9963314754038,350.87071488715577,366.49047813421714,372.49624706258976,377.3309310996126,387.1652361938392,392.37546405833,396.8909948742221
Barker_MC_09322,11.400654493928052,14.589862504421246,27.923707804577695,29.440557033199863,32.6245598345553,33.280589086514375,34.77942628114704,37.990879398180795,38.68453489296991,41.394160831583946,43.624223485206194,47.17218899189064,53.560186662383,57.340193022982035,58.9484131358162,64.28988158493273,71.23582154538083,75.81989342003581,82.48804147352224,90.94724757381849,102.82500593986552,110.99430681785664,125.11482865283412,128.7935865031488,146.39723366793493,148.14405895764648,150.06556677632912,159.9552698525443,163.02656346166495,171.04429799128044,174.2177144070629,174.96119085098107,178.0441401289156,179.5511991740643,187.18288313949984,192.75838244376325,198.8846497148136,218.72164386059913,226.52921563556953,229.8314763561661,232.3076410099822,242.862817458029,244.4085436320173,248.02989826244743,252.2326013643781,257.75164273017447,259.54380376408614,261.4401689549234,263.2326148529102,276.0855495511671,278.01972904459404,280.7442184385612,290.8934613718125,297.11195243132516,301.50025214221876,306.6580641246907,317.7537531235965,326.7156729075908,332.878128905104,333.1871606217935,333.6597973649656,334.31577456917535,348.99177629810237,350.7166668793256,367.804479906642,371.8070808521106,377.4170754365121,387.17755835985025,392.34867514042674,396.83030968359304
Barker_MC_03459,11.31279485389595,14.353868520501448,28.238191329486828,29.486098315387164,32.76385880002073,34.01473510699337,34.95495861134077,37.78322910348818,38.738826913175565,42.494251457766154,44.04099047370353,47.973564761869326,54.224934700434986,57.630872680793665,58.97133440552714,64.65348151751239,72.04243327530308,75.79548837253272,83.81888625178438,90.00665442184332,103.24135551018628,108.906228456865,126.5544399811784,130.35046935194163,147.54443507046486,149.08898090230053,150.7879813173197,159.5477573547065,164.35866394730795,167.8492998967958,172.49087431683722,175.05544839324727,178.7130209974676,179.37888859244524,187.80851840699228,194.7015823671798,201.1890626966949,218.7413207979325,226.59683229456175,229.45740568631896,231.9531211232836,242.59163692661588,244.05501735839815,248.66788835102943,251.4110061908755,258.54715763504703,260.864431904741,262.69150535818693,264.40711074852476,276.9573960866938,278.8460312589425,281.50636682415313,291.4166245021895,297.48868812049466,301.7736560919408,306.8100165512707,317.65755895692655,328.0656408476903,335.22251663058864,335.5814160061322,336.1303209334341,336.50538616091393,348.67438840771734,351.5192295778545,367.20345362527945,373.0442408106998,378.84986066714146,387.28259215833793,391.7502644715546,395.622247143009
Barker_MC_05927,11.341205934193072,14.461437192479131,28.29337738662408,30.040561738031556,32.838432533114016,33.51729415884135,34.93116819278574,37.34452789980578,38.598691910228894,42.06419205996959,43.99621800271015,47.568029715508246,53.86674791070213,57.832848952749664,59.60907879521808,64.99738682181693,72.00423604271734,75.85309020182537,83.26137004204938,90.8176322811246,103.29388162527152,108.74991243894584,125.43084661417272,129.41566461185477,147.53024996288914,149.3585289455284,151.36963582643153,161.70635740939687,162.98326677338997,169.5333187995646,172.24426420198432,174.47762756614827,176.4797461848382,177.36778073017797,188.65465142720663,194.1150391402937,200.5024327836819,218.539456664226,227.7182196917469,229.7603993779851,232.238335216462,242.8010617143761,244.36391610259125,248.6397946477002,251.77232608419453,258.5468488426129,260.7466938711767,262.3362160490378,263.83462097799315,276.62764065825377,278.55280381402105,281.26459277537083,291.366524173376,297.55602722256356,301.92387051145516,307.0576389268348,318.10801933019115,327.83813483651085,334.5288227810187,334.8643440053745,335.3774941132129,335.963545674854,349.15474382465317,350.4454972693644,366.82209001464093,373.7590936119649,379.16291930011573,388.10157236606955,392.83728259968734,396.94156480215617
Barker_MC_01678,11.514232415861668,14.494751567512555,28.119236149864054,29.95417614692881,32.64346346045473,33.72846571226808,35.69667263505162,37.640043250123455,39.00192165529795,41.19232310746429,43.391335597559745,47.67584008724775,54.07930653044419,57.71499982391037,59.20514139371774,64.66308402787978,71.76048471564941,75.61664239717228,84.55158781786109,89.94706225858448,103.38444595582456,109.1636069843355,126.30392759493228,130.43434306028453,146.88496649492353,148.56632759701262,150.41582480931055,159.93521694038984,162.93479746094735,168.57658135693342,174.5248552530581,176.97685880415077,177.93537478976637,180.1791409433068,189.46044973824183,192.334978358341,198.51452153882713,216.1943484464375,228.155314059359,229.60010614074383,232.1725899381009,243.1383471420891,244.19031337169335,249.23630849683343,252.35461903623911,257.0968037681011,258.63670139320755,262.03589398122244,265.22751067270025,277.4224402746008,279.2575995836246,281.8426089328948,291.4722620813211,297.3723979243118,301.53603893725847,306.42979709465544,316.98398035575036,328.83781800008325,336.98883414902605,337.3975871712445,338.0227388522843,338.51180138377936,349.7122355491311,351.34701178414934,365.8220327572112,373.2411884266063,378.8404472780472,387.2134360850183,391.649456645003,395.4940077969897
