realization_id,age_ka_bp__Barker_S3_010,age_ka_bp__Barker_S3_011,age_ka_bp__Barker_S3_012,age_ka_bp__Barker_S3_013,age_ka_bp__Barker_S3_014,age_ka_bp__Barker_S3_015,age_ka_bp__Barker_S3_016,age_ka_bp__Barker_S3_017,age_ka_bp__Barker_S3_018,age_ka_bp__Barker_S3_019,age_ka_bp__Barker_S3_020,age_ka_bp__Barker_S3_021,age_ka_bp__Barker_S3_022,age_ka_bp__Barker_S3_023,age_ka_bp__Barker_S3_024,age_ka_bp__Barker_S3_025,age_ka_bp__Barker_S3_026,age_ka_bp__Barker_S3_027,age_ka_bp__Barker_S3_028,age_ka_bp__Barker_S3_029,age_ka_bp__Barker_S3_030,age_ka_bp__Barker_S3_031,age_ka_bp__Barker_S3_032,age_ka_bp__Barker_S3_033,age_ka_bp__Barker_S3_034,age_ka_bp__Barker_S3_035,age_ka_bp__Barker_S3_036,age_ka_bp__Barker_S3_037,age_ka_bp__Barker_S3_038,age_ka_bp__Barker_S3_039,age_ka_bp__Barker_S3_040,age_ka_bp__Barker_S3_041,age_ka_bp__Barker_S3_042,age_ka_bp__Barker_S3_043,age_ka_bp__Barker_S3_044,age_ka_bp__Barker_S3_045,age_ka_bp__Barker_S3_046,age_ka_bp__Barker_S3_047,age_ka_bp__Barker_S3_048,age_ka_bp__Barker_S3_049,age_ka_bp__Barker_S3_050,age_ka_bp__Barker_S3_051,age_ka_bp__Barker_S3_052,age_ka_bp__Barker_S3_053,age_ka_bp__Barker_S3_054,age_ka_bp__Barker_S3_055,age_ka_bp__Barker_S3_056,age_ka_bp__Barker_S3_057,age_ka_bp__Barker_S3_058,age_ka_bp__Barker_S3_059,age_ka_bp__Barker_S3_060,age_ka_bp__Barker_S3_061,age_ka_bp__Barker_S3_062,age_ka_bp__Barker_S3_063,age_ka_bp__Barker_S3_064,age_ka_bp__Barker_S3_065,age_ka_bp__Barker_S3_066,age_ka_bp__Barker_S3_067,age_ka_bp__Barker_S3_068,age_ka_bp__Barker_S3_069,age_ka_bp__Barker_S3_070,age_ka_bp__Barker_S3_071,age_ka_bp__Barker_S3_072,age_ka_bp__Barker_S3_073,age_ka_bp__Barker_S3_074,age_ka_bp__Barker_S3_075,age_ka_bp__Barker_S3_076,age_ka_bp__Barker_S3_077,age_ka_bp__Barker_S3_078,age_ka_bp__Barker_S3_079
Barker_MC_04201,11.339081130978586,14.722478045062951,28.321603211832574,29.932482778202015,32.62360091163472,33.394187907807776,34.72843212440317,37.97437655512939,38.898158094751885,41.39229504866473,43.932339697988695,47.68356266259458,54.05496608771353,57.79956990573531,59.383357351422994,64.8705778658418,72.0060509302191,75.90184655896176,83.21657088216533,91.26036523813757,102.66206140980428,110.06252640328808,124.7018974565808,128.17706905253905,146.65483669532702,148.44145659234593,150.4067384790667,160.51506733155986,162.7416002571576,168.85851307717337,172.30732214249673,175.43389457875776,177.2409265674822,178.20444833535095,189.04958771032935,192.96985028548713,199.25544916556217,218.18908672934916,227.28790089437769,229.86821388205652,232.2550576709183,242.42948500818488,243.63778063091368,249.03716282584764,251.8571776330844,257.6945427074878,259.5900708497295,261.49944938955935,263.30104186352224,275.9953988127659,277.9057146643511,280.5965896811002,290.62061264425705,296.7623808122569,301.09653828198253,306.1907138862097,317.1519697227647,326.3144259263386,332.61477613528695,332.93072290092744,333.4139356013187,333.97471334228476,349.98287381307085,351.5151239931167,366.45190343494806,372.7584865625845,377.6964507839984,387.03412283404504,391.9812338539372,396.2687300711772
Barker_MC_09031,11.292816461741165,14.61986573691756,28.04612049990393,29.64484431657208,33.27908476610118,33.996801933714465,35.16518833056825,37.246823565962515,38.25709154241848,41.17910749938578,43.89208856215943,47.5525367085629,53.87850445343319,57.88329199106851,59.68437259806013,65.03498945484043,71.99282582373343,75.34166029193337,84.25957489653305,91.03859988146877,103.2427090613493,111.33770244138354,126.63385018276712,130.30652911499058,148.70619619907555,150.4158726555226,152.2965167576143,161.96989535504392,164.15262540214212,167.69027413672376,173.35278190363317,174.79584649080527,178.06470944870603,179.18297555492805,188.5012225844296,191.36887628976925,200.03385862124455,218.46181721980005,227.20936555697625,229.44407671271648,231.88485827198417,242.28920678309973,243.57757768356484,249.11793448540828,252.1211547674708,256.6315944527791,258.0962390738386,261.4321685860206,264.5684383407525,277.1361229604158,279.0273764711418,281.6914002335624,291.61539715006023,297.69587886734075,301.9867873701708,307.03013006544023,317.8862383325124,327.49146394006414,334.0962742462711,334.4274889223936,334.9340525446985,335.3641983321515,348.93465769864065,350.67528752073974,366.40951546531494,372.7157934766987,378.4879764897552,387.5806588069344,392.39797394186377,396.57298039213595
Barker_MC_09715,11.484145625217144,14.394026727347896,27.910900403545952,29.8770020363074,32.948472977022504,33.832214337157794,34.942726502099546,37.046543633220075,38.52696835217571,41.30830887483864,43.92942970264288,47.92466030763827,53.90470486215549,57.48272228944828,59.020056657195866,64.45882855625845,71.5312999991459,75.2861332742409,84.80053623102104,90.1632537287088,104.04516031198482,108.5707022158126,126.1395198536026,130.09512315312082,148.03475195273273,149.67338700252554,151.47588555729757,160.75533095243733,163.94684706526365,171.12955578017034,174.07496273342383,177.23891682704718,179.4199439835733,179.76932279860168,188.16562010238903,194.34642920070743,199.67548183450424,217.1059371747431,227.60188907207512,229.5400594912585,231.89881104133937,241.9534892590569,243.76751547933313,248.4497663445906,252.2934201518623,257.6570951969559,259.3988051746984,261.3586037331674,263.2105405316174,275.9600401838517,277.87865420918786,280.5812180513282,290.64878411975917,296.81723136250685,301.17021587160303,306.2865199391663,317.3053634682913,327.7669041618759,334.9605396489452,335.3212824314826,335.873006687128,336.313114589722,348.9287958786781,350.48656200685275,366.1693114851894,373.9347896527547,377.2943049523806,386.93547182841536,392.0433748090959,396.47022405901913
Barker_MC_04692,11.450691517328169,14.362544067072546,28.272528667708222,29.614160624382016,32.64410922126058,34.36902380408954,34.92067269683837,37.35679705927775,38.391961897130805,41.27188603779263,43.32051028280289,48.21740484773077,54.0018447259196,57.38201068545618,58.80516240012474,64.3202312548326,71.49191775030823,75.90579232878501,84.06766585842023,91.1738177182094,103.1061480252026,110.65430498402624,124.92769019258556,128.33932449465868,147.0448780901283,148.66211477070152,150.441075119332,159.60447479870868,163.45776052637706,168.44283346221235,174.84015811735063,176.7503585354318,177.3446474453176,178.0461892778819,188.22461258797048,192.0017328552628,199.74766068125248,217.9065425765095,226.218866411761,229.95148051855068,232.2277104710004,241.93062289542587,243.39478392320092,247.63110522161847,252.410172253285,258.75093633056633,260.8099298316761,261.73475015324675,262.6197198278753,275.74300158228374,277.71786437056846,280.4996603411632,290.8623812087219,297.2116712484762,301.6922739186707,306.9585746874301,318.30020793546,329.03637541176704,336.41885162772655,336.7890642993234,337.3552719147067,337.8199615357738,349.1203677858966,351.52834269281914,367.6960691856991,373.6253871311992,377.8020110005722,387.05807340854216,391.96194753196994,396.211971772274
Barker_MC_05576,11.538063478117843,14.581270353847364,28.01679794418664,29.771970668399906,32.513168555314394,33.76405056564584,35.633523413144836,37.927255853681565,38.6064494397817,41.14608363272455,43.8787647070524,47.28675659950657,53.76645678787965,57.30626426345066,58.70282550400031,64.18544658387688,71.31493863451485,75.47738590737674,82.30158417868311,90.46485188310103,103.54852834436898,108.78718536725825,124.56180678846512,127.91421056406324,148.17478003031795,149.92261624293215,151.8452360768077,161.73457155419996,163.97264498755328,167.6926309492794,172.2818625832751,176.12872452690095,178.94907025908137,179.50386106713128,187.3456831276056,193.5855542844052,196.9513211721117,217.68115784086817,227.87838366293988,229.70656394084955,232.19147667775616,242.78394368338343,244.35110144978913,248.92558075248417,251.6699560891219,257.3591541906361,259.2065690723086,261.3521363784159,263.3741537162298,276.03343220321614,277.93846925708294,280.6219085480138,290.6182320134658,296.74302856299477,301.06520940563905,306.1453082159507,317.08515037659635,327.3429739905043,334.3965281590941,334.7502462147461,335.2912267704491,335.7603404167904,349.31726157905774,350.66008907710795,366.4863362464269,371.88167903774934,378.82644566684303,387.20689655732826,391.64687053904214,395.49484798986094
Barker_MC_07078,11.316104664461887,14.765420555643209,27.650319731360376,29.494949804426653,32.72077078637453,33.43876925296554,35.017505336830475,37.3155156202076,38.55804079452885,42.48209238127669,44.14394658312666,47.67971996457365,53.50958768360974,57.5253212976012,59.444373623734144,64.77005263674212,71.69546032666123,76.2618458062342,83.64988124592455,90.90858886136591,103.2362098290196,109.65188569733036,124.4207841431689,127.81236288151244,148.31009981283884,150.00787509840475,151.8754279125272,161.48338555045547,163.91359113378294,169.50293109308888,173.86967345995856,176.22208834966273,177.0356936350443,179.89895731464577,188.2069504398151,191.1386895354554,197.38124505713833,218.12438400184064,227.83182833052356,229.98153418577405,232.4013775100958,242.71647235868755,243.84690523952935,247.513854997946,251.85027544877943,258.24176743455985,260.31723346684277,262.10840516388447,263.79671319672195,276.55795796527786,278.47833945957507,281.18339296229493,291.2602334915106,297.4343632419932,301.79135781507625,306.91237513320226,317.92734688824874,326.6279690443653,332.61074979674555,332.9107712504047,333.3696275912952,333.87537190752937,349.5530634618745,351.81264614002924,366.3612857127912,372.8450120262018,377.80419973344334,387.4504555052216,392.56105458960747,396.99024046274184
Barker_MC_07555,11.316769053763611,14.625444042954324,27.90303551136663,29.849461503356032,32.53769893226904,33.32204767241442,35.42401644416077,36.915960497227026,37.975596498774735,40.971181933080295,43.90158503499101,48.14600193362332,53.95819834248129,57.93569539599549,59.82837706551464,64.87399713889447,71.43522172100816,76.14139882123303,83.04082592689603,91.36776170394778,103.77462228121487,109.26359415431408,126.33462486810096,129.93069716963575,147.99873255413007,149.68016428587228,151.5297391907886,161.04501048504443,163.424981112501,168.4673703784655,172.2270517175755,176.76329796392577,177.36342884328332,178.2444697939974,187.6643053440723,193.4410689864631,199.51019116232828,215.60394150052505,227.76943164739595,229.7618970818431,232.0945352934238,242.0378998732973,243.70737166718737,249.0434576471833,251.3541515896127,256.68035776457407,258.4099007291371,261.3479507653478,264.1085889058971,276.6367626954565,278.52207040165234,281.17771889102505,291.0705163170849,297.131881953134,301.40930051235256,306.4367877288748,317.26663536441293,327.83527479798795,335.1025542462271,335.4669900887642,336.0243625538209,336.5630834148719,349.90008392013885,350.8146395405411,366.67058241702784,374.08318826078875,379.0407162238327,387.670089803708,392.24194335595973,396.204216434578
Barker_MC_01828,11.47296818786192,14.694458225791724,27.89003838037457,29.600059064491308,33.1817468419221,34.32286284988511,35.919388176727104,37.662770030060464,38.829937483844965,41.10306184160512,43.160399113697885,47.1389705830746,53.76565192176452,57.93955972338638,59.809184722004446,64.7306486247099,71.13042297727745,75.90670794497913,83.7430700363616,90.30330591556539,102.5841986291624,110.80315478694584,124.55037099528754,128.06733463948274,146.9518691756337,148.71230499098303,150.6487843878672,160.60826122213157,162.70512444818945,169.6964464557661,172.11931953977128,176.3717991898003,179.12916731134982,180.16673392449553,191.71250140826103,193.67139005379713,197.40531991426047,216.85198887319615,227.5373423373287,229.91160913623344,232.37030624283904,242.8510235701495,244.25184506050496,248.9158944481156,251.9039452474784,258.5296255263705,260.68113794165646,262.59259709051616,264.38941234949186,276.80793202734395,278.67673838663234,281.3091430432645,291.1153527565199,297.12366567509235,301.36364569455327,306.3471293193224,317.08653955072543,328.1121717610158,335.6936916784365,336.0738858925845,336.6553593965754,337.2612046918943,349.4496527565081,351.42872093432464,367.5894516351104,371.6835772736854,378.50370322599656,387.47252832337114,392.2242237391987,396.3423597662494
Barker_MC_03544,11.42467194120473,14.678654797864032,27.677655764995595,30.11874552280598,32.95518156791273,34.14743293417835,34.82656548757242,37.85248912128778,39.08817885606742,40.86530486114222,43.62292231795356,47.51174467184248,53.57072686755134,57.22356845009313,58.80307935177572,64.17446300559567,71.15930410676074,75.68428023563442,83.25036145510124,90.70229012959076,103.5771070133752,110.1215650131944,124.51547698144807,128.34066211881284,147.4482417296535,149.21647926341512,151.16154055055287,161.16978540294437,163.91074463251493,169.05148793333728,174.50156971796474,175.98907346271736,177.30856007560777,178.11158101821832,190.1441886623835,192.74532395562952,200.293111189985,215.58450748940223,227.98957818886623,229.57594187165543,232.1585293363648,243.1673555630495,244.43036773884597,248.1610793259376,252.2580119787227,256.63863206482284,258.06112124407304,260.95826442641527,263.68776481582097,276.32304802922584,278.2244741438644,280.9028270580328,290.8802027993623,296.9933899851359,301.3073782667353,306.3778479057716,317.2979126342659,327.6573431680517,334.7807649752593,335.13798671780364,335.68432585345965,336.10758619935194,348.667273220114,351.3954500725259,366.87635146025326,372.96306048924777,377.7234694011189,386.609120239869,391.3167498233128,395.39669546229743
Barker_MC_06198,11.324835134070714,14.672936234549946,27.853958954271377,29.70210898117863,32.75653562365361,33.4826194411239,35.216082490142135,37.16675903233991,38.113012354481,41.11329745145785,43.421351155768846,47.343857305713094,53.62119342355873,57.702207145944925,59.57479321469501,64.67614019540537,71.30983094598687,76.14134381351667,82.77221459853499,90.31859622294311,103.4884167294659,110.79518650242434,124.31567985284988,127.89175620959838,147.9429738990273,149.57216209068244,151.36426910150308,160.5874668927707,163.38347132775,169.58201296123966,172.4105612534394,174.65050810620667,176.97702720096024,179.32388609574966,191.0596932946585,193.804918005421,198.1837457410653,218.4104152786331,225.68084340155295,229.88598661946097,232.31205279606937,242.6536738709338,243.79484347925575,247.5119288215446,252.1451850939215,257.8303573725189,259.676464975901,262.8701253984595,265.86545584890433,278.2833405471563,280.1520513512622,282.7843214086587,292.5900297140745,298.5980354175977,302.83779863981647,307.8210274507655,318.5436699993162,327.520906921835,333.6938953939117,334.00345528779167,334.4768998313728,335.08955342737585,350.0133311573097,351.0324468491186,365.81716599775433,373.8130535171414,378.1633425916979,387.82632108103087,392.9457798833264,397.3826441786493
