dataset_id,dataset_label,model_id,model_label,terms,bin_width_ka,n_bins,n_events,n_parameters,converged,optimizer_message,log_likelihood,AIC,AICc,BIC,expected_events,max_fitted_rate_per_kyr,mean_fitted_rate_per_kyr,eta_min,eta_max,n_eta_clipped_low,n_eta_clipped_high,beta_intercept,beta_same_type_history_count,beta_lr04_scaled,beta_co2_scaled,beta_pre_phase_sin,beta_pre_phase_cos,pre_phase_amplitude,pre_phase_preferred_rad,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,delta_AICc,rank_AICc
mis6_warming,MIS 6 composite warming events,history_climate_precession,Catalogue history + LR04 + CO2 + precession phase,same_type_history_count+lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.19999999999998863,295,20,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-70.32912514038296,152.6582502807659,152.94991694743257,174.78010241880483,19.99999688974244,1.0450649740255675,0.33898299813122795,-2.2427668944253885,0.04407905958494218,0,0,-0.6756627780789359,-0.30780355517181784,0.6845451720229291,-0.30498529074698993,-0.6804505923845456,0.7644206166050619,1.0234021144043732,5.555837771176089,318.32605594775987,7.743116296119758,0.0,1.0
mis6_warming,MIS 6 composite warming events,history_climate,Catalogue history + LR04 + CO2,same_type_history_count+lr04_scaled+co2_scaled,0.19999999999998863,295,20,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-73.75109121449202,155.50218242898404,155.6401134634668,170.25008385434333,20.000030421746914,0.39446757144217814,0.33898356647028666,-1.3561607106761264,-0.9302183437424328,0,0,-1.063493686681616,-0.017116411491921415,-0.22542365824594096,-0.48014397122383773,,,,,,,2.6901965160342343,2.0
