event_type,event_label,analysis_start_ka_bp,analysis_end_ka_bp,n_catalogue_events,n_rayleigh_events,rayleigh_mean_phase_deg,rayleigh_mean_resultant_length,rayleigh_p,rayleigh_significant_0p05,n_predictive_bins,n_predictive_events,predictive_support_start_ka_bp,predictive_support_end_ka_bp,predictive_preferred_phase_deg,predictive_rate_ratio_max_vs_min,predictive_LR,predictive_nominal_LR_p,predictive_significant_0p05,predictive_bits_per_event,predictive_delta_AICc_full_minus_reduced,resolution_covariate_included,event_age_uncertainty_propagated,all_models_converged
warming,MIS 6 composite warming events,132.5,196.5,21,21,320.64905753065284,0.27503001194603616,0.20590351870721588,False,295,20,132.5,191.5,318.32605594775987,7.743116296119758,6.84393214821813,0.032648183050326005,True,0.24684267426037115,-2.6901965160342343,False,False,True
