forcing_id,forcing_label,source,mean,min,max,range
lr04,LR04 benthic d18O,data/raw/lr04.xlsx,4.253657407407408,3.2729999999999997,5.013999999999999,1.7409999999999997
co2,CO2,data/raw/composite_co2.xlsx,222.46373130393846,180.57941971761974,277.30258115325273,96.72316143563299
pre_phase_sin,sin(precession phase),data/raw/pre_1000_60_inter100.txt,0.04862554664510296,-0.9999281110792807,0.9999323080037622,1.999860419083043
pre_phase_cos,cos(precession phase),data/raw/pre_1000_60_inter100.txt,-0.03359118062568151,-1.0,1.0,2.0
