# Melchsee-Frutt Caves, Switzerland d18O and d13C Data Over the Past 202,000 Years
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data.
# If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with '#' followed by a space
# Data lines have no '#'
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/38201
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-cave-38201.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: speleothems
#
# Dataset_DOI: 10.25921/jgzt-2n35
#
# Science_Keywords: Glacial, decadal resolution, abrupt climate change
#---------------------------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/speleothem/europe/switzerland/fohlmeister2023/fohlmeister2023-mf_d18o_stack.txt
#   Data_Download_Description: NOAA Template File; Composite d18O Data
#
#---------------------------------------
# Contribution_Date
#   Date: 2023-06-09
#---------------------------------------
# File_Last_Modified_Date
#   Date: 2025-06-23
#---------------------------------------
# Title
#   Study_Name: Melchsee-Frutt Caves, Switzerland d18O and d13C Data Over the Past 202,000 Years
#---------------------------------------
# Investigators
#   Investigators: Fohlmeister, J.; Luetscher, M.; Spotl, C.; Schroder-Ritzrau, A.; Schroder, B.; Frank, N.; Eichstadter, R.; Trussel, M.; Skiba, V.; Boers, N.
#---------------------------------------
# Description_Notes_and_Keywords
#   Description: 
#---------------------------------------
# Publication
#   Authors: Fohlmeister, J., Luetscher, M., Spotl, C., Schroder-Ritzrau, A., Schroder, B., Frank, N., Eichstadter, R., Trussel, M., Skiba, V., Boers, N.
#   Published_Date_or_Year: 2023
#   Published_Title: The role of Northern Hemisphere summer insolation for millennial-scale climate variability during the penultimate glacial
#   Journal_Name: Communications Earth & Environment
#   Volume: 4
#   Edition: 
#   Issue: 
#   Pages: 
#   Report_Number: 245
#   DOI: 10.1038/s43247-023-00908-0
#   Online_Resource: 
#   Full_Citation: 
#   Abstract: Previous glacial intervals were punctuated by abrupt climate transitions between cold (stadial) and warm (interstadial) conditions. Many mechanisms leading to stadial-interstadial variability have been hypothesized with ice volume being a commonly involved element. Here, we test to which extent insolation modulated stadial-interstadial oscillations occurred during the penultimate glacial. We present a replicated and precisely dated speleothems record covering the period between 200 and 130 ka before present from caves located in the European Alps known to be sensitive to millennial-scale variability. We show that the widely proposed relationship between sea level change and stadial-interstadial variability was additionally modulated by solar insolation during this time interval. We find that interstadials occurred preferentially near maxima of Northern Hemisphere summer insolation, even when sea level remained close to its minimum during peak glacial periods. We confirm these observations with model simulations that accurately reproduce the frequency and duration of interstadials for given sea-level and insolation forcing. Our results imply that summer insolation played an important role in modulating the occurrence of stadial-interstadial oscillations and highlight the relevance of insolation in triggering abrupt climate changes.
#---------------------------------------
# Funding_Agency
#   Funding_Agency_Name: Deutsche Forschungsgemeinschaft (DFG)
#   Grant: FO809/4-1, INST 35-1143-1 FUGG
#---------------------------------------
# Funding_Agency
#   Funding_Agency_Name: Austrian Science Fund (FWF)
#   Grant: P300040
#---------------------------------------
# Funding_Agency
#   Funding_Agency_Name: European Union-Horizon 2020
#   Grant: 820970
#---------------------------------------
# Site_Information
#   Site_Name: Schratten Cave and Betten Cave
#   Location: Switzerland
#   Northernmost_Latitude: 46.788
#   Southernmost_Latitude: 46.788
#   Easternmost_Longitude: 8.28
#   Westernmost_Longitude: 8.28
#   Elevation_m: 1755
#---------------------------------------
# Data_Collection
#   Collection_Name: MF_d18O_stack
#   First_Year: 202206
#   Last_Year: 132411
#   Time_Unit: calendar year before present
#   Core_Length_m: 
#   Parameter_Keywords: age control, carbon isotopes, oxygen isotopes
#   Notes: 
#---------------------------------------
# Chronology_Information 
# Chronology: 
#---------------------------------------
# Variables
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age	age,,,calendar kiloyear before present,,speleothems,,,N,
## age_upper	age,,unspecified error upper bound,calendar kiloyear before present,,speleothems,,,N,
## age_lower	age,,unspecified error lower bound,calendar kiloyear before present,,speleothems,,,N,
## d18O	delta 18O,calcium carbonate,,per mil VPDB,,speleothems,composited,isotope ratio mass spectrometry,N,
#------------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values: NA
age	age_upper	age_lower	d18O
132.411	133.306	131.092	-12.24
132.489	133.337	131.299	-12.09
132.567	133.361	131.494	-12.35
132.645	133.383	131.716	-12.05
132.723	133.418	131.901	-12.24
132.801	133.447	132.111	-11.87
132.878	133.493	132.281	-11.79
132.956	133.54	132.412	-11.73
133.034	133.58	132.495	-11.87
133.112	133.651	132.557	-12.01
133.19	133.755	132.631	-12.06
133.283	133.841	132.702	-12.27
133.391	133.94	132.858	-12.11
133.5	134.036	132.979	-11.95
133.608	134.143	133.081	-11.95
133.717	134.243	133.183	-11.96
133.825	134.353	133.272	-12.17
133.934	134.486	133.352	-11.92
134.042	134.615	133.432	-12.07
134.151	134.755	133.503	-12.22
134.259	134.896	133.571	-11.78
134.367	135.047	133.629	-11.99
134.476	135.193	133.696	-11.69
134.584	135.355	133.744	-11.44
134.693	135.517	133.803	-11.7
134.801	135.686	133.859	-11.96
134.91	135.855	133.926	-12.02
135.018	136.026	133.996	-12.33
135.126	136.19	134.046	-12.49
135.205	136.235	134.171	-12.56
135.285	136.281	134.277	-12.58
135.364	136.337	134.393	-12.67
135.443	136.377	134.502	-12.42
135.522	136.414	134.615	-12.79
135.601	136.458	134.731	-12.62
135.68	136.505	134.842	-12.84
135.759	136.552	134.948	-13.09
135.838	136.604	135.059	-12.79
135.917	136.654	135.17	-12.87
135.996	136.698	135.278	-12.88
136.075	136.759	135.375	-12.76
136.154	136.823	135.476	-13
136.233	136.894	135.57	-12.6
136.312	136.956	135.65	-13.02
136.391	137.029	135.739	-12.74
136.47	137.103	135.818	-12.87
136.549	137.169	135.876	-12.89
136.579	137.235	135.706	-12.76
136.585	137.236	135.674	-12.24
136.591	137.238	135.641	-12.22
136.597	137.239	135.608	-12.17
136.603	137.24	135.576	-12.07
136.609	137.242	135.543	-12.16
136.615	137.243	135.51	-12.19
136.62	137.245	135.478	-12.24
136.626	137.246	135.445	-12.4
136.628	137.246	135.434	-12.43
136.632	137.247	135.435	-12.47
136.638	137.249	135.436	-12.56
136.644	137.25	135.437	-12.57
136.65	137.251	135.439	-12.51
136.655	137.255	135.44	-12.47
136.661	137.265	135.441	-12.49
136.667	137.274	135.442	-12.6
136.673	137.284	135.443	-12.66
136.679	137.293	135.445	-12.64
136.685	137.303	135.446	-12.61
136.69	137.312	135.447	-12.58
136.696	137.322	135.455	-12.61
136.702	137.331	135.492	-12.6
136.707	137.339	135.524	-12.62
136.708	137.341	135.529	-12.62
136.714	137.35	135.566	-12.6
136.72	137.36	135.603	-12.68
136.725	137.369	135.64	-12.65
136.731	137.379	135.677	-12.63
136.737	137.392	135.714	-12.57
136.743	137.414	135.751	-12.58
136.749	137.475	135.788	-12.59
136.755	137.536	135.825	-12.57
136.761	137.598	135.862	-12.59
136.766	137.659	135.899	-12.55
136.772	137.72	135.936	-12.53
136.778	137.781	135.973	-12.47
136.784	137.843	136.01	-12.42
136.786	137.867	136.025	-12.4
136.79	137.904	136.047	-12.36
136.796	137.965	136.084	-12.38
136.801	138.026	136.121	-12.45
136.807	138.087	136.14	-12.46
136.813	138.139	136.143	-12.51
136.819	138.144	136.145	-12.45
136.825	138.149	136.148	-12.47
136.831	138.153	136.151	-12.52
136.836	138.158	136.154	-12.43
136.86	138.177	136.209	-12.49
136.865	138.182	136.224	-12.5
136.9	138.213	136.316	-12.49
136.94	138.248	136.424	-12.44
136.944	138.252	136.431	-12.44
136.98	138.314	136.493	-12.45
137.021	138.384	136.536	-12.38
137.023	138.388	136.538	-12.38
137.061	138.428	136.579	-12.43
137.101	138.429	136.622	-12.48
137.102	138.429	136.623	-12.48
137.142	138.429	136.665	-12.53
137.181	138.43	136.707	-12.59
137.182	138.43	136.707	-12.59
137.221	138.431	136.749	-12.53
137.222	138.431	136.75	-12.53
137.26	138.431	136.791	-12.37
137.263	138.432	136.793	-12.36
137.3	138.432	136.832	-12.13
137.303	138.432	136.835	-12.08
137.339	138.433	136.872	-11.61
137.343	138.433	136.876	-11.65
137.379	138.434	136.912	-12.08
137.384	138.434	136.917	-12.07
137.418	138.434	136.952	-12.03
137.424	138.434	136.958	-12.03
137.458	138.457	136.992	-12.2
137.464	138.461	136.999	-12.23
137.497	138.496	137.018	-12.31
137.505	138.504	137.022	-12.32
137.537	138.538	137.041	-12.31
137.545	138.547	137.046	-12.28
137.576	138.58	137.064	-12.1
137.585	138.589	137.07	-12.11
137.616	138.622	137.088	-12.24
137.626	138.632	137.093	-12.26
137.655	138.673	137.111	-12.28
137.666	138.674	137.117	-12.26
137.695	138.675	137.134	-12.26
137.706	138.675	137.14	-12.29
137.734	138.676	137.157	-12.4
137.746	138.676	137.164	-12.45
137.774	138.677	137.18	-12.56
137.787	138.677	137.188	-12.57
137.813	138.678	137.203	-12.6
137.827	138.679	137.211	-12.67
137.853	138.68	137.223	-12.74
137.867	138.685	137.23	-12.74
137.892	138.695	137.236	-12.69
137.908	138.7	137.24	-12.7
137.932	138.71	137.246	-12.66
137.948	138.716	137.25	-12.6
137.971	138.725	137.291	-12.52
137.977	138.727	137.301	-12.46
138.007	138.738	137.352	-12.32
138.011	138.74	137.36	-12.31
138.036	138.749	137.404	-12.48
138.05	138.755	137.428	-12.59
138.066	138.76	137.455	-12.73
138.09	138.77	137.497	-12.82
138.095	138.772	137.506	-12.81
138.125	138.783	137.558	-12.72
138.129	138.785	137.564	-12.71
138.154	138.794	137.598	-12.75
138.169	138.8	137.614	-12.76
138.183	138.805	137.629	-12.72
138.208	138.815	137.655	-12.72
138.213	138.816	137.659	-12.69
138.242	138.828	137.688	-12.51
138.248	138.83	137.692	-12.5
138.272	138.841	137.708	-12.61
138.287	138.849	137.719	-12.57
138.301	138.855	137.728	-12.58
138.327	138.867	137.746	-12.69
138.33	138.868	137.748	-12.71
138.36	138.882	137.769	-13.08
138.366	138.885	137.773	-13.15
138.389	138.902	137.789	-13.41
138.406	138.915	137.8	-13.63
138.407	138.915	137.801	-13.6
138.408	138.915	137.802	-13.62
138.409	138.915	137.803	-13.45
138.411	138.915	137.803	-13.47
138.412	138.915	137.804	-13.41
138.413	138.915	137.805	-13.25
138.414	138.915	137.806	-13.23
138.415	138.915	137.806	-13.35
138.416	138.915	137.807	-13.47
138.418	138.915	137.808	-13.6
138.419	138.915	137.809	-13.62
