dataset_id,dataset_label,bin_start_ka,bin_end_ka,bin_center_ka,dt_ka,lr04,lr04_scaled,co2,co2_scaled,precession_index,pre_phase_unwrapped_rad,pre_phase_rad,pre_phase_deg,pre_phase_sin,pre_phase_cos,pre_phase_extrapolated,event_count,n_events_total,source,resolution_edc3_age_ka,edc_local_resolution_ka,edc_log_resolution,edc_log_resolution_scaled,same_type_history_count,same_type_history_rate_per_kyr,same_type_history_window_ka,same_type_history_coverage_ka,same_type_history_complete
barker_variable_threshold_edc3_0_640,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",0.0,0.2,0.1,0.2,3.23,-0.46807650862068967,284.2548271107137,0.47817600233742125,0.01643,21.70840523630547,2.8588493147667116,163.79999999999998,0.27899110603922955,-0.960293685676943,False,0,104,data/raw/Barker et al-2011-SOM.xls,0.1,0.009565008020377115,-4.649643837577244,-0.5959080904118185,0.0,0.0,5.0,5.0,True
barker_variable_threshold_edc3_0_640,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",0.2,0.4,0.30000000000000004,0.2,3.23,-0.46807650862068967,277.9779031582055,0.42497202749291313,0.01669,21.771237089377266,2.921681167838507,167.39999999999998,0.21814324139654317,-0.9759167619387472,False,0,104,data/raw/Barker et al-2011-SOM.xls,0.30000000000000004,0.011599408280492522,-4.4568011924732565,-0.5569817135812075,0.0,0.0,5.0,5.0,True
barker_variable_threshold_edc3_0_640,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",0.4,0.6,0.5,0.19999999999999996,3.23,-0.46807650862068967,282.14747448550645,0.4603138238391089,0.016891,21.83406894244906,2.9845130209103026,170.99999999999994,0.15643446504023187,-0.9876883405951375,False,0,104,data/raw/Barker et al-2011-SOM.xls,0.5,0.012577299045739662,-4.375861753008119,-0.5406436306878756,0.0,0.0,5.0,5.0,True
barker_variable_threshold_edc3_0_640,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",0.6,0.8,0.7,0.20000000000000007,3.23,-0.46807650862068967,282.45326267420137,0.46290572191245916,0.01703,21.896900795520857,3.047344873982098,174.59999999999994,0.09410831331851567,-0.9955619646030799,False,0,104,data/raw/Barker et al-2011-SOM.xls,0.7,0.014192226712664329,-4.255060878862101,-0.5162592921203379,0.0,0.0,5.0,5.0,True
barker_variable_threshold_edc3_0_640,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",0.8,1.0,0.9,0.19999999999999996,3.23,-0.46807650862068967,281.0402360883566,0.4509287358127845,0.017104,21.959732648592652,3.1101767270538936,178.1999999999999,0.03141075907813001,-0.9995065603657315,False,0,104,data/raw/Barker et al-2011-SOM.xls,0.9,0.014070000941779038,-4.2637103409205865,-0.5180052348773933,0.0,0.0,5.0,5.0,True
barker_variable_threshold_edc3_0_640,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",1.0,1.2,1.1,0.19999999999999996,3.225,-0.4706120055780933,279.0387126535184,0.43396357847082356,0.01711,22.02106850516274,3.171512583623983,181.71428571428578,-0.029915466169399513,-0.9995524322835033,False,0,104,data/raw/Barker et al-2011-SOM.xls,1.1,0.014519445509560237,-4.232266458361485,-0.5116581096300029,0.0,0.0,5.0,5.0,True
barker_variable_threshold_edc3_0_640,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",1.2,1.4,1.2999999999999998,0.19999999999999996,3.215,-0.4756829994929007,279.1302424127868,0.434739395900903,0.017046,22.080908365231117,3.2313524436923586,185.14285714285714,-0.08963930890343337,-0.9959742939952391,False,0,104,data/raw/Barker et al-2011-SOM.xls,1.2999999999999998,0.014458173616472444,-4.236495376143551,-0.5125117405635632,0.0,0.0,5.0,5.0,True
barker_variable_threshold_edc3_0_640,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",1.4,1.6,1.5,0.20000000000000018,3.205,-0.4807539934077079,279.26147551419257,0.43585174371310953,0.016915,22.140748225299493,3.2911923037607345,188.5714285714285,-0.14904226617617314,-0.9888308262251287,False,0,104,data/raw/Barker et al-2011-SOM.xls,1.5,0.015458003843532643,-4.1696283616538965,-0.4990142561136967,0.0,0.0,5.0,5.0,True
barker_variable_threshold_edc3_0_640,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",1.6,1.8,1.7000000000000002,0.19999999999999996,3.1950000000000003,-0.4858249873225151,279.535844222272,0.4381773264273853,0.016719,22.200588085367873,3.351032163829114,192.00000000000006,-0.20791169081776037,-0.9781476007338055,False,0,104,data/raw/Barker et al-2011-SOM.xls,1.7000000000000002,0.016758904990311633,-4.088825520769548,-0.4827037464152224,0.0,0.0,5.0,5.0,True
barker_variable_threshold_edc3_0_640,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",1.8,2.0,1.9,0.19999999999999996,3.185,-0.49089598123732253,277.5153846153846,0.42105166377598024,0.01646,22.26042794543625,3.4108720238974897,195.42857142857142,-0.26603684556667495,-0.9639628606958534,False,0,104,data/raw/Barker et al-2011-SOM.xls,1.9,0.01648995407066349,-4.105003927698712,-0.48596944920779706,0.0,0.0,5.0,5.0,True
barker_variable_threshold_edc3_0_640,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",2.0,2.2,2.1,0.20000000000000018,3.1910000000000003,-0.487853384888438,276.8905719916522,0.4157556755870033,0.016141,22.320267805504624,3.4707118839658655,198.85714285714278,-0.3232096574544588,-0.9463273837991646,False,0,104,data/raw/Barker et al-2011-SOM.xls,2.1,0.01722898308673776,-4.061162250106402,-0.4771197590268511,0.0,0.0,5.0,5.0,True
barker_variable_threshold_edc3_0_640,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",2.2,2.4,2.3,0.19999999999999973,3.213,-0.47669719827586204,276.9084167223091,0.41590692970576565,0.015765,22.380107665573004,3.530551744034245,202.28571428571436,-0.3792254626529294,-0.9253043004739964,False,0,104,data/raw/Barker et al-2011-SOM.xls,2.3,0.018486356008385937,-3.990722332054626,-0.4629010638180075,0.0,0.0,5.0,5.0,True
barker_variable_threshold_edc3_0_640,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",2.4,2.6,2.5,0.20000000000000018,3.2350000000000003,-0.4655410116632859,277.82990242498386,0.42371755518340776,0.015332,22.43994752564138,3.5903916041026207,205.71428571428572,-0.433883739117558,-0.9009688679024191,False,0,104,data/raw/Barker et al-2011-SOM.xls,2.5,0.018441386424891078,-3.9931578779483745,-0.4633926925093543,0.0,0.0,5.0,5.0,True
