catalogue_id,model_version,n_source_events,n_response_events,n_conditioning_events,response_exposure_kyr,history_kernel,history_initialization,history_tau_kyr,history_coefficient_domain,initial_unobserved_history,df,n_events,loglik_reduced,loglik_full,ll_gain_nats,gain_bits_per_event,LR_statistic,LR_p_value,delta_AIC_full_minus_reduced,nominal_LR_p,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,pre_phase_amplitude,beta_history,mis6_vs_ngrip_rate_ratio_full,all_models_converged,likelihood_nesting_ok,catalogue_label,n_ngrip_events,n_mis6_events,rayleigh_role,rayleigh_mean_phase_deg,rayleigh_mean_resultant_length,rayleigh_R,rayleigh_z,rayleigh_p,rayleigh_significant_0p05,analysis_role,resolution_covariate_included,age_uncertainty_propagated,event_membership
ngrip_warming_plus_mis6,continuous_exponential_inhibition_2026-09-12,55,53,2,165.058,exponential,condition_on_exact_oldest_event,1.5,nonpositive,0,2,53,-111.241797586,-102.122857574,9.11894001215,0.248223576107,18.2378800243,0.000109570759476,-14.2378800243,0.000109570759476,328.083682348,7.18286573107,0.98584921516,-0.963961285489,0.810747530498,True,True,NGRIP warming + MIS 6 transitions,34,21,descriptive,339.981582114,0.227115728959,12.4913650928,2.83698548874,0.0579589199598,False,primary,False,False,published events only
