replicate_id,seed,fit_valid,invalid_reason,n_response_events,ks_uniform,adjacent_dependence,n_intervals,n_adjacent_pairs,residual_status
405,20260917,True,,68,0.0785712571916,0.0590404232607,68,67,ok
406,20260917,True,,75,0.0923254089826,0.00531049895875,75,74,ok
407,20260917,True,,77,0.102127924829,0.02861955689,77,76,ok
408,20260917,True,,67,0.0448378339776,0.084441656372,67,66,ok
409,20260917,True,,66,0.0658423135502,0.0322397274324,66,65,ok
410,20260917,True,,59,0.0922196793969,0.056892360494,59,58,ok
411,20260917,True,,64,0.102959710105,0.0422982738671,64,63,ok
412,20260917,True,,74,0.0944201647726,0.114973455105,74,73,ok
413,20260917,True,,73,0.0600532097286,0.162741325291,73,72,ok
414,20260917,True,,73,0.120583655615,0.13486664234,73,72,ok
415,20260917,True,,77,0.0583658895232,0.0676284692442,77,76,ok
416,20260917,True,,58,0.0743369581146,0.0744947253233,58,57,ok
417,20260917,True,,65,0.101295803275,0.0544235989993,65,64,ok
418,20260917,True,,58,0.100330694036,0.105891572017,58,57,ok
419,20260917,True,,61,0.092819893271,0.0640837737434,61,60,ok
420,20260917,True,,69,0.0399097279742,0.00360562488386,69,68,ok
421,20260917,True,,74,0.0665057691356,0.151893706845,74,73,ok
422,20260917,True,,71,0.0847313639982,0.0343904269687,71,70,ok
423,20260917,True,,72,0.0641423831339,0.00287945776164,72,71,ok
424,20260917,True,,74,0.090479391711,0.162668355501,74,73,ok
425,20260917,True,,60,0.0651740157983,0.0263176272103,60,59,ok
426,20260917,True,,63,0.0631575452735,0.0102016662931,63,62,ok
427,20260917,True,,57,0.0765112280246,0.0970058799797,57,56,ok
428,20260917,True,,73,0.0638635009256,0.169255333809,73,72,ok
429,20260917,True,,75,0.0564433092447,0.155950464978,75,74,ok
430,20260917,True,,71,0.0799857173907,0.112839962063,71,70,ok
431,20260917,True,,68,0.0609142724768,0.0802671527553,68,67,ok
432,20260917,True,,76,0.0703942030329,0.00920741583258,76,75,ok
433,20260917,True,,67,0.0919520598976,0.0248717441304,67,66,ok
434,20260917,True,,69,0.0703382951494,0.165839085051,69,68,ok
435,20260917,True,,65,0.0788343017896,0.0161994002437,65,64,ok
436,20260917,True,,57,0.12421113832,0.0632579154091,57,56,ok
437,20260917,True,,65,0.115720104347,0.00491013138781,65,64,ok
438,20260917,True,,72,0.101321166014,0.131661976068,72,71,ok
439,20260917,True,,65,0.0580249056256,0.00488703164357,65,64,ok
440,20260917,True,,69,0.0706097624739,0.0879198847629,69,68,ok
441,20260917,True,,69,0.0736501944486,0.20151995713,69,68,ok
442,20260917,True,,57,0.0811795810346,0.06189702664,57,56,ok
443,20260917,True,,83,0.0495947827232,0.0363475304489,83,82,ok
444,20260917,True,,76,0.0548089732232,0.147317086838,76,75,ok
445,20260917,True,,74,0.0842947613459,0.0969153539005,74,73,ok
446,20260917,True,,61,0.0864506348956,0.040854804092,61,60,ok
447,20260917,True,,70,0.0675170434351,0.17180291947,70,69,ok
448,20260917,True,,81,0.0646691489035,0.0896493419168,81,80,ok
449,20260917,True,,69,0.0498780143581,0.111092340656,69,68,ok
450,20260917,True,,68,0.0574589711025,0.00236586268416,68,67,ok
451,20260917,True,,67,0.0680842448476,0.012312717979,67,66,ok
452,20260917,True,,75,0.0616167224914,0.0705369791393,75,74,ok
453,20260917,True,,77,0.0713912656792,0.0460534676696,77,76,ok
454,20260917,True,,68,0.0814357435035,0.033273172549,68,67,ok
455,20260917,True,,74,0.0601329472374,0.0293886439394,74,73,ok
456,20260917,True,,72,0.0457311275231,0.0488591466807,72,71,ok
457,20260917,True,,58,0.0898080981347,0.00895212485997,58,57,ok
458,20260917,True,,63,0.0978155638144,0.0486317562537,63,62,ok
459,20260917,True,,75,0.0661463299535,0.0118030378429,75,74,ok
460,20260917,True,,78,0.0641873292425,0.106166834558,78,77,ok
461,20260917,True,,76,0.0863374749464,0.084909448751,76,75,ok
462,20260917,True,,68,0.0738223176443,0.0214399774523,68,67,ok
463,20260917,True,,63,0.0535208305863,0.193068257419,63,62,ok
464,20260917,True,,66,0.076267320575,0.0481230595401,66,65,ok
465,20260917,True,,65,0.0723523398467,0.0152792129032,65,64,ok
466,20260917,True,,65,0.120670868606,0.0554083984515,65,64,ok
467,20260917,True,,63,0.0733272334801,0.0187084718007,63,62,ok
468,20260917,True,,71,0.0630043908916,0.108170014733,71,70,ok
469,20260917,True,,66,0.0761171882279,0.00259294613356,66,65,ok
470,20260917,True,,67,0.0941254140275,0.0745041237349,67,66,ok
471,20260917,True,,54,0.0890445621319,0.0198194541838,54,53,ok
472,20260917,True,,74,0.0702069471615,0.06383184715,74,73,ok
473,20260917,True,,58,0.110181051901,0.00755872390534,58,57,ok
474,20260917,True,,70,0.0717923112948,0.0197716018206,70,69,ok
475,20260917,True,,72,0.071032151113,0.00280060753565,72,71,ok
476,20260917,True,,72,0.0583000869129,0.0721736210977,72,71,ok
477,20260917,True,,77,0.0919499223365,0.017781847613,77,76,ok
478,20260917,True,,68,0.0928674271457,0.111468814706,68,67,ok
479,20260917,True,,66,0.112640628205,0.108263683445,66,65,ok
480,20260917,True,,69,0.0572824098278,0.00451354079422,69,68,ok
481,20260917,True,,71,0.0508181183305,0.141964155817,71,70,ok
482,20260917,True,,68,0.0866158083209,0.121285813184,68,67,ok
483,20260917,True,,76,0.0749960069697,0.122626566723,76,75,ok
484,20260917,True,,64,0.0963025664771,0.0649999059397,64,63,ok
485,20260917,True,,91,0.0820134097652,0.129316776699,91,90,ok
486,20260917,True,,66,0.0663765355828,0.154622973946,66,65,ok
487,20260917,True,,60,0.0498425689299,0.0088677564361,60,59,ok
488,20260917,True,,65,0.0678515305632,0.123941031163,65,64,ok
489,20260917,True,,82,0.062821587875,0.0931157522611,82,81,ok
490,20260917,True,,69,0.0600085428282,0.116683657236,69,68,ok
491,20260917,True,,56,0.0750721971657,0.120687130852,56,55,ok
492,20260917,True,,60,0.0681532249831,0.0100345810422,60,59,ok
493,20260917,True,,62,0.0864257787417,0.0294119495705,62,61,ok
494,20260917,True,,70,0.0657758613876,0.119006097253,70,69,ok
495,20260917,True,,70,0.0817152483029,0.0666869279567,70,69,ok
496,20260917,True,,73,0.0631542902432,0.0552965140262,73,72,ok
497,20260917,True,,74,0.0851935752394,0.0490454853978,74,73,ok
498,20260917,True,,62,0.0846718820509,0.0434881916822,62,61,ok
499,20260917,True,,58,0.0629397396822,0.0432537796974,58,57,ok
500,20260917,True,,72,0.0987568276964,0.0178982731253,72,71,ok
501,20260917,True,,61,0.0533194760871,0.157435863955,61,60,ok
502,20260917,True,,69,0.103724695993,0.0821371619329,69,68,ok
503,20260917,True,,67,0.111811046237,0.0844171589021,67,66,ok
504,20260917,True,,75,0.0608089137288,0.0158634030903,75,74,ok
505,20260917,True,,70,0.0823490378203,0.0628315658742,70,69,ok
506,20260917,True,,74,0.0729990501248,0.00162197857864,74,73,ok
507,20260917,True,,81,0.0458907377173,0.010466154219,81,80,ok
508,20260917,True,,65,0.0813022526074,0.157413237727,65,64,ok
509,20260917,True,,83,0.0706136502376,0.182169767125,83,82,ok
510,20260917,True,,64,0.0620644128888,0.0418566382255,64,63,ok
511,20260917,True,,69,0.075303908975,0.0315940790936,69,68,ok
512,20260917,True,,74,0.0664337041348,0.0723666993322,74,73,ok
513,20260917,True,,76,0.0622644808855,0.00128999952836,76,75,ok
514,20260917,True,,57,0.0874406572982,0.10064401575,57,56,ok
515,20260917,True,,60,0.0710819784743,0.00371780389521,60,59,ok
516,20260917,True,,63,0.0702644189219,0.0885970262877,63,62,ok
517,20260917,True,,67,0.121135752841,0.0136783231955,67,66,ok
518,20260917,True,,74,0.096123987092,0.0816675549977,74,73,ok
519,20260917,True,,67,0.115114297193,0.113758416747,67,66,ok
520,20260917,True,,79,0.0674781837233,0.0194628807496,79,78,ok
521,20260917,True,,66,0.0768893541157,0.0973348985039,66,65,ok
522,20260917,True,,74,0.0654857554854,0.117809823307,74,73,ok
523,20260917,True,,75,0.0447145019821,0.0289963220985,75,74,ok
524,20260917,True,,72,0.061723796776,0.0747189411202,72,71,ok
525,20260917,True,,69,0.0623601417229,0.114206451888,69,68,ok
526,20260917,True,,71,0.0721681138118,0.0112232680142,71,70,ok
527,20260917,True,,63,0.0827292047018,0.0364987188544,63,62,ok
528,20260917,True,,69,0.053647801805,0.00496194234341,69,68,ok
529,20260917,True,,68,0.0917869607629,0.128251967635,68,67,ok
530,20260917,True,,70,0.0468153638885,0.0172916829169,70,69,ok
531,20260917,True,,64,0.0975866374967,0.0469100812469,64,63,ok
532,20260917,True,,62,0.103968617535,0.19097583415,62,61,ok
533,20260917,True,,62,0.0713337433091,0.0172027717709,62,61,ok
534,20260917,True,,67,0.0536862016102,0.0237761838209,67,66,ok
535,20260917,True,,68,0.0729466041261,0.0316473361433,68,67,ok
536,20260917,True,,68,0.0702545523528,0.124133699124,68,67,ok
537,20260917,True,,62,0.0814349220563,0.142147782855,62,61,ok
538,20260917,True,,67,0.0995934263013,0.0897918446531,67,66,ok
539,20260917,True,,70,0.120096075401,0.0363981194079,70,69,ok
540,20260917,True,,69,0.064474989376,0.0405868095373,69,68,ok
541,20260917,True,,68,0.109446584557,0.0683077349287,68,67,ok
542,20260917,True,,57,0.0672909389105,0.0339397304122,57,56,ok
543,20260917,True,,69,0.0659318731236,0.0941235224314,69,68,ok
544,20260917,True,,69,0.0828440573332,0.0217420589568,69,68,ok
545,20260917,True,,76,0.0516520467602,0.0734956356964,76,75,ok
546,20260917,True,,73,0.0771763089441,0.0222262900534,73,72,ok
547,20260917,True,,73,0.0863391442606,0.0757727537085,73,72,ok
548,20260917,True,,58,0.0948590694475,0.12547472503,58,57,ok
549,20260917,True,,63,0.074000289587,0.0731264142776,63,62,ok
550,20260917,True,,69,0.0444599652904,0.0887662933549,69,68,ok
551,20260917,True,,58,0.0609367074788,0.031406978295,58,57,ok
552,20260917,True,,64,0.113647535943,0.110995887463,64,63,ok
553,20260917,True,,68,0.148667462925,0.00465370011181,68,67,ok
554,20260917,True,,71,0.0630324108968,0.0491218699371,71,70,ok
555,20260917,True,,80,0.0785379061937,0.0655291659932,80,79,ok
556,20260917,True,,67,0.0782383027693,0.0184725575266,67,66,ok
557,20260917,True,,64,0.0606301934197,0.107792707459,64,63,ok
558,20260917,True,,74,0.0525998087691,0.0684488406076,74,73,ok
559,20260917,True,,65,0.0578667070636,0.046886583714,65,64,ok
560,20260917,True,,74,0.0569531336537,0.300851121471,74,73,ok
561,20260917,True,,70,0.0550095881536,0.0277960238,70,69,ok
562,20260917,True,,65,0.0810063148152,0.0260036717866,65,64,ok
563,20260917,True,,60,0.0595288496357,0.12901436263,60,59,ok
564,20260917,True,,64,0.078476994348,0.080227258735,64,63,ok
565,20260917,True,,70,0.09307623275,0.076604888118,70,69,ok
566,20260917,True,,71,0.0427383364595,0.0789222213739,71,70,ok
567,20260917,True,,70,0.0737580569205,0.0165969363993,70,69,ok
568,20260917,True,,74,0.0480126152028,0.0711978471556,74,73,ok
569,20260917,True,,65,0.0806386484329,0.150420949166,65,64,ok
570,20260917,True,,66,0.0732634302097,0.00373890671884,66,65,ok
571,20260917,True,,65,0.0683428021591,0.0580272154307,65,64,ok
572,20260917,True,,60,0.115330256891,0.0768855615646,60,59,ok
573,20260917,True,,72,0.0663924090511,0.0770159827365,72,71,ok
574,20260917,True,,64,0.105062379509,0.0673063227647,64,63,ok
575,20260917,True,,74,0.057706421946,0.175337304288,74,73,ok
576,20260917,True,,59,0.0770848828603,0.0694373677575,59,58,ok
577,20260917,True,,72,0.0750703720974,0.0121790925745,72,71,ok
578,20260917,True,,59,0.0783700934691,0.128128957535,59,58,ok
579,20260917,True,,63,0.0580852265482,0.0684291598242,63,62,ok
580,20260917,True,,60,0.0969250815221,0.016501277831,60,59,ok
581,20260917,True,,75,0.0700681895954,0.0839482433619,75,74,ok
582,20260917,True,,58,0.107471260322,0.112128206605,58,57,ok
583,20260917,True,,76,0.0596716022961,0.0386532683584,76,75,ok
584,20260917,True,,77,0.0612701575196,0.0657283268429,77,76,ok
585,20260917,True,,74,0.0512106805082,0.00623276000432,74,73,ok
586,20260917,True,,79,0.0459872021958,0.184371307719,79,78,ok
587,20260917,True,,78,0.0819728909626,0.0279416981803,78,77,ok
588,20260917,True,,63,0.0520082231298,0.0133792971856,63,62,ok
589,20260917,True,,64,0.0964231851619,0.0967446863172,64,63,ok
590,20260917,True,,67,0.0752726625902,0.00257324848251,67,66,ok
591,20260917,True,,71,0.0809273008289,0.0577507277883,71,70,ok
592,20260917,True,,68,0.11389113413,0.200317349353,68,67,ok
593,20260917,True,,61,0.0662500330976,0.0324189120025,61,60,ok
594,20260917,True,,76,0.0910268777363,0.127893702378,76,75,ok
595,20260917,True,,65,0.0559009131143,0.00679840505537,65,64,ok
596,20260917,True,,66,0.0751557721269,0.13824169743,66,65,ok
597,20260917,True,,66,0.0714328963156,0.0398036581324,66,65,ok
598,20260917,True,,54,0.0954236967001,0.00191993164045,54,53,ok
599,20260917,True,,62,0.0904912359667,0.0310257274535,62,61,ok
600,20260917,True,,63,0.091421376279,0.0146908178718,63,62,ok
601,20260917,True,,55,0.0945127906017,0.161528762485,55,54,ok
602,20260917,True,,80,0.0740318765476,0.0367395456513,80,79,ok
603,20260917,True,,75,0.0690808812916,0.0354716834498,75,74,ok
604,20260917,True,,61,0.0656029607407,0.0511945592887,61,60,ok
605,20260917,True,,67,0.0694812748057,0.00132648441495,67,66,ok
606,20260917,True,,67,0.0704327560111,0.125112283492,67,66,ok
607,20260917,True,,66,0.0684945223979,0.0566744040478,66,65,ok
608,20260917,True,,67,0.092103482494,0.0428853338529,67,66,ok
609,20260917,True,,77,0.0500356802142,0.154105023321,77,76,ok
610,20260917,True,,64,0.075514131302,0.0991092742778,64,63,ok
611,20260917,True,,71,0.0817895118555,0.00454531952175,71,70,ok
612,20260917,True,,66,0.0587442852074,0.0127979308779,66,65,ok
613,20260917,True,,70,0.0815409092149,0.121614331825,70,69,ok
614,20260917,True,,70,0.0654583318493,0.0571215247366,70,69,ok
615,20260917,True,,76,0.0637773556673,0.19571123474,76,75,ok
616,20260917,True,,61,0.0703850875419,0.0525707056646,61,60,ok
617,20260917,True,,63,0.0675401882669,0.0159351089549,63,62,ok
618,20260917,True,,70,0.0628396822354,0.0405627570302,70,69,ok
619,20260917,True,,59,0.0662510232829,0.095446791073,59,58,ok
620,20260917,True,,69,0.0965744850096,0.0435623469207,69,68,ok
621,20260917,True,,74,0.0545866554222,0.0703913188547,74,73,ok
622,20260917,True,,61,0.104302457081,0.0527476028029,61,60,ok
623,20260917,True,,78,0.0575776726778,0.043749761978,78,77,ok
624,20260917,True,,74,0.0670580406776,0.0226256550001,74,73,ok
625,20260917,True,,69,0.0846797521356,0.101861976196,69,68,ok
626,20260917,True,,57,0.0788029404138,0.136861827941,57,56,ok
627,20260917,True,,76,0.0854536922491,0.0884425095475,76,75,ok
628,20260917,True,,80,0.0541891342528,0.0200382667676,80,79,ok
629,20260917,True,,72,0.0719975525268,0.0632864334906,72,71,ok
630,20260917,True,,68,0.156975583301,0.0884189735805,68,67,ok
631,20260917,True,,61,0.0524837135509,0.0376966135749,61,60,ok
632,20260917,True,,70,0.0605939767157,0.00706514009979,70,69,ok
633,20260917,True,,68,0.0771561361137,0.00933702544347,68,67,ok
634,20260917,True,,75,0.0671844829811,0.00109650786967,75,74,ok
635,20260917,True,,73,0.0465514920179,0.00662271128529,73,72,ok
636,20260917,True,,69,0.0513534580805,0.0745558218435,69,68,ok
637,20260917,True,,69,0.112493906774,0.0555422617034,69,68,ok
638,20260917,True,,62,0.106230586334,0.0436393865424,62,61,ok
639,20260917,True,,57,0.0738492190535,0.119655055343,57,56,ok
640,20260917,True,,79,0.0556498123386,0.0592342598098,79,78,ok
641,20260917,True,,62,0.0717577349228,0.0664243609911,62,61,ok
642,20260917,True,,58,0.0712159436343,0.0437307130346,58,57,ok
643,20260917,True,,71,0.164930293894,0.105559469713,71,70,ok
644,20260917,True,,58,0.0662255952711,0.0863575386148,58,57,ok
645,20260917,True,,74,0.0601348679554,0.0271017417725,74,73,ok
646,20260917,True,,77,0.0563552361797,0.000596031248477,77,76,ok
647,20260917,True,,63,0.0591612887154,0.0344393514963,63,62,ok
648,20260917,True,,57,0.103703096893,0.0246533959084,57,56,ok
649,20260917,True,,65,0.127059492077,0.0602335805807,65,64,ok
650,20260917,True,,66,0.0647280630175,0.0665592765251,66,65,ok
651,20260917,True,,66,0.0631257846626,0.00215534917624,66,65,ok
652,20260917,True,,76,0.0835161075579,0.00743647250426,76,75,ok
653,20260917,True,,73,0.0646405574911,0.0798802161761,73,72,ok
654,20260917,True,,55,0.0856565724112,0.0712266587615,55,54,ok
655,20260917,True,,70,0.120510440283,0.0938515154969,70,69,ok
656,20260917,True,,73,0.0756227470893,0.0882310286698,73,72,ok
657,20260917,True,,66,0.0500639200278,0.0582249003572,66,65,ok
658,20260917,True,,61,0.127016399853,0.165923064572,61,60,ok
659,20260917,True,,70,0.120323001007,0.184252047411,70,69,ok
660,20260917,True,,64,0.0733910974667,0.0444353055818,64,63,ok
661,20260917,True,,66,0.0977395334493,0.0141697957127,66,65,ok
662,20260917,True,,71,0.0808883035712,0.00651502664704,71,70,ok
663,20260917,True,,73,0.0524228525535,0.0585510680453,73,72,ok
664,20260917,True,,74,0.101763367632,0.0549722209576,74,73,ok
665,20260917,True,,67,0.106062971513,0.0215291013351,67,66,ok
666,20260917,True,,64,0.0828558675356,0.0549789527758,64,63,ok
667,20260917,True,,69,0.0913724617085,0.0631139646459,69,68,ok
668,20260917,True,,60,0.0895346821771,0.00401858736428,60,59,ok
669,20260917,True,,73,0.0677103144107,0.0540341173249,73,72,ok
670,20260917,True,,71,0.0900179097885,0.00969711385064,71,70,ok
671,20260917,True,,61,0.100803356478,0.0837437146386,61,60,ok
672,20260917,True,,63,0.122383349639,0.0193486914331,63,62,ok
673,20260917,True,,73,0.069483135203,0.0120467028503,73,72,ok
674,20260917,True,,60,0.0832593606596,0.208387435654,60,59,ok
675,20260917,True,,68,0.104977388802,0.0356328148999,68,67,ok
676,20260917,True,,67,0.108998222644,0.0124216572284,67,66,ok
677,20260917,True,,69,0.0621772871068,0.102156420703,69,68,ok
678,20260917,True,,62,0.0639576063719,0.183866006861,62,61,ok
679,20260917,True,,53,0.105893229219,0.0825298472208,53,52,ok
680,20260917,True,,81,0.0768733141017,0.0279803754102,81,80,ok
681,20260917,True,,77,0.0642378502388,0.161333445505,77,76,ok
682,20260917,True,,69,0.0746013727645,0.012220060588,69,68,ok
683,20260917,True,,58,0.108382628857,0.0155018391445,58,57,ok
684,20260917,True,,75,0.0766631112248,0.0216228617403,75,74,ok
685,20260917,True,,63,0.0706850881119,0.0108636144311,63,62,ok
686,20260917,True,,72,0.0833690234398,0.00122764992386,72,71,ok
687,20260917,True,,76,0.0654545136495,0.0738335615339,76,75,ok
688,20260917,True,,67,0.0583573879634,0.0623286797722,67,66,ok
689,20260917,True,,67,0.0564939112558,0.101163153735,67,66,ok
690,20260917,True,,73,0.0583717373439,0.0397323457624,73,72,ok
691,20260917,True,,71,0.0741844810997,0.0375031673429,71,70,ok
692,20260917,True,,78,0.0656534578056,0.0577091308286,78,77,ok
693,20260917,True,,60,0.0663947142285,0.0140357452687,60,59,ok
694,20260917,True,,67,0.0625119940063,0.13128924853,67,66,ok
695,20260917,True,,79,0.0597195417408,0.114295301001,79,78,ok
696,20260917,True,,70,0.109725131687,0.0739295446534,70,69,ok
697,20260917,True,,92,0.0523540387223,0.0081932553726,92,91,ok
698,20260917,True,,69,0.0850280776227,0.0499835849337,69,68,ok
699,20260917,True,,76,0.0731492827387,0.0545334713879,76,75,ok
700,20260917,True,,56,0.0907957526512,0.032679180408,56,55,ok
701,20260917,True,,66,0.0768224457009,0.0650911064624,66,65,ok
702,20260917,True,,73,0.0557587055864,0.0697092549583,73,72,ok
703,20260917,True,,73,0.0761637426933,0.0896190442165,73,72,ok
704,20260917,True,,62,0.0593662779742,0.0144781954851,62,61,ok
705,20260917,True,,80,0.0569834972066,0.0595764131331,80,79,ok
706,20260917,True,,61,0.0787088067741,0.107231449493,61,60,ok
707,20260917,True,,72,0.0609750900282,0.0214557936467,72,71,ok
708,20260917,True,,65,0.0702451640243,0.174041949468,65,64,ok
709,20260917,True,,80,0.088608873006,0.0802479138144,80,79,ok
710,20260917,True,,60,0.0798429036968,0.026724502059,60,59,ok
711,20260917,True,,77,0.0744496439294,0.0510915186685,77,76,ok
712,20260917,True,,70,0.0918415212086,0.0104898478632,70,69,ok
713,20260917,True,,64,0.0808442581763,0.0278450879759,64,63,ok
714,20260917,True,,56,0.0835644307787,0.0240102753797,56,55,ok
715,20260917,True,,58,0.087248762362,0.0616775110222,58,57,ok
716,20260917,True,,64,0.0851889927064,0.0775054038001,64,63,ok
717,20260917,True,,73,0.0556232964341,0.0434598762373,73,72,ok
718,20260917,True,,71,0.0598249170907,0.108144634144,71,70,ok
719,20260917,True,,78,0.0872888868058,0.055894225032,78,77,ok
720,20260917,True,,61,0.0906116082139,0.0270744168109,61,60,ok
721,20260917,True,,67,0.088734171582,0.0289902782529,67,66,ok
722,20260917,True,,77,0.0786217437953,0.219675691653,77,76,ok
723,20260917,True,,68,0.0878322867749,0.0605670661271,68,67,ok
724,20260917,True,,68,0.0584953355636,0.0694825342332,68,67,ok
725,20260917,True,,60,0.0907046636138,0.0665402723252,60,59,ok
726,20260917,True,,64,0.0784226474883,0.0494139699972,64,63,ok
727,20260917,True,,72,0.0763408779695,0.0102776911233,72,71,ok
728,20260917,True,,62,0.0787357688895,0.105007576908,62,61,ok
729,20260917,True,,67,0.0792499235445,0.0704220167607,67,66,ok
730,20260917,True,,57,0.0500922277678,0.0680493706717,57,56,ok
731,20260917,True,,74,0.0836789012146,0.0134001060443,74,73,ok
732,20260917,True,,67,0.0781120864912,0.0656086468158,67,66,ok
733,20260917,True,,63,0.0621394465565,0.133223790928,63,62,ok
734,20260917,True,,71,0.0571647443472,0.12211599212,71,70,ok
735,20260917,True,,67,0.0612737258622,0.0147699628732,67,66,ok
736,20260917,True,,68,0.0720356465793,0.0141490134,68,67,ok
737,20260917,True,,66,0.0970631948851,0.0701709541677,66,65,ok
738,20260917,True,,75,0.0602076484324,0.0874416566863,75,74,ok
739,20260917,True,,69,0.0533627970376,0.0038773319227,69,68,ok
740,20260917,True,,71,0.0570836544294,0.0660861730519,71,70,ok
741,20260917,True,,68,0.0592510912546,0.188468345159,68,67,ok
742,20260917,True,,63,0.0699100800907,0.0894220904949,63,62,ok
743,20260917,True,,70,0.0765850413278,0.0151036594702,70,69,ok
744,20260917,True,,63,0.0933469152496,0.0647476976492,63,62,ok
745,20260917,True,,74,0.053818913509,0.00301999561939,74,73,ok
746,20260917,True,,67,0.081675619322,0.0447857317426,67,66,ok
747,20260917,True,,75,0.0657069348002,0.0794308770127,75,74,ok
748,20260917,True,,80,0.0557079730696,0.130520930201,80,79,ok
749,20260917,True,,63,0.0739429694276,0.0119674195459,63,62,ok
750,20260917,True,,71,0.0570458104364,0.191257806728,71,70,ok
751,20260917,True,,71,0.0733967437894,0.181746504925,71,70,ok
752,20260917,True,,84,0.107531505696,0.0315519695176,84,83,ok
753,20260917,True,,69,0.102168053568,0.226125039869,69,68,ok
754,20260917,True,,68,0.0856042847274,0.00410854614369,68,67,ok
755,20260917,True,,60,0.0723413842121,0.012824699048,60,59,ok
756,20260917,True,,64,0.0839588553352,0.00541410368981,64,63,ok
757,20260917,True,,73,0.0824859254563,0.0019763385903,73,72,ok
758,20260917,True,,67,0.0849171081942,0.128431250493,67,66,ok
759,20260917,True,,67,0.0847812431604,0.0651688836982,67,66,ok
760,20260917,True,,63,0.0724133322406,0.0178050712377,63,62,ok
761,20260917,True,,71,0.0723685384144,0.0188720717149,71,70,ok
762,20260917,True,,56,0.0972675730927,0.0546111576439,56,55,ok
763,20260917,True,,61,0.0738929836001,0.0361824154323,61,60,ok
764,20260917,True,,68,0.108009016818,0.090055690979,68,67,ok
765,20260917,True,,69,0.0932905443616,0.0298436406255,69,68,ok
766,20260917,True,,75,0.0689147973823,0.00329325947577,75,74,ok
767,20260917,True,,64,0.0640089871264,0.0198370703941,64,63,ok
768,20260917,True,,75,0.06699996158,0.090593884812,75,74,ok
769,20260917,True,,73,0.0936454734718,0.0901568419004,73,72,ok
770,20260917,True,,63,0.104307911552,0.0652518101242,63,62,ok
771,20260917,True,,69,0.0935554762114,0.0274042826769,69,68,ok
772,20260917,True,,66,0.0747607590136,0.0517657395274,66,65,ok
773,20260917,True,,72,0.0713048291778,0.131653178681,72,71,ok
774,20260917,True,,57,0.0909832421419,0.0364441614362,57,56,ok
775,20260917,True,,60,0.0765339150781,0.202453764458,60,59,ok
776,20260917,True,,64,0.0761982908133,0.11117385216,64,63,ok
777,20260917,True,,76,0.072062173684,0.0464959663442,76,75,ok
778,20260917,True,,72,0.0952881197162,0.0219593695322,72,71,ok
779,20260917,True,,82,0.0754364466466,0.054968012716,82,81,ok
780,20260917,True,,67,0.0650669136659,0.0996337268409,67,66,ok
781,20260917,True,,51,0.1273449595,0.0618778223882,51,50,ok
782,20260917,True,,77,0.0689819132071,0.0501794027046,77,76,ok
783,20260917,True,,73,0.102574186862,0.0689999477578,73,72,ok
784,20260917,True,,75,0.0519318523169,0.0257109194107,75,74,ok
785,20260917,True,,63,0.0697877312091,0.103714430836,63,62,ok
786,20260917,True,,62,0.103876028389,0.059413150519,62,61,ok
787,20260917,True,,76,0.0821281496615,0.0120614832071,76,75,ok
788,20260917,True,,73,0.0793607051899,0.0130585830432,73,72,ok
789,20260917,True,,71,0.0870243017009,0.0914898380759,71,70,ok
790,20260917,True,,72,0.0607364399596,0.0413228079268,72,71,ok
791,20260917,True,,65,0.0621336399872,0.0221161615572,65,64,ok
792,20260917,True,,71,0.0980585837465,0.00346897350664,71,70,ok
793,20260917,True,,71,0.0700870841059,0.126369340825,71,70,ok
794,20260917,True,,63,0.0856513543544,0.254891895062,63,62,ok
795,20260917,True,,70,0.128316381594,0.014550356534,70,69,ok
796,20260917,True,,69,0.0728738257326,0.19619563654,69,68,ok
797,20260917,True,,65,0.0786007658749,0.0155539086909,65,64,ok
798,20260917,True,,71,0.0657914686348,0.0853313238044,71,70,ok
799,20260917,True,,74,0.079110615818,0.0217664294733,74,73,ok
800,20260917,True,,72,0.0712085278851,0.0303121470185,72,71,ok
801,20260917,True,,72,0.0789596250198,0.085676832745,72,71,ok
802,20260917,True,,68,0.0887675446305,0.0620041353258,68,67,ok
803,20260917,True,,79,0.0666658880578,0.0629221209522,79,78,ok
804,20260917,True,,74,0.0643039341388,0.00455977847721,74,73,ok
805,20260917,True,,71,0.0727076571641,0.000536918936002,71,70,ok
806,20260917,True,,72,0.0784512935255,0.0530699781477,72,71,ok
807,20260917,True,,77,0.0739936438248,0.0510821844019,77,76,ok
808,20260917,True,,72,0.0681043305952,0.0786225938223,72,71,ok
809,20260917,True,,72,0.0850974749723,0.0272228353482,72,71,ok
810,20260917,True,,74,0.0646914440147,0.0279262191973,74,73,ok
811,20260917,True,,84,0.0735390210683,0.021720659823,84,83,ok
812,20260917,True,,72,0.0538266760837,0.100519716682,72,71,ok
813,20260917,True,,73,0.0790457201615,0.0664551147065,73,72,ok
814,20260917,True,,79,0.0854144734794,0.00452954558406,79,78,ok
815,20260917,True,,82,0.0639309167731,0.087125259794,82,81,ok
816,20260917,True,,79,0.045440508446,0.00581767692754,79,78,ok
817,20260917,True,,62,0.0859753483802,0.0263845640442,62,61,ok
818,20260917,True,,65,0.0633390977016,0.174151407398,65,64,ok
819,20260917,True,,65,0.0790269131865,0.193395250429,65,64,ok
