catalogue_id,model_version,n_source_events,n_response_events,n_conditioning_events,response_exposure_kyr,history_kernel,history_initialization,history_tau_kyr,history_coefficient_domain,initial_unobserved_history,df,n_events,loglik_reduced,loglik_full,ll_gain_nats,gain_bits_per_event,LR_statistic,LR_p_value,delta_AIC_full_minus_reduced,nominal_LR_p,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,pre_phase_amplitude,beta_history,mis6_vs_ngrip_rate_ratio_full,all_models_converged,likelihood_nesting_ok,beta_pre_phase_sin,beta_pre_phase_cos
barker_variable_threshold_speleo_0_400,continuous_exponential_inhibition_2026-09-12,70,69,1,396.464263878,exponential,condition_on_exact_oldest_event,1.5,nonpositive,0,2,69,-183.466463372,-178.175223075,5.29124029699,0.110632552705,10.582480594,0.00503551085596,-6.58248059399,0.00503551085596,334.234011557,3.32341425551,0.600496322356,-1.12936845698,,True,True,-0.261033698359,0.540793159613
