composite_event_id,composite_event_number,composite_event_label,source_record,source_event_label,algorithm_config_id,smoothing_sigma_yr,search_half_width_yr,definition_pick_age_ka_bp,chronology_input_lower_approx95_ka_bp,chronology_input_upper_approx95_ka_bp,chronology_sampling_lower_approx95_ka_bp,chronology_sampling_upper_approx95_ka_bp,chronology_half_width_approx95_ka,chronology_sigma_ka,chronology_support_id,source_bound_repair_applied
MIS6_DO_01,1,MIS 6.1,MF,6.1,s075_w400,75.000000,400.000000,134.983000,133.973315,135.970583,133.973315,135.992685,1.009685,0.515155,MF_segment_0,False
MIS6_DO_02,2,MIS 6.2,MF,6.2,s075_w400,75.000000,400.000000,138.393000,137.791588,138.905059,137.791588,138.994412,0.601412,0.306848,MF_segment_0,False
MIS6_DO_03,3,MIS 6.3,MF,6.3,s075_w400,75.000000,400.000000,146.272000,145.731414,146.803823,145.731414,146.812586,0.540586,0.275814,MF_segment_0,False
MIS6_DO_04,4,MIS 6.4,MF,6.4,s075_w400,75.000000,400.000000,146.855000,146.238852,147.473118,146.236882,147.473118,0.618118,0.315372,MF_segment_0,False
MIS6_DO_05,5,MIS 6.5,MF,6.5,s075_w400,75.000000,400.000000,148.444000,147.796971,149.221992,147.666008,149.221992,0.777992,0.396942,MF_segment_0,False
MIS6_DO_06,6,MIS 6.6,MF,6.6,s075_w400,75.000000,400.000000,149.445000,148.600632,150.400541,148.489459,150.400541,0.955541,0.487530,MF_segment_0,False
MIS6_DO_07,7,MIS 6.7,MF,6.7,s075_w400,75.000000,400.000000,150.447000,149.786237,151.167274,149.726726,151.167274,0.720274,0.367493,MF_segment_0,False
MIS6_DO_08,8,MIS 6.8,MF,6.8,s075_w400,75.000000,400.000000,151.123000,150.543877,151.760406,150.485594,151.760406,0.637406,0.325213,MF_segment_0,False
MIS6_DO_09,9,MIS 6.9,MF,6.9,s075_w400,75.000000,400.000000,159.515000,158.839438,160.364707,158.665293,160.364707,0.849707,0.433532,MF_segment_0,False
MIS6_DO_10,10,MIS 6.10,MF,6.10,s075_w400,75.000000,400.000000,160.674000,160.108601,161.051157,160.108601,161.239399,0.565399,0.288474,MF_segment_0,False
MIS6_DO_11,11,MIS 6.11,MF,6.11,s075_w400,75.000000,400.000000,165.007000,164.401863,165.007000,164.401863,165.612137,0.605137,0.308749,MF_segment_0,False
MIS6_DO_12,12,MIS 6.12,MF,6.12,s075_w400,75.000000,400.000000,168.570000,168.274936,171.243647,165.896353,171.243647,2.673647,1.364131,MF_segment_0,False
MIS6_DO_13,13,MIS 6.13,MF,6.13,s075_w400,75.000000,400.000000,169.674000,169.272688,171.650787,167.697213,171.650787,1.976787,1.008584,MF_segment_0,False
MIS6_DO_14,14,MIS 6.14,MF,6.14,s075_w400,75.000000,400.000000,171.488000,170.127409,172.910717,170.065283,172.910717,1.422717,0.725889,MF_segment_0,False
MIS6_DO_15,15,MIS 6.15,MF,6.15,s075_w400,75.000000,400.000000,172.366000,171.274393,173.402461,171.274393,173.457607,1.091607,0.556953,MF_segment_0,False
MIS6_DO_16,16,MIS 6.16,MF,6.16,s075_w400,75.000000,400.000000,174.751000,172.670540,176.961798,172.540202,176.961798,2.210798,1.127979,MF_segment_0,False
MIS6_DO_01,1,MIS 6.1,MF,6.1,s075_w500,75.000000,500.000000,134.983000,133.973315,135.970583,133.973315,135.992685,1.009685,0.515155,MF_segment_0,False
MIS6_DO_02,2,MIS 6.2,MF,6.2,s075_w500,75.000000,500.000000,138.393000,137.791588,138.905059,137.791588,138.994412,0.601412,0.306848,MF_segment_0,False
MIS6_DO_03,3,MIS 6.3,MF,6.3,s075_w500,75.000000,500.000000,146.272000,145.731414,146.803823,145.731414,146.812586,0.540586,0.275814,MF_segment_0,False
MIS6_DO_04,4,MIS 6.4,MF,6.4,s075_w500,75.000000,500.000000,146.855000,146.238852,147.473118,146.236882,147.473118,0.618118,0.315372,MF_segment_0,False
MIS6_DO_05,5,MIS 6.5,MF,6.5,s075_w500,75.000000,500.000000,148.444000,147.796971,149.221992,147.666008,149.221992,0.777992,0.396942,MF_segment_0,False
MIS6_DO_06,6,MIS 6.6,MF,6.6,s075_w500,75.000000,500.000000,149.445000,148.600632,150.400541,148.489459,150.400541,0.955541,0.487530,MF_segment_0,False
MIS6_DO_07,7,MIS 6.7,MF,6.7,s075_w500,75.000000,500.000000,150.447000,149.786237,151.167274,149.726726,151.167274,0.720274,0.367493,MF_segment_0,False
MIS6_DO_08,8,MIS 6.8,MF,6.8,s075_w500,75.000000,500.000000,151.123000,150.543877,151.760406,150.485594,151.760406,0.637406,0.325213,MF_segment_0,False
MIS6_DO_09,9,MIS 6.9,MF,6.9,s075_w500,75.000000,500.000000,159.515000,158.839438,160.364707,158.665293,160.364707,0.849707,0.433532,MF_segment_0,False
MIS6_DO_10,10,MIS 6.10,MF,6.10,s075_w500,75.000000,500.000000,160.674000,160.108601,161.051157,160.108601,161.239399,0.565399,0.288474,MF_segment_0,False
MIS6_DO_11,11,MIS 6.11,MF,6.11,s075_w500,75.000000,500.000000,165.007000,164.401863,165.007000,164.401863,165.612137,0.605137,0.308749,MF_segment_0,False
MIS6_DO_12,12,MIS 6.12,MF,6.12,s075_w500,75.000000,500.000000,168.570000,168.274936,171.243647,165.896353,171.243647,2.673647,1.364131,MF_segment_0,False
MIS6_DO_13,13,MIS 6.13,MF,6.13,s075_w500,75.000000,500.000000,169.674000,169.272688,171.650787,167.697213,171.650787,1.976787,1.008584,MF_segment_0,False
MIS6_DO_14,14,MIS 6.14,MF,6.14,s075_w500,75.000000,500.000000,171.488000,170.127409,172.910717,170.065283,172.910717,1.422717,0.725889,MF_segment_0,False
MIS6_DO_15,15,MIS 6.15,MF,6.15,s075_w500,75.000000,500.000000,172.366000,171.274393,173.402461,171.274393,173.457607,1.091607,0.556953,MF_segment_0,False
MIS6_DO_16,16,MIS 6.16,MF,6.16,s075_w500,75.000000,500.000000,174.751000,172.670540,176.961798,172.540202,176.961798,2.210798,1.127979,MF_segment_0,False
MIS6_DO_18,18,MIS 6.18,Sofular,6.10,s035_w300,35.000000,300.000000,179.840000,179.090000,180.590000,179.090000,180.590000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_19,19,MIS 6.19,Sofular,6.11,s035_w300,35.000000,300.000000,180.296000,179.546000,181.046000,179.546000,181.046000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_18,18,MIS 6.18,Sofular,6.10,s035_w400,35.000000,400.000000,179.840000,179.090000,180.590000,179.090000,180.590000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_19,19,MIS 6.19,Sofular,6.11,s035_w400,35.000000,400.000000,180.296000,179.546000,181.046000,179.546000,181.046000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_18,18,MIS 6.18,Sofular,6.10,s035_w500,35.000000,500.000000,179.840000,179.090000,180.590000,179.090000,180.590000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_19,19,MIS 6.19,Sofular,6.11,s035_w500,35.000000,500.000000,180.296000,179.546000,181.046000,179.546000,181.046000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_18,18,MIS 6.18,Sofular,6.10,s050_w300,50.000000,300.000000,179.831000,179.081000,180.581000,179.081000,180.581000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_19,19,MIS 6.19,Sofular,6.11,s050_w300,50.000000,300.000000,180.309000,179.559000,181.059000,179.559000,181.059000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_18,18,MIS 6.18,Sofular,6.10,s050_w400,50.000000,400.000000,179.831000,179.081000,180.581000,179.081000,180.581000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_19,19,MIS 6.19,Sofular,6.11,s050_w400,50.000000,400.000000,180.309000,179.559000,181.059000,179.559000,181.059000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_18,18,MIS 6.18,Sofular,6.10,s050_w500,50.000000,500.000000,179.831000,179.081000,180.581000,179.081000,180.581000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_19,19,MIS 6.19,Sofular,6.11,s050_w500,50.000000,500.000000,180.309000,179.559000,181.059000,179.559000,181.059000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_18,18,MIS 6.18,Sofular,6.10,s075_w300,75.000000,300.000000,179.808000,179.058000,180.558000,179.058000,180.558000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_19,19,MIS 6.19,Sofular,6.11,s075_w300,75.000000,300.000000,180.329000,179.579000,181.079000,179.579000,181.079000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_18,18,MIS 6.18,Sofular,6.10,s075_w400,75.000000,400.000000,179.808000,179.058000,180.558000,179.058000,180.558000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_19,19,MIS 6.19,Sofular,6.11,s075_w400,75.000000,400.000000,180.329000,179.579000,181.079000,179.579000,181.079000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_18,18,MIS 6.18,Sofular,6.10,s075_w500,75.000000,500.000000,179.808000,179.058000,180.558000,179.058000,180.558000,0.750000,0.375000,Sofular_local_fixed_approximation,False
MIS6_DO_19,19,MIS 6.19,Sofular,6.11,s075_w500,75.000000,500.000000,180.329000,179.579000,181.079000,179.579000,181.079000,0.750000,0.375000,Sofular_local_fixed_approximation,False
