realization_id,MIS6_DO_01_age_ka_bp,MIS6_DO_02_age_ka_bp,MIS6_DO_03_age_ka_bp,MIS6_DO_04_age_ka_bp,MIS6_DO_05_age_ka_bp,MIS6_DO_06_age_ka_bp,MIS6_DO_07_age_ka_bp,MIS6_DO_08_age_ka_bp,MIS6_DO_09_age_ka_bp,MIS6_DO_10_age_ka_bp,MIS6_DO_11_age_ka_bp,MIS6_DO_12_age_ka_bp,MIS6_DO_13_age_ka_bp,MIS6_DO_14_age_ka_bp,MIS6_DO_15_age_ka_bp,MIS6_DO_16_age_ka_bp,MIS6_DO_17_age_ka_bp,MIS6_DO_18_age_ka_bp,MIS6_DO_19_age_ka_bp,MIS6_DO_20_age_ka_bp,MIS6_DO_21_age_ka_bp
1,135.764966,138.858772,146.690665,147.333711,149.046528,150.185033,151.004827,151.616648,160.173068,161.111882,165.475657,170.640646,171.204953,172.589844,173.211412,176.463186,177.338441,180.129827,180.607827,190.325843,194.209527
2,134.997863,138.401853,146.279958,146.864099,148.455452,149.459066,150.457603,151.132383,159.527508,160.682323,165.015908,168.609357,169.703099,171.508943,172.382069,174.783544,177.778431,179.167643,179.623643,190.792554,194.758976
3,136.149116,139.087589,146.896339,147.568883,149.342527,150.548583,151.278866,151.859159,160.496352,161.326996,165.705891,171.657875,171.957051,173.131138,173.626730,177.304317,177.957431,179.101425,179.579425,190.986806,194.939874
4,134.623478,138.182509,146.062592,146.631084,148.167656,149.125831,150.211354,150.892048,159.226398,160.746454,164.794043,167.651665,168.983314,171.011499,171.982065,173.977932,177.619760,179.615223,180.071223,190.623526,194.570898
5,136.069239,139.045772,146.835291,147.516597,149.280489,150.488120,151.239301,151.806418,160.438717,161.290050,165.663318,171.401528,171.820051,173.039543,173.548455,177.152534,177.683565,179.191127,179.712127,190.687780,194.626590
6,135.524828,138.720705,146.544326,147.183151,148.861444,149.975141,150.852221,151.462106,159.982211,161.085355,165.335987,169.989492,170.751859,172.275869,172.958620,175.957116,177.124592,179.972458,180.450458,190.096039,193.983960
7,134.564718,138.143853,146.048051,146.598932,148.121701,149.049148,150.148612,150.858942,159.162992,160.439772,164.756310,167.462388,168.855076,170.898611,171.913780,173.835132,177.736807,179.774396,180.230396,190.748213,194.709638
8,135.563826,138.738965,146.582975,147.210575,148.891544,149.994680,150.861341,151.489671,160.003798,160.999248,165.355108,170.108028,170.811156,172.306424,172.993952,176.022772,177.791787,179.382107,179.903107,190.806781,194.774807
9,135.984952,138.989805,146.808446,147.468384,149.216034,150.393223,151.161757,151.755524,160.358199,161.235069,165.607502,171.223169,171.635647,172.899820,173.449247,176.944865,177.603732,179.448457,179.969457,190.609122,194.522543
10,133.842599,137.713728,145.661429,146.156859,147.565287,148.365752,149.633478,150.403075,158.555288,160.035403,164.323521,165.550218,167.441294,169.881096,171.133071,172.253988,177.354407,179.564075,180.020075,190.340854,194.256367
11,135.066987,138.443026,146.316967,146.906416,148.508715,149.524484,150.506914,151.176021,159.585680,160.721031,165.057336,168.792399,169.838433,171.606344,172.456802,174.934898,177.667581,179.475814,179.996814,190.674468,194.627581
12,134.860167,138.323836,146.189092,146.776054,148.349841,149.348855,150.379642,151.041742,159.424871,160.835448,164.936355,168.265566,169.447724,171.343516,172.238503,174.497655,177.445105,180.215969,180.736969,190.433773,194.344812
13,134.806408,138.302654,146.149510,146.735824,148.309235,149.317583,150.338127,151.007279,159.389929,160.822927,164.869222,168.163166,169.358755,170.907117,172.181527,174.392890,177.717571,179.396232,179.917232,190.730681,194.656863
14,135.171067,138.521874,146.344532,146.959124,148.589574,149.659562,150.598646,151.238481,159.695471,160.961293,165.111697,169.027678,170.074834,171.428460,172.577128,175.195603,177.258851,179.573847,180.094847,190.240856,194.115619
15,134.512760,138.116400,146.003417,146.563270,148.082434,149.021505,150.132633,150.822024,159.133558,160.704825,164.727473,167.364496,168.766073,170.856189,171.862109,173.734817,177.214880,179.650659,180.171659,190.193903,194.063738
16,135.666912,138.819957,146.609713,147.262755,148.970764,150.124567,150.952887,151.552858,160.110931,161.149436,165.441401,170.203196,171.048520,172.137355,173.115045,176.287090,177.700192,180.197847,180.653847,190.712124,194.636357
17,135.835669,138.906308,146.710457,147.373539,149.100705,150.268036,151.073232,151.658697,160.242862,161.202229,165.522883,170.795720,171.361763,172.711903,173.295397,176.639662,178.100669,179.663023,180.119023,191.135823,195.140934
18,135.059793,138.438741,146.313115,146.902012,148.503171,149.517675,150.501782,151.171479,159.579626,160.717002,165.053025,168.773348,169.824348,171.596207,172.449024,174.919146,177.345235,179.783642,180.304642,190.331083,194.245495
19,134.873975,138.332081,146.196472,146.784510,148.360469,149.361865,150.389459,151.050474,159.436448,160.840639,164.944656,168.301377,169.474815,171.362884,172.253462,174.527972,177.728991,179.446619,179.902619,190.736167,194.680268
20,134.128080,137.883773,145.814275,146.331627,147.785259,148.635924,149.837130,150.583296,158.795536,160.195266,164.494619,166.306171,168.000215,170.283358,171.441714,172.879074,177.773701,179.454932,179.910932,190.790617,194.723090
21,134.469644,138.090655,145.980374,146.536862,148.049247,148.980879,150.101977,150.794755,159.097404,160.688614,164.701550,167.252667,168.681476,170.795708,171.815396,173.640144,177.687817,179.675005,180.153005,190.692309,194.631615
22,135.249501,138.569026,146.386479,147.007153,148.649872,149.733118,150.654681,151.288210,159.761190,160.991054,165.163850,169.213625,170.228855,171.540595,172.662217,175.368258,177.856887,180.054677,180.510677,190.879444,194.821242
23,134.912058,138.350744,146.234018,146.811570,148.389337,149.377862,150.396393,151.078215,159.455298,160.634274,164.964482,168.382146,169.535108,171.388038,172.289302,174.595666,177.841195,179.932970,180.388970,190.859413,194.833371
24,135.206156,138.525921,146.391478,146.991613,148.615948,149.656189,150.606191,151.263876,159.702798,160.798962,165.140744,169.160916,170.110900,171.802442,172.607262,175.239620,177.377789,180.571428,181.092428,190.365762,194.284082
25,135.198906,138.526097,146.370134,146.983527,148.610575,149.668036,150.620488,151.255977,159.708914,160.962811,165.140024,169.144149,170.112365,171.818681,172.605504,175.241456,178.319690,179.743764,180.221764,191.369139,195.400546
26,134.318957,138.000680,145.899838,146.444568,147.933260,148.838892,149.994837,150.699454,158.971047,160.631957,164.610948,166.861831,168.385812,170.584332,171.652136,173.309265,178.152167,180.013062,180.534062,191.190683,195.201977
27,134.297039,137.996441,145.877096,146.423912,147.917648,148.839894,149.974224,150.684327,158.963137,160.629652,164.530525,166.955585,168.358512,170.178887,171.628938,173.271632,177.752862,180.114962,180.635962,190.761594,194.708475
28,134.630143,138.196690,146.055242,146.627888,148.173728,149.152280,150.212199,150.895523,159.242239,160.756045,164.752017,167.745287,169.012625,170.655116,171.990306,174.004883,178.074098,180.129855,180.607855,191.111384,195.077529
29,135.083716,138.457317,146.308570,146.912975,148.521911,149.559497,150.538587,151.183125,159.612324,160.919500,165.070765,168.845383,169.886350,171.657099,172.480704,174.988523,177.090024,180.064348,180.542348,190.055543,193.925229
30,135.718450,138.850940,146.637276,147.294314,149.010385,150.172899,150.989707,151.585535,160.154113,161.168992,165.475670,170.325379,171.149725,172.211037,173.170956,176.400538,177.940480,180.017867,180.538867,190.968705,194.919873
31,134.985142,138.398459,146.255886,146.852599,148.446037,149.466614,150.468500,151.120782,159.529666,160.882437,165.011497,168.589711,169.692937,171.518824,172.373905,174.772073,177.547068,179.366305,179.844305,190.542383,194.465298
32,135.784967,138.870686,146.701374,147.345955,149.061939,150.203962,151.019095,151.629275,160.189900,161.123082,165.487645,170.693609,171.244112,172.618027,173.233036,176.506980,177.574084,179.388443,179.866443,190.577465,194.487563
33,135.019933,138.414999,146.291774,146.877610,148.472458,149.479953,150.473347,151.146316,159.546081,160.694682,165.029135,168.667799,169.746309,171.540042,172.405930,174.831869,177.784730,179.440244,179.961244,190.795540,194.746133
34,134.653782,138.196904,146.095737,146.653456,148.190328,149.133436,150.212147,150.915167,159.237944,160.489646,164.809689,167.698230,169.029448,171.024109,172.010070,174.030147,177.777717,179.725794,180.203794,190.791792,194.758129
35,135.173937,138.506730,146.374228,146.971889,148.591122,149.625698,150.583207,151.243537,159.675684,160.780920,165.121434,169.075600,170.047821,171.757043,172.572429,175.169073,177.604092,179.532374,180.010374,190.606835,194.552326
36,134.964019,138.381694,146.261838,146.843380,148.429375,149.427037,150.433460,151.111017,159.499026,160.663371,164.995624,168.519738,169.636839,171.461255,172.345479,174.709439,177.413134,179.844873,180.300873,190.403414,194.325978
37,135.455926,138.693121,146.496877,147.133557,148.808565,149.926703,150.802155,151.419088,159.934149,161.069380,165.301109,169.703004,170.634209,171.835715,172.886157,175.822653,177.837663,180.590436,181.068436,190.858916,194.798559
38,136.107861,139.068833,146.855932,147.540253,149.310217,150.524512,151.266762,151.830845,160.471103,161.304571,165.686540,171.501702,171.895832,173.093720,173.590299,177.237340,177.438467,180.123802,180.601802,190.426702,194.336968
39,135.029087,138.424698,146.279373,146.879515,148.479862,149.508022,150.499745,151.148575,159.566515,160.898960,165.037919,168.703691,169.779162,171.580467,172.421516,174.868568,177.506419,179.652329,180.108329,190.499085,194.417265
40,134.884232,138.338206,146.201954,146.790793,148.368364,149.371531,150.396752,151.056962,159.445050,160.844496,164.950824,168.327982,169.494942,171.377273,172.264576,174.550496,177.652802,179.638449,180.116449,190.658725,194.610064
41,135.365162,138.625369,146.458991,147.085358,148.738547,149.824694,150.738698,151.361126,159.848326,161.025322,165.239987,169.575369,170.438578,172.051898,172.785633,175.606523,177.680174,179.446981,179.967981,190.690748,194.612738
42,135.562427,138.757145,146.553834,147.198773,148.890439,150.026580,150.878241,151.486612,160.023384,161.109790,165.371925,169.955489,170.843343,171.987975,173.001694,176.057089,177.897134,179.828821,180.306821,190.915272,194.878954
43,135.035732,138.428666,146.282924,146.883585,148.484977,149.514283,150.504470,151.152778,159.572087,160.901459,165.041914,168.720927,169.792201,171.589789,172.428716,174.883160,177.447018,179.400069,179.878069,190.435811,194.347073
44,135.382852,138.631169,146.486081,147.099785,148.752098,149.823410,150.732240,151.375423,159.851498,160.897907,165.246644,169.628807,170.456840,172.051419,172.798294,175.626512,177.743035,179.590293,180.068293,190.757872,194.686908
45,135.034576,138.423721,146.299614,146.886574,148.483741,149.493810,150.483792,151.155559,159.558404,160.702881,165.037911,168.706572,169.774976,171.560674,172.421760,174.863929,177.560633,179.868092,180.346092,190.560540,194.500813
46,135.431229,138.678274,146.483668,147.118434,148.789578,149.903542,150.784511,151.403430,159.913456,161.060009,165.284687,169.644453,170.585711,171.800406,172.859364,175.768288,177.686088,180.017390,180.538390,190.697064,194.619716
47,134.763179,138.265925,146.137256,146.716649,148.275187,149.257467,150.310683,150.980402,159.343543,160.798981,164.878040,168.014008,169.257423,171.207465,172.133422,174.284688,177.849287,180.260445,180.781445,190.871329,194.812275
48,134.630161,138.186500,146.066164,146.635177,148.172801,149.132129,150.216106,150.896275,159.232003,160.748967,164.798062,167.669000,168.996428,171.020874,171.989306,173.992608,177.958279,179.548516,180.026516,190.984139,194.972155
49,135.316243,138.609148,146.422173,147.048022,148.701181,149.795708,150.702363,151.330526,159.817111,161.016378,165.208229,169.371852,170.359915,171.636014,172.734622,175.515174,178.203324,178.761453,179.239453,191.249373,195.230003
50,134.899296,138.358496,146.199187,146.792705,148.380645,149.404694,150.404488,151.066172,159.467759,160.858172,164.930987,168.383380,169.541160,171.039917,172.282297,174.597362,178.185380,180.187347,180.643347,191.226063,195.241345
51,135.445037,138.686574,146.491053,147.126889,148.800194,149.916492,150.794375,151.412184,159.925025,161.065248,165.293869,169.677189,170.612826,171.820147,172.874344,175.798683,178.006467,179.696534,180.152534,191.035473,195.029274
52,134.459795,138.081356,145.991876,146.534700,148.040855,148.949851,150.073764,150.792705,159.074693,160.381018,164.693426,167.184552,168.649655,170.750767,171.800344,173.605394,178.086570,179.721966,180.242966,191.124701,195.092244
53,135.840734,138.924453,146.702674,147.369195,149.104393,150.287578,151.077069,151.663066,160.256573,161.215391,165.556981,170.615284,171.389853,172.385864,173.303616,176.669719,177.544252,180.241284,180.719284,190.539384,194.461970
54,134.228814,137.955426,145.840609,146.382134,147.865199,148.775912,149.925482,150.641071,158.905973,160.603764,164.485159,166.793841,168.224539,170.081347,171.554924,173.121450,178.232936,180.036199,180.514199,191.272967,195.275757
55,135.175106,138.507426,146.374853,146.972605,148.592023,149.626804,150.584041,151.244275,159.676668,160.781574,165.122135,169.078696,170.050109,171.758690,172.573692,175.171633,177.715762,180.023190,180.479190,190.722076,194.664636
56,134.800711,138.284421,146.174403,146.743405,148.303541,149.272487,150.316962,151.007923,159.361594,160.571923,164.897749,168.087300,169.317111,171.231143,172.168921,174.351862,177.862003,179.276936,179.797936,190.877851,194.837443
57,134.960206,138.395112,146.231762,146.830003,148.427471,149.461815,150.448003,151.104790,159.518794,160.881284,164.971488,168.527781,169.660768,171.126998,172.348375,174.731441,177.941387,179.510665,179.988665,190.969674,194.920943
58,134.478758,138.105684,145.974281,146.535188,148.057349,149.010312,150.104048,150.799541,159.115397,160.698603,164.651356,167.386394,168.715353,170.438686,171.826076,173.671646,177.545244,179.112516,179.568516,190.546669,194.453534
59,134.793502,138.294896,146.142607,146.727921,148.299313,149.305479,150.328906,150.999096,159.379115,160.818029,164.860640,168.132568,169.333411,170.888665,172.167526,174.364480,177.627852,180.170129,180.691129,190.632146,194.580490
60,135.139541,138.502922,146.327672,146.939819,148.565338,149.629997,150.576124,151.218493,159.669056,160.949331,165.090734,168.952939,170.012927,171.383389,172.542927,175.126206,177.612105,179.430660,179.951660,190.618063,194.532423
61,134.367086,138.038551,145.914558,146.466805,147.971499,148.905585,150.024267,150.728739,159.021829,160.656230,164.577102,167.121649,168.496063,170.279031,171.704929,173.425825,177.540963,179.098140,179.576140,190.535880,194.458083
62,134.257027,137.963702,145.866739,146.406636,147.885591,148.780537,149.950805,150.660286,158.919117,160.608671,164.573712,166.701203,168.264298,170.497459,171.585038,173.173279,177.107572,179.902147,180.380147,190.074235,193.945965
63,135.523490,138.719906,146.543610,147.182332,148.860414,149.973880,150.851269,151.461259,159.981088,161.084852,165.335182,169.986021,170.749233,172.273992,172.957170,175.954178,177.591690,179.816987,180.294987,190.593624,194.537626
64,134.823185,138.301754,146.169327,146.753402,148.321375,149.314008,150.353347,151.018352,159.393860,160.821543,164.914119,168.169645,169.375161,171.291639,172.198435,174.416449,177.693541,180.304143,180.782143,190.705021,194.628509
65,135.571918,138.762851,146.558910,147.204585,148.897736,150.035482,150.885022,151.492630,160.031337,161.113392,165.378236,169.977992,170.861982,172.001546,173.011991,176.077984,177.454974,180.225878,180.681878,190.444286,194.356475
66,134.682189,138.227979,146.083077,146.659759,148.213740,149.201089,150.249382,150.928521,159.285848,160.775793,164.786624,167.868675,169.114827,170.729524,172.046768,174.119450,178.033825,179.757788,180.278788,191.060875,195.040477
67,135.081077,138.451419,146.324510,146.915042,148.519571,149.537818,150.516965,151.184915,159.597537,160.728921,165.065781,168.829708,169.866018,171.626197,172.472035,174.965749,178.305186,179.754922,180.232922,191.358141,195.350189
68,134.503137,138.120340,145.987319,146.550116,148.076091,149.033174,150.121464,150.814998,159.135824,160.707854,164.667567,167.444190,168.763226,170.473540,171.852524,173.725310,177.805512,179.807078,180.328078,190.821402,194.791076
69,135.132273,138.498553,146.323785,146.935368,148.559751,149.623181,150.570931,151.213885,159.662966,160.946573,165.085901,168.935708,169.998655,171.372998,172.535042,175.110207,177.986239,179.656090,180.177090,191.017567,194.973864
70,134.899465,138.347301,146.210095,146.800123,148.380089,149.385884,150.407583,151.066595,159.457823,160.850223,164.959983,168.367492,169.524830,171.398640,172.281079,174.583944,177.513187,180.275694,180.731694,190.509997,194.444574
71,135.220741,138.534609,146.399287,147.000543,148.627187,149.669993,150.616596,151.273084,159.715073,160.807129,165.149486,169.199539,170.139456,171.822994,172.623031,175.271557,178.328927,179.811299,180.267299,191.383492,195.378201
72,135.253865,138.558913,146.399507,147.017189,148.652878,149.719822,150.659564,151.290735,159.754999,160.983475,165.173068,169.286696,170.220200,171.895775,172.665049,175.362135,177.597644,180.458494,180.979494,190.602621,194.515360
73,134.649318,138.194245,146.093347,146.650724,148.186888,149.129212,150.208963,150.912350,159.234188,160.487146,164.807014,167.686411,169.020710,171.017819,172.005245,174.020374,177.846678,180.411908,180.867908,190.861526,194.819333
74,134.736909,138.246418,146.140243,146.704346,148.254379,149.212105,150.271447,150.967645,159.307900,160.536195,164.859510,167.918351,169.192196,171.141240,172.099942,174.212161,178.139154,179.882096,180.360096,191.180851,195.154288
75,134.394064,138.045526,145.939979,146.490570,147.991071,148.909662,150.048239,150.746955,159.034027,160.660196,164.656106,167.056634,168.533178,170.689687,171.733509,173.474184,177.561124,180.011017,180.489017,190.561063,194.501395
76,134.407174,138.050014,145.963703,146.502486,148.000309,148.900053,150.036226,150.759486,159.030410,160.351552,164.661889,167.045213,168.546634,170.676622,171.743454,173.490177,178.020763,179.511501,179.989501,191.046961,195.025041
77,135.681054,138.808791,146.645738,147.282341,148.981871,150.105621,150.944967,151.563675,160.102452,161.064893,165.425366,170.418447,171.040668,172.471606,173.120691,176.279453,178.126579,180.204384,180.660384,191.163424,195.171646
78,135.265454,138.565833,146.405701,147.024287,148.661798,149.730742,150.667804,151.298065,159.764716,160.987832,165.180036,169.316754,170.242939,171.912031,172.677604,175.387582,177.252308,179.703673,180.181673,190.232091,194.135346
79,134.611275,138.175223,146.056070,146.623610,148.158264,149.114333,150.202678,150.884330,159.216166,160.741866,164.786706,167.620015,168.959371,170.994381,171.968844,173.951137,177.598416,180.091416,180.569416,190.603447,194.516272
80,135.267871,138.562681,146.424520,147.029395,148.663501,149.714595,150.650217,151.302837,159.754735,160.833521,165.177732,169.324338,170.231727,171.889403,172.673984,175.374751,178.141667,180.011366,180.489366,191.179497,195.189530
81,134.497531,138.103834,146.012080,146.557802,148.069932,148.985564,150.100684,150.816528,159.106451,160.402149,164.716043,167.284479,168.723537,170.803941,171.841142,173.688022,177.573802,179.833477,180.354477,190.577163,194.487230
82,135.700572,138.820417,146.656189,147.294290,148.996911,150.124093,150.958891,151.575997,160.118878,161.075823,165.437064,170.470132,171.078882,172.499109,173.141794,176.322190,177.383133,179.708079,180.186079,190.373565,194.262259
83,135.138990,138.490321,146.338111,146.946830,148.564457,149.611579,150.577887,151.218083,159.658672,160.940283,165.103999,168.988746,169.994803,171.734634,172.540589,175.109893,177.947466,179.657023,180.113023,190.968885,194.938430
84,135.081731,138.451808,146.324861,146.915442,148.520075,149.538436,150.517431,151.185328,159.598088,160.729287,165.066173,168.831439,169.867298,171.627119,172.472742,174.967180,177.852735,179.768382,180.224382,190.871707,194.847051
85,134.979923,138.391167,146.270353,146.853116,148.441629,149.442088,150.444805,151.121058,159.512411,160.672277,165.005156,168.561853,169.667976,171.483665,172.362674,174.744263,177.518103,179.649959,180.105959,190.515234,194.450401
86,134.888429,138.351962,146.193375,146.786050,148.372291,149.394502,150.396724,151.059282,159.458653,160.854049,164.923760,168.357616,169.519819,171.024380,172.270507,174.573440,177.380554,180.006514,180.527514,190.368707,194.287359
87,135.314895,138.608338,146.421452,147.047196,148.700144,149.794444,150.701399,151.329671,159.815981,161.015867,165.207332,169.368655,170.357267,171.634086,172.733159,175.512205,177.727524,179.955018,180.411018,190.741308,194.668605
88,134.507108,138.113025,146.000397,146.559809,148.078084,149.016180,150.128614,150.818450,159.128818,160.702700,164.724075,167.349837,168.754984,170.848261,171.855986,173.722407,178.176715,179.293494,179.749494,191.216832,195.231074
89,134.103195,137.871849,145.784522,146.312416,147.767184,148.635587,149.841429,150.562995,158.790124,160.550832,164.481219,166.302209,167.962463,170.281671,171.418371,172.835495,177.503371,180.330360,180.786360,190.499540,194.432938
90,135.218811,138.533459,146.398254,146.999361,148.625700,149.668166,150.615220,151.271866,159.713449,160.806049,165.148329,169.194429,170.135678,171.820275,172.620944,175.267331,178.022180,180.214748,180.735748,191.052211,195.047899
91,134.834826,138.304741,146.192667,146.764289,148.329827,149.304771,150.341298,151.029459,159.390303,160.591026,164.918194,168.177634,169.383901,171.279212,172.205803,174.426559,177.370415,179.963833,180.441833,190.354214,194.256555
92,135.245545,138.566647,146.384363,147.004730,148.646830,149.729407,150.651855,151.285702,159.757874,160.989553,165.161219,169.204245,170.221086,171.534939,172.657925,175.359548,177.450880,179.856853,180.312853,190.443623,194.370719
93,134.578436,138.152024,146.055396,146.607331,148.132272,149.062131,150.158398,150.867602,159.174537,160.447454,164.764532,167.498715,168.881934,170.917941,171.928611,173.865170,177.426475,179.482651,180.003651,190.413929,194.322798
94,134.867671,138.324305,146.210253,146.784397,148.355136,149.335856,150.364729,151.050194,159.417944,160.609419,164.937880,168.264610,169.448207,171.325494,172.241314,174.498477,177.521557,180.277925,180.733925,190.521375,194.425586
95,134.742720,138.264368,146.115449,146.696825,148.260274,149.257856,150.292627,150.966899,159.336566,160.798761,164.826873,168.012178,169.233692,170.816064,172.112435,174.252695,177.422205,179.698976,180.219976,190.415286,194.308360
96,134.164517,137.905476,145.833784,146.353934,147.813335,148.670408,149.863123,150.606299,158.826201,160.215670,164.516457,166.402657,168.071553,170.334701,171.481108,172.958857,177.998610,179.928184,180.406184,191.027104,195.019961
97,134.182444,137.916155,145.843382,146.364909,147.827148,148.687374,149.875912,150.617616,158.841287,160.225708,164.527201,166.450128,168.106651,170.359961,171.500490,172.998110,177.967715,179.390127,179.846127,190.990455,194.962358
98,135.759825,138.875813,146.659404,147.319650,149.042193,150.211701,151.019266,151.611767,160.188781,161.184691,165.503182,170.423469,171.230973,172.270191,173.215842,176.491617,178.265285,179.938183,180.416183,191.311183,195.336058
99,135.648533,138.794569,146.610441,147.258919,148.956662,150.091703,150.940176,151.540343,160.085941,161.131867,165.410365,170.310345,170.994581,172.449397,173.092646,176.228747,177.819308,180.000290,180.456290,190.832372,194.786991
100,134.567531,138.159050,146.021757,146.589547,148.125594,149.093562,150.167468,150.855825,159.189778,160.732287,164.710384,167.596850,168.889674,170.565601,171.922381,173.867057,177.367042,180.748693,181.226693,190.354314,194.271344
101,135.544844,138.746575,146.544430,147.188006,148.876922,150.010091,150.865679,151.475464,160.008652,161.103119,165.360234,169.913804,170.808816,171.962838,172.982619,176.018385,177.431190,178.952736,179.473736,190.424881,194.318962
102,134.185636,137.918056,145.845091,146.366862,147.829607,148.690394,149.878188,150.619631,158.843973,160.227495,164.529114,166.458579,168.112899,170.364458,171.503940,173.005098,176.972461,179.429091,179.885091,189.933979,193.803635
103,135.499793,138.700824,146.548691,147.171375,148.842205,149.934081,150.815662,151.449247,159.949911,160.963392,165.316731,169.938469,170.685791,172.216198,172.924724,175.882566,177.676495,179.792115,180.248115,190.680249,194.618236
104,135.544193,138.727270,146.572463,147.198556,148.876415,149.976099,150.847335,151.477276,159.987275,160.988254,165.343341,170.056038,170.772717,172.278759,172.972726,175.979782,178.287355,179.971041,180.492041,191.334694,195.362219
105,135.056714,138.436907,146.311467,146.900127,148.500799,149.514761,150.499585,151.169535,159.577034,160.715278,165.051179,168.765195,169.818319,171.591868,172.445695,174.912404,178.049617,180.257516,180.713516,191.077696,195.059138
106,136.104807,139.083204,146.843903,147.530900,149.307404,150.535227,151.265728,151.830494,160.477836,161.315591,165.732573,171.241332,171.908412,172.763402,173.590096,177.251015,177.913729,179.460148,179.916148,190.932949,194.898565
107,133.969090,137.791775,145.712848,146.230278,147.663960,148.509225,149.746079,150.478180,158.677672,160.500409,164.400588,165.954381,167.699334,170.093555,171.273077,172.541027,178.007578,180.489791,181.010791,191.032916,195.009462
108,135.115021,138.488181,146.314558,146.924804,148.546488,149.607002,150.558606,151.202947,159.648511,160.940027,165.074430,168.894808,169.964777,171.348333,172.516326,175.072231,178.239341,179.374275,179.895275,191.279789,195.283325
109,134.767790,138.264812,146.156776,146.723251,148.278174,149.241330,150.293477,150.987140,159.333888,160.553488,164.878018,168.000123,169.252656,171.184754,172.133328,174.279777,177.915923,179.870662,180.348662,190.935286,194.901157
110,134.671965,138.221833,146.077609,146.653498,148.205880,149.191502,150.242078,150.922039,159.277282,160.771914,164.779826,167.844437,169.094751,170.714908,172.035677,174.096945,177.847603,179.936617,180.392617,190.869530,194.810287
111,134.902198,138.344871,146.228738,146.805534,148.381739,149.368531,150.389358,151.071990,159.447000,160.628753,164.958573,168.356035,169.515803,171.374144,172.278642,174.574076,177.620014,179.970505,180.448505,190.626509,194.541755
112,134.498657,138.104504,146.012682,146.558490,148.070799,148.986629,150.101486,150.817238,159.107398,160.402780,164.716717,167.287458,168.725740,170.805526,171.842359,173.690486,177.438328,179.462875,179.940875,190.432502,194.327383
113,134.414261,138.054235,145.967497,146.506825,148.005770,148.906760,150.041282,150.763960,159.036374,160.355520,164.666137,167.063980,168.560509,170.686608,171.751116,173.505695,177.597256,179.096114,179.617114,190.599554,194.544224
114,135.444857,138.668102,146.519278,147.137743,148.799874,149.882090,150.776472,151.414566,159.903678,160.932628,165.283805,169.792996,170.578235,172.138788,172.865330,175.762277,177.693963,180.039851,180.495851,190.702572,194.658853
115,135.051905,138.450238,146.280803,146.886154,148.497966,149.547810,150.513514,151.162929,159.595626,160.916078,165.032461,168.745174,169.840835,171.258097,172.447854,174.933294,177.744673,179.410077,179.866077,190.756592,194.718961
116,134.844206,138.310328,146.197690,146.770032,148.337055,149.313649,150.347989,151.035381,159.398197,160.596279,164.923816,168.202474,169.402266,171.292430,172.215945,174.447098,177.898455,179.698781,180.219781,190.916680,194.880516
117,134.210083,137.944166,145.830591,146.370664,147.850800,148.758347,149.912101,150.629195,158.890279,160.596657,164.472705,166.749436,168.187758,170.054569,171.534604,173.080220,177.456832,179.764032,180.285032,190.449964,194.377774
118,135.064334,138.445744,146.298211,146.901104,148.506993,149.541234,150.524806,151.170867,159.596071,160.912213,165.059112,168.795112,169.848321,171.629911,172.459704,174.945964,177.635513,179.548527,180.069527,190.636595,194.569810
119,134.731428,138.246966,146.120287,146.697202,148.250748,149.227549,150.288108,150.960321,159.316918,160.787043,164.858949,167.931655,169.195124,171.162927,172.099022,174.214969,177.840745,179.717507,180.195507,190.855207,194.812323
120,135.305550,138.585124,146.444693,147.052461,148.692534,149.750253,150.677095,151.326623,159.786444,160.854620,165.200314,169.424111,170.305496,171.942495,172.714720,175.457252,177.813540,179.669551,180.190551,190.829954,194.800591
121,135.399583,138.645921,146.477387,147.106440,148.765040,149.857127,150.763170,151.382895,159.877188,161.038264,165.260682,169.664644,170.506114,172.100181,172.822925,175.682102,178.084972,179.821906,180.299906,191.115356,195.100915
122,135.813796,138.887858,146.716809,147.363604,149.084153,150.231245,151.039661,151.647474,160.214162,161.139225,165.504923,170.769948,171.300554,172.658649,173.264204,176.570104,177.674976,179.677021,180.133021,190.678630,194.616441
123,135.925916,138.975661,146.748230,147.421356,149.169878,150.367462,151.137925,151.717073,160.327946,161.247713,165.613622,170.817227,171.557124,172.507646,173.396026,176.857227,178.049463,179.875125,180.396125,191.085079,195.048462
124,134.378199,138.036053,145.931500,146.480853,147.978860,148.894714,150.036959,150.736921,159.020724,160.654231,164.646568,167.015486,168.502051,170.667434,171.716321,173.439349,177.915604,180.261435,180.782435,190.934947,194.900781
125,135.246584,138.567272,146.384919,147.005366,148.647629,149.730382,150.652597,151.286361,159.758745,160.989947,165.161910,169.206709,170.223126,171.536424,172.659052,175.361836,177.718405,180.621533,181.142533,190.731572,194.657847
126,134.962944,138.396758,146.233227,146.831680,148.429576,149.464383,150.449959,151.106527,159.521088,160.882323,164.973309,168.534273,169.666145,171.130913,172.351346,174.737469,177.330107,180.258631,180.714631,190.311278,194.208924
127,133.331852,137.416207,145.360907,145.832879,147.175643,147.934738,149.284676,150.072376,158.154424,160.263422,163.888739,164.667379,166.463183,168.798987,170.581855,171.146998,177.850064,180.229336,180.707336,190.868862,194.843885
