filename,sha256,dataset_doi,source_url,local_source
held2024-so-4.txt,864b030e6564641d15fe2e2b636acd227ee464339096f0ba8dc4f7e303d4fdc5,10.25921/b84y-cm81,https://www.ncei.noaa.gov/pub/data/paleo/speleothem/asia/turkey/held2024/held2024-so-4.txt,/Users/pz/Nutstore Files/论文-同步-Dell-XPS13-2022-11-03/Held et al-2024-DATA/held2024-so-4.txt
held2024-so-57.txt,5162f9487a73a449b8f2b92ae99d117baad662645afb3beb7aa3c536bfd02eba,10.25921/b84y-cm81,https://www.ncei.noaa.gov/pub/data/paleo/speleothem/asia/turkey/held2024/held2024-so-57.txt,/Users/pz/Nutstore Files/论文-同步-Dell-XPS13-2022-11-03/Held et al-2024-DATA/held2024-so-57.txt
