dataset_id,catalogue_label,age_scale,event_definition,analysis_start_ka,analysis_end_ka,bin_width_ka,history_window_ka,bin_origin_fraction,response_mode,n_rayleigh_events,n_predictive_events,n_pi_bins,pi_support_start_ka,pi_support_end_ka,response_exposure_kyr,rayleigh_mean_phase_deg,rayleigh_mean_resultant_length,rayleigh_p,LR_statistic,nominal_LR_p,info_bits_per_event,delta_AICc_full_minus_reduced,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,all_models_converged,likelihood_nesting_ok,eta_clipping_used,resolution_covariate_included,age_uncertainty_propagated,event_age_epoch
barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",SpeleoAge,variable_threshold,0,400,0.2,1.5,0,maximal_for_history,70,70,1993,0,398.5,398.5,0.830024149361,0.190011796225,0.0794887546994,8.67159283062,0.0130914436939,0.0893604569525,-4.64941748246,336.907088699,2.88475328064,True,True,False,False,False,BP1950 assumed; exact SpeleoAge epoch not directly verified
barker_fixed_threshold_speleo_0_400,"Barker fixed-threshold D-O warmings, SpeleoAge 0-400 ka",SpeleoAge,fixed_threshold,0,400,0.2,1.5,0,maximal_for_history,59,59,1993,0,398.5,398.5,7.9036369634,0.227099883219,0.0470451355251,8.52500142935,0.0140870306819,0.104228621065,-4.50282608119,350.330581589,3.10373369079,True,True,False,False,False,BP1950 assumed; exact SpeleoAge epoch not directly verified
